---------- Players ----------
Player 0: title
Player 1: like
Player 2: attack
Player 3: killer
Player 4: tomatoes!
Player 5: ",
Player 6: anyone
Player 7: going
Player 8: thing
Player 9: would
Player 10: expecting
Player 11: either
Player 12: a )
Player 13: bad
Player 14: science
Player 15: fiction
Player 16: movie
Player 17: b )
Player 18: comedy
Player 19: making
Player 20: fun
Player 21: bad
Player 22: science
Player 23: fiction
Player 24: movies.
Player 25: supposed
Player 26: mix
Player 27: both,
Player 28: dose
Player 29: parody
Player 30: splashed
Player 31: in.
Player 32: unfortunately,
Player 33: falls
Player 34: flat
Player 35: soon.
Player 36: never
Player 37: supposed
Player 38: take
Player 39: movie
Player 40: seriously,
Player 41: realize
Player 42: that,
Player 43: supposed
Player 44: think
Player 45: funny,
Player 46: right?
Player 47: found
Player 48: jokes
Player 49: situations
Player 50: funny
Player 51: ( i. e,
Player 52: side - by - side
Player 53: phone
Player 54: conversations,
Player 55: russian
Player 56: olympic
Player 57: spy
Player 58: eating
Player 59: steroid
Player 60: cereal,
Player 61: superman
Player 62: walking
Player 63: lois,
Player 64: etc. ).
Player 65: " attack
Player 66: killer
Player 67: tomatoes
Player 68: "
Player 69: strives
---------- Rewards ----------
v(): 2.251527786254883	 ([])
v(0,39): 2.3779683113098145	 ([title][movie])
v(0,40): 2.558607578277588	 ([title][seriously,])
v(0,41): 1.3315956592559814	 ([title][realize])
v(0,42): 1.5680186748504639	 ([title][that,])
v(0,43): 1.618035912513733	 ([title][supposed])
v(0,44): 2.1168415546417236	 ([title][think])
v(0,45): -0.09335324168205261	 ([title][funny,])
v(0,46): 1.0631394386291504	 ([title][right?])
v(0,47): 1.5934371948242188	 ([title][found])
v(0,48): 1.64213228225708	 ([title][jokes])
v(0,49): 0.9285207390785217	 ([title][situations])
v(0,50): 2.6683881282806396	 ([title][funny])
v(0,51): 1.460231065750122	 ([title][( i. e,])
v(0,52): 1.5343009233474731	 ([title][side - by - side])
v(0,53): 1.5864325761795044	 ([title][phone])
v(0,54): 0.3391362726688385	 ([title][conversations,])
v(0,55): 1.3539365530014038	 ([title][russian])
v(0,56): 0.966508686542511	 ([title][olympic])
v(0,57): 2.10097074508667	 ([title][spy])
v(0,58): 2.1695213317871094	 ([title][eating])
v(0,59): 1.9450035095214844	 ([title][steroid])
v(0,60): 1.8079713582992554	 ([title][cereal,])
v(0,61): 0.758567750453949	 ([title][superman])
v(0,62): 1.1041077375411987	 ([title][walking])
v(0,63): 0.6941352486610413	 ([title][lois,])
v(0,64): 1.3495734930038452	 ([title][etc. ).])
v(0,65): 2.9982330799102783	 ([title][" attack])
v(0,66): 3.6682662963867188	 ([title][killer])
v(0,67): 2.1231703758239746	 ([title][tomatoes])
v(0,68): 1.8474085330963135	 ([title]["])
v(0,69): 1.3778172731399536	 ([title][strives])
v(1,2): 3.106487512588501	 ([like][attack])
v(1,3): 3.8322582244873047	 ([like][killer])
v(1,4): 2.3526852130889893	 ([like][tomatoes!])
v(1,5): 1.5497748851776123	 ([like][",])
v(1,6): 1.725187063217163	 ([like][anyone])
v(1,7): 2.239448070526123	 ([like][going])
v(1,8): 2.8627758026123047	 ([like][thing])
v(1,9): 1.9568932056427002	 ([like][would])
v(1,10): 3.0710129737854004	 ([like][expecting])
v(1,11): 1.904137134552002	 ([like][either])
v(1,12): 1.782623291015625	 ([like][a )])
v(1,13): 4.869359970092773	 ([like][bad])
v(1,14): 2.066420078277588	 ([like][science])
v(1,15): 1.9639626741409302	 ([like][fiction])
v(1,16): 2.155080795288086	 ([like][movie])
v(1,17): 1.9124571084976196	 ([like][b )])
v(1,18): 0.6972982287406921	 ([like][comedy])
v(1,19): 2.147151470184326	 ([like][making])
v(1,20): 1.9730641841888428	 ([like][fun])
v(1,21): 5.875411033630371	 ([like][bad])
v(1,22): 2.020195245742798	 ([like][science])
v(1,23): 1.8040974140167236	 ([like][fiction])
v(1,24): 2.8175132274627686	 ([like][movies.])
v(1,25): 3.1605303287506104	 ([like][supposed])
v(1,26): 2.647030830383301	 ([like][mix])
v(1,27): 1.49259352684021	 ([like][both,])
v(1,28): 3.0960843563079834	 ([like][dose])
v(1,29): 3.4573092460632324	 ([like][parody])
v(1,30): 2.016141414642334	 ([like][splashed])
v(1,31): 1.8610681295394897	 ([like][in.])
v(1,32): 4.776851177215576	 ([like][unfortunately,])
v(1,33): 4.398082256317139	 ([like][falls])
v(1,34): 1.488970160484314	 ([like][flat])
v(1,35): -0.7428995966911316	 ([like][soon.])
v(1,36): 2.3476433753967285	 ([like][never])
v(1,37): 2.435765266418457	 ([like][supposed])
v(1,38): 2.5831494331359863	 ([like][take])
v(1,39): 2.556410312652588	 ([like][movie])
v(1,40): 3.0457241535186768	 ([like][seriously,])
v(1,41): 1.5534842014312744	 ([like][realize])
v(1,42): 1.8401246070861816	 ([like][that,])
v(1,43): 1.7442259788513184	 ([like][supposed])
v(1,44): 2.3336539268493652	 ([like][think])
v(1,45): 0.1379125714302063	 ([like][funny,])
v(1,46): 1.3174158334732056	 ([like][right?])
v(1,47): 1.7926247119903564	 ([like][found])
v(1,48): 1.770885944366455	 ([like][jokes])
v(1,49): 1.0303146839141846	 ([like][situations])
v(1,50): 3.0143160820007324	 ([like][funny])
v(1,51): 1.6262259483337402	 ([like][( i. e,])
v(1,52): 1.7579197883605957	 ([like][side - by - side])
v(1,53): 1.7322077751159668	 ([like][phone])
v(1,54): 0.7105799913406372	 ([like][conversations,])
v(1,55): 1.5990047454833984	 ([like][russian])
v(1,56): 1.3542544841766357	 ([like][olympic])
v(1,57): 2.292046546936035	 ([like][spy])
v(1,58): 2.406714916229248	 ([like][eating])
v(1,59): 2.0279016494750977	 ([like][steroid])
v(1,60): 2.0088939666748047	 ([like][cereal,])
v(1,61): 1.0191771984100342	 ([like][superman])
v(1,62): 1.3928813934326172	 ([like][walking])
v(1,63): 0.9819129109382629	 ([like][lois,])
v(1,64): 1.5254863500595093	 ([like][etc. ).])
v(1,65): 3.1309263706207275	 ([like][" attack])
v(1,66): 4.123158931732178	 ([like][killer])
v(1,67): 2.302161693572998	 ([like][tomatoes])
v(1,68): 2.084406614303589	 ([like]["])
v(1,69): 1.6419072151184082	 ([like][strives])
v(2,3): 4.388430595397949	 ([attack][killer])
v(2,4): 3.7253522872924805	 ([attack][tomatoes!])
v(2,5): 2.9495632648468018	 ([attack][",])
v(2,6): 3.156886577606201	 ([attack][anyone])
v(2,7): 3.557851791381836	 ([attack][going])
v(2,8): 3.9624505043029785	 ([attack][thing])
v(2,9): 3.5048561096191406	 ([attack][would])
v(2,10): 4.339410781860352	 ([attack][expecting])
v(2,11): 3.3689723014831543	 ([attack][either])
v(2,12): 3.302830219268799	 ([attack][a )])
v(2,13): 5.008852958679199	 ([attack][bad])
v(2,14): 3.6425628662109375	 ([attack][science])
v(2,15): 3.639813184738159	 ([attack][fiction])
v(2,16): 3.727351665496826	 ([attack][movie])
v(2,17): 3.2504894733428955	 ([attack][b )])
v(2,18): 2.4694106578826904	 ([attack][comedy])
v(2,19): 3.490346908569336	 ([attack][making])
v(2,20): 3.158445119857788	 ([attack][fun])
v(2,21): 6.165134906768799	 ([attack][bad])
v(2,22): 3.6767654418945312	 ([attack][science])
v(2,23): 3.3662290573120117	 ([attack][fiction])
v(2,24): 5.1295166015625	 ([attack][movies.])
v(2,25): 4.5646491050720215	 ([attack][supposed])
v(2,26): 4.176379680633545	 ([attack][mix])
v(2,27): 2.8739163875579834	 ([attack][both,])
v(2,28): 4.265113830566406	 ([attack][dose])
v(2,29): 4.5051655769348145	 ([attack][parody])
v(2,30): 3.4724574089050293	 ([attack][splashed])
v(2,31): 3.1902503967285156	 ([attack][in.])
v(2,32): 5.716414451599121	 ([attack][unfortunately,])
v(2,33): 5.3074951171875	 ([attack][falls])
v(2,34): 2.8259968757629395	 ([attack][flat])
v(2,35): 1.6870890855789185	 ([attack][soon.])
v(2,36): 3.7558627128601074	 ([attack][never])
v(2,37): 3.9252588748931885	 ([attack][supposed])
v(2,38): 4.160384178161621	 ([attack][take])
v(2,39): 4.255591869354248	 ([attack][movie])
v(2,40): 4.446825981140137	 ([attack][seriously,])
v(2,41): 3.1369497776031494	 ([attack][realize])
v(2,42): 3.316925048828125	 ([attack][that,])
v(2,43): 3.2301790714263916	 ([attack][supposed])
v(2,44): 4.025569915771484	 ([attack][think])
v(2,45): 1.610770583152771	 ([attack][funny,])
v(2,46): 2.8970701694488525	 ([attack][right?])
v(2,47): 3.5073163509368896	 ([attack][found])
v(2,48): 3.181182384490967	 ([attack][jokes])
v(2,49): 2.4444451332092285	 ([attack][situations])
v(2,50): 4.137136936187744	 ([attack][funny])
v(2,51): 3.328568935394287	 ([attack][( i. e,])
v(2,52): 3.350172996520996	 ([attack][side - by - side])
v(2,53): 3.3128879070281982	 ([attack][phone])
v(2,54): 2.698970317840576	 ([attack][conversations,])
v(2,55): 3.546889305114746	 ([attack][russian])
v(2,56): 2.9207520484924316	 ([attack][olympic])
v(2,57): 3.4341251850128174	 ([attack][spy])
v(2,58): 3.638331413269043	 ([attack][eating])
v(2,59): 3.350421905517578	 ([attack][steroid])
v(2,60): 3.582289218902588	 ([attack][cereal,])
v(2,61): 2.5263404846191406	 ([attack][superman])
v(2,62): 3.131944179534912	 ([attack][walking])
v(2,63): 3.0611724853515625	 ([attack][lois,])
v(2,64): 2.9153308868408203	 ([attack][etc. ).])
v(2,65): 2.494295358657837	 ([attack][" attack])
v(2,66): 4.931319236755371	 ([attack][killer])
v(2,67): 3.805645704269409	 ([attack][tomatoes])
v(2,68): 3.6926753520965576	 ([attack]["])
v(2,69): 2.9977827072143555	 ([attack][strives])
v(3,4): 4.1772003173828125	 ([killer][tomatoes!])
v(3,5): 3.930201530456543	 ([killer][",])
v(3,6): 3.8559892177581787	 ([killer][anyone])
v(3,7): 4.591928482055664	 ([killer][going])
v(3,8): 4.647570610046387	 ([killer][thing])
v(3,9): 4.335230827331543	 ([killer][would])
v(3,10): 4.973703384399414	 ([killer][expecting])
v(3,11): 4.099214553833008	 ([killer][either])
v(3,12): 4.031803607940674	 ([killer][a )])
v(3,13): 5.359954357147217	 ([killer][bad])
v(3,14): 4.288449287414551	 ([killer][science])
v(3,15): 3.997931957244873	 ([killer][fiction])
v(3,16): 4.437705993652344	 ([killer][movie])
v(3,17): 4.118890285491943	 ([killer][b )])
v(3,18): 2.7825119495391846	 ([killer][comedy])
v(3,19): 4.215775966644287	 ([killer][making])
v(3,20): 3.8573696613311768	 ([killer][fun])
v(3,21): 6.141409397125244	 ([killer][bad])
v(3,22): 4.588067054748535	 ([killer][science])
v(3,23): 3.94846248626709	 ([killer][fiction])
v(3,24): 4.6715779304504395	 ([killer][movies.])
v(3,25): 5.036688804626465	 ([killer][supposed])
v(3,26): 4.740356922149658	 ([killer][mix])
v(3,27): 3.6680164337158203	 ([killer][both,])
v(3,28): 4.89456033706665	 ([killer][dose])
v(3,29): 5.047279357910156	 ([killer][parody])
v(3,30): 4.186155796051025	 ([killer][splashed])
v(3,31): 4.173489093780518	 ([killer][in.])
v(3,32): 5.978145599365234	 ([killer][unfortunately,])
v(3,33): 5.80243444442749	 ([killer][falls])
v(3,34): 3.5674448013305664	 ([killer][flat])
v(3,35): 2.2099640369415283	 ([killer][soon.])
v(3,36): 4.3012237548828125	 ([killer][never])
v(3,37): 4.454966068267822	 ([killer][supposed])
v(3,38): 4.586091041564941	 ([killer][take])
v(3,39): 4.7404255867004395	 ([killer][movie])
v(3,40): 5.1472930908203125	 ([killer][seriously,])
v(3,41): 3.827066421508789	 ([killer][realize])
v(3,42): 4.036438941955566	 ([killer][that,])
v(3,43): 3.8616714477539062	 ([killer][supposed])
v(3,44): 4.526544570922852	 ([killer][think])
v(3,45): 2.4897148609161377	 ([killer][funny,])
v(3,46): 3.679856300354004	 ([killer][right?])
v(3,47): 4.222766876220703	 ([killer][found])
v(3,48): 3.929462432861328	 ([killer][jokes])
v(3,49): 3.242914915084839	 ([killer][situations])
v(3,50): 4.788767337799072	 ([killer][funny])
v(3,51): 4.276472091674805	 ([killer][( i. e,])
v(3,52): 3.9970526695251465	 ([killer][side - by - side])
v(3,53): 4.008978366851807	 ([killer][phone])
v(3,54): 3.187209367752075	 ([killer][conversations,])
v(3,55): 4.092369556427002	 ([killer][russian])
v(3,56): 3.763648509979248	 ([killer][olympic])
v(3,57): 3.759582042694092	 ([killer][spy])
v(3,58): 4.333423137664795	 ([killer][eating])
v(3,59): 4.362608909606934	 ([killer][steroid])
v(3,60): 3.4467828273773193	 ([killer][cereal,])
v(3,61): 3.5232996940612793	 ([killer][superman])
v(3,62): 3.6802783012390137	 ([killer][walking])
v(3,63): 3.9023518562316895	 ([killer][lois,])
v(3,64): 4.021339416503906	 ([killer][etc. ).])
v(3,65): 4.628283500671387	 ([killer][" attack])
v(3,66): 3.3028345108032227	 ([killer][killer])
v(3,67): 4.151647090911865	 ([killer][tomatoes])
v(3,68): 4.256477355957031	 ([killer]["])
v(3,69): 3.593308925628662	 ([killer][strives])
v(4,5): 2.076931953430176	 ([tomatoes!][",])
v(4,6): 2.561514377593994	 ([tomatoes!][anyone])
v(4,7): 3.287273406982422	 ([tomatoes!][going])
v(4,8): 3.2665891647338867	 ([tomatoes!][thing])
v(4,9): 2.9281961917877197	 ([tomatoes!][would])
v(4,10): 3.8648972511291504	 ([tomatoes!][expecting])
v(4,11): 2.671647548675537	 ([tomatoes!][either])
v(4,12): 2.5279622077941895	 ([tomatoes!][a )])
v(4,13): 5.34279727935791	 ([tomatoes!][bad])
v(4,14): 2.761882781982422	 ([tomatoes!][science])
v(4,15): 2.641909599304199	 ([tomatoes!][fiction])
v(4,16): 2.853152275085449	 ([tomatoes!][movie])
v(4,17): 2.5715177059173584	 ([tomatoes!][b )])
v(4,18): 1.1203296184539795	 ([tomatoes!][comedy])
v(4,19): 2.6548423767089844	 ([tomatoes!][making])
v(4,20): 2.1868245601654053	 ([tomatoes!][fun])
v(4,21): 6.27321720123291	 ([tomatoes!][bad])
v(4,22): 2.691471576690674	 ([tomatoes!][science])
v(4,23): 2.507368564605713	 ([tomatoes!][fiction])
v(4,24): 3.239276885986328	 ([tomatoes!][movies.])
v(4,25): 3.942986488342285	 ([tomatoes!][supposed])
v(4,26): 3.2132458686828613	 ([tomatoes!][mix])
v(4,27): 2.2212629318237305	 ([tomatoes!][both,])
v(4,28): 3.3521692752838135	 ([tomatoes!][dose])
v(4,29): 3.7663140296936035	 ([tomatoes!][parody])
v(4,30): 2.670288562774658	 ([tomatoes!][splashed])
v(4,31): 2.539883852005005	 ([tomatoes!][in.])
v(4,32): 5.136859893798828	 ([tomatoes!][unfortunately,])
v(4,33): 4.787847995758057	 ([tomatoes!][falls])
v(4,34): 2.130305767059326	 ([tomatoes!][flat])
v(4,35): -0.008262395858764648	 ([tomatoes!][soon.])
v(4,36): 3.1787707805633545	 ([tomatoes!][never])
v(4,37): 3.3785030841827393	 ([tomatoes!][supposed])
v(4,38): 3.353365421295166	 ([tomatoes!][take])
v(4,39): 3.2979445457458496	 ([tomatoes!][movie])
v(4,40): 3.7059621810913086	 ([tomatoes!][seriously,])
v(4,41): 2.401000738143921	 ([tomatoes!][realize])
v(4,42): 2.567718029022217	 ([tomatoes!][that,])
v(4,43): 2.500519275665283	 ([tomatoes!][supposed])
v(4,44): 3.1359670162200928	 ([tomatoes!][think])
v(4,45): 0.7035416960716248	 ([tomatoes!][funny,])
v(4,46): 2.158625602722168	 ([tomatoes!][right?])
v(4,47): 2.5729868412017822	 ([tomatoes!][found])
v(4,48): 2.327186107635498	 ([tomatoes!][jokes])
v(4,49): 1.8505810499191284	 ([tomatoes!][situations])
v(4,50): 3.5971713066101074	 ([tomatoes!][funny])
v(4,51): 2.448967456817627	 ([tomatoes!][( i. e,])
v(4,52): 2.6188366413116455	 ([tomatoes!][side - by - side])
v(4,53): 2.450915813446045	 ([tomatoes!][phone])
v(4,54): 1.4904448986053467	 ([tomatoes!][conversations,])
v(4,55): 2.4475460052490234	 ([tomatoes!][russian])
v(4,56): 2.202700138092041	 ([tomatoes!][olympic])
v(4,57): 2.941284418106079	 ([tomatoes!][spy])
v(4,58): 2.719651222229004	 ([tomatoes!][eating])
v(4,59): 2.8381495475769043	 ([tomatoes!][steroid])
v(4,60): 2.257941722869873	 ([tomatoes!][cereal,])
v(4,61): 2.3410558700561523	 ([tomatoes!][superman])
v(4,62): 2.2827746868133545	 ([tomatoes!][walking])
v(4,63): 2.188784122467041	 ([tomatoes!][lois,])
v(4,64): 2.2159805297851562	 ([tomatoes!][etc. ).])
v(4,65): 3.946152448654175	 ([tomatoes!][" attack])
v(4,66): 4.573103904724121	 ([tomatoes!][killer])
v(4,67): 1.9324891567230225	 ([tomatoes!][tomatoes])
v(4,68): 2.768561363220215	 ([tomatoes!]["])
v(4,69): 2.4803431034088135	 ([tomatoes!][strives])
v(5,6): 1.4400408267974854	 ([",][anyone])
v(5,7): 2.3140976428985596	 ([",][going])
v(5,8): 2.2466845512390137	 ([",][thing])
v(5,9): 2.0116987228393555	 ([",][would])
v(5,10): 2.9317097663879395	 ([",][expecting])
v(5,11): 1.7482185363769531	 ([",][either])
v(5,12): 1.6538124084472656	 ([",][a )])
v(5,13): 4.910351753234863	 ([",][bad])
v(5,14): 1.866289734840393	 ([",][science])
v(5,15): 1.8475407361984253	 ([",][fiction])
v(5,16): 2.097572088241577	 ([",][movie])
v(5,17): 1.7229089736938477	 ([",][b )])
v(5,18): 0.3870231807231903	 ([",][comedy])
v(5,19): 1.9778754711151123	 ([",][making])
v(5,20): 1.6498668193817139	 ([",][fun])
v(5,21): 5.975639820098877	 ([",][bad])
v(5,22): 1.824013590812683	 ([",][science])
v(5,23): 1.5703511238098145	 ([",][fiction])
v(5,24): 2.7344472408294678	 ([",][movies.])
v(5,25): 3.0880918502807617	 ([",][supposed])
v(5,26): 2.544337272644043	 ([",][mix])
v(5,27): 1.382920503616333	 ([",][both,])
v(5,28): 2.9177417755126953	 ([",][dose])
v(5,29): 3.625333786010742	 ([",][parody])
v(5,30): 1.8935136795043945	 ([",][splashed])
v(5,31): 1.775831937789917	 ([",][in.])
v(5,32): 4.941271781921387	 ([",][unfortunately,])
v(5,33): 4.178338050842285	 ([",][falls])
v(5,34): 1.4680887460708618	 ([",][flat])
v(5,35): -0.8920302987098694	 ([",][soon.])
v(5,36): 2.310352087020874	 ([",][never])
v(5,37): 2.425790309906006	 ([",][supposed])
v(5,38): 2.5402047634124756	 ([",][take])
v(5,39): 2.6117446422576904	 ([",][movie])
v(5,40): 2.953376293182373	 ([",][seriously,])
v(5,41): 1.4268327951431274	 ([",][realize])
v(5,42): 1.7325806617736816	 ([",][that,])
v(5,43): 1.6304833889007568	 ([",][supposed])
v(5,44): 2.217989444732666	 ([",][think])
v(5,45): -0.04617708921432495	 ([",][funny,])
v(5,46): 1.2192187309265137	 ([",][right?])
v(5,47): 1.6644580364227295	 ([",][found])
v(5,48): 1.6683740615844727	 ([",][jokes])
v(5,49): 0.9396040439605713	 ([",][situations])
v(5,50): 2.9353456497192383	 ([",][funny])
v(5,51): 1.5623383522033691	 ([",][( i. e,])
v(5,52): 1.7026801109313965	 ([",][side - by - side])
v(5,53): 1.613452434539795	 ([",][phone])
v(5,54): 0.385684072971344	 ([",][conversations,])
v(5,55): 1.457798957824707	 ([",][russian])
v(5,56): 1.1465988159179688	 ([",][olympic])
v(5,57): 2.126330852508545	 ([",][spy])
v(5,58): 2.286299228668213	 ([",][eating])
v(5,59): 1.9710028171539307	 ([",][steroid])
v(5,60): 1.7880094051361084	 ([",][cereal,])
v(5,61): 0.838050127029419	 ([",][superman])
v(5,62): 1.2135658264160156	 ([",][walking])
v(5,63): 0.907686173915863	 ([",][lois,])
v(5,64): 1.4396076202392578	 ([",][etc. ).])
v(5,65): 2.9409332275390625	 ([",][" attack])
v(5,66): 3.992750644683838	 ([",][killer])
v(5,67): 2.129375457763672	 ([",][tomatoes])
v(5,68): 1.8803943395614624	 ([",]["])
v(5,69): 1.2928117513656616	 ([",][strives])
v(6,7): 2.0302186012268066	 ([anyone][going])
v(6,8): 3.032409191131592	 ([anyone][thing])
v(6,9): 1.9542503356933594	 ([anyone][would])
v(6,10): 2.664884328842163	 ([anyone][expecting])
v(6,11): 2.04702091217041	 ([anyone][either])
v(6,12): 1.8854079246520996	 ([anyone][a )])
v(6,13): 4.596014022827148	 ([anyone][bad])
v(6,14): 2.1743106842041016	 ([anyone][science])
v(6,15): 2.132521629333496	 ([anyone][fiction])
v(6,16): 2.4605579376220703	 ([anyone][movie])
v(6,17): 1.9937856197357178	 ([anyone][b )])
v(6,18): 0.886309802532196	 ([anyone][comedy])
v(6,19): 2.293956756591797	 ([anyone][making])
v(6,20): 2.0918707847595215	 ([anyone][fun])
v(6,21): 5.660630226135254	 ([anyone][bad])
v(6,22): 2.1708879470825195	 ([anyone][science])
v(6,23): 1.9478425979614258	 ([anyone][fiction])
v(6,24): 2.8991692066192627	 ([anyone][movies.])
v(6,25): 3.258013963699341	 ([anyone][supposed])
v(6,26): 2.75040340423584	 ([anyone][mix])
v(6,27): 1.657214879989624	 ([anyone][both,])
v(6,28): 3.1741602420806885	 ([anyone][dose])
v(6,29): 3.4800853729248047	 ([anyone][parody])
v(6,30): 2.1671812534332275	 ([anyone][splashed])
v(6,31): 2.0136618614196777	 ([anyone][in.])
v(6,32): 4.879016876220703	 ([anyone][unfortunately,])
v(6,33): 4.426231384277344	 ([anyone][falls])
v(6,34): 1.7186851501464844	 ([anyone][flat])
v(6,35): -0.24618226289749146	 ([anyone][soon.])
v(6,36): 2.621127128601074	 ([anyone][never])
v(6,37): 2.7337393760681152	 ([anyone][supposed])
