---------- Players ----------
Player 0: say
Player 1: name
Player 2: verizon
Player 3: ,
Player 4: consumers
Player 5: america
Player 6: get
Player 7: clear
Player 8: pictures
Player 9: mind.
Player 10: phone
Player 11: company.
Player 12: bell
Player 13: system.
Player 14: wireless
Player 15: test
Player 16: guy
Player 17: asking,
Player 18: quot ; can
Player 19: hear
Player 20: now?
Player 21: quot ;
---------- Rewards ----------
v(): -6.139108657836914	 ([])
v(5 8): -3.921393632888794	 ([america][pictures])
v(5 9): -4.131649017333984	 ([america][mind.])
v(5 10): -6.173731803894043	 ([america][phone])
v(5 11): 0.43102049827575684	 ([america][company.])
v(5 12): -0.5658783912658691	 ([america][bell])
v(5 13): -4.838651180267334	 ([america][system.])
v(5 14): -3.5238375663757324	 ([america][wireless])
v(5 15): -3.568079948425293	 ([america][test])
v(5 16): -2.15751051902771	 ([america][guy])
v(5 17): -2.5560920238494873	 ([america][asking,])
v(5 18): -2.250075340270996	 ([america][quot ; can])
v(5 19): -3.543253183364868	 ([america][hear])
v(5 20): -4.4897613525390625	 ([america][now?])
v(5 21): -1.8378885984420776	 ([america][quot ;])
v(6 7): -7.2063889503479	 ([get][clear])
v(6 8): -7.829893589019775	 ([get][pictures])
v(6 9): -8.49482536315918	 ([get][mind.])
v(6 10): -8.154537200927734	 ([get][phone])
v(6 11): -4.087963581085205	 ([get][company.])
v(6 12): -6.557399749755859	 ([get][bell])
v(6 13): -7.503593444824219	 ([get][system.])
v(6 14): -6.380666255950928	 ([get][wireless])
v(6 15): -7.283478736877441	 ([get][test])
v(6 16): -7.093602180480957	 ([get][guy])
v(6 17): -6.65798282623291	 ([get][asking,])
v(6 18): -7.237587928771973	 ([get][quot ; can])
v(6 19): -7.552764892578125	 ([get][hear])
v(6 20): -8.445876121520996	 ([get][now?])
v(6 21): -6.863500118255615	 ([get][quot ;])
v(7 8): -7.66475772857666	 ([clear][pictures])
v(7 9): -7.906935214996338	 ([clear][mind.])
v(7 10): -7.815185546875	 ([clear][phone])
v(7 11): -2.4216690063476562	 ([clear][company.])
v(7 12): -4.865997314453125	 ([clear][bell])
v(7 13): -7.1871538162231445	 ([clear][system.])
v(7 14): -5.556148529052734	 ([clear][wireless])
v(7 15): -6.528243064880371	 ([clear][test])
v(7 16): -6.271087169647217	 ([clear][guy])
v(7 17): -6.334948539733887	 ([clear][asking,])
v(7 18): -6.712669372558594	 ([clear][quot ; can])
v(7 19): -7.113507270812988	 ([clear][hear])
v(7 20): -7.999451637268066	 ([clear][now?])
v(7 21): -6.1038970947265625	 ([clear][quot ;])
v(8 9): -7.515249729156494	 ([pictures][mind.])
v(8 10): -8.06789493560791	 ([pictures][phone])
v(8 11): -2.431948661804199	 ([pictures][company.])
v(8 12): -5.040252208709717	 ([pictures][bell])
v(8 13): -7.50478982925415	 ([pictures][system.])
v(8 14): -5.89319372177124	 ([pictures][wireless])
v(8 15): -6.460491180419922	 ([pictures][test])
v(8 16): -6.596053123474121	 ([pictures][guy])
v(8 17): -6.653635025024414	 ([pictures][asking,])
v(8 18): -7.002194404602051	 ([pictures][quot ; can])
v(8 19): -7.3027167320251465	 ([pictures][hear])
v(8 20): -8.364802360534668	 ([pictures][now?])
v(8 21): -6.434319496154785	 ([pictures][quot ;])
v(9 10): -7.434869289398193	 ([mind.][phone])
v(9 11): 1.083387017250061	 ([mind.][company.])
v(9 12): -6.528907775878906	 ([mind.][bell])
v(9 13): -7.525877475738525	 ([mind.][system.])
v(9 14): -6.270772457122803	 ([mind.][wireless])
v(9 15): -7.094209671020508	 ([mind.][test])
v(9 16): -6.728786945343018	 ([mind.][guy])
v(9 17): -6.649222373962402	 ([mind.][asking,])
v(9 18): -7.687216758728027	 ([mind.][quot ; can])
v(9 19): -7.599564552307129	 ([mind.][hear])
v(9 20): -8.631649017333984	 ([mind.][now?])
v(9 21): -7.521565914154053	 ([mind.][quot ;])
v(10 11): -7.2469482421875	 ([phone][company.])
v(10 12): -7.814408779144287	 ([phone][bell])
v(10 13): -8.008176803588867	 ([phone][system.])
v(10 14): -7.048459529876709	 ([phone][wireless])
v(10 15): -8.087011337280273	 ([phone][test])
v(10 16): -7.8096513748168945	 ([phone][guy])
v(10 17): -7.2086639404296875	 ([phone][asking,])
v(10 18): -7.325446605682373	 ([phone][quot ; can])
v(10 19): -7.840872287750244	 ([phone][hear])
v(10 20): -8.211573600769043	 ([phone][now?])
v(10 21): -7.239220142364502	 ([phone][quot ;])
v(11 12): 4.1923017501831055	 ([company.][bell])
v(11 13): -4.159230709075928	 ([company.][system.])
v(11 14): -2.130145311355591	 ([company.][wireless])
v(11 15): -1.0818296670913696	 ([company.][test])
v(11 16): 0.5666022300720215	 ([company.][guy])
v(11 17): 0.42136573791503906	 ([company.][asking,])
v(11 18): 0.5285704135894775	 ([company.][quot ; can])
v(11 19): -0.2766549587249756	 ([company.][hear])
v(11 20): -3.3359556198120117	 ([company.][now?])
v(11 21): 1.471099853515625	 ([company.][quot ;])
v(12 13): -6.162156105041504	 ([bell][system.])
v(12 14): -5.503905296325684	 ([bell][wireless])
v(12 15): -3.8294081687927246	 ([bell][test])
v(12 16): -2.9090094566345215	 ([bell][guy])
v(12 17): -2.8685648441314697	 ([bell][asking,])
v(12 18): -3.715446949005127	 ([bell][quot ; can])
v(12 19): -5.052340984344482	 ([bell][hear])
v(12 20): -6.1875457763671875	 ([bell][now?])
v(12 21): -2.8250575065612793	 ([bell][quot ;])
v(13 14): -5.527286529541016	 ([system.][wireless])
v(13 15): -6.104921340942383	 ([system.][test])
v(13 16): -6.572037696838379	 ([system.][guy])
v(13 17): -5.910848140716553	 ([system.][asking,])
v(13 18): -6.508053302764893	 ([system.][quot ; can])
v(13 19): -7.171952724456787	 ([system.][hear])
v(13 20): -8.038012504577637	 ([system.][now?])
v(13 21): -6.410996437072754	 ([system.][quot ;])
v(14 15): -6.759769439697266	 ([wireless][test])
v(14 16): -5.79912805557251	 ([wireless][guy])
v(14 17): -5.543224334716797	 ([wireless][asking,])
v(14 18): -5.422346115112305	 ([wireless][quot ; can])
v(14 19): -5.922827243804932	 ([wireless][hear])
v(14 20): -6.646134853363037	 ([wireless][now?])
v(14 21): -4.824610710144043	 ([wireless][quot ;])
v(15 16): -4.732463836669922	 ([test][guy])
v(15 17): -4.681440353393555	 ([test][asking,])
v(15 18): -5.45175838470459	 ([test][quot ; can])
v(15 19): -5.908665657043457	 ([test][hear])
v(15 20): -7.0336713790893555	 ([test][now?])
v(15 21): -4.837961196899414	 ([test][quot ;])
v(16 17): -4.599488735198975	 ([guy][asking,])
v(16 18): -4.679002285003662	 ([guy][quot ; can])
v(16 19): -5.112020969390869	 ([guy][hear])
v(16 20): -6.806931972503662	 ([guy][now?])
v(16 21): -4.386735916137695	 ([guy][quot ;])
v(17 18): -6.262110233306885	 ([asking,][quot ; can])
v(17 19): -5.957776069641113	 ([asking,][hear])
v(17 20): -7.301494598388672	 ([asking,][now?])
v(17 21): -4.588632583618164	 ([asking,][quot ;])
v(18 19): -7.28239107131958	 ([quot ; can][hear])
v(18 20): -7.478232383728027	 ([quot ; can][now?])
v(18 21): -5.745054721832275	 ([quot ; can][quot ;])
v(19 20): -8.171955108642578	 ([hear][now?])
v(19 21): -5.218422889709473	 ([hear][quot ;])
v(20 21): -5.545078277587891	 ([now?][quot ;])
---------- Rewards-v() ----------
v(2 12): 12.368291854858398, EP: 20.820974349975586	 ([verizon][bell])
v(2 21): 12.327644348144531, EP: 20.752548217773438	 ([verizon][quot ;])
v(2 18): 12.247198104858398, EP: 20.617124557495117	 ([verizon][quot ; can])
v(2 3): 12.240589141845703, EP: 20.605998992919922	 ([verizon][,])
v(0 2): 12.236052513122559, EP: 20.59836196899414	 ([say][verizon])
v(2 11): 12.220047950744629, EP: 20.57141876220703	 ([verizon][company.])
v(2 4): 12.023941040039062, EP: 20.241289138793945	 ([verizon][consumers])
v(2 9): 11.990455627441406, EP: 20.184919357299805	 ([verizon][mind.])
v(2 17): 11.900035858154297, EP: 20.032705307006836	 ([verizon][asking,])
v(2 16): 11.73793888092041, EP: 19.759828567504883	 ([verizon][guy])
v(2): 11.714608192443848, EP: 19.72055435180664	 ([verizon])
v(2 15): 11.651748657226562, EP: 19.614734649658203	 ([verizon][test])
v(2 20): 11.486690521240234, EP: 19.33687400817871	 ([verizon][now?])
v(2 19): 11.471869468688965, EP: 19.31192398071289	 ([verizon][hear])
v(2 7): 11.337980270385742, EP: 19.086532592773438	 ([verizon][clear])
v(1 2): 11.307050704956055, EP: 19.034465789794922	 ([name][verizon])
v(2 5): 11.251436233520508, EP: 18.94084358215332	 ([verizon][america])
v(2 13): 10.416376113891602, EP: 17.53508949279785	 ([verizon][system.])
v(11 12): 10.33141040802002, EP: 17.392057418823242	 ([company.][bell])
v(4 5): 10.323654174804688, EP: 17.378999710083008	 ([consumers][america])
v(2 8): 10.305599212646484, EP: 17.34860610961914	 ([verizon][pictures])
v(4 21): 10.163778305053711, EP: 17.10986328125	 ([consumers][quot ;])
v(4 16): 10.127809524536133, EP: 17.049312591552734	 ([consumers][guy])
v(4 11): 10.093842506408691, EP: 16.99213218688965	 ([consumers][company.])
v(0 4): 10.093825340270996, EP: 16.992103576660156	 ([say][consumers])
v(4 18): 10.019898414611816, EP: 16.867652893066406	 ([consumers][quot ; can])
v(4 17): 10.016996383666992, EP: 16.862768173217773	 ([consumers][asking,])
v(4 12): 9.97957992553711, EP: 16.799779891967773	 ([consumers][bell])
v(3 4): 9.922248840332031, EP: 16.70326805114746	 ([,][consumers])
v(4 19): 9.63724422454834, EP: 16.223487854003906	 ([consumers][hear])
v(2 6): 9.614147186279297, EP: 16.18460464477539	 ([verizon][get])
v(4 15): 8.892158508300781, EP: 14.969198226928711	 ([consumers][test])
v(4): 8.782114028930664, EP: 14.783947944641113	 ([consumers])
v(4 20): 8.508426666259766, EP: 14.32321834564209	 ([consumers][now?])
v(1 4): 8.46902847290039, EP: 14.2568941116333	 ([name][consumers])
v(11 21): 7.610208511352539, EP: 12.81114387512207	 ([company.][quot ;])
v(4 7): 7.228830814361572, EP: 12.169126510620117	 ([consumers][clear])
v(9 11): 7.2224955558776855, EP: 12.158461570739746	 ([mind.][company.])
v(2 10): 7.036690711975098, EP: 11.845674514770508	 ([verizon][phone])
v(0 11): 6.9651570320129395, EP: 11.72525405883789	 ([say][company.])
v(11 16): 6.7057108879089355, EP: 11.288497924804688	 ([company.][guy])
v(11 18): 6.6676788330078125, EP: 11.224474906921387	 ([company.][quot ; can])
v(5 11): 6.57012939453125, EP: 11.060257911682129	 ([america][company.])
v(11 17): 6.560474395751953, EP: 11.044004440307617	 ([company.][asking,])
v(11): 6.114227294921875, EP: 10.29278564453125	 ([company.])
v(3 11): 6.078790664672852, EP: 10.233131408691406	 ([,][company.])
v(4 8): 6.054492950439453, EP: 10.192227363586426	 ([consumers][pictures])
v(4 13): 5.8940110206604, EP: 9.922069549560547	 ([consumers][system.])
v(11 19): 5.862453460693359, EP: 9.868945121765137	 ([company.][hear])
v(5 12): 5.573230266571045, EP: 9.382062911987305	 ([america][bell])
v(2 14): 5.447677135467529, EP: 9.17070484161377	 ([verizon][wireless])
v(11 15): 5.057279109954834, EP: 8.51350212097168	 ([company.][test])
v(4 6): 4.582451820373535, EP: 7.714170932769775	 ([consumers][get])
v(1 11): 4.3312482833862305, EP: 7.291290760040283	 ([name][company.])
v(5 21): 4.301219940185547, EP: 7.240740776062012	 ([america][quot ;])
v(4 9): 4.020443916320801, EP: 6.768077850341797	 ([consumers][mind.])
v(11 14): 4.008963584899902, EP: 6.748751640319824	 ([company.][wireless])
v(5 16): 3.981598138809204, EP: 6.70268440246582	 ([america][guy])
v(5 18): 3.889033317565918, EP: 6.546859264373779	 ([america][quot ; can])
v(7 11): 3.717439651489258, EP: 6.257996082305908	 ([clear][company.])
v(8 11): 3.707159996032715, EP: 6.2406907081604	 ([pictures][company.])
v(0 5): 3.6437950134277344, EP: 6.134021282196045	 ([say][america])
v(5 17): 3.5830166339874268, EP: 6.031705856323242	 ([america][asking,])
v(12 21): 3.3140511512756348, EP: 5.578925132751465	 ([bell][quot ;])
v(12 17): 3.2705438137054443, EP: 5.5056843757629395	 ([bell][asking,])
v(5): 3.243683338165283, EP: 5.4604668617248535	 ([america])
v(12 16): 3.2300992012023926, EP: 5.437599182128906	 ([bell][guy])
v(3 5): 3.1301891803741455, EP: 5.2694091796875	 ([,][america])
v(11 20): 2.8031530380249023, EP: 4.718871593475342	 ([company.][now?])
v(3 12): 2.7488036155700684, EP: 4.627378940582275	 ([,][bell])
v(5 14): 2.6152710914611816, EP: 4.402587890625	 ([america][wireless])
v(12): 2.606032371520996, EP: 4.387035369873047	 ([bell])
v(5 19): 2.595855474472046, EP: 4.369903564453125	 ([america][hear])
v(5 15): 2.571028709411621, EP: 4.3281097412109375	 ([america][test])
v(9 20): -2.4925403594970703, EP: -4.195981502532959	 ([mind.][now?])
v(12 18): 2.423661708831787, EP: 4.0800299644470215	 ([bell][quot ; can])
v(6 9): -2.3557167053222656, EP: -3.9656503200531006	 ([get][mind.])
v(12 15): 2.3097004890441895, EP: 3.888185739517212	 ([bell][test])
v(6 20): -2.306767463684082, EP: -3.8832483291625977	 ([get][now?])
v(0 12): 2.304516315460205, EP: 3.8794586658477783	 ([say][bell])
v(8 20): -2.225693702697754, EP: -3.746767520904541	 ([pictures][now?])
v(5 8): 2.21771502494812, EP: 3.7333359718322754	 ([america][pictures])
v(1 20): -2.209336280822754, EP: -3.719231128692627	 ([name][now?])
v(10 20): -2.072464942932129, EP: -3.4888198375701904	 ([phone][now?])
v(6 11): 2.051145076751709, EP: 3.4529294967651367	 ([get][company.])
v(19 20): -2.032846450805664, EP: -3.4221253395080566	 ([hear][now?])
v(6 10): -2.0154285430908203, EP: -3.392803907394409	 ([get][phone])
v(5 9): 2.0074596405029297, EP: 3.3793888092041016	 ([america][mind.])
v(11 13): 1.9798779487609863, EP: 3.3329575061798096	 ([company.][system.])
v(1 9): -1.961491584777832, EP: -3.3020055294036865	 ([name][mind.])
v(10 15): -1.9479026794433594, EP: -3.27912974357605	 ([phone][test])
v(8 10): -1.928786277770996, EP: -3.2469489574432373	 ([pictures][phone])
v(1 6): -1.9011106491088867, EP: -3.200359344482422	 ([name][get])
v(13 20): -1.8989038467407227, EP: -3.1966443061828613	 ([system.][now?])
v(10 13): -1.8690681457519531, EP: -3.146418333053589	 ([phone][system.])
v(7 20): -1.8603429794311523, EP: -3.131730318069458	 ([clear][now?])
v(20): -1.8086214065551758, EP: -3.044661521911621	 ([now?])
v(1 12): 1.7965564727783203, EP: 3.024351119995117	 ([name][bell])
v(5 7): 1.7893280982971191, EP: 3.0121827125549316	 ([america][clear])
v(3 9): -1.7825241088867188, EP: -3.0007288455963135	 ([,][mind.])
v(7 9): -1.7678265571594238, EP: -2.9759867191314697	 ([clear][mind.])
v(3 20): -1.7639884948730469, EP: -2.9695258140563965	 ([,][now?])
v(16 21): 1.7523727416992188, EP: 2.9499716758728027	 ([guy][quot ;])
v(1 5): 1.7395057678222656, EP: 2.9283111095428467	 ([name][america])
v(10 19): -1.70176362991333, EP: -2.8647754192352295	 ([phone][hear])
v(6 8): -1.6907849311828613, EP: -2.8462936878204346	 ([get][pictures])
v(1 10): -1.6896800994873047, EP: -2.8444337844848633	 ([name][phone])
v(9): -1.6793723106384277, EP: -2.8270814418792725	 ([mind.])
v(7 10): -1.676076889038086, EP: -2.8215339183807373	 ([clear][phone])
v(10 12): -1.675300121307373, EP: -2.8202264308929443	 ([phone][bell])
v(10 16): -1.6705427169799805, EP: -2.8122177124023438	 ([phone][guy])
v(5 20): 1.6493473052978516, EP: 2.7765369415283203	 ([america][now?])
v(0 20): -1.5914878845214844, EP: -2.67913556098938	 ([say][now?])
v(1 13): -1.5818796157836914, EP: -2.6629607677459717	 ([name][system.])
v(0 21): 1.5705595016479492, EP: 2.643904447555542	 ([say][quot ;])
v(4 14): 1.561457633972168, EP: 2.628582000732422	 ([consumers][wireless])
v(10): -1.5538053512573242, EP: -2.6157002449035645	 ([phone])
v(17 21): 1.55047607421875, EP: 2.610095500946045	 ([asking,][quot ;])
v(1 8): -1.550036907196045, EP: -2.60935640335083	 ([name][pictures])
v(9 18): -1.5481081008911133, EP: -2.606109380722046	 ([mind.][quot ; can])
v(16 17): 1.5396199226379395, EP: 2.591820240020752	 ([guy][asking,])
v(0 16): 1.5341897010803223, EP: 2.58267879486084	 ([say][guy])
v(7 8): -1.525649070739746, EP: -2.5683014392852783	 ([clear][pictures])
v(9 19): -1.4604558944702148, EP: -2.458554267883301	 ([mind.][hear])
v(16 18): 1.460106372833252, EP: 2.457965850830078	 ([guy][quot ; can])
v(15 17): 1.4576683044433594, EP: 2.4538614749908447	 ([test][asking,])
v(3 10): -1.4399995803833008, EP: -2.4241178035736084	 ([,][phone])
v(0 17): 1.43084716796875, EP: 2.408710479736328	 ([say][asking,])
v(6 19): -1.413656234741211, EP: -2.3797709941864014	 ([get][hear])
v(15 16): 1.4066448211669922, EP: 2.3679678440093994	 ([test][guy])
v(9 13): -1.3867688179016113, EP: -2.334508180618286	 ([mind.][system.])
v(9 21): -1.3824572563171387, EP: -2.3272500038146973	 ([mind.][quot ;])
v(8 9): -1.37614107131958, EP: -2.316617250442505	 ([pictures][mind.])
v(8 13): -1.3656811714172363, EP: -2.299009084701538	 ([pictures][system.])
v(6 13): -1.3644847869873047, EP: -2.296994924545288	 ([get][system.])
v(18 20): -1.3391237258911133, EP: -2.2543017864227295	 ([quot ; can][now?])
v(14 21): 1.314497947692871, EP: 2.212846279144287	 ([wireless][quot ;])
v(1 7): -1.3097801208496094, EP: -2.204904317855835	 ([name][clear])
v(15 21): 1.3011474609375, EP: 2.1903719902038574	 ([test][quot ;])
v(5 13): 1.30045747756958, EP: 2.1892104148864746	 ([america][system.])
v(9 10): -1.2957606315612793, EP: -2.1813037395477295	 ([mind.][phone])
v(0 15): 1.2869858741760254, EP: 2.166532039642334	 ([say][test])
v(7 12): 1.273111343383789, EP: 2.1431753635406494	 ([clear][bell])
v(1 19): -1.245962142944336, EP: -2.0974721908569336	 ([name][hear])
v(10 18): -1.186337947845459, EP: -1.997099757194519	 ([phone][quot ; can])
v(0 10): -1.1660051345825195, EP: -1.9628711938858032	 ([say][phone])
v(8 19): -1.1636080741882324, EP: -1.9588359594345093	 ([pictures][hear])
v(17 20): -1.1623859405517578, EP: -1.956778645515442	 ([asking,][now?])
v(6): -1.15724515914917, EP: -1.9481245279312134	 ([get])
v(6 15): -1.1443700790405273, EP: -1.9264503717422485	 ([get][test])
v(18 19): -1.143282413482666, EP: -1.924619436264038	 ([quot ; can][hear])
v(1): -1.1352863311767578, EP: -1.9111586809158325	 ([name])
v(3 16): 1.1345505714416504, EP: 1.9099200963974	 ([,][guy])
v(10 11): -1.107839584350586, EP: -1.8649544715881348	 ([phone][company.])
v(3 17): 1.1014647483825684, EP: 1.8542228937149048	 ([,][asking,])
v(1 3): -1.1010565757751465, EP: -1.853535771369934	 ([name][,])
v(10 21): -1.100111484527588, EP: -1.8519448041915894	 ([phone][quot ;])
v(8 12): 1.0988564491271973, EP: 1.8498320579528809	 ([pictures][bell])
v(6 18): -1.0984792709350586, EP: -1.8491971492767334	 ([get][quot ; can])
v(12 19): 1.0867676734924316, EP: 1.829481601715088	 ([bell][hear])
v(10 17): -1.0695552825927734, EP: -1.8005059957504272	 ([phone][asking,])
v(6 7): -1.0672802925109863, EP: -1.7966762781143188	 ([get][clear])
v(7 13): -1.0480451583862305, EP: -1.7642955780029297	 ([clear][system.])
v(13 19): -1.032844066619873, EP: -1.7387057542800903	 ([system.][hear])
v(17): 1.0322818756103516, EP: 1.7377593517303467	 ([asking,])
v(16 19): 1.027087688446045, EP: 1.7290154695510864	 ([guy][hear])
v(1 18): -1.0182671546936035, EP: -1.7141667604446411	 ([name][quot ; can])
v(3 6): -1.0072174072265625, EP: -1.6955654621124268	 ([,][get])
v(0 18): 1.0030994415283203, EP: 1.6886332035064697	 ([say][quot ; can])
v(4 10): -0.9945049285888672, EP: -1.67416512966156	 ([consumers][phone])
v(0 1): -0.9869489669799805, EP: -1.6614452600479126	 ([say][name])
v(7 19): -0.9743986129760742, EP: -1.6403177976608276	 ([clear][hear])
v(9 15): -0.9551010131835938, EP: -1.6078319549560547	 ([mind.][test])
v(6 16): -0.954493522644043, EP: -1.6068092584609985	 ([get][guy])
v(16): 0.9536075592041016, EP: 1.6053178310394287	 ([guy])
v(19 21): 0.9206857681274414, EP: 1.5498967170715332	 ([hear][quot ;])
v(3 13): -0.9184889793395996, EP: -1.5461986064910889	 ([,][system.])
v(10 14): -0.9093508720397949, EP: -1.5308154821395874	 ([phone][wireless])
v(13): -0.9066643714904785, EP: -1.5262929201126099	 ([system.])
v(3 8): -0.897850513458252, EP: -1.5114555358886719	 ([,][pictures])
v(15 20): -0.8945627212524414, EP: -1.5059207677841187	 ([test][now?])
v(3 14): 0.8727922439575195, EP: 1.4692720174789429	 ([,][wireless])
v(8 18): -0.8630857467651367, EP: -1.4529320001602173	 ([pictures][quot ; can])
v(8): -0.8421354293823242, EP: -1.4176639318466187	 ([pictures])
v(3 15): 0.7949151992797852, EP: 1.3381726741790771	 ([,][test])
v(15): 0.7848758697509766, EP: 1.3212722539901733	 ([test])
v(6 21): -0.7243914604187012, EP: -1.219451904296875	 ([get][quot ;])
v(14 18): 0.7167625427246094, EP: 1.2066092491149902	 ([wireless][quot ; can])
v(15 18): 0.6873502731323242, EP: 1.1570961475372314	 ([test][quot ; can])
