---------- Players ----------
Player 0: suggest
Player 1: anton
Player 2: newcombe
Player 3: brian
Player 4: jonestown
Player 5: massacre
Player 6: could
Player 7: also
Player 8: use
Player 9: therapy
Player 10: putting
Player 11: mildly.
Player 12: dig!
Player 13: grand
Player 14: jury
Player 15: prize
Player 16: sundance,
Player 17: watch
Player 18: band
Player 19: self - sabotage
Player 20: seven
Player 21: years,
Player 22: ex - friends
Player 23: contemporaries
Player 24: dandy
Player 25: warhols
Player 26: rise
Player 27: comparative
Player 28: greatness
Player 29: ( a
Player 30: mobile
Player 31: phone
Player 32: advert,
Player 33: anyway ).
Player 34: elevates
Player 35: dig!
Player 36: contemporaries
Player 37: immense,
Player 38: near - biblical
Player 39: comic - tragedy
Player 40: played
Player 41: out :
Player 42: depressingly
Player 43: honest
Player 44: treatise
Player 45: art
Player 46: versus
Player 47: commerce
Player 48: compromise.
Player 49: look
Player 50: me,
Player 51: i'm
Player 52: bloody
Player 53: genius
Player 54: "
Player 55: posturing,
Player 56: newcombe
Player 57: fact
Player 58: revealed
Player 59: singularly
Player 60: gifted,
Player 61: immensely
Player 62: troubled,
Player 63: musician
Player 64: -
Player 65: far
Player 66: talented
Player 67: rival,
Player 68: dandy's
Player 69: courtney
Player 70: taylor
---------- AND Interactions (Pairwise Only) ----------
I(34,36): 3.8562686443328857	 ([elevates][contemporaries])
I(20,44): -0.1895991563796997	 ([seven][treatise])
I(19,20): -0.18959510326385498	 ([self - sabotage][seven])
I(0,3): -0.1893911361694336	 ([suggest][brian])
I(53,60): -0.18930435180664062	 ([genius][gifted,])
I(33,48): -0.18925237655639648	 ([anyway ).][compromise.])
I(13,22): -0.18879568576812744	 ([grand][ex - friends])
I(5,25): 0.1886141300201416	 ([massacre][warhols])
I(23,32): 0.18855810165405273	 ([contemporaries][advert,])
I(27,48): -0.1883697509765625	 ([comparative][compromise.])
I(28,51): 0.18834412097930908	 ([greatness][i'm])
I(30,67): -0.18791556358337402	 ([mobile][rival,])
I(19,38): -0.1878141164779663	 ([self - sabotage][near - biblical])
I(24,26): -0.18778932094573975	 ([dandy][rise])
I(39,46): 0.18775808811187744	 ([comic - tragedy][versus])
I(28,32): -0.18773770332336426	 ([greatness][advert,])
I(11,28): -0.18671667575836182	 ([mildly.][greatness])
I(42,62): 0.18667393922805786	 ([depressingly][troubled,])
I(5,70): 0.18665552139282227	 ([massacre][taylor])
I(13,16): -0.18645358085632324	 ([grand][sundance,])
I(29,31): 0.18624329566955566	 ([( a][phone])
I(9,60): -0.18623268604278564	 ([therapy][gifted,])
I(37,53): -0.18594014644622803	 ([immense,][genius])
I(16,41): -0.18590283393859863	 ([sundance,][out :])
I(3,34): -0.18581104278564453	 ([brian][elevates])
I(1,34): 0.1851348876953125	 ([anton][elevates])
I(8,14): -0.18513047695159912	 ([use][jury])
I(3,48): -0.18448948860168457	 ([brian][compromise.])
I(21,30): 0.18446141481399536	 ([years,][mobile])
I(24,38): -0.18393057584762573	 ([dandy][near - biblical])
I(14,55): -0.1833961009979248	 ([jury][posturing,])
I(37,50): 0.18333745002746582	 ([immense,][me,])
I(60,68): -0.18332833051681519	 ([gifted,][dandy's])
I(0,26): -0.18332242965698242	 ([suggest][rise])
I(37,67): 0.18320941925048828	 ([immense,][rival,])
I(14,40): 0.18282008171081543	 ([jury][played])
I(50,61): 0.1827526092529297	 ([me,][immensely])
I(49,65): 0.18268179893493652	 ([look][far])
I(38,69): -0.1822749376296997	 ([near - biblical][courtney])
I(62,65): 0.1820870041847229	 ([troubled,][far])
I(13,36): -0.1818990707397461	 ([grand][contemporaries])
I(2,25): 0.18173730373382568	 ([newcombe][warhols])
I(0,19): 0.1814134120941162	 ([suggest][self - sabotage])
I(8,27): -0.1811884641647339	 ([use][comparative])
I(11,57): 0.18086886405944824	 ([mildly.][fact])
I(7,8): -0.18078947067260742	 ([also][use])
I(25,62): 0.18073540925979614	 ([warhols][troubled,])
I(61,67): 0.18070566654205322	 ([immensely][rival,])
I(4,15): 0.1807018518447876	 ([jonestown][prize])
I(19,49): 0.18065285682678223	 ([self - sabotage][look])
I(10,37): -0.18017041683197021	 ([putting][immense,])
I(15,48): 0.1799258589744568	 ([prize][compromise.])
I(28,49): -0.1797184944152832	 ([greatness][look])
I(18,32): 0.17897939682006836	 ([band][advert,])
I(19,50): -0.17875945568084717	 ([self - sabotage][me,])
I(41,52): 0.1787257194519043	 ([out :][bloody])
I(21,44): -0.17835760116577148	 ([years,][treatise])
I(35,40): 0.17831945419311523	 ([dig!][played])
I(9,45): 0.17814183235168457	 ([therapy][art])
I(38,49): 0.17804157733917236	 ([near - biblical][look])
I(5,48): 0.17783308029174805	 ([massacre][compromise.])
I(27,56): -0.1776965856552124	 ([comparative][newcombe])
I(0,60): -0.17645978927612305	 ([suggest][gifted,])
I(37,47): -0.17627382278442383	 ([immense,][commerce])
I(3,11): 0.1757035255432129	 ([brian][mildly.])
I(5,18): 0.1753065586090088	 ([massacre][band])
I(34,69): 0.1752641201019287	 ([elevates][courtney])
I(0,22): -0.17498314380645752	 ([suggest][ex - friends])
I(42,70): 0.17476940155029297	 ([depressingly][taylor])
I(36,41): -0.1746172308921814	 ([contemporaries][out :])
I(5,45): 0.17445611953735352	 ([massacre][art])
I(2,52): 0.17428231239318848	 ([newcombe][bloody])
I(1,9): 0.17413783073425293	 ([anton][therapy])
I(9,46): 0.17409002780914307	 ([therapy][versus])
I(32,63): 0.1739557981491089	 ([advert,][musician])
I(53,56): -0.173608660697937	 ([genius][newcombe])
I(22,48): 0.17343902587890625	 ([ex - friends][compromise.])
I(39,67): -0.17307829856872559	 ([comic - tragedy][rival,])
I(11,45): -0.1724708080291748	 ([mildly.][art])
I(49,58): 0.17227160930633545	 ([look][revealed])
I(16,50): 0.17213547229766846	 ([sundance,][me,])
I(62,66): 0.17196565866470337	 ([troubled,][talented])
I(41,62): -0.1701766848564148	 ([out :][troubled,])
I(16,21): 0.17003720998764038	 ([sundance,][years,])
I(32,68): 0.1698157787322998	 ([advert,][dandy's])
I(10,48): -0.16968870162963867	 ([putting][compromise.])
I(36,46): 0.16957074403762817	 ([contemporaries][versus])
I(23,44): -0.1695653200149536	 ([contemporaries][treatise])
I(23,39): 0.1693105697631836	 ([contemporaries][comic - tragedy])
I(2,13): -0.1691833734512329	 ([newcombe][grand])
I(9,69): 0.16910696029663086	 ([therapy][courtney])
I(12,35): 0.16845440864562988	 ([dig!][dig!])
I(6,10): -0.1684420108795166	 ([could][putting])
I(22,49): -0.1681070327758789	 ([ex - friends][look])
I(52,63): 0.1678675413131714	 ([bloody][musician])
I(15,19): -0.16784286499023438	 ([prize][self - sabotage])
I(31,53): -0.16730272769927979	 ([phone][genius])
I(23,67): -0.16722381114959717	 ([contemporaries][rival,])
I(52,56): 0.16698682308197021	 ([bloody][newcombe])
I(27,28): 0.16660183668136597	 ([comparative][greatness])
I(37,59): -0.16659259796142578	 ([immense,][singularly])
I(52,57): -0.1662766933441162	 ([bloody][fact])
I(9,25): -0.1657949686050415	 ([therapy][warhols])
I(44,67): 0.16566193103790283	 ([treatise][rival,])
I(10,63): -0.16526317596435547	 ([putting][musician])
I(20,37): -0.16525781154632568	 ([seven][immense,])
I(0,62): -0.16477662324905396	 ([suggest][troubled,])
I(15,26): 0.16445910930633545	 ([prize][rise])
I(19,68): -0.16369140148162842	 ([self - sabotage][dandy's])
I(18,26): 0.16315507888793945	 ([band][rise])
I(5,57): -0.16304826736450195	 ([massacre][fact])
I(45,61): -0.1629270315170288	 ([art][immensely])
I(22,32): 0.1623075008392334	 ([ex - friends][advert,])
I(19,67): 0.161950945854187	 ([self - sabotage][rival,])
I(9,39): 0.16162896156311035	 ([therapy][comic - tragedy])
I(4,59): -0.16076970100402832	 ([jonestown][singularly])
I(27,36): -0.16069656610488892	 ([comparative][contemporaries])
I(30,69): 0.1605464220046997	 ([mobile][courtney])
I(33,68): 0.1602727174758911	 ([anyway ).][dandy's])
I(19,44): -0.16012167930603027	 ([self - sabotage][treatise])
I(22,33): -0.16003918647766113	 ([ex - friends][anyway ).])
I(5,13): -0.1596972942352295	 ([massacre][grand])
I(5,50): -0.15907680988311768	 ([massacre][me,])
I(28,48): -0.15894699096679688	 ([greatness][compromise.])
I(18,61): -0.15867602825164795	 ([band][immensely])
I(47,49): 0.15809547901153564	 ([commerce][look])
I(21,34): -0.1576332449913025	 ([years,][elevates])
I(36,44): 0.1575918197631836	 ([contemporaries][treatise])
I(13,60): -0.15739679336547852	 ([grand][gifted,])
I(32,70): 0.1572704315185547	 ([advert,][taylor])
I(16,69): -0.1571063995361328	 ([sundance,][courtney])
I(27,47): -0.1567075252532959	 ([comparative][commerce])
I(33,44): 0.15607011318206787	 ([anyway ).][treatise])
I(13,14): -0.155975341796875	 ([grand][jury])
I(19,48): 0.15591078996658325	 ([self - sabotage][compromise.])
I(15,36): -0.155778706073761	 ([prize][contemporaries])
I(56,61): -0.15566909313201904	 ([newcombe][immensely])
I(9,31): -0.15539216995239258	 ([therapy][phone])
I(15,45): 0.15531408786773682	 ([prize][art])
I(2,23): -0.15520691871643066	 ([newcombe][contemporaries])
I(11,21): 0.15491348505020142	 ([mildly.][years,])
I(62,68): -0.15488332509994507	 ([troubled,][dandy's])
I(28,53): -0.15484941005706787	 ([greatness][genius])
I(24,44): -0.15480005741119385	 ([dandy][treatise])
I(52,67): 0.15471255779266357	 ([bloody][rival,])
I(13,28): -0.15448355674743652	 ([grand][greatness])
I(38,53): -0.15426349639892578	 ([near - biblical][genius])
I(9,26): 0.1540800929069519	 ([therapy][rise])
I(17,50): 0.15407025814056396	 ([watch][me,])
I(25,60): 0.154030442237854	 ([warhols][gifted,])
I(20,52): 0.15394151210784912	 ([seven][bloody])
I(36,60): -0.15356552600860596	 ([contemporaries][gifted,])
I(3,18): -0.1535395383834839	 ([brian][band])
I(50,53): 0.1527361273765564	 ([me,][genius])
I(17,35): 0.1511087417602539	 ([watch][dig!])
I(53,57): 0.15066534280776978	 ([genius][fact])
I(17,43): 0.15057826042175293	 ([watch][honest])
I(35,48): -0.15050089359283447	 ([dig!][compromise.])
I(45,62): 0.15047889947891235	 ([art][troubled,])
I(60,65): -0.15043145418167114	 ([gifted,][far])
I(39,60): -0.15020036697387695	 ([comic - tragedy][gifted,])
I(0,44): -0.15012729167938232	 ([suggest][treatise])
I(47,56): -0.14973759651184082	 ([commerce][newcombe])
I(0,41): 0.14973711967468262	 ([suggest][out :])
I(0,48): -0.14969420433044434	 ([suggest][compromise.])
I(14,41): -0.1495075225830078	 ([jury][out :])
I(13,53): -0.14941281080245972	 ([grand][genius])
I(41,50): -0.1493610143661499	 ([out :][me,])
I(10,58): -0.14905405044555664	 ([putting][revealed])
I(12,30): 0.14889371395111084	 ([dig!][mobile])
I(9,18): -0.14867866039276123	 ([therapy][band])
I(8,22): 0.14789068698883057	 ([use][ex - friends])
I(11,13): 0.14781713485717773	 ([mildly.][grand])
I(56,57): 0.14777135848999023	 ([newcombe][fact])
I(13,37): -0.14682233333587646	 ([grand][immense,])
I(11,48): -0.14681470394134521	 ([mildly.][compromise.])
I(26,51): 0.14668136835098267	 ([rise][i'm])
I(15,44): -0.14667344093322754	 ([prize][treatise])
I(3,52): 0.14655065536499023	 ([brian][bloody])
I(0,23): -0.14636659622192383	 ([suggest][contemporaries])
I(12,40): 0.14613306522369385	 ([dig!][played])
I(14,25): 0.14606046676635742	 ([jury][warhols])
I(24,41): -0.14591610431671143	 ([dandy][out :])
I(30,41): 0.14587509632110596	 ([mobile][out :])
I(2,4): -0.1458045244216919	 ([newcombe][jonestown])
I(24,45): -0.14543616771697998	 ([dandy][art])
I(45,55): -0.14535582065582275	 ([art][posturing,])
I(2,53): -0.14525026082992554	 ([newcombe][genius])
I(41,66): -0.14516067504882812	 ([out :][talented])
I(12,38): -0.1451188325881958	 ([dig!][near - biblical])
I(34,46): -0.14507246017456055	 ([elevates][versus])
I(27,62): -0.14484566450119019	 ([comparative][troubled,])
I(2,6): -0.14472270011901855	 ([newcombe][could])
I(20,49): 0.14435255527496338	 ([seven][look])
I(38,40): 0.14409053325653076	 ([near - biblical][played])
I(27,49): 0.1436312198638916	 ([comparative][look])
I(23,53): -0.14356768131256104	 ([contemporaries][genius])
I(48,56): -0.14355933666229248	 ([compromise.][newcombe])
I(9,47): -0.14333558082580566	 ([therapy][commerce])
I(48,68): -0.14307177066802979	 ([compromise.][dandy's])
I(1,56): -0.14278912544250488	 ([anton][newcombe])
I(26,36): -0.14269453287124634	 ([rise][contemporaries])
I(32,56): 0.1425555944442749	 ([advert,][newcombe])
I(23,37): -0.14209866523742676	 ([contemporaries][immense,])
I(11,44): -0.14195823669433594	 ([mildly.][treatise])
I(22,25): -0.1418895721435547	 ([ex - friends][warhols])
I(39,68): -0.14160358905792236	 ([comic - tragedy][dandy's])
I(11,70): -0.14138197898864746	 ([mildly.][taylor])
I(21,37): -0.140960693359375	 ([years,][immense,])
I(2,59): -0.14087998867034912	 ([newcombe][singularly])
I(22,39): -0.1407259702682495	 ([ex - friends][comic - tragedy])
I(16,20): -0.14064109325408936	 ([sundance,][seven])
I(48,49): 0.14062130451202393	 ([compromise.][look])
I(23,59): -0.1403437852859497	 ([contemporaries][singularly])
I(3,16): -0.14025354385375977	 ([brian][sundance,])
I(39,54): -0.14011907577514648	 ([comic - tragedy]["])
I(19,32): 0.13982558250427246	 ([self - sabotage][advert,])
I(18,24): -0.13974905014038086	 ([band][dandy])
I(3,49): 0.13956165313720703	 ([brian][look])
I(41,69): 0.1394329071044922	 ([out :][courtney])
I(34,67): 0.1394258737564087	 ([elevates][rival,])
I(40,44): 0.13842010498046875	 ([played][treatise])
I(52,66): 0.13838481903076172	 ([bloody][talented])
I(14,60): 0.1383000612258911	 ([jury][gifted,])
I(9,34): -0.13817846775054932	 ([therapy][elevates])
I(33,53): 0.13814491033554077	 ([anyway ).][genius])
I(26,40): 0.13795727491378784	 ([rise][played])
I(20,22): 0.13773584365844727	 ([seven][ex - friends])
I(12,23): 0.1369173526763916	 ([dig!][contemporaries])
I(19,41): 0.13683247566223145	 ([self - sabotage][out :])
I(9,38): -0.13672971725463867	 ([therapy][near - biblical])
I(22,59): -0.13668906688690186	 ([ex - friends][singularly])
I(5,22): 0.13664746284484863	 ([massacre][ex - friends])
I(15,17): -0.13663041591644287	 ([prize][watch])
I(22,51): 0.13640737533569336	 ([ex - friends][i'm])
I(31,37): -0.13625729084014893	 ([phone][immense,])
I(17,33): 0.1361183524131775	 ([watch][anyway ).])
I(50,63): 0.13597869873046875	 ([me,][musician])
I(30,61): -0.13566648960113525	 ([mobile][immensely])
I(2,56): 0.13566482067108154	 ([newcombe][newcombe])
I(58,68): -0.13551664352416992	 ([revealed][dandy's])
I(49,68): 0.13549113273620605	 ([look][dandy's])
I(17,53): -0.13537144660949707	 ([watch][genius])
I(37,40): -0.1351231336593628	 ([immense,][played])
I(13,23): -0.1350281834602356	 ([grand][contemporaries])
I(32,46): 0.13495850563049316	 ([advert,][versus])
I(53,63): -0.13485455513000488	 ([genius][musician])
I(1,61): -0.13480830192565918	 ([anton][immensely])
I(13,61): -0.13450884819030762	 ([grand][immensely])
I(28,33): -0.13416004180908203	 ([greatness][anyway ).])
I(1,26): 0.13377559185028076	 ([anton][rise])
I(23,41): -0.13352322578430176	 ([contemporaries][out :])
I(13,66): -0.13341951370239258	 ([grand][talented])
I(53,62): 0.1332760453224182	 ([genius][troubled,])
I(42,46): 0.13327503204345703	 ([depressingly][versus])
I(36,68): -0.1332380771636963	 ([contemporaries][dandy's])
I(1,3): -0.13322651386260986	 ([anton][brian])
I(16,22): -0.13317537307739258	 ([sundance,][ex - friends])
I(3,32): 0.13309407234191895	 ([brian][advert,])
I(36,62): -0.13272082805633545	 ([contemporaries][troubled,])
I(0,40): 0.13269400596618652	 ([suggest][played])
I(21,51): 0.13268667459487915	 ([years,][i'm])
I(4,37): -0.13257110118865967	 ([jonestown][immense,])
I(44,46): 0.1324446201324463	 ([treatise][versus])
I(3,20): -0.1323537826538086	 ([brian][seven])
I(41,43): 0.13200020790100098	 ([out :][honest])
I(26,59): -0.13133668899536133	 ([rise][singularly])
I(21,25): 0.1311541199684143	 ([years,][warhols])
I(16,39): 0.13084256649017334	 ([sundance,][comic - tragedy])
I(53,59): -0.13081228733062744	 ([genius][singularly])
I(27,61): -0.13070142269134521	 ([comparative][immensely])
I(29,43): -0.13034963607788086	 ([( a][honest])
I(2,40): -0.13031363487243652	 ([newcombe][played])
I(18,37): 0.13027870655059814	 ([band][immense,])
I(26,52): -0.1300116777420044	 ([rise][bloody])
I(4,36): -0.12986838817596436	 ([jonestown][contemporaries])
I(26,56): 0.12980252504348755	 ([rise][newcombe])
I(36,58): 0.12958914041519165	 ([contemporaries][revealed])
I(13,50): 0.12938857078552246	 ([grand][me,])
I(11,18): -0.12906789779663086	 ([mildly.][band])
I(8,61): 0.12891101837158203	 ([use][immensely])
I(30,66): -0.12873244285583496	 ([mobile][talented])
I(35,36): 0.12856262922286987	 ([dig!][contemporaries])
I(39,59): 0.12856125831604004	 ([comic - tragedy][singularly])
I(38,66): -0.1284557580947876	 ([near - biblical][talented])
I(17,27): 0.12830424308776855	 ([watch][comparative])
I(62,67): 0.12822014093399048	 ([troubled,][rival,])
I(31,39): -0.1281261444091797	 ([phone][comic - tragedy])
I(18,38): -0.12779855728149414	 ([band][near - biblical])
I(51,67): 0.1276470422744751	 ([i'm][rival,])
I(28,59): -0.12763184309005737	 ([greatness][singularly])
I(37,62): 0.1272701621055603	 ([immense,][troubled,])
I(0,33): -0.12724125385284424	 ([suggest][anyway ).])
I(20,34): -0.12693047523498535	 ([seven][elevates])
I(32,53): -0.12685930728912354	 ([advert,][genius])
I(32,44): 0.12677741050720215	 ([advert,][treatise])
I(1,19): -0.1266704797744751	 ([anton][self - sabotage])
I(13,56): -0.12664520740509033	 ([grand][newcombe])
I(58,62): 0.12636202573776245	 ([revealed][troubled,])
I(23,60): -0.1262831687927246	 ([contemporaries][gifted,])
I(28,46): -0.12617790699005127	 ([greatness][versus])
I(17,42): 0.12602686882019043	 ([watch][depressingly])
I(29,53): 0.12577712535858154	 ([( a][genius])
I(40,62): -0.12550467252731323	 ([played][troubled,])
I(27,41): 0.12534379959106445	 ([comparative][out :])
I(33,39): -0.1252819299697876	 ([anyway ).][comic - tragedy])
I(3,6): -0.1252010464668274	 ([brian][could])
I(43,63): 0.12456941604614258	 ([honest][musician])
I(31,34): -0.12456727027893066	 ([phone][elevates])
I(22,26): -0.12456005811691284	 ([ex - friends][rise])
I(21,68): 0.12449663877487183	 ([years,][dandy's])
I(11,58): -0.12449634075164795	 ([mildly.][revealed])
I(41,65): -0.1243976354598999	 ([out :][far])
I(2,63): -0.12436580657958984	 ([newcombe][musician])
I(31,41): 0.12415957450866699	 ([phone][out :])
I(21,38): 0.12402784824371338	 ([years,][near - biblical])
I(10,18): -0.12342953681945801	 ([putting][band])
I(26,41): 0.12311375141143799	 ([rise][out :])
I(21,40): 0.12305068969726562	 ([years,][played])
I(12,18): 0.12291097640991211	 ([dig!][band])
I(3,14): -0.12285947799682617	 ([brian][jury])
I(26,55): -0.1228400468826294	 ([rise][posturing,])
I(10,41): -0.12273478507995605	 ([putting][out :])
I(30,38): -0.12236678600311279	 ([mobile][near - biblical])
I(4,17): 0.12232589721679688	 ([jonestown][watch])
I(22,41): -0.12199163436889648	 ([ex - friends][out :])
I(16,18): -0.12188053131103516	 ([sundance,][band])
I(36,52): -0.121837317943573	 ([contemporaries][bloody])
I(28,62): 0.12183552980422974	 ([greatness][troubled,])
I(10,15): -0.12106788158416748	 ([putting][prize])
I(34,56): 0.1208571195602417	 ([elevates][newcombe])
I(8,53): -0.1205439567565918	 ([use][genius])
I(12,13): 0.12045466899871826	 ([dig!][grand])
I(5,7): 0.1203540563583374	 ([massacre][also])
I(5,30): -0.12028586864471436	 ([massacre][mobile])
I(40,61): -0.11981856822967529	 ([played][immensely])
I(63,64): 0.11981189250946045	 ([musician][-])
I(5,43): 0.11969709396362305	 ([massacre][honest])
I(29,47): -0.11957204341888428	 ([( a][commerce])
I(12,67): 0.11957204341888428	 ([dig!][rival,])
I(38,44): -0.11938416957855225	 ([near - biblical][treatise])
I(55,65): -0.11935603618621826	 ([posturing,][far])
I(51,62): 0.11929160356521606	 ([i'm][troubled,])
I(18,51): 0.11908376216888428	 ([band][i'm])
I(1,52): 0.11906087398529053	 ([anton][bloody])
I(44,61): -0.1190570592880249	 ([treatise][immensely])
I(11,50): -0.11878979206085205	 ([mildly.][me,])
I(62,69): 0.11845570802688599	 ([troubled,][courtney])
I(14,68): 0.11839604377746582	 ([jury][dandy's])
I(55,58): -0.11834752559661865	 ([posturing,][revealed])
I(31,45): -0.11819243431091309	 ([phone][art])
I(8,15): -0.11794912815093994	 ([use][prize])
I(63,68): -0.11786329746246338	 ([musician][dandy's])
I(6,7): -0.11782002449035645	 ([could][also])
I(22,42): -0.11755871772766113	 ([ex - friends][depressingly])
I(19,21): -0.11750262975692749	 ([self - sabotage][years,])
I(14,36): 0.11719077825546265	 ([jury][contemporaries])
I(12,68): -0.11717438697814941	 ([dig!][dandy's])
I(8,24): 0.11707484722137451	 ([use][dandy])
I(24,29): -0.11704695224761963	 ([dandy][( a])
I(31,69): 0.11702942848205566	 ([phone][courtney])
I(10,33): -0.11670005321502686	 ([putting][anyway ).])
I(18,49): -0.11669516563415527	 ([band][look])
I(10,32): 0.1165926456451416	 ([putting][advert,])
I(10,26): -0.11597037315368652	 ([putting][rise])
I(8,40): 0.11582005023956299	 ([use][played])
I(23,47): -0.11566376686096191	 ([contemporaries][commerce])
I(36,59): -0.11544257402420044	 ([contemporaries][singularly])
I(12,46): 0.11533117294311523	 ([dig!][versus])
I(4,26): 0.11521470546722412	 ([jonestown][rise])
I(44,68): -0.11513042449951172	 ([treatise][dandy's])
I(14,50): 0.11511921882629395	 ([jury][me,])
I(34,38): 0.11500394344329834	 ([elevates][near - biblical])
I(52,62): 0.11485499143600464	 ([bloody][troubled,])
I(14,42): -0.11478137969970703	 ([jury][depressingly])
I(22,43): 0.11473393440246582	 ([ex - friends][honest])
I(0,8): 0.11469113826751709	 ([suggest][use])
I(9,70): -0.11455905437469482	 ([therapy][taylor])
I(8,42): -0.11443305015563965	 ([use][depressingly])
I(34,58): 0.11432039737701416	 ([elevates][revealed])
I(32,51): 0.11422789096832275	 ([advert,][i'm])
I(47,53): -0.11413776874542236	 ([commerce][genius])
I(1,10): 0.11407065391540527	 ([anton][putting])
I(10,51): -0.1140589714050293	 ([putting][i'm])
I(2,47): -0.11397433280944824	 ([newcombe][commerce])
I(61,69): 0.11394226551055908	 ([immensely][courtney])
I(22,56): -0.11388349533081055	 ([ex - friends][newcombe])
I(48,58): 0.11375033855438232	 ([compromise.][revealed])
I(2,5): -0.11368393898010254	 ([newcombe][massacre])
I(17,23): 0.11365920305252075	 ([watch][contemporaries])
I(9,58): -0.11365711688995361	 ([therapy][revealed])
I(43,46): 0.11358475685119629	 ([honest][versus])
I(11,17): 0.11341977119445801	 ([mildly.][watch])
I(22,45): 0.11330246925354004	 ([ex - friends][art])
I(28,30): -0.11326861381530762	 ([greatness][mobile])
I(25,51): 0.11275136470794678	 ([warhols][i'm])
I(20,27): -0.11272084712982178	 ([seven][comparative])
I(27,30): -0.11259579658508301	 ([comparative][mobile])
I(18,55): -0.11252880096435547	 ([band][posturing,])
I(2,60): -0.112434983253479	 ([newcombe][gifted,])
I(9,66): -0.11235153675079346	 ([therapy][talented])
I(21,35): -0.11233359575271606	 ([years,][dig!])
I(41,55): 0.1121530532836914	 ([out :][posturing,])
I(56,66): -0.112082839012146	 ([newcombe][talented])
I(8,19): -0.11205565929412842	 ([use][self - sabotage])
I(3,25): -0.11204123497009277	 ([brian][warhols])
I(47,68): -0.11201322078704834	 ([commerce][dandy's])
I(11,31): -0.11195230484008789	 ([mildly.][phone])
I(59,63): -0.11171495914459229	 ([singularly][musician])
I(11,24): 0.11159801483154297	 ([mildly.][dandy])
I(8,16): -0.11138451099395752	 ([use][sundance,])
I(24,39): -0.11108964681625366	 ([dandy][comic - tragedy])
I(9,56): -0.11102092266082764	 ([therapy][newcombe])
I(15,37): -0.11099988222122192	 ([prize][immense,])
I(59,62): -0.11098939180374146	 ([singularly][troubled,])
I(13,47): -0.1107679009437561	 ([grand][commerce])
I(36,53): -0.11043405532836914	 ([contemporaries][genius])
I(40,49): -0.11037230491638184	 ([played][look])
I(3,28): -0.1101076602935791	 ([brian][greatness])
I(11,43): -0.10993194580078125	 ([mildly.][honest])
I(9,27): -0.10960471630096436	 ([therapy][comparative])
I(18,66): -0.10955476760864258	 ([band][talented])
I(20,48): -0.10948914289474487	 ([seven][compromise.])
I(37,65): 0.10937631130218506	 ([immense,][far])
I(8,58): 0.10931098461151123	 ([use][revealed])
I(55,57): -0.10920214653015137	 ([posturing,][fact])
I(23,55): -0.10915017127990723	 ([contemporaries][posturing,])
I(6,11): -0.10903668403625488	 ([could][mildly.])
I(24,32): -0.10892832279205322	 ([dandy][advert,])
I(56,58): -0.10872173309326172	 ([newcombe][revealed])
I(2,20): -0.10870766639709473	 ([newcombe][seven])
I(29,33): -0.10840058326721191	 ([( a][anyway ).])
I(48,50): -0.10816586017608643	 ([compromise.][me,])
I(25,47): 0.10805690288543701	 ([warhols][commerce])
I(49,59): 0.10795426368713379	 ([look][singularly])
I(1,27): -0.10789906978607178	 ([anton][comparative])
I(37,57): 0.1078718900680542	 ([immense,][fact])
I(17,37): -0.10774028301239014	 ([watch][immense,])
I(46,61): 0.1077202558517456	 ([versus][immensely])
I(52,60): -0.10771632194519043	 ([bloody][gifted,])
I(60,63): -0.10765767097473145	 ([gifted,][musician])
I(13,67): -0.10758733749389648	 ([grand][rival,])
I(13,34): 0.10757231712341309	 ([grand][elevates])
I(20,21): -0.10750693082809448	 ([seven][years,])
I(51,63): 0.10747802257537842	 ([i'm][musician])
I(30,51): 0.10734379291534424	 ([mobile][i'm])
I(30,35): 0.10731065273284912	 ([mobile][dig!])
I(32,40): 0.10730624198913574	 ([advert,][played])
I(39,58): 0.10666513442993164	 ([comic - tragedy][revealed])
I(9,41): -0.10665380954742432	 ([therapy][out :])
I(6,13): -0.10665333271026611	 ([could][grand])
I(11,55): 0.10648512840270996	 ([mildly.][posturing,])
I(43,68): -0.10645520687103271	 ([honest][dandy's])
I(24,30): -0.10600012540817261	 ([dandy][mobile])
I(21,27): -0.10596662759780884	 ([years,][comparative])
I(1,30): -0.10541260242462158	 ([anton][mobile])
I(58,61): 0.10531115531921387	 ([revealed][immensely])
I(13,46): -0.10512781143188477	 ([grand][versus])
I(0,50): -0.10507345199584961	 ([suggest][me,])
I(50,56): -0.10505712032318115	 ([me,][newcombe])
I(10,36): 0.10504347085952759	 ([putting][contemporaries])
I(21,39): -0.10485422611236572	 ([years,][comic - tragedy])
I(15,32): 0.10477542877197266	 ([prize][advert,])
I(33,59): -0.10473179817199707	 ([anyway ).][singularly])
I(16,36): 0.10469132661819458	 ([sundance,][contemporaries])
I(27,65): -0.10460448265075684	 ([comparative][far])
I(56,69): 0.10449469089508057	 ([newcombe][courtney])
I(61,70): 0.10447072982788086	 ([immensely][taylor])
I(8,30): 0.10418963432312012	 ([use][mobile])
I(17,40): -0.10400092601776123	 ([watch][played])
I(25,44): 0.10399127006530762	 ([warhols][treatise])
I(32,42): 0.10395336151123047	 ([advert,][depressingly])
I(5,35): -0.10391318798065186	 ([massacre][dig!])
I(47,59): -0.10388034582138062	 ([commerce][singularly])
I(15,58): 0.10382473468780518	 ([prize][revealed])
I(53,68): -0.10371971130371094	 ([genius][dandy's])
I(28,29): 0.10351550579071045	 ([greatness][( a])
