---------- Players ----------
Player 0: suggest
Player 1: anton
Player 2: newcombe
Player 3: brian
Player 4: jonestown
Player 5: massacre
Player 6: could
Player 7: also
Player 8: use
Player 9: therapy
Player 10: putting
Player 11: mildly.
Player 12: dig!
Player 13: grand
Player 14: jury
Player 15: prize
Player 16: sundance,
Player 17: watch
Player 18: band
Player 19: self - sabotage
Player 20: seven
Player 21: years,
Player 22: ex - friends
Player 23: contemporaries
Player 24: dandy
Player 25: warhols
Player 26: rise
Player 27: comparative
Player 28: greatness
Player 29: ( a
Player 30: mobile
Player 31: phone
Player 32: advert,
Player 33: anyway ).
Player 34: elevates
Player 35: dig!
Player 36: contemporaries
Player 37: immense,
Player 38: near - biblical
Player 39: comic - tragedy
Player 40: played
Player 41: out :
Player 42: depressingly
Player 43: honest
Player 44: treatise
Player 45: art
Player 46: versus
Player 47: commerce
Player 48: compromise.
Player 49: look
Player 50: me,
Player 51: i'm
Player 52: bloody
Player 53: genius
Player 54: "
Player 55: posturing,
Player 56: newcombe
Player 57: fact
Player 58: revealed
Player 59: singularly
Player 60: gifted,
Player 61: immensely
Player 62: troubled,
Player 63: musician
Player 64: -
Player 65: far
Player 66: talented
Player 67: rival,
Player 68: dandy's
Player 69: courtney
Player 70: taylor
---------- Rewards ----------
v(): -1.4072906970977783	 ([])
v(0,66): -2.1627581119537354	 ([suggest][talented])
v(0,67): -2.086381435394287	 ([suggest][rival,])
v(0,68): -1.0705628395080566	 ([suggest][dandy's])
v(0,69): -2.6000266075134277	 ([suggest][courtney])
v(0,70): -2.169874429702759	 ([suggest][taylor])
v(1,2): -1.2962385416030884	 ([anton][newcombe])
v(1,3): -1.0577285289764404	 ([anton][brian])
v(1,4): -1.253485083580017	 ([anton][jonestown])
v(1,5): -2.2568607330322266	 ([anton][massacre])
v(1,6): -1.3656153678894043	 ([anton][could])
v(1,7): -1.2817018032073975	 ([anton][also])
v(1,8): -1.5790750980377197	 ([anton][use])
v(1,9): -1.1717381477355957	 ([anton][therapy])
v(1,10): -1.0363112688064575	 ([anton][putting])
v(1,11): -2.4339003562927246	 ([anton][mildly.])
v(1,12): -1.7526353597640991	 ([anton][dig!])
v(1,13): -1.0506138801574707	 ([anton][grand])
v(1,14): -1.9996243715286255	 ([anton][jury])
v(1,15): -1.8051338195800781	 ([anton][prize])
v(1,16): -2.1145341396331787	 ([anton][sundance,])
v(1,17): -1.2984813451766968	 ([anton][watch])
v(1,18): -1.6536650657653809	 ([anton][band])
v(1,19): -2.1220827102661133	 ([anton][self - sabotage])
v(1,20): -1.4280914068222046	 ([anton][seven])
v(1,21): -0.5490789413452148	 ([anton][years,])
v(1,22): -1.2808113098144531	 ([anton][ex - friends])
v(1,23): -0.7169337272644043	 ([anton][contemporaries])
v(1,24): -0.8236340880393982	 ([anton][dandy])
v(1,25): -1.8473342657089233	 ([anton][warhols])
v(1,26): -0.8473981618881226	 ([anton][rise])
v(1,27): -1.8501694202423096	 ([anton][comparative])
v(1,28): -0.7147329449653625	 ([anton][greatness])
v(1,29): -1.3510855436325073	 ([anton][( a])
v(1,30): -1.4980968236923218	 ([anton][mobile])
v(1,31): -1.6106154918670654	 ([anton][phone])
v(1,32): -3.0962910652160645	 ([anton][advert,])
v(1,33): -1.1617088317871094	 ([anton][anyway ).])
v(1,34): 1.2654751539230347	 ([anton][elevates])
v(1,35): -1.3075742721557617	 ([anton][dig!])
v(1,36): -0.6058555841445923	 ([anton][contemporaries])
v(1,37): -0.07757210731506348	 ([anton][immense,])
v(1,38): -1.5509129762649536	 ([anton][near - biblical])
v(1,39): -1.6259067058563232	 ([anton][comic - tragedy])
v(1,40): -1.42836332321167	 ([anton][played])
v(1,41): -2.3015334606170654	 ([anton][out :])
v(1,42): -4.075362682342529	 ([anton][depressingly])
v(1,43): -1.2333364486694336	 ([anton][honest])
v(1,44): -0.041916102170944214	 ([anton][treatise])
v(1,45): -0.9096899032592773	 ([anton][art])
v(1,46): -1.9052635431289673	 ([anton][versus])
v(1,47): -0.9172067046165466	 ([anton][commerce])
v(1,48): -0.5719214677810669	 ([anton][compromise.])
v(1,49): -2.118600845336914	 ([anton][look])
v(1,50): -1.2508363723754883	 ([anton][me,])
v(1,51): -1.4577800035476685	 ([anton][i'm])
v(1,52): -2.8979480266571045	 ([anton][bloody])
v(1,53): -1.1203932762145996	 ([anton][genius])
v(1,54): -1.6168063879013062	 ([anton]["])
v(1,55): -1.604382038116455	 ([anton][posturing,])
v(1,56): -1.529141902923584	 ([anton][newcombe])
v(1,57): -1.2459919452667236	 ([anton][fact])
v(1,58): -1.9031339883804321	 ([anton][revealed])
v(1,59): -1.2823060750961304	 ([anton][singularly])
v(1,60): -1.1751222610473633	 ([anton][gifted,])
v(1,61): -1.3749803304672241	 ([anton][immensely])
v(1,62): -0.4666423797607422	 ([anton][troubled,])
v(1,63): -1.4819636344909668	 ([anton][musician])
v(1,64): -1.3439706563949585	 ([anton][-])
v(1,65): -1.0140043497085571	 ([anton][far])
v(1,66): -1.7011274099349976	 ([anton][talented])
v(1,67): -1.8006898164749146	 ([anton][rival,])
v(1,68): -1.1203147172927856	 ([anton][dandy's])
v(1,69): -2.2503881454467773	 ([anton][courtney])
v(1,70): -1.7224088907241821	 ([anton][taylor])
v(2,3): -0.6686642169952393	 ([newcombe][brian])
v(2,4): -0.8520032167434692	 ([newcombe][jonestown])
v(2,5): -2.1257987022399902	 ([newcombe][massacre])
v(2,6): -0.8974118232727051	 ([newcombe][could])
v(2,7): -0.7422147393226624	 ([newcombe][also])
v(2,8): -0.9957168102264404	 ([newcombe][use])
v(2,9): -1.1925485134124756	 ([newcombe][therapy])
v(2,10): -0.48248064517974854	 ([newcombe][putting])
v(2,11): -1.6835851669311523	 ([newcombe][mildly.])
v(2,12): -1.1982535123825073	 ([newcombe][dig!])
v(2,13): -0.6478713750839233	 ([newcombe][grand])
v(2,14): -1.2962580919265747	 ([newcombe][jury])
v(2,15): -1.2308485507965088	 ([newcombe][prize])
v(2,16): -1.48655104637146	 ([newcombe][sundance,])
v(2,17): -0.7706202864646912	 ([newcombe][watch])
v(2,18): -1.012325644493103	 ([newcombe][band])
v(2,19): -1.8360941410064697	 ([newcombe][self - sabotage])
v(2,20): -0.8759087324142456	 ([newcombe][seven])
v(2,21): -0.11026746034622192	 ([newcombe][years,])
v(2,22): -0.6415408849716187	 ([newcombe][ex - friends])
v(2,23): -0.2942974865436554	 ([newcombe][contemporaries])
v(2,24): -0.21095111966133118	 ([newcombe][dandy])
v(2,25): -1.0166200399398804	 ([newcombe][warhols])
v(2,26): -0.3652314245700836	 ([newcombe][rise])
v(2,27): -1.4507663249969482	 ([newcombe][comparative])
v(2,28): -0.3759582042694092	 ([newcombe][greatness])
v(2,29): -0.7778410911560059	 ([newcombe][( a])
v(2,30): -0.6984778046607971	 ([newcombe][mobile])
v(2,31): -0.9957579374313354	 ([newcombe][phone])
v(2,32): -2.3139686584472656	 ([newcombe][advert,])
v(2,33): -0.5177898406982422	 ([newcombe][anyway ).])
v(2,34): 1.4620270729064941	 ([newcombe][elevates])
v(2,35): -0.7442532777786255	 ([newcombe][dig!])
v(2,36): -0.26108527183532715	 ([newcombe][contemporaries])
v(2,37): 0.16203683614730835	 ([newcombe][immense,])
v(2,38): -0.9949197173118591	 ([newcombe][near - biblical])
v(2,39): -1.2284795045852661	 ([newcombe][comic - tragedy])
v(2,40): -0.9723477363586426	 ([newcombe][played])
v(2,41): -1.6797045469284058	 ([newcombe][out :])
v(2,42): -3.8190040588378906	 ([newcombe][depressingly])
v(2,43): -0.7257627248764038	 ([newcombe][honest])
v(2,44): 0.12685781717300415	 ([newcombe][treatise])
v(2,45): -0.6182306408882141	 ([newcombe][art])
v(2,46): -1.3584376573562622	 ([newcombe][versus])
v(2,47): -0.4363604485988617	 ([newcombe][commerce])
v(2,48): -0.3431127667427063	 ([newcombe][compromise.])
v(2,49): -1.8555693626403809	 ([newcombe][look])
v(2,50): -0.7228566408157349	 ([newcombe][me,])
v(2,51): -0.962957501411438	 ([newcombe][i'm])
v(2,52): -2.251185417175293	 ([newcombe][bloody])
v(2,53): -0.6676355004310608	 ([newcombe][genius])
v(2,54): -1.0178501605987549	 ([newcombe]["])
v(2,55): -0.9831655621528625	 ([newcombe][posturing,])
v(2,56): -0.659146785736084	 ([newcombe][newcombe])
v(2,57): -0.6891720294952393	 ([newcombe][fact])
v(2,58): -1.3613154888153076	 ([newcombe][revealed])
v(2,59): -0.8195202350616455	 ([newcombe][singularly])
v(2,60): -0.6494649648666382	 ([newcombe][gifted,])
v(2,61): -0.8627392053604126	 ([newcombe][immensely])
v(2,62): -0.20391571521759033	 ([newcombe][troubled,])
v(2,63): -1.0277818441390991	 ([newcombe][musician])
v(2,64): -0.7659726142883301	 ([newcombe][-])
v(2,65): -0.5059494972229004	 ([newcombe][far])
v(2,66): -1.1501575708389282	 ([newcombe][talented])
v(2,67): -1.1804964542388916	 ([newcombe][rival,])
v(2,68): -0.6303386688232422	 ([newcombe][dandy's])
v(2,69): -1.5637257099151611	 ([newcombe][courtney])
v(2,70): -1.0795291662216187	 ([newcombe][taylor])
v(3,4): -1.8096287250518799	 ([brian][jonestown])
v(3,5): -1.7764430046081543	 ([brian][massacre])
v(3,6): -0.934566080570221	 ([brian][could])
v(3,7): -0.7009962201118469	 ([brian][also])
v(3,8): -1.0291283130645752	 ([brian][use])
v(3,9): -0.858066201210022	 ([brian][therapy])
v(3,10): -0.7112511992454529	 ([brian][putting])
v(3,11): -1.6590797901153564	 ([brian][mildly.])
v(3,12): -1.4229085445404053	 ([brian][dig!])
v(3,13): -0.5396100878715515	 ([brian][grand])
v(3,14): -1.6818251609802246	 ([brian][jury])
v(3,15): -1.3168349266052246	 ([brian][prize])
v(3,16): -1.7109239101409912	 ([brian][sundance,])
v(3,17): -0.8005887866020203	 ([brian][watch])
v(3,18): -1.3107064962387085	 ([brian][band])
v(3,19): -1.7996870279312134	 ([brian][self - sabotage])
v(3,20): -0.9562307596206665	 ([brian][seven])
v(3,21): -0.12719300389289856	 ([brian][years,])
v(3,22): -0.8932302594184875	 ([brian][ex - friends])
v(3,23): -0.24336305260658264	 ([brian][contemporaries])
v(3,24): -0.5513448715209961	 ([brian][dandy])
v(3,25): -1.3670744895935059	 ([brian][warhols])
v(3,26): -0.3697769343852997	 ([brian][rise])
v(3,27): -1.3053984642028809	 ([brian][comparative])
v(3,28): -0.27148035168647766	 ([brian][greatness])
v(3,29): -0.8121655583381653	 ([brian][( a])
v(3,30): -1.0680592060089111	 ([brian][mobile])
v(3,31): -1.0635910034179688	 ([brian][phone])
v(3,32): -2.477914810180664	 ([brian][advert,])
v(3,33): -0.6546059250831604	 ([brian][anyway ).])
v(3,34): 1.429394245147705	 ([brian][elevates])
v(3,35): -0.8569464683532715	 ([brian][dig!])
v(3,36): -0.16155588626861572	 ([brian][contemporaries])
v(3,37): 0.21792098879814148	 ([brian][immense,])
v(3,38): -1.0278867483139038	 ([brian][near - biblical])
v(3,39): -1.3019587993621826	 ([brian][comic - tragedy])
v(3,40): -0.9871199131011963	 ([brian][played])
v(3,41): -1.7154314517974854	 ([brian][out :])
v(3,42): -3.5919928550720215	 ([brian][depressingly])
v(3,43): -0.8040935397148132	 ([brian][honest])
v(3,44): 0.4271814823150635	 ([brian][treatise])
v(3,45): -0.404377281665802	 ([brian][art])
v(3,46): -1.3927637338638306	 ([brian][versus])
v(3,47): -0.44214847683906555	 ([brian][commerce])
v(3,48): -0.20162421464920044	 ([brian][compromise.])
v(3,49): -1.5455727577209473	 ([brian][look])
v(3,50): -0.775711715221405	 ([brian][me,])
v(3,51): -1.0226142406463623	 ([brian][i'm])
v(3,52): -2.3355929851531982	 ([brian][bloody])
v(3,53): -0.6786230206489563	 ([brian][genius])
v(3,54): -1.0693047046661377	 ([brian]["])
v(3,55): -0.990749716758728	 ([brian][posturing,])
v(3,56): -1.2660468816757202	 ([brian][newcombe])
v(3,57): -0.7041223049163818	 ([brian][fact])
v(3,58): -1.4802066087722778	 ([brian][revealed])
v(3,59): -0.7223614454269409	 ([brian][singularly])
v(3,60): -0.6923781633377075	 ([brian][gifted,])
v(3,61): -1.1085058450698853	 ([brian][immensely])
v(3,62): -0.05813983082771301	 ([brian][troubled,])
v(3,63): -0.9917493462562561	 ([brian][musician])
v(3,64): -0.7942106127738953	 ([brian][-])
v(3,65): -0.5129595994949341	 ([brian][far])
v(3,66): -1.2193617820739746	 ([brian][talented])
v(3,67): -1.195588231086731	 ([brian][rival,])
v(3,68): -0.9549658894538879	 ([brian][dandy's])
v(3,69): -1.9547027349472046	 ([brian][courtney])
v(3,70): -1.448041558265686	 ([brian][taylor])
v(4,5): -1.4159185886383057	 ([jonestown][massacre])
v(4,6): -1.1119285821914673	 ([jonestown][could])
v(4,7): -1.064918875694275	 ([jonestown][also])
v(4,8): -1.2886333465576172	 ([jonestown][use])
v(4,9): -1.2260000705718994	 ([jonestown][therapy])
v(4,10): -1.0224978923797607	 ([jonestown][putting])
v(4,11): -2.478435516357422	 ([jonestown][mildly.])
v(4,12): -1.6697410345077515	 ([jonestown][dig!])
v(4,13): -0.9394330978393555	 ([jonestown][grand])
v(4,14): -1.8419339656829834	 ([jonestown][jury])
v(4,15): -1.543718934059143	 ([jonestown][prize])
v(4,16): -2.015899658203125	 ([jonestown][sundance,])
v(4,17): -1.0722293853759766	 ([jonestown][watch])
v(4,18): -1.5748889446258545	 ([jonestown][band])
v(4,19): -1.915424108505249	 ([jonestown][self - sabotage])
v(4,20): -1.297010898590088	 ([jonestown][seven])
v(4,21): -0.47664541006088257	 ([jonestown][years,])
v(4,22): -1.045087218284607	 ([jonestown][ex - friends])
v(4,23): -0.6136064529418945	 ([jonestown][contemporaries])
v(4,24): -0.9409382343292236	 ([jonestown][dandy])
v(4,25): -1.633493423461914	 ([jonestown][warhols])
v(4,26): -0.704331636428833	 ([jonestown][rise])
v(4,27): -1.6764742136001587	 ([jonestown][comparative])
v(4,28): -0.5186374187469482	 ([jonestown][greatness])
v(4,29): -1.1564137935638428	 ([jonestown][( a])
v(4,30): -1.296661376953125	 ([jonestown][mobile])
v(4,31): -1.4491854906082153	 ([jonestown][phone])
v(4,32): -2.770491361618042	 ([jonestown][advert,])
v(4,33): -0.8931661248207092	 ([jonestown][anyway ).])
v(4,34): 1.532308578491211	 ([jonestown][elevates])
v(4,35): -1.1158621311187744	 ([jonestown][dig!])
v(4,36): -0.6223911643028259	 ([jonestown][contemporaries])
v(4,37): -0.011969387531280518	 ([jonestown][immense,])
v(4,38): -1.4938687086105347	 ([jonestown][near - biblical])
v(4,39): -1.6548622846603394	 ([jonestown][comic - tragedy])
v(4,40): -1.3505595922470093	 ([jonestown][played])
v(4,41): -2.131067991256714	 ([jonestown][out :])
v(4,42): -3.7409682273864746	 ([jonestown][depressingly])
v(4,43): -1.1890082359313965	 ([jonestown][honest])
v(4,44): 0.03971058130264282	 ([jonestown][treatise])
v(4,45): -0.8521028757095337	 ([jonestown][art])
v(4,46): -1.7621546983718872	 ([jonestown][versus])
v(4,47): -0.8362603187561035	 ([jonestown][commerce])
v(4,48): -0.44767430424690247	 ([jonestown][compromise.])
v(4,49): -2.0109100341796875	 ([jonestown][look])
v(4,50): -1.1064739227294922	 ([jonestown][me,])
v(4,51): -1.3233356475830078	 ([jonestown][i'm])
v(4,52): -2.7660155296325684	 ([jonestown][bloody])
v(4,53): -0.8747339844703674	 ([jonestown][genius])
v(4,54): -1.441701889038086	 ([jonestown]["])
v(4,55): -1.372816562652588	 ([jonestown][posturing,])
v(4,56): -1.308257818222046	 ([jonestown][newcombe])
v(4,57): -1.0529823303222656	 ([jonestown][fact])
v(4,58): -1.7702642679214478	 ([jonestown][revealed])
v(4,59): -1.269323706626892	 ([jonestown][singularly])
v(4,60): -0.9724879264831543	 ([jonestown][gifted,])
v(4,61): -1.1617436408996582	 ([jonestown][immensely])
v(4,62): -0.6325758099555969	 ([jonestown][troubled,])
v(4,63): -1.3511371612548828	 ([jonestown][musician])
v(4,64): -1.1656790971755981	 ([jonestown][-])
v(4,65): -0.8484262228012085	 ([jonestown][far])
v(4,66): -1.467347264289856	 ([jonestown][talented])
v(4,67): -1.5561730861663818	 ([jonestown][rival,])
v(4,68): -1.2552708387374878	 ([jonestown][dandy's])
v(4,69): -1.9922860860824585	 ([jonestown][courtney])
v(4,70): -1.6468384265899658	 ([jonestown][taylor])
v(5,6): -2.719034194946289	 ([massacre][could])
v(5,7): -2.3139326572418213	 ([massacre][also])
v(5,8): -2.6303744316101074	 ([massacre][use])
v(5,9): -2.2543578147888184	 ([massacre][therapy])
v(5,10): -2.504513740539551	 ([massacre][putting])
v(5,11): -3.4263317584991455	 ([massacre][mildly.])
v(5,12): -2.595456838607788	 ([massacre][dig!])
v(5,13): -2.3742151260375977	 ([massacre][grand])
v(5,14): -2.795933246612549	 ([massacre][jury])
v(5,15): -2.7706587314605713	 ([massacre][prize])
v(5,16): -2.9686574935913086	 ([massacre][sundance,])
v(5,17): -2.503370523452759	 ([massacre][watch])
v(5,18): -2.6610143184661865	 ([massacre][band])
v(5,19): -2.4286015033721924	 ([massacre][self - sabotage])
v(5,20): -2.527099609375	 ([massacre][seven])
v(5,21): -2.096796751022339	 ([massacre][years,])
v(5,22): -2.2447009086608887	 ([massacre][ex - friends])
v(5,23): -2.1204779148101807	 ([massacre][contemporaries])
v(5,24): -1.7089868783950806	 ([massacre][dandy])
v(5,25): -2.745573043823242	 ([massacre][warhols])
v(5,26): -2.0900754928588867	 ([massacre][rise])
v(5,27): -2.5648601055145264	 ([massacre][comparative])
v(5,28): -1.8903813362121582	 ([massacre][greatness])
v(5,29): -2.447793483734131	 ([massacre][( a])
v(5,30): -2.6572587490081787	 ([massacre][mobile])
v(5,31): -2.641584634780884	 ([massacre][phone])
v(5,32): -3.9007492065429688	 ([massacre][advert,])
v(5,33): -2.3199915885925293	 ([massacre][anyway ).])
v(5,34): 0.5426603555679321	 ([massacre][elevates])
v(5,35): -2.5638697147369385	 ([massacre][dig!])
v(5,36): -1.8277807235717773	 ([massacre][contemporaries])
v(5,37): -1.4617891311645508	 ([massacre][immense,])
v(5,38): -2.7052993774414062	 ([massacre][near - biblical])
v(5,39): -2.2330570220947266	 ([massacre][comic - tragedy])
v(5,40): -2.6350228786468506	 ([massacre][played])
v(5,41): -3.111368179321289	 ([massacre][out :])
v(5,42): -4.143350124359131	 ([massacre][depressingly])
v(5,43): -2.3349344730377197	 ([massacre][honest])
v(5,44): -1.2956585884094238	 ([massacre][treatise])
v(5,45): -1.9283473491668701	 ([massacre][art])
v(5,46): -2.8000879287719727	 ([massacre][versus])
v(5,47): -2.008234977722168	 ([massacre][commerce])
v(5,48): -1.5184555053710938	 ([massacre][compromise.])
v(5,49): -2.900158405303955	 ([massacre][look])
v(5,50): -2.568648338317871	 ([massacre][me,])
v(5,51): -2.3942527770996094	 ([massacre][i'm])
v(5,52): -3.5494699478149414	 ([massacre][bloody])
v(5,53): -2.1688692569732666	 ([massacre][genius])
v(5,54): -2.7568769454956055	 ([massacre]["])
v(5,55): -2.7393264770507812	 ([massacre][posturing,])
v(5,56): -2.4982075691223145	 ([massacre][newcombe])
v(5,57): -2.5510406494140625	 ([massacre][fact])
v(5,58): -2.867633819580078	 ([massacre][revealed])
v(5,59): -2.4225077629089355	 ([massacre][singularly])
v(5,60): -2.2956440448760986	 ([massacre][gifted,])
v(5,61): -2.3739867210388184	 ([massacre][immensely])
v(5,62): -1.4337682723999023	 ([massacre][troubled,])
v(5,63): -2.5461933612823486	 ([massacre][musician])
v(5,64): -2.4877071380615234	 ([massacre][-])
v(5,65): -2.2566184997558594	 ([massacre][far])
v(5,66): -2.909047842025757	 ([massacre][talented])
v(5,67): -2.840904712677002	 ([massacre][rival,])
