---------- AND Interactions ----------
I(49,50): 3.761897563934326	 ([surprisingly][bad,])
I(39,59): -0.15905654430389404	 ([fell][bad,])
I(20,32): -0.15893423557281494	 ([business][results])
I(0,29): -0.15875065326690674	 ([spoiler][police])
I(9,56): 0.15849173069000244	 ([glass][good,])
I(1,24): 0.15785980224609375	 ([warning.][phone])
I(50,58): -0.15782546997070312	 ([bad,][made - for - tv])
I(33,39): -0.15762555599212646	 ([toxicology][fell])
I(31,48): -0.15759003162384033	 ([mention][overall.])
I(11,58): -0.15744686126708984	 ([next][made - for - tv])
I(20,56): -0.1567896604537964	 ([business][good,])
I(8,37): -0.15552210807800293	 ([breaks][talk])
I(32,39): -0.15510785579681396	 ([results][fell])
I(3,59): -0.15506255626678467	 ([character's][bad,])
I(38,57): -0.15389478206634521	 ([drunk][music])
I(9,44): 0.1537618637084961	 ([glass][mistake])
I(1,9): 0.15366637706756592	 ([warning.][glass])
I(18,24): 0.15330040454864502	 ([tells][phone])
I(33,57): -0.153222918510437	 ([toxicology][music])
I(11,59): 0.1531444787979126	 ([next][bad,])
I(2,58): -0.15291833877563477	 ([main][made - for - tv])
I(7,25): -0.15242493152618408	 ([killer][drink])
I(18,20): 0.1516580581665039	 ([tells][business])
I(36,45): 0.15074825286865234	 ([characters][movie,])
I(38,56): -0.15071117877960205	 ([drunk][good,])
I(10,20): -0.15050280094146729	 ([vodka][business])
I(5,31): 0.15032219886779785	 ([pushed][mention])
I(6,35): 0.15026897192001343	 ([stairs,][and,])
I(10,21): -0.15001976490020752	 ([vodka][partner])
I(12): -0.15001153945922852	 ([her,])
I(5,8): -0.14989900588989258	 ([pushed][breaks])
I(43,48): -0.1498856544494629	 ([bad][overall.])
I(10,24): -0.1495211124420166	 ([vodka][phone])
I(6,20): 0.14927351474761963	 ([stairs,][business])
I(10,60): 0.1484689712524414	 ([vodka][tension])
I(46,54): -0.14771252870559692	 ([pretty][faults :])
I(8,27): 0.1474541425704956	 ([breaks][days.])
I(21,38): -0.1471775770187378	 ([partner][drunk])
I(21,37): -0.14697670936584473	 ([partner][talk])
I(14,31): -0.14657676219940186	 ([appear][mention])
I(15,18): -0.14657056331634521	 ([drinking.][tells])
I(10,14): 0.14650845527648926	 ([vodka][appear])
I(24,31): 0.14624416828155518	 ([phone][mention])
I(1,48): -0.14555132389068604	 ([warning.][overall.])
I(18,37): -0.14553916454315186	 ([tells][talk])
I(17,26): 0.14538991451263428	 ([killed,][4])
I(6,27): 0.14534640312194824	 ([stairs,][days.])
I(15,17): -0.14508116245269775	 ([drinking.][killed,])
I(18,54): -0.14429503679275513	 ([tells][faults :])
I(22,27): 0.14426594972610474	 ([( teri][days.])
I(15,56): -0.14410507678985596	 ([drinking.][good,])
I(38,54): 0.14362627267837524	 ([drunk][faults :])
I(5,15): -0.14354467391967773	 ([pushed][drinking.])
I(46,53): 0.1434541940689087	 ([pretty][cast.])
I(24,53): 0.14321327209472656	 ([phone][cast.])
I(6,38): 0.1430356502532959	 ([stairs,][drunk])
I(3,25): -0.1426253318786621	 ([character's][drink])
I(4,33): -0.14241564273834229	 ([sister][toxicology])
I(23,59): -0.1423027515411377	 ([garr )][bad,])
I(15,60): -0.14216923713684082	 ([drinking.][tension])
I(9,47): 0.14191150665283203	 ([glass][awful,])
I(35,56): -0.14171969890594482	 ([and,][good,])
I(50,57): 0.14170563220977783	 ([bad,][music])
I(41,58): -0.1406393051147461	 ([huh?][made - for - tv])
I(44,54): -0.14030957221984863	 ([mistake][faults :])
I(9,25): 0.13992583751678467	 ([glass][drink])
I(28,43): 0.13955426216125488	 ([yet][bad])
I(8,10): 0.13938868045806885	 ([breaks][vodka])
I(39,48): 0.13911974430084229	 ([fell][overall.])
I(8,53): -0.13901138305664062	 ([breaks][cast.])
I(32,36): 0.1389298439025879	 ([results][characters])
I(23,58): 0.13823819160461426	 ([garr )][made - for - tv])
I(17,24): -0.13792681694030762	 ([killed,][phone])
I(32,54): 0.13764166831970215	 ([results][faults :])
I(4,27): 0.13760006427764893	 ([sister][days.])
I(18,34): -0.13736915588378906	 ([tells][report!])
I(28,59): 0.1365973949432373	 ([yet][bad,])
I(0,57): 0.1362680196762085	 ([spoiler][music])
I(24,43): -0.13590526580810547	 ([phone][bad])
I(3,18): -0.13588547706604004	 ([character's][tells])
I(5,43): -0.1357583999633789	 ([pushed][bad])
I(30,45): -0.1356734037399292	 ([never][movie,])
I(40,60): -0.13528168201446533	 ([stairs.][tension])
I(49,56): 0.13515830039978027	 ([surprisingly][good,])
I(22,38): -0.13495904207229614	 ([( teri][drunk])
I(14,18): -0.13483107089996338	 ([appear][tells])
I(12,33): 0.13439726829528809	 ([her,][toxicology])
I(7,49): 0.13392114639282227	 ([killer][surprisingly])
I(0,2): 0.13371896743774414	 ([spoiler][main])
I(6,23): 0.13366150856018066	 ([stairs,][garr )])
I(18,45): -0.13331186771392822	 ([tells][movie,])
I(7,30): -0.13324153423309326	 ([killer][never])
I(12,55): -0.13316208124160767	 ([her,][writing])
I(22,60): -0.13315707445144653	 ([( teri][tension])
I(20,57): 0.13299190998077393	 ([business][music])
I(44,57): 0.13283491134643555	 ([mistake][music])
I(0,43): -0.13281536102294922	 ([spoiler][bad])
I(36,55): 0.13240653276443481	 ([characters][writing])
I(37,48): -0.13213706016540527	 ([talk][overall.])
I(10,32): 0.1319749355316162	 ([vodka][results])
I(6,53): -0.1317605972290039	 ([stairs,][cast.])
I(49,51): -0.13075125217437744	 ([surprisingly][considering])
I(1,25): -0.1305006742477417	 ([warning.][drink])
I(15,40): 0.13007932901382446	 ([drinking.][stairs.])
I(33,48): -0.13007581233978271	 ([toxicology][overall.])
I(15,35): -0.1296682357788086	 ([drinking.][and,])
I(24,30): 0.1296100616455078	 ([phone][never])
I(20,40): 0.12951689958572388	 ([business][stairs.])
I(8,40): 0.1293235421180725	 ([breaks][stairs.])
I(15,46): -0.12891745567321777	 ([drinking.][pretty])
I(17,22): 0.12833422422409058	 ([killed,][( teri])
I(8): 0.12823092937469482	 ([breaks])
I(27,58): 0.12820279598236084	 ([days.][made - for - tv])
I(35,53): -0.1281566619873047	 ([and,][cast.])
I(30,50): -0.1280364990234375	 ([never][bad,])
I(3,19): 0.12797212600708008	 ([character's][sister's])
I(20,60): -0.12783074378967285	 ([business][tension])
I(10,36): -0.12762081623077393	 ([vodka][characters])
I(21,31): -0.12731266021728516	 ([partner][mention])
I(3,43): 0.1271533966064453	 ([character's][bad])
I(3,52): 0.1268460750579834	 ([character's][great])
I(26,40): 0.12674421072006226	 ([4][stairs.])
I(6,46): -0.12663137912750244	 ([stairs,][pretty])
I(19,44): 0.12653052806854248	 ([sister's][mistake])
I(11,15): -0.12652111053466797	 ([next][drinking.])
I(17,25): -0.12574684619903564	 ([killed,][drink])
I(9,60): 0.1257181167602539	 ([glass][tension])
I(12,29): 0.12539875507354736	 ([her,][police])
I(42,45): 0.12497425079345703	 ([really][movie,])
I(29,32): -0.12476444244384766	 ([police][results])
I(0,30): -0.12450563907623291	 ([spoiler][never])
I(14,17): 0.12447714805603027	 ([appear][killed,])
I(51,57): -0.12413513660430908	 ([considering][music])
I(30): 0.12406861782073975	 ([never])
I(26,60): 0.12364804744720459	 ([4][tension])
I(25,55): -0.12364494800567627	 ([drink][writing])
I(28,56): 0.12344574928283691	 ([yet][good,])
I(30,39): -0.12333667278289795	 ([never][fell])
I(3,40): 0.12291139364242554	 ([character's][stairs.])
I(38,50): -0.12259471416473389	 ([drunk][bad,])
I(10,51): -0.12236440181732178	 ([vodka][considering])
I(19,24): 0.1222391128540039	 ([sister's][phone])
I(40,42): 0.12194114923477173	 ([stairs.][really])
I(12,24): 0.12168216705322266	 ([her,][phone])
I(2,32): 0.12141573429107666	 ([main][results])
I(46,52): -0.12111741304397583	 ([pretty][great])
I(24,52): 0.12088155746459961	 ([phone][great])
I(12,31): 0.1202620267868042	 ([her,][mention])
I(18,25): 0.11988353729248047	 ([tells][drink])
I(17,51): 0.11972677707672119	 ([killed,][considering])
I(36,53): -0.11970710754394531	 ([characters][cast.])
I(4,44): 0.11952400207519531	 ([sister][mistake])
I(41,47): -0.11931228637695312	 ([huh?][awful,])
I(9,11): -0.11929333209991455	 ([glass][next])
I(9,14): 0.11918401718139648	 ([glass][appear])
I(26): 0.11836326122283936	 ([4])
I(21,33): -0.118355393409729	 ([partner][toxicology])
I(38,46): -0.11831915378570557	 ([drunk][pretty])
I(13,43): -0.11800074577331543	 ([make][bad])
I(38,59): -0.11794567108154297	 ([drunk][bad,])
I(8,47): -0.11761653423309326	 ([breaks][awful,])
I(49,58): 0.11759018898010254	 ([surprisingly][made - for - tv])
I(25,34): -0.1169971227645874	 ([drink][report!])
I(3,45): 0.11692047119140625	 ([character's][movie,])
I(23,52): 0.11681258678436279	 ([garr )][great])
I(18,52): 0.11673343181610107	 ([tells][great])
I(51,60): 0.11581099033355713	 ([considering][tension])
I(3,11): -0.11569225788116455	 ([character's][next])
I(1,37): -0.11557769775390625	 ([warning.][talk])
I(28,50): 0.11520862579345703	 ([yet][bad,])
I(7,46): -0.11494576930999756	 ([killer][pretty])
I(19,45): 0.11486625671386719	 ([sister's][movie,])
I(21,40): 0.11467796564102173	 ([partner][stairs.])
I(39,40): 0.11464327573776245	 ([fell][stairs.])
I(5,40): 0.1144837737083435	 ([pushed][stairs.])
I(21,52): 0.11406970024108887	 ([partner][great])
I(15,48): -0.11401093006134033	 ([drinking.][overall.])
I(28,44): 0.11394000053405762	 ([yet][mistake])
I(8,44): -0.1139211654663086	 ([breaks][mistake])
I(54,56): -0.11389964818954468	 ([faults :][good,])
I(7,41): -0.11387455463409424	 ([killer][huh?])
I(20,29): -0.11368846893310547	 ([business][police])
I(9,33): 0.11332809925079346	 ([glass][toxicology])
I(46,55): -0.11312854290008545	 ([pretty][writing])
I(23,38): -0.11298489570617676	 ([garr )][drunk])
I(2,44): 0.11290550231933594	 ([main][mistake])
I(10,39): 0.11290276050567627	 ([vodka][fell])
I(0,39): -0.11282980442047119	 ([spoiler][fell])
I(23,40): 0.11244714260101318	 ([garr )][stairs.])
I(26,29): 0.1123204231262207	 ([4][police])
I(25,52): -0.11230087280273438	 ([drink][great])
I(45,52): 0.11202764511108398	 ([movie,][great])
I(2,34): -0.11184036731719971	 ([main][report!])
I(0,18): 0.11175775527954102	 ([spoiler][tells])
I(48,51): 0.11129629611968994	 ([overall.][considering])
I(1,32): -0.11084771156311035	 ([warning.][results])
I(17,46): -0.11080968379974365	 ([killed,][pretty])
I(2,57): 0.11071836948394775	 ([main][music])
I(51,55): 0.11050999164581299	 ([considering][writing])
I(16,58): -0.11037158966064453	 ([right][made - for - tv])
I(19,20): -0.11026060581207275	 ([sister's][business])
I(25,31): -0.11009180545806885	 ([drink][mention])
I(41,57): 0.10950124263763428	 ([huh?][music])
I(5,44): -0.1094675064086914	 ([pushed][mistake])
I(35,59): 0.10941755771636963	 ([and,][bad,])
I(51,58): -0.10940980911254883	 ([considering][made - for - tv])
I(9,55): -0.10927534103393555	 ([glass][writing])
I(20,38): -0.10903966426849365	 ([business][drunk])
I(1,11): -0.10879111289978027	 ([warning.][next])
I(27,52): -0.107918381690979	 ([days.][great])
I(6,48): 0.10780704021453857	 ([stairs,][overall.])
I(21,47): -0.10668957233428955	 ([partner][awful,])
I(20,36): -0.1066809892654419	 ([business][characters])
I(16,39): -0.10644137859344482	 ([right][fell])
I(15,19): -0.10616135597229004	 ([drinking.][sister's])
I(9,34): -0.10601699352264404	 ([glass][report!])
I(20,31): -0.10593950748443604	 ([business][mention])
I(11,57): -0.10593628883361816	 ([next][music])
I(23): -0.10567545890808105	 ([garr )])
I(1,6): -0.10560083389282227	 ([warning.][stairs,])
I(5,21): 0.10549294948577881	 ([pushed][partner])
I(8,36): -0.10533750057220459	 ([breaks][characters])
I(11,13): -0.10524570941925049	 ([next][make])
I(7,37): -0.10515928268432617	 ([killer][talk])
I(2,53): 0.1049036979675293	 ([main][cast.])
I(15,47): 0.10446739196777344	 ([drinking.][awful,])
I(14,28): -0.10443472862243652	 ([appear][yet])
I(18,35): -0.10439133644104004	 ([tells][and,])
I(20,53): 0.10408687591552734	 ([business][cast.])
I(33,55): -0.10402655601501465	 ([toxicology][writing])
I(20,47): -0.10401773452758789	 ([business][awful,])
I(4,37): -0.10376870632171631	 ([sister][talk])
I(11,55): -0.10352861881256104	 ([next][writing])
I(10,22): 0.10347354412078857	 ([vodka][( teri])
I(29,55): 0.10292160511016846	 ([police][writing])
I(10,35): -0.10288035869598389	 ([vodka][and,])
I(22,40): -0.10274475812911987	 ([( teri][stairs.])
I(31,55): 0.10250377655029297	 ([mention][writing])
I(9,18): -0.10244393348693848	 ([glass][tells])
I(19,31): 0.10244238376617432	 ([sister's][mention])
I(11,24): -0.10239171981811523	 ([next][phone])
I(18,29): 0.10238277912139893	 ([tells][police])
I(39,52): -0.1022268533706665	 ([fell][great])
I(4,40): 0.1022234559059143	 ([sister][stairs.])
I(10,46): -0.10200774669647217	 ([vodka][pretty])
I(1,39): -0.10188114643096924	 ([warning.][fell])
I(10,57): 0.10173141956329346	 ([vodka][music])
I(24,54): 0.10161149501800537	 ([phone][faults :])
I(51): 0.10148084163665771	 ([considering])
I(9,27): 0.1013791561126709	 ([glass][days.])
I(3,17): -0.10118532180786133	 ([character's][killed,])
I(32,37): -0.10105669498443604	 ([results][talk])
I(6,54): 0.1010286808013916	 ([stairs,][faults :])
I(46,57): -0.10101127624511719	 ([pretty][music])
I(41,53): -0.10097301006317139	 ([huh?][cast.])
I(5,58): 0.10087347030639648	 ([pushed][made - for - tv])
I(10,52): 0.10085177421569824	 ([vodka][great])
I(8,17): -0.10077393054962158	 ([breaks][killed,])
I(31,57): 0.10074210166931152	 ([mention][music])
I(15,21): -0.10058116912841797	 ([drinking.][partner])
I(39,60): -0.10049307346343994	 ([fell][tension])
I(18,43): -0.10029315948486328	 ([tells][bad])
I(3,33): -0.09994590282440186	 ([character's][toxicology])
I(6,8): -0.09977352619171143	 ([stairs,][breaks])
I(35,46): -0.09972071647644043	 ([and,][pretty])
I(36,44): -0.09928297996520996	 ([characters][mistake])
I(22,46): 0.09903973340988159	 ([( teri][pretty])
I(26,53): -0.09903430938720703	 ([4][cast.])
I(1,14): 0.09889435768127441	 ([warning.][appear])
I(9,24): 0.09888482093811035	 ([glass][phone])
I(25,29): -0.09879112243652344	 ([drink][police])
I(52,57): -0.09878498315811157	 ([great][music])
I(2,17): -0.09860050678253174	 ([main][killed,])
I(46,49): -0.09847211837768555	 ([pretty][surprisingly])
I(8,31): -0.09828197956085205	 ([breaks][mention])
I(17,49): 0.09800934791564941	 ([killed,][surprisingly])
I(22,34): -0.09751337766647339	 ([( teri][report!])
I(11,18): -0.09741485118865967	 ([next][tells])
I(34,51): -0.09739339351654053	 ([report!][considering])
I(8,25): 0.09720408916473389	 ([breaks][drink])
I(18,21): 0.09720206260681152	 ([tells][partner])
I(22,56): 0.09688383340835571	 ([( teri][good,])
I(19,21): 0.09677004814147949	 ([sister's][partner])
I(40,46): -0.09675723314285278	 ([stairs.][pretty])
I(3,7): 0.09669768810272217	 ([character's][killer])
I(26,56): 0.09661734104156494	 ([4][good,])
I(12,13): -0.09659349918365479	 ([her,][make])
I(13,15): -0.0964345932006836	 ([make][drinking.])
I(23,44): -0.0962376594543457	 ([garr )][mistake])
I(3,23): 0.09623336791992188	 ([character's][garr )])
I(0,34): -0.09599959850311279	 ([spoiler][report!])
I(6,17): 0.09593009948730469	 ([stairs,][killed,])
I(9,13): -0.09571003913879395	 ([glass][make])
I(17,36): 0.09567975997924805	 ([killed,][characters])
I(0,22): 0.09565931558609009	 ([spoiler][( teri])
I(27,60): -0.09565585851669312	 ([days.][tension])
I(19,52): 0.09535527229309082	 ([sister's][great])
I(13,31): -0.09524929523468018	 ([make][mention])
I(25,58): 0.09519529342651367	 ([drink][made - for - tv])
I(8,26): 0.09501588344573975	 ([breaks][4])
I(33,36): -0.09486043453216553	 ([toxicology][characters])
I(37,52): 0.09483826160430908	 ([talk][great])
I(27,50): 0.09465968608856201	 ([days.][bad,])
I(25,43): -0.09412431716918945	 ([drink][bad])
I(10,50): -0.09411251544952393	 ([vodka][bad,])
Sum: -31.85325402021408
==================================================
