---------- AND Interactions ----------
I(w): -3.2403712272644043	 ([bored])
I(HI): 0.17693009972572327	 ([phone][sex])
I(F): -0.17681145668029785	 ([throughout.])
I(lo): -0.17538982629776	 ([strange][movie])
I(os): 0.17529040575027466	 ([movie][emotional])
I(g): 0.17511671781539917	 ([sweet])
I(Il): 0.17393231391906738	 ([sex][strange])
I(Dq): 0.17324042320251465	 ([movie.][entertaining])
I(Fl): -0.17302262783050537	 ([throughout.][strange])
I(Yx): 0.173004150390625	 ([doppelganger][many])
I(Cl): -0.17261123657226562	 ([behind][strange])
I(_q): -0.1723700761795044	 ([expecting][entertaining])
I(Zl): 0.17183208465576172	 ([split][strange])
I(Tw): -0.171722412109375	 ([poor,][bored])
I(Iq): -0.1715148687362671	 ([sex][entertaining])
I(Ru): -0.1707543134689331	 ([humor.][i'm])
I(N\): 0.17067205905914307	 ([doppelganger][like...])
I(cs): 0.17004287242889404	 ([say][emotional])
I(Tq): -0.1690833568572998	 ([poor,][entertaining])
I(Bl): 0.16824018955230713	 ([genius][strange])
I(Pb): -0.1677643060684204	 ([attempt][movie])
I(Qg): 0.16691333055496216	 ([genius][sweet])
I(Ks): -0.16650503873825073	 ([discussing][emotional])
I(jp): 0.16594719886779785	 ([coherent][logical])
I(OY): -0.165607750415802	 ([nice][doppelganger])
I(Br): -0.1649811863899231	 ([genius][communicate])
I(\b): 0.16467100381851196	 ([like...][movie])
I(Pw): 0.16435480117797852	 ([attempt][bored])
I(Hf): -0.16395407915115356	 ([phone][ridiculous,])
I(DR): 0.16357296705245972	 ([movie.][humor.])
I(Db): 0.16350674629211426	 ([movie.][movie])
I(dp): -0.1632833480834961	 ([".][logical])
I(JV): -0.16296017169952393	 ([office,][writer's])
I(Ya): 0.16179096698760986	 ([doppelganger][see])
I(Ws): -0.16146230697631836	 ([message][emotional])
I(Do): 0.1610468626022339	 ([movie.][movie])
I(co): -0.1598871946334839	 ([say][movie])
I(Xd): -0.15884864330291748	 ([talent.][".])
I(be): 0.1577039659023285	 ([movie][certainly])
I(kl): 0.1567772626876831	 ([story][strange])
I(EQ): 0.15667200088500977	 ([laughing][genius])
I(gn): -0.15653175115585327	 ([sweet][point])
I(\a): 0.1564732789993286	 ([like...][see])
I(Wk): -0.15621179342269897	 ([message][story])
I(Io): -0.1561315357685089	 ([sex][movie])
I(\d): -0.15601402521133423	 ([like...][".])
I(Qr): -0.15587764978408813	 ([genius][communicate])
I(EX): -0.1547483205795288	 ([laughing][talent.])
I(_b): -0.15374380350112915	 ([expecting][movie])
I(GI): -0.15366819500923157	 ([scene][sex])
I(Bh): -0.1535593867301941	 ([genius][idea])
I(VX): -0.1532745361328125	 ([writer's][talent.])
I(or): 0.15301722288131714	 ([movie][communicate])
I(EM): 0.15300381183624268	 ([laughing][heals])
I(DK): -0.1526697874069214	 ([movie.][discussing])
I(Ep): -0.15179342031478882	 ([laughing][logical])
I(\): -0.15120041370391846	 ([like...])
I(Vu): -0.1508045792579651	 ([writer's][i'm])
I(sv): -0.15073341131210327	 ([emotional][easily])
I(GK): -0.15061181783676147	 ([scene][discussing])
I(fp): 0.14969921112060547	 ([ridiculous,][logical])
I(X[): 0.14969861507415771	 ([talent.][end])
I(br): 0.14943820238113403	 ([movie][communicate])
I(JT): -0.14823836088180542	 ([office,][poor,])
I(QT): -0.14787286520004272	 ([genius][poor,])
I(Q\): -0.14762675762176514	 ([genius][like...])
I(UX): -0.14713233709335327	 ([see][talent.])
I(Nn): 0.14684200286865234	 ([doppelganger][point])
I(Md): -0.14620345830917358	 ([heals][".])
I(OU): 0.1461600661277771	 ([nice][see])
I(Rl): -0.14519894123077393	 ([humor.][strange])
I(CK): -0.14353111386299133	 ([behind][discussing])
I(BM): 0.14334756135940552	 ([genius][heals])
I(pw): 0.14333868026733398	 ([logical][bored])
I(u): -0.1431758999824524	 ([i'm])
I(lv): 0.14317548274993896	 ([strange][easily])
I(hs): -0.14303851127624512	 ([idea][emotional])
I(KN): 0.14220601320266724	 ([discussing][doppelganger])
I(MS): 0.14218151569366455	 ([heals][execution])
I(^q): -0.142056405544281	 ([quite][entertaining])
I(BL): -0.141648530960083	 ([genius][love])
I(MX): -0.14164799451828003	 ([heals][talent.])
I(IL): -0.14125460386276245	 ([sex][love])
I(SX): 0.14080947637557983	 ([execution][talent.])
I(U\): 0.1406240463256836	 ([see][like...])
I(ET): -0.14054763317108154	 ([laughing][poor,])
I(lt): 0.14042389392852783	 ([strange][level?])
I(LQ): -0.1402875781059265	 ([love][genius])
I(WY): -0.14022797346115112	 ([message][doppelganger])
I(Ko): -0.14013153314590454	 ([discussing][movie])
I(MV): 0.13995134830474854	 ([heals][writer's])
I(Of): 0.13970297574996948	 ([nice][ridiculous,])
I(dq): -0.13954085111618042	 ([".][entertaining])
I(HY): 0.139490008354187	 ([phone][doppelganger])
I(KT): -0.139451265335083	 ([discussing][poor,])
I(Tb): -0.13889610767364502	 ([poor,][movie])
I(cu): 0.13871532678604126	 ([say][i'm])
I(Gs): -0.13869571685791016	 ([scene][emotional])
I(op): -0.13818246126174927	 ([movie][logical])
I(go): 0.13815218210220337	 ([sweet][movie])
I(CX): -0.13804590702056885	 ([behind][talent.])
I(Os): -0.13796120882034302	 ([nice][emotional])
I(Uw): -0.1378464698791504	 ([see][bored])
I([b): 0.13721084594726562	 ([end][movie])
I(Ib): -0.13688480854034424	 ([sex][movie])
I(HJ): -0.1368616819381714	 ([phone][office,])
I(V): 0.1367853283882141	 ([writer's])
I(Tm): 0.13642150163650513	 ([poor,][way.])
I(OS): -0.13586211204528809	 ([nice][execution])
I(dh): -0.1351904273033142	 ([".][idea])
I(de): -0.13503551483154297	 ([".][certainly])
I(`u): 0.13491487503051758	 ([let's][i'm])
I(vx): -0.1347917914390564	 ([easily][many])
I(Kq): -0.13477963209152222	 ([discussing][entertaining])
I(Rt): -0.13437050580978394	 ([humor.][level?])
I(S_): -0.1340509057044983	 ([execution][expecting])
I(ej): 0.1338227391242981	 ([certainly][coherent])
I(Rm): 0.133553147315979	 ([humor.][way.])
I(Ma): 0.1334790587425232	 ([heals][see])
I(Mj): 0.13294416666030884	 ([heals][coherent])
I(CQ): 0.1326695680618286	 ([behind][genius])
I(Hb): -0.13252246379852295	 ([phone][movie])
I(BX): -0.13228845596313477	 ([genius][talent.])
I(Fk): -0.13169443607330322	 ([throughout.][story])
I(DS): -0.13163268566131592	 ([movie.][execution])
I(EK): -0.13156992197036743	 ([laughing][discussing])
I(Ps): -0.13138318061828613	 ([attempt][emotional])
I(Pk): -0.13120514154434204	 ([attempt][story])
I(]f): 0.13089412450790405	 ([ok,][ridiculous,])
I(If): 0.1306871473789215	 ([sex][ridiculous,])
I(el): -0.13063061237335205	 ([certainly][strange])
I(tx): 0.13058388233184814	 ([level?][many])
I(_l): -0.13029658794403076	 ([expecting][strange])
I(GR): -0.13018840551376343	 ([scene][humor.])
I(Sl): 0.12965214252471924	 ([execution][strange])
I(Cu): 0.12865784764289856	 ([behind][i'm])
I(^j): 0.12827926874160767	 ([quite][coherent])
I(Af): -0.12819385528564453	 ([certain][ridiculous,])
I(NP): 0.12787288427352905	 ([doppelganger][attempt])
I(Sh): 0.1277260184288025	 ([execution][idea])
I(Jq): -0.12752246856689453	 ([office,][entertaining])
I(\j): 0.12698256969451904	 ([like...][coherent])
I(^): 0.12566643953323364	 ([quite])
I(Tl): -0.12536227703094482	 ([poor,][strange])
I(Ku): -0.12531059980392456	 ([discussing][i'm])
I(DG): -0.12489306926727295	 ([movie.][scene])
I(Fs): -0.12414240837097168	 ([throughout.][emotional])
I(Zd): -0.12405824661254883	 ([split][".])
I(_): -0.12405455112457275	 ([expecting])
I(Yj): -0.123877614736557	 ([doppelganger][coherent])
I(Pf): 0.12352180480957031	 ([attempt][ridiculous,])
I(Oo): -0.1233641505241394	 ([nice][movie])
I(IM): 0.12332665920257568	 ([sex][heals])
I(jo): -0.12310445308685303	 ([coherent][movie])
I(Bt): -0.12291747331619263	 ([genius][level?])
I(FL): -0.12290418148040771	 ([throughout.][love])
I(Rs): -0.12238597869873047	 ([humor.][emotional])
I(CF): 0.12225222587585449	 ([behind][throughout.])
I(Sj): 0.12217813730239868	 ([execution][coherent])
I(LR): 0.12207579612731934	 ([love][humor.])
I(CH): 0.12200090289115906	 ([behind][phone])
I(cw): -0.12188529968261719	 ([say][bored])
I(KQ): -0.12121862173080444	 ([discussing][genius])
I(_a): -0.12121152877807617	 ([expecting][see])
I(hl): -0.12024581432342529	 ([idea][strange])
I(Dc): 0.12004369497299194	 ([movie.][say])
I(Qc): 0.11994683742523193	 ([genius][say])
I(To): -0.11988478899002075	 ([poor,][movie])
I(NS): -0.11983197927474976	 ([doppelganger][execution])
I(Ok): -0.1198156476020813	 ([nice][story])
I(Xu): -0.11968237161636353	 ([talent.][i'm])
I(Dl): 0.11965477466583252	 ([movie.][strange])
I(Ip): 0.11963072419166565	 ([sex][logical])
I(uv): 0.11962813138961792	 ([i'm][easily])
I(Ra): 0.11894875764846802	 ([humor.][see])
I(hm): 0.11888378858566284	 ([idea][way.])
I(ch): -0.11870536208152771	 ([say][idea])
I(FI): -0.11857232451438904	 ([throughout.][sex])
I(Mu): -0.1184215247631073	 ([heals][i'm])
I(S`): 0.11828625202178955	 ([execution][let's])
I(LO): -0.11828070878982544	 ([love][nice])
I(E): 0.11827296018600464	 ([laughing])
I(Gb): -0.11812329292297363	 ([scene][movie])
I(BI): 0.11777552962303162	 ([genius][sex])
I(R\): -0.11770415306091309	 ([humor.][like...])
I(CL): 0.11767086386680603	 ([behind][love])
I(KP): -0.11756110191345215	 ([discussing][attempt])
I(AX): 0.11735522747039795	 ([certain][talent.])
I(Jd): 0.1170089840888977	 ([office,][".])
I(Yn): 0.11648547649383545	 ([doppelganger][point])
I(Jl): -0.11638915538787842	 ([office,][strange])
I(js): 0.11618852615356445	 ([coherent][emotional])
I(Eq): 0.11596667766571045	 ([laughing][entertaining])
I(DQ): -0.11569184064865112	 ([movie.][genius])
I(ru): -0.11553263664245605	 ([communicate][i'm])
I(hw): 0.11521464586257935	 ([idea][bored])
I(cl): 0.1148843765258789	 ([say][strange])
I(PU): -0.11472147703170776	 ([attempt][see])
I(Kk): -0.11469382047653198	 ([discussing][story])
I(Wr): -0.11445599794387817	 ([message][communicate])
I(_d): 0.11438870429992676	 ([expecting][".])
I(cg): 0.11402150988578796	 ([say][sweet])
I(Eo): 0.11377555131912231	 ([laughing][movie])
I(\k): 0.11364269256591797	 ([like...][story])
I(PX): -0.1130746603012085	 ([attempt][talent.])
I([c): 0.11282503604888916	 ([end][say])
I(R[): -0.11245429515838623	 ([humor.][end])
I(kv): -0.11197370290756226	 ([story][easily])
I(Hm): -0.11195331811904907	 ([phone][way.])
I(U_): -0.11150452494621277	 ([see][expecting])
I(Lh): -0.111355721950531	 ([love][idea])
I(Vs): 0.11124086380004883	 ([writer's][emotional])
I(H): 0.1104314923286438	 ([phone])
I(Hq): -0.1096029281616211	 ([phone][entertaining])
I(Cw): 0.10930156707763672	 ([behind][bored])
I(Vp): -0.10905647277832031	 ([writer's][logical])
I(PT): -0.10882341861724854	 ([attempt][poor,])
I(RW): -0.1086929440498352	 ([humor.][message])
I(Ba): 0.10732978582382202	 ([genius][see])
I(ju): -0.10704737901687622	 ([coherent][i'm])
I(DI): -0.10693109035491943	 ([movie.][sex])
I(Ol): -0.10633975267410278	 ([nice][strange])
I(Kx): 0.10625523328781128	 ([discussing][many])
I(CP): -0.10625144839286804	 ([behind][attempt])
I(\l): 0.10606276988983154	 ([like...][strange])
I(IY): -0.1057891845703125	 ([sex][doppelganger])
I(eq): -0.10560190677642822	 ([certainly][entertaining])
I(Q]): -0.10547047853469849	 ([genius][ok,])
I(Yc): 0.10539507865905762	 ([doppelganger][say])
I(lu): 0.10458028316497803	 ([strange][i'm])
I(`q): 0.10443884134292603	 ([let's][entertaining])
I(dt): -0.1044115424156189	 ([".][level?])
I(Qm): -0.1043739914894104	 ([genius][way.])
I(pr): -0.10437262058258057	 ([logical][communicate])
I(Rc): 0.10424166917800903	 ([humor.][say])
I(rv): 0.10410255193710327	 ([communicate][easily])
I(au): 0.1039155125617981	 ([see][i'm])
I(VW): 0.10355335474014282	 ([writer's][message])
I(Mc): 0.1034422516822815	 ([heals][say])
I(L`): -0.1033487319946289	 ([love][let's])
I(mp): 0.10319375991821289	 ([way.][logical])
I(Yp): 0.10312175750732422	 ([doppelganger][logical])
I(mq): 0.10243427753448486	 ([way.][entertaining])
I([q): 0.10216391086578369	 ([end][entertaining])
I(NT): 0.1021261215209961	 ([doppelganger][poor,])
I(J): 0.10191494226455688	 ([office,])
I(AT): -0.10163986682891846	 ([certain][poor,])
I(KS): 0.10158252716064453	 ([discussing][execution])
I(cm): 0.10151374340057373	 ([say][way.])
I(Po): -0.10113632678985596	 ([attempt][movie])
I(am): 0.10093450546264648	 ([see][way.])
I(as): 0.09979593753814697	 ([see][emotional])
