---------- Players ----------
Player 0: nokia,
Player 1: world
Player 2: # 39 ; s
Player 3: largest
Player 4: mobile
Player 5: phone
Player 6: maker,
Player 7: took
Player 8: legal
Player 9: action
Player 10: earlier
Player 11: week
Player 12: two
Player 13: european
Player 14: manufacturers
Player 15: allegedly
Player 16: infringing
Player 17: technology
Player 18: patents
Player 19: registered
Player 20: designs.
---------- Rewards ----------
v(): 2.116279125213623	 ([])
v(3 6): -3.2139556407928467	 ([largest][maker,])
v(3 7): -1.281400203704834	 ([largest][took])
v(3 8): 1.373152256011963	 ([largest][legal])
v(3 9): 1.330561637878418	 ([largest][action])
v(3 10): 1.4261025190353394	 ([largest][earlier])
v(3 11): -0.8761318325996399	 ([largest][week])
v(3 12): 3.0505285263061523	 ([largest][two])
v(3 13): 0.6238855123519897	 ([largest][european])
v(3 14): -6.8019843101501465	 ([largest][manufacturers])
v(3 15): 3.3310399055480957	 ([largest][allegedly])
v(3 16): 0.14265847206115723	 ([largest][infringing])
v(3 17): 1.5075680017471313	 ([largest][technology])
v(3 18): 4.1095499992370605	 ([largest][patents])
v(3 19): 2.475649356842041	 ([largest][registered])
v(3 20): 0.7211329936981201	 ([largest][designs.])
v(4 5): 6.869621276855469	 ([mobile][phone])
v(4 6): 6.106747150421143	 ([mobile][maker,])
v(4 7): 6.1147379875183105	 ([mobile][took])
v(4 8): 6.260614395141602	 ([mobile][legal])
v(4 9): 6.567445278167725	 ([mobile][action])
v(4 10): 6.3476996421813965	 ([mobile][earlier])
v(4 11): 5.582726955413818	 ([mobile][week])
v(4 12): 6.760910987854004	 ([mobile][two])
v(4 13): 6.7209014892578125	 ([mobile][european])
v(4 14): 1.6863985061645508	 ([mobile][manufacturers])
v(4 15): 6.715074062347412	 ([mobile][allegedly])
v(4 16): 5.8059844970703125	 ([mobile][infringing])
v(4 17): 6.44934606552124	 ([mobile][technology])
v(4 18): 5.5799174308776855	 ([mobile][patents])
v(4 19): 6.75909948348999	 ([mobile][registered])
v(4 20): 6.904555320739746	 ([mobile][designs.])
v(5 6): 6.504033088684082	 ([phone][maker,])
v(5 7): 6.853987693786621	 ([phone][took])
v(5 8): 6.448355674743652	 ([phone][legal])
v(5 9): 6.293658256530762	 ([phone][action])
v(5 10): 6.958954811096191	 ([phone][earlier])
v(5 11): 6.350978851318359	 ([phone][week])
v(5 12): 7.053580284118652	 ([phone][two])
v(5 13): 3.734046697616577	 ([phone][european])
v(5 14): 5.012290000915527	 ([phone][manufacturers])
v(5 15): 7.226448059082031	 ([phone][allegedly])
v(5 16): 7.011999130249023	 ([phone][infringing])
v(5 17): 7.141688346862793	 ([phone][technology])
v(5 18): 6.386782169342041	 ([phone][patents])
v(5 19): 7.113885402679443	 ([phone][registered])
v(5 20): 7.003540515899658	 ([phone][designs.])
v(6 7): -0.7645075917243958	 ([maker,][took])
v(6 8): 0.4027266502380371	 ([maker,][legal])
v(6 9): 3.416923761367798	 ([maker,][action])
v(6 10): 1.5340099334716797	 ([maker,][earlier])
v(6 11): -0.11941742897033691	 ([maker,][week])
v(6 12): 2.362494707107544	 ([maker,][two])
v(6 13): -2.9092228412628174	 ([maker,][european])
v(6 14): -5.478662014007568	 ([maker,][manufacturers])
v(6 15): 2.5265870094299316	 ([maker,][allegedly])
v(6 16): -0.43439579010009766	 ([maker,][infringing])
v(6 17): 3.191162586212158	 ([maker,][technology])
v(6 18): 1.5631194114685059	 ([maker,][patents])
v(6 19): 3.925966262817383	 ([maker,][registered])
v(6 20): 2.201183557510376	 ([maker,][designs.])
v(7 8): -2.277602434158325	 ([took][legal])
v(7 9): -0.5517101883888245	 ([took][action])
v(7 10): -0.16992723941802979	 ([took][earlier])
v(7 11): 0.5254076719284058	 ([took][week])
v(7 12): -0.20296025276184082	 ([took][two])
v(7 13): -2.9020485877990723	 ([took][european])
v(7 14): -5.161884784698486	 ([took][manufacturers])
v(7 15): 0.17568135261535645	 ([took][allegedly])
v(7 16): 0.9275133609771729	 ([took][infringing])
v(7 17): 4.123836517333984	 ([took][technology])
v(7 18): 3.483926773071289	 ([took][patents])
v(7 19): 4.988999843597412	 ([took][registered])
v(7 20): 1.515661597251892	 ([took][designs.])
v(8 9): 2.6785941123962402	 ([legal][action])
v(8 10): 1.9261677265167236	 ([legal][earlier])
v(8 11): 0.5123786330223083	 ([legal][week])
v(8 12): 2.6041619777679443	 ([legal][two])
v(8 13): -4.059943199157715	 ([legal][european])
v(8 14): -5.215049743652344	 ([legal][manufacturers])
v(8 15): 3.644533157348633	 ([legal][allegedly])
v(8 16): 2.1107656955718994	 ([legal][infringing])
v(8 17): 3.5898022651672363	 ([legal][technology])
v(8 18): 3.282249927520752	 ([legal][patents])
v(8 19): 4.954363822937012	 ([legal][registered])
v(8 20): 1.3198214769363403	 ([legal][designs.])
v(9 10): 3.0897114276885986	 ([action][earlier])
v(9 11): 3.137920379638672	 ([action][week])
v(9 12): 2.7390365600585938	 ([action][two])
v(9 13): -3.1226768493652344	 ([action][european])
v(9 14): 0.8188854455947876	 ([action][manufacturers])
v(9 15): 2.5083274841308594	 ([action][allegedly])
v(9 16): 4.091949462890625	 ([action][infringing])
v(9 17): 6.689937591552734	 ([action][technology])
v(9 18): 6.531070232391357	 ([action][patents])
v(9 19): 5.51585054397583	 ([action][registered])
v(9 20): 5.152039527893066	 ([action][designs.])
v(10 11): 1.333681583404541	 ([earlier][week])
v(10 12): 3.1702001094818115	 ([earlier][two])
v(10 13): -3.602452278137207	 ([earlier][european])
v(10 14): -5.672937393188477	 ([earlier][manufacturers])
v(10 15): 3.628922700881958	 ([earlier][allegedly])
v(10 16): 2.5701780319213867	 ([earlier][infringing])
v(10 17): 4.071765899658203	 ([earlier][technology])
v(10 18): 3.1372053623199463	 ([earlier][patents])
v(10 19): 5.080313205718994	 ([earlier][registered])
v(10 20): 3.1617939472198486	 ([earlier][designs.])
v(11 12): 0.8403033018112183	 ([week][two])
v(11 13): -3.531031608581543	 ([week][european])
v(11 14): -4.586796283721924	 ([week][manufacturers])
v(11 15): 2.7057180404663086	 ([week][allegedly])
v(11 16): 1.8021718263626099	 ([week][infringing])
v(11 17): 4.060323715209961	 ([week][technology])
v(11 18): 3.2088775634765625	 ([week][patents])
v(11 19): 3.5062918663024902	 ([week][registered])
v(11 20): 2.6580638885498047	 ([week][designs.])
v(12 13): -0.9327748417854309	 ([two][european])
v(12 14): -3.8835394382476807	 ([two][manufacturers])
v(12 15): 3.1791465282440186	 ([two][allegedly])
v(12 16): 3.5547759532928467	 ([two][infringing])
v(12 17): 4.739485740661621	 ([two][technology])
v(12 18): 3.8811798095703125	 ([two][patents])
v(12 19): 5.47740364074707	 ([two][registered])
v(12 20): 3.584928274154663	 ([two][designs.])
v(13 14): -6.838691711425781	 ([european][manufacturers])
v(13 15): 0.6019396781921387	 ([european][allegedly])
v(13 16): 0.15724074840545654	 ([european][infringing])
v(13 17): -1.0918910503387451	 ([european][technology])
v(13 18): 3.6855363845825195	 ([european][patents])
v(13 19): -1.0038633346557617	 ([european][registered])
v(13 20): -2.2104883193969727	 ([european][designs.])
v(14 15): -2.3610405921936035	 ([manufacturers][allegedly])
v(14 16): -2.0933985710144043	 ([manufacturers][infringing])
v(14 17): -2.1093592643737793	 ([manufacturers][technology])
v(14 18): 0.37065863609313965	 ([manufacturers][patents])
v(14 19): -3.463139295578003	 ([manufacturers][registered])
v(14 20): -0.35147571563720703	 ([manufacturers][designs.])
v(15 16): 5.337944030761719	 ([allegedly][infringing])
v(15 17): 5.073980331420898	 ([allegedly][technology])
v(15 18): 4.578662395477295	 ([allegedly][patents])
v(15 19): 5.482304573059082	 ([allegedly][registered])
v(15 20): 2.951550245285034	 ([allegedly][designs.])
v(16 17): 4.777955532073975	 ([infringing][technology])
v(16 18): 5.269001483917236	 ([infringing][patents])
v(16 19): 4.004804611206055	 ([infringing][registered])
v(16 20): 4.61881160736084	 ([infringing][designs.])
v(17 18): 1.8756134510040283	 ([technology][patents])
v(17 19): 5.580214977264404	 ([technology][registered])
v(17 20): 5.797665596008301	 ([technology][designs.])
v(18 19): 6.976816654205322	 ([patents][registered])
v(18 20): 5.3213791847229	 ([patents][designs.])
v(19 20): 4.977288246154785	 ([registered][designs.])
---------- Rewards-v() ----------
v(13 14): -8.954971313476562, EP: -3.130004405975342	 ([european][manufacturers])
v(3 14): -8.91826343536377, EP: -3.1171741485595703	 ([largest][manufacturers])
v(10 14): -7.7892165184021, EP: -2.722541570663452	 ([earlier][manufacturers])
v(6 14): -7.594941139221191, EP: -2.654637098312378	 ([maker,][manufacturers])
v(8 14): -7.331328868865967, EP: -2.562497615814209	 ([legal][manufacturers])
v(2 14): -7.31770133972168, EP: -2.557734251022339	 ([# 39 ; s][manufacturers])
v(7 14): -7.278163909912109, EP: -2.543915033340454	 ([took][manufacturers])
v(14): -7.064453601837158, EP: -2.469217538833618	 ([manufacturers])
v(1 13): -6.853105545043945, EP: -2.395345687866211	 ([world][european])
v(11 14): -6.703075408935547, EP: -2.3429059982299805	 ([week][manufacturers])
v(1 14): -6.64606237411499, EP: -2.3229784965515137	 ([world][manufacturers])
v(8 13): -6.176222324371338, EP: -2.1587564945220947	 ([legal][european])
v(12 14): -5.999818801879883, EP: -2.0970988273620605	 ([two][manufacturers])
v(13): -5.924844264984131, EP: -2.0708932876586914	 ([european])
v(10 13): -5.71873140335083, EP: -1.9988511800765991	 ([earlier][european])
v(11 13): -5.647310733795166, EP: -1.9738876819610596	 ([week][european])
v(14 19): -5.579418182373047, EP: -1.9501574039459229	 ([manufacturers][registered])
v(2 13): -5.5119524002075195, EP: -1.9265762567520142	 ([# 39 ; s][european])
v(3 4): 5.488533973693848, EP: 1.9183909893035889	 ([largest][mobile])
v(3 6): -5.330234527587891, EP: -1.8630609512329102	 ([largest][maker,])
v(9 13): -5.238955974578857, EP: -1.8311567306518555	 ([action][european])
v(5 15): 5.110168933868408, EP: 1.786142110824585	 ([phone][allegedly])
v(0 9): 5.102049350738525, EP: 1.7833040952682495	 ([nokia,][action])
v(6 13): -5.0255022048950195, EP: -1.7565488815307617	 ([maker,][european])
v(5 17): 5.02540922164917, EP: 1.7565163373947144	 ([phone][technology])
v(7 13): -5.018327713012695, EP: -1.7540411949157715	 ([took][european])
v(5 19): 4.99760627746582, EP: 1.7467983961105347	 ([phone][registered])
v(5 12): 4.937301158905029, EP: 1.7257201671600342	 ([phone][two])
v(5 16): 4.8957200050354, EP: 1.711186408996582	 ([phone][infringing])
v(1 4): 4.893179893493652, EP: 1.7102986574172974	 ([world][mobile])
v(5 20): 4.887261390686035, EP: 1.708229899406433	 ([phone][designs.])
v(18 19): 4.860537528991699, EP: 1.6988892555236816	 ([patents][registered])
v(5 10): 4.842675685882568, EP: 1.6926460266113281	 ([phone][earlier])
v(4 20): 4.788276195526123, EP: 1.6736319065093994	 ([mobile][designs.])
v(4 5): 4.753342151641846, EP: 1.661421537399292	 ([mobile][phone])
v(5): 4.751491069793701, EP: 1.6607744693756104	 ([phone])
v(5 7): 4.737708568572998, EP: 1.6559572219848633	 ([phone][took])
v(1 11): -4.648446559906006, EP: -1.6247576475143433	 ([world][week])
v(4 12): 4.644631862640381, EP: 1.6234242916107178	 ([mobile][two])
v(4 19): 4.642820358276367, EP: 1.6227911710739136	 ([mobile][registered])
v(3 5): 4.628692150115967, EP: 1.617853045463562	 ([largest][phone])
v(4 13): 4.6046223640441895, EP: 1.6094399690628052	 ([mobile][european])
v(4 15): 4.598794937133789, EP: 1.6074031591415405	 ([mobile][allegedly])
v(9 17): 4.573658466339111, EP: 1.5986171960830688	 ([action][technology])
v(4): 4.571849822998047, EP: 1.597985029220581	 ([mobile])
v(14 15): -4.477319717407227, EP: -1.5649442672729492	 ([manufacturers][allegedly])
v(4 9): 4.451166152954102, EP: 1.555802822113037	 ([mobile][action])
v(9 18): 4.414791107177734, EP: 1.5430887937545776	 ([action][patents])
v(7 8): -4.393881797790527, EP: -1.535780429840088	 ([took][legal])
v(5 6): 4.387753963470459, EP: 1.533638596534729	 ([phone][maker,])
v(4 17): 4.333066940307617, EP: 1.514523983001709	 ([mobile][technology])
v(5 8): 4.332076549530029, EP: 1.5141777992248535	 ([phone][legal])
v(13 20): -4.326767444610596, EP: -1.512322187423706	 ([european][designs.])
v(5 18): 4.270503044128418, EP: 1.4926562309265137	 ([phone][patents])
v(5 11): 4.234699726104736, EP: 1.4801419973373413	 ([phone][week])
v(4 10): 4.231420516967773, EP: 1.4789958000183105	 ([mobile][earlier])
v(14 17): -4.225638389587402, EP: -1.4769748449325562	 ([manufacturers][technology])
v(14 16): -4.209677696228027, EP: -1.4713960886001587	 ([manufacturers][infringing])
v(5 9): 4.177379131317139, EP: 1.4601068496704102	 ([phone][action])
v(4 8): 4.1443352699279785, EP: 1.4485571384429932	 ([mobile][legal])
v(4 7): 3.9984588623046875, EP: 1.3975694179534912	 ([mobile][took])
v(4 6): 3.9904680252075195, EP: 1.394776463508606	 ([mobile][maker,])
v(1 18): 3.9825453758239746, EP: 1.3920072317123413	 ([world][patents])
v(2 7): -3.9712510108947754, EP: -1.3880594968795776	 ([# 39 ; s][took])
v(2 5): 3.9426026344299316, EP: 1.3780461549758911	 ([# 39 ; s][phone])
v(1 5): 3.7675533294677734, EP: 1.3168617486953735	 ([world][phone])
v(2 4): 3.693424701690674, EP: 1.2909517288208008	 ([# 39 ; s][mobile])
v(4 16): 3.6897053718566895, EP: 1.2896517515182495	 ([mobile][infringing])
v(17 20): 3.6813864707946777, EP: 1.2867439985275269	 ([technology][designs.])
v(4 11): 3.4664478302001953, EP: 1.2116172313690186	 ([mobile][week])
v(17 19): 3.4639358520507812, EP: 1.2107391357421875	 ([technology][registered])
v(4 18): 3.4636383056640625, EP: 1.2106351852416992	 ([mobile][patents])
v(0 15): 3.4037280082702637, EP: 1.189694881439209	 ([nokia,][allegedly])
v(9 19): 3.399571418762207, EP: 1.1882420778274536	 ([action][registered])
v(3 7): -3.397679328918457, EP: -1.1875807046890259	 ([largest][took])
v(15 19): 3.366025447845459, EP: 1.1765168905258179	 ([allegedly][registered])
v(12 19): 3.3611245155334473, EP: 1.1748038530349731	 ([two][registered])
v(0 5): 3.3579630851745605, EP: 1.1736987829208374	 ([nokia,][phone])
v(19): 3.3265419006347656, EP: 1.162716269493103	 ([registered])
v(15 16): 3.2216649055480957, EP: 1.1260589361190796	 ([allegedly][infringing])
v(13 17): -3.208170175552368, EP: -1.1213421821594238	 ([european][technology])
v(18 20): 3.2051000595092773, EP: 1.1202690601348877	 ([patents][designs.])
v(16 18): 3.1527223587036133, EP: 1.101961612701416	 ([infringing][patents])
v(13 19): -3.1201424598693848, EP: -1.0905741453170776	 ([european][registered])
v(7): -3.0907764434814453, EP: -1.0803098678588867	 ([took])
v(1 10): -3.0741419792175293, EP: -1.0744956731796265	 ([world][earlier])
v(12 13): -3.049053907394409, EP: -1.0657267570495605	 ([two][european])
v(9 20): 3.0357604026794434, EP: 1.0610803365707397	 ([action][designs.])
v(3 11): -2.992410898208618, EP: -1.0459284782409668	 ([largest][week])
v(10 19): 2.964034080505371, EP: 1.0360100269317627	 ([earlier][registered])
v(15 17): 2.9577012062072754, EP: 1.0337965488433838	 ([allegedly][technology])
v(1 7): -2.9466910362243652, EP: -1.029948115348816	 ([world][took])
v(0 1): 2.94374418258667, EP: 1.0289181470870972	 ([nokia,][world])
v(5 14): 2.8960108757019043, EP: 1.012234091758728	 ([phone][manufacturers])
v(6 7): -2.880786657333374, EP: -1.0069128274917603	 ([maker,][took])
v(7 19): 2.872720718383789, EP: 1.0040935277938843	 ([took][registered])
v(19 20): 2.861009120941162, EP: 1.0	 ([registered][designs.])
v(8 19): 2.8380846977233887, EP: 0.9919872879981995	 ([legal][registered])
v(2 11): -2.8302011489868164, EP: -0.9892317652702332	 ([# 39 ; s][week])
v(7 9): -2.6679892539978027, EP: -0.9325343370437622	 ([took][action])
v(16 17): 2.6616764068603516, EP: 0.930327832698822	 ([infringing][technology])
v(12 17): 2.623206615447998, EP: 0.9168816208839417	 ([two][technology])
v(0 19): 2.590765953063965, EP: 0.9055427312850952	 ([nokia,][registered])
v(2 19): 2.5590085983276367, EP: 0.8944426774978638	 ([# 39 ; s][registered])
v(6 16): -2.5506749153137207, EP: -0.8915297985076904	 ([maker,][infringing])
v(0 4): 2.536789894104004, EP: 0.8866766095161438	 ([nokia,][mobile])
v(16 20): 2.502532482147217, EP: 0.8747027516365051	 ([infringing][designs.])
v(14 20): -2.46775484085083, EP: -0.862546980381012	 ([manufacturers][designs.])
v(15 18): 2.462383270263672, EP: 0.8606694936752319	 ([allegedly][patents])
v(0 18): 2.457211971282959, EP: 0.8588619828224182	 ([nokia,][patents])
v(0 12): 2.4198389053344727, EP: 0.8457990884780884	 ([nokia,][two])
v(0 20): 2.3602776527404785, EP: 0.8249807953834534	 ([nokia,][designs.])
v(7 12): -2.319239377975464, EP: -0.8106368184089661	 ([took][two])
v(17): 2.301391124725342, EP: 0.8043984174728394	 ([technology])
v(0): 2.2938547134399414, EP: 0.801764190196991	 ([nokia,])
v(7 10): -2.2862062454223633, EP: -0.7990908622741699	 ([took][earlier])
v(6 11): -2.23569655418396, EP: -0.7814363837242126	 ([maker,][week])
v(0 8): 2.2235159873962402, EP: 0.777178943157196	 ([nokia,][legal])
v(0 7): 2.1449575424194336, EP: 0.7497206330299377	 ([nokia,][took])
v(0 13): 2.1175150871276855, EP: 0.740128755569458	 ([nokia,][european])
v(0 10): 2.1082959175109863, EP: 0.7369064092636108	 ([nokia,][earlier])
v(1 15): -2.09502911567688, EP: -0.732269287109375	 ([world][allegedly])
v(0 17): 2.0804333686828613, EP: 0.7271676659584045	 ([nokia,][technology])
v(0 6): 2.061995029449463, EP: 0.7207229733467102	 ([nokia,][maker,])
v(1 8): -2.0187506675720215, EP: -0.7056078910827637	 ([world][legal])
v(7 17): 2.0075573921203613, EP: 0.7016955614089966	 ([took][technology])
v(3 18): 1.9932708740234375, EP: 0.6967020630836487	 ([largest][patents])
v(9 16): 1.975670337677002, EP: 0.6905501484870911	 ([action][infringing])
v(3 16): -1.9736206531524658, EP: -0.6898337602615356	 ([largest][infringing])
v(13 16): -1.9590383768081665, EP: -0.6847368478775024	 ([european][infringing])
v(10 17): 1.95548677444458, EP: 0.6834954619407654	 ([earlier][technology])
v(11 17): 1.944044589996338, EP: 0.6794961094856262	 ([week][technology])
v(7 15): -1.9405977725982666, EP: -0.678291380405426	 ([took][allegedly])
v(16 19): 1.8885254859924316, EP: 0.6600906848907471	 ([infringing][registered])
v(18): 1.8441710472106934, EP: 0.6445876359939575	 ([patents])
v(1 16): -1.824256181716919, EP: -0.6376268267631531	 ([world][infringing])
v(6 19): 1.8096871376037598, EP: 0.6325345635414124	 ([maker,][registered])
v(12 18): 1.7649006843566895, EP: 0.616880476474762	 ([two][patents])
v(14 18): -1.7456204891204834, EP: -0.6101415157318115	 ([manufacturers][patents])
v(0 11): 1.7248945236206055, EP: 0.6028972268104553	 ([nokia,][week])
v(2 17): 1.7231645584106445, EP: 0.6022925972938538	 ([# 39 ; s][technology])
v(6 8): -1.713552474975586, EP: -0.5989329218864441	 ([maker,][legal])
v(1): -1.7133440971374512, EP: -0.5988600850105286	 ([world])
v(5 13): 1.617767572402954, EP: 0.5654534697532654	 ([phone][european])
v(8 11): -1.60390043258667, EP: -0.5606065392494202	 ([legal][week])
v(7 11): -1.5908714532852173, EP: -0.556052565574646	 ([took][week])
v(13 18): 1.5692572593688965, EP: 0.5484977960586548	 ([european][patents])
v(1 6): -1.5342603921890259, EP: -0.53626549243927	 ([world][maker,])
v(8 15): 1.5282540321350098, EP: 0.5341660976409912	 ([legal][allegedly])
v(13 15): -1.5143394470214844, EP: -0.5293025374412537	 ([european][allegedly])
v(10 15): 1.512643575668335, EP: 0.5287098288536072	 ([earlier][allegedly])
v(3 13): -1.4923936128616333, EP: -0.5216318964958191	 ([largest][european])
v(8 17): 1.4735231399536133, EP: 0.5150361657142639	 ([legal][technology])
v(12 20): 1.46864914894104, EP: 0.5133325457572937	 ([two][designs.])
v(0 3): 1.4539527893066406, EP: 0.5081958174705505	 ([nokia,][largest])
v(11): -1.4478563070297241, EP: -0.5060648918151855	 ([week])
v(12 16): 1.4384968280792236, EP: 0.5027934908866882	 ([two][infringing])
v(0 2): 1.437408208847046, EP: 0.5024130344390869	 ([nokia,][# 39 ; s])
v(0 16): 1.4334275722503662, EP: 0.501021683216095	 ([nokia,][infringing])
v(3 20): -1.395146131515503, EP: -0.48764127492904663	 ([largest][designs.])
v(11 19): 1.3900127410888672, EP: 0.48584702610969543	 ([week][registered])
v(7 18): 1.367647647857666, EP: 0.4780298173427582	 ([took][patents])
v(1 3): 1.3501272201538086, EP: 0.4719059467315674	 ([world][largest])
v(15): 1.3337411880493164, EP: 0.4661785960197449	 ([allegedly])
v(2 6): -1.3118079900741577, EP: -0.4585123360157013	 ([# 39 ; s][maker,])
v(1 17): 1.301713228225708, EP: 0.4549839496612549	 ([world][technology])
v(6 9): 1.3006446361541748, EP: 0.4546104371547699	 ([maker,][action])
v(1 2): -1.2986531257629395, EP: -0.4539143741130829	 ([world][# 39 ; s])
v(9 14): -1.2973936796188354, EP: -0.45347416400909424	 ([action][manufacturers])
v(11 12): -1.2759758234024048, EP: -0.4459880292415619	 ([week][two])
v(1 20): -1.2356114387512207, EP: -0.43187958002090454	 ([world][designs.])
v(3 15): 1.2147607803344727, EP: 0.42459172010421753	 ([largest][allegedly])
v(7 16): -1.1887657642364502, EP: -0.4155057668685913	 ([took][infringing])
v(8 18): 1.165970802307129, EP: 0.4075382947921753	 ([legal][patents])
v(11 18): 1.0925984382629395, EP: 0.38189268112182617	 ([week][patents])
v(6 17): 1.0748834609985352, EP: 0.37570080161094666	 ([maker,][technology])
v(12 15): 1.0628674030303955, EP: 0.3715008795261383	 ([two][allegedly])
v(10 12): 1.0539209842681885, EP: 0.3683738708496094	 ([earlier][two])
v(10 20): 1.0455148220062256, EP: 0.3654356896877289	 ([earlier][designs.])
v(2 18): 1.040510892868042, EP: 0.3636866807937622	 ([# 39 ; s][patents])
v(9 11): 1.0216412544250488, EP: 0.3570912182331085	 ([action][week])
v(10 18): 1.0209262371063232, EP: 0.3568412959575653	 ([earlier][patents])
v(9 10): 0.9734323024749756, EP: 0.3402408957481384	 ([action][earlier])
v(2 16): -0.9728816747665405, EP: -0.3400484323501587	 ([# 39 ; s][infringing])
v(3 12): 0.9342494010925293, EP: 0.3265454173088074	 ([largest][two])
v(6): -0.882664680480957, EP: -0.30851516127586365	 ([maker,])
v(2 15): 0.8755083084106445, EP: 0.306013822555542	 ([# 39 ; s][allegedly])
v(0 14): 0.8546915054321289, EP: 0.2987377643585205	 ([nokia,][manufacturers])
v(15 20): 0.8352711200714111, EP: 0.2919498383998871	 ([allegedly][designs.])
v(8 20): -0.7964576482772827, EP: -0.2783834636211395	 ([legal][designs.])
v(2 8): -0.7962270975112915, EP: -0.2783028781414032	 ([# 39 ; s][legal])
v(12): 0.7942609786987305, EP: 0.27761566638946533	 ([two])
v(3 9): -0.7857174873352051, EP: -0.27462950348854065	 ([largest][action])
v(10 11): -0.782597541809082, EP: -0.2735389769077301	 ([earlier][week])
