---------- AND Interactions ----------
I(52): 3.7097291946411133	 ([worse - - there's])
I(43,60): -0.22569775581359863	 ([overall][disgusting])
I(3,21): 0.2256913185119629	 ([movie][nobody])
I(5,70): -0.22538483142852783	 ([involves][uses])
I(41,68): -0.22452223300933838	 ([pretty][lesbian])
I(52,71): -0.22426748275756836	 ([worse - - there's]["])
I(13,29): -0.2240227460861206	 ([prison][humiliation])
I(14,27): -0.22393769025802612	 ([camp][torture,])
I(65,73): -0.223876953125	 ([prisoner][yuck!])
I(50,53): 0.2227879762649536	 ([version][plentiful])
I(30,39): 0.22264188528060913	 ([degradation][nudity])
I(29,53): -0.22243571281433105	 ([humiliation][plentiful])
I(24,27): 0.22224855422973633	 ([there.][torture,])
I(3,53): 0.22220087051391602	 ([movie][plentiful])
I(0,9): -0.22114133834838867	 ([originally][female])
I(3,17): -0.22110581398010254	 ([movie][town.])
I(3,12): 0.22052109241485596	 ([movie][railroaded])
I(32,72): -0.2199915647506714	 ([disturbing][her.])
I(45,54): -0.219795823097229	 ([sleaziness][nudity,])
I(34,36): 0.2196366786956787	 ([tv][( for])
I(43,70): -0.2191781997680664	 ([overall][uses])
I(17,32): 0.21849775314331055	 ([town.][disturbing])
I(62,72): 0.21814703941345215	 ([see][her.])
I(19,33): -0.21788620948791504	 ([phone][conclusion.])
I(63,73): 0.21541881561279297	 ([crying][yuck!])
I(29,66): -0.21471035480499268	 ([humiliation][forced])
I(27,43): -0.21432507038116455	 ([torture,][overall])
I(5,68): 0.2141866683959961	 ([involves][lesbian])
I(5,17): 0.21404433250427246	 ([involves][town.])
I(30,52): -0.21390873193740845	 ([degradation][worse - - there's])
I(46,67): -0.2138582468032837	 ([wore][strip])
I(8,29): -0.21254193782806396	 ([innocent][humiliation])
I(33,35): -0.21244454383850098	 ([conclusion.][version])
I(12,48): -0.21227264404296875	 ([railroaded][down.])
I(10,29): -0.21205496788024902	 ([college][humiliation])
I(3,8): 0.21175086498260498	 ([movie][innocent])
I(11,18): -0.21148037910461426	 ([students][allowed])
I(68,74): -0.21140646934509277	 ([lesbian][there's])
I(36,38): 0.2100551724433899	 ([( for][grim.])
I(1,44): -0.20991122722625732	 ([aired][feeling])
I(14,33): -0.2098497748374939	 ([camp][conclusion.])
I(2,24): 0.20885324478149414	 ([abc][there.])
I(1,67): 0.20795774459838867	 ([aired][strip])
I(43,56): -0.20771336555480957	 ([overall][extreme])
I(5,67): 0.2076733112335205	 ([involves][strip])
I(3,27): 0.20761680603027344	 ([movie][torture,])
I(2,34): 0.20748519897460938	 ([abc][tv])
I(8,21): -0.2073514461517334	 ([innocent][nobody])
I(23,32): -0.20723986625671387	 ([they're][disturbing])
I(38,44): 0.20676887035369873	 ([grim.][feeling])
I(27,42): -0.20668140053749084	 ([torture,][tame])
I(50,54): 0.20666873455047607	 ([version][nudity,])
I(0,17): 0.20617806911468506	 ([originally][town.])
I(8,63): -0.206024169921875	 ([innocent][crying])
I(4): -0.20525097846984863	 ([week.])
I(45,49): 0.20507597923278809	 ([sleaziness][unrated])
I(5,12): 0.20398736000061035	 ([involves][railroaded])
I(13,65): -0.2031787633895874	 ([prison][prisoner])
I(20): -0.20310759544372559	 ([calls])
I(21,74): -0.20248055458068848	 ([nobody][there's])
I(26,65): -0.20231497287750244	 ([rape,][prisoner])
I(11,64): -0.20183300971984863	 ([students][female])
I(53,61): 0.20163434743881226	 ([plentiful][sequence,])
I(12,13): -0.20086607336997986	 ([railroaded][prison])
I(31,35): 0.20067155361175537	 ([leading][version])
I(26,46): -0.20026302337646484	 ([rape,][wore])
I(4,67): -0.20012247562408447	 ([week.][strip])
I(37,53): -0.2001059651374817	 ([time )][plentiful])
I(1,65): 0.2000291347503662	 ([aired][prisoner])
I(21,66): -0.1993006467819214	 ([nobody][forced])
I(39,50): 0.1992943286895752	 ([nudity][version])
I(17,19): -0.1992039680480957	 ([town.][phone])
I(29,68): -0.19900894165039062	 ([humiliation][lesbian])
I(13,15): -0.19899657368659973	 ([prison][little])
I(0,34): -0.19890892505645752	 ([originally][tv])
I(43,49): 0.19827616214752197	 ([overall][unrated])
I(1,56): -0.19796991348266602	 ([aired][extreme])
I(35,48): 0.19757497310638428	 ([version][down.])
I(3,45): 0.19755029678344727	 ([movie][sleaziness])
I(44,60): 0.19720184803009033	 ([feeling][disgusting])
I(44,68): -0.1963512897491455	 ([feeling][lesbian])
I(31,60): -0.19567906856536865	 ([leading][disgusting])
I(40,65): 0.19462111592292786	 ([beatings][prisoner])
I(38,65): -0.19449585676193237	 ([grim.][prisoner])
I(21,33): 0.19429636001586914	 ([nobody][conclusion.])
I(28,31): -0.19418865442276	 ([beatings,][leading])
I(34,41): 0.19402968883514404	 ([tv][pretty])
I(40,42): 0.19383180141448975	 ([beatings][tame])
I(41,46): -0.19380974769592285	 ([pretty][wore])
I(14,63): -0.19370883703231812	 ([camp][crying])
I(55,69): -0.19359779357910156	 ([violence][guard])
I(14,16): -0.19355612993240356	 ([camp][southern])
I(35,39): 0.19322514533996582	 ([version][nudity])
I(9,73): -0.1932086944580078	 ([female][yuck!])
I(23,33): -0.19320619106292725	 ([they're][conclusion.])
I(7,17): -0.19318842887878418	 ([young][town.])
I(25,67): 0.19296741485595703	 ([follows][strip])
I(11,27): -0.19287633895874023	 ([students][torture,])
I(1,18): -0.19283747673034668	 ([aired][allowed])
I(14,17): -0.19237250089645386	 ([camp][town.])
I(9,46): -0.1923379898071289	 ([female][wore])
I(66,70): 0.19201397895812988	 ([forced][uses])
I(38,54): 0.1919189691543579	 ([grim.][nudity,])
I(44,57): 0.19150424003601074	 ([feeling][and,])
I(34,53): 0.19096720218658447	 ([tv][plentiful])
I(1,62): 0.1909489631652832	 ([aired][see])
I(1,41): 0.19091463088989258	 ([aired][pretty])
I(9,69): -0.19090819358825684	 ([female][guard])
I(41,65): -0.1907137632369995	 ([pretty][prisoner])
I(5,26): 0.19038784503936768	 ([involves][rape,])
I(66,67): -0.19034123420715332	 ([forced][strip])
I(27,66): -0.19027495384216309	 ([torture,][forced])
I(3,25): 0.19008409976959229	 ([movie][follows])
I(1,40): -0.189566969871521	 ([aired][beatings])
I(33,55): -0.18939900398254395	 ([conclusion.][violence])
I(1,31): 0.18906450271606445	 ([aired][leading])
I(66,74): -0.18878388404846191	 ([forced][there's])
I(2,41): 0.18873226642608643	 ([abc][pretty])
I(72): 0.18873059749603271	 ([her.])
I(5,66): 0.18849635124206543	 ([involves][forced])
I(13,19): -0.1883963942527771	 ([prison][phone])
I(27,46): -0.18834304809570312	 ([torture,][wore])
I(14,25): 0.18769556283950806	 ([camp][follows])
I(27,40): 0.18760454654693604	 ([torture,][beatings])
I(5,22): 0.1871912181377411	 ([involves][knows])
I(14,18): -0.1871291995048523	 ([camp][allowed])
I(4,26): -0.18712007999420166	 ([week.][rape,])
I(8,44): -0.18694758415222168	 ([innocent][feeling])
I(38,46): -0.1869153380393982	 ([grim.][wore])
I(58): 0.18669146299362183	 ([one])
I(33,73): -0.18634164333343506	 ([conclusion.][yuck!])
I(18,37): -0.18578669428825378	 ([allowed][time )])
I(38,53): -0.18540364503860474	 ([grim.][plentiful])
I(10,32): -0.18525981903076172	 ([college][disturbing])
I(47,60): -0.18525457382202148	 ([one][disgusting])
I(0,55): 0.18432080745697021	 ([originally][violence])
I(2,59): 0.18397536873817444	 ([abc][particularly])
I(67,73): 0.18389606475830078	 ([strip][yuck!])
I(18,29): -0.1826709508895874	 ([allowed][humiliation])
I(69,71): -0.18261325359344482	 ([guard]["])
I(13,31): 0.1822514533996582	 ([prison][leading])
I(40,54): -0.1822185516357422	 ([beatings][nudity,])
I(18,52): -0.18218040466308594	 ([allowed][worse - - there's])
I(13,33): -0.18178236484527588	 ([prison][conclusion.])
I(26,64): -0.18148553371429443	 ([rape,][female])
I(42,55): -0.18049943447113037	 ([tame][violence])
I(2,51): 0.1804356575012207	 ([abc][even])
I(5,15): 0.17970609664916992	 ([involves][little])
I(22,55): 0.1793891191482544	 ([knows][violence])
I(44,62): -0.17928862571716309	 ([feeling][see])
I(4,13): 0.17926424741744995	 ([week.][prison])
I(44,70): 0.17904794216156006	 ([feeling][uses])
I(2,6): 0.17846596240997314	 ([abc][two])
I(48,66): -0.1784348487854004	 ([down.][forced])
I(46,73): -0.17822837829589844	 ([wore][yuck!])
I(7,60): -0.17792201042175293	 ([young][disgusting])
I(45,60): -0.17782115936279297	 ([sleaziness][disgusting])
I(18,20): -0.17769312858581543	 ([allowed][calls])
I(46,60): -0.17748165130615234	 ([wore][disgusting])
I(4,25): 0.17737352848052979	 ([week.][follows])
I(13,48): -0.17728185653686523	 ([prison][down.])
I(44,65): -0.1770915985107422	 ([feeling][prisoner])
I(1,45): -0.1770005226135254	 ([aired][sleaziness])
I(46,54): -0.17694664001464844	 ([wore][nudity,])
I(39,70): -0.17605817317962646	 ([nudity][uses])
I(14,65): -0.17588621377944946	 ([camp][prisoner])
I(1,11): -0.17513704299926758	 ([aired][students])
I(57,62): -0.1747671365737915	 ([and,][see])
I(28,34): 0.1747155785560608	 ([beatings,][tv])
I(28,41): 0.1746874451637268	 ([beatings,][pretty])
I(26,48): -0.1739414930343628	 ([rape,][down.])
I(44,64): -0.17361187934875488	 ([feeling][female])
I(43,61): -0.17322123050689697	 ([overall][sequence,])
I(62,69): 0.1723461151123047	 ([see][guard])
I(12,73): 0.17228221893310547	 ([railroaded][yuck!])
I(33,36): -0.17216742038726807	 ([conclusion.][( for])
I(4,18): -0.17214375734329224	 ([week.][allowed])
I(3,31): 0.17200636863708496	 ([movie][leading])
I(56,58): -0.17188876867294312	 ([extreme][one])
I(8,41): -0.17185890674591064	 ([innocent][pretty])
I(32,61): 0.1714741587638855	 ([disturbing][sequence,])
I(26,30): 0.1713215708732605	 ([rape,][degradation])
I(2,42): 0.1712874472141266	 ([abc][tame])
I(21,36): -0.17115139961242676	 ([nobody][( for])
I(25,54): 0.17083942890167236	 ([follows][nudity,])
I(21,67): -0.1698296070098877	 ([nobody][strip])
I(34,73): 0.16920804977416992	 ([tv][yuck!])
I(62,73): 0.16877901554107666	 ([see][yuck!])
I(41,66): -0.16871953010559082	 ([pretty][forced])
I(14,21): -0.16856414079666138	 ([camp][nobody])
I(33,70): -0.16854488849639893	 ([conclusion.][uses])
I(47,55): -0.16851532459259033	 ([one][violence])
I(4,28): -0.16850155591964722	 ([week.][beatings,])
I(42,60): -0.16849994659423828	 ([tame][disgusting])
I(60,71): -0.1684722900390625	 ([disgusting]["])
I(62,64): -0.168268084526062	 ([see][female])
I(32,39): -0.16779553890228271	 ([disturbing][nudity])
I(13,67): -0.16770339012145996	 ([prison][strip])
I(38,55): 0.1674637794494629	 ([grim.][violence])
I(62,63): -0.16719889640808105	 ([see][crying])
I(55,67): -0.16701316833496094	 ([violence][strip])
I(14,54): 0.16676288843154907	 ([camp][nudity,])
I(67,72): 0.16609251499176025	 ([strip][her.])
I(10,64): -0.1658717393875122	 ([college][female])
I(5,45): -0.16553032398223877	 ([involves][sleaziness])
I(2,50): 0.16480112075805664	 ([abc][version])
I(62,67): -0.16457200050354004	 ([see][strip])
I(41,55): 0.16449618339538574	 ([pretty][violence])
I(13,30): 0.16427409648895264	 ([prison][degradation])
I(12,52): -0.16422605514526367	 ([railroaded][worse - - there's])
I(8,34): 0.1640796661376953	 ([innocent][tv])
I(43,73): -0.1638932228088379	 ([overall][yuck!])
I(39,60): -0.16384506225585938	 ([nudity][disgusting])
I(21,38): -0.16371595859527588	 ([nobody][grim.])
I(0,54): -0.16344404220581055	 ([originally][nudity,])
I(60,74): -0.16333627700805664	 ([disgusting][there's])
I(21,31): 0.16314411163330078	 ([nobody][leading])
I(46,64): -0.16284239292144775	 ([wore][female])
I(43,48): 0.16262316703796387	 ([overall][down.])
I(21,46): -0.16244494915008545	 ([nobody][wore])
I(34,70): -0.1621474027633667	 ([tv][uses])
I(41,61): 0.16174393892288208	 ([pretty][sequence,])
I(13,55): 0.1616687774658203	 ([prison][violence])
I(12,53): -0.1613401174545288	 ([railroaded][plentiful])
I(3,73): 0.1612105369567871	 ([movie][yuck!])
I(34,60): -0.16118431091308594	 ([tv][disgusting])
I(28,60): 0.1611616611480713	 ([beatings,][disgusting])
I(10,25): 0.16032111644744873	 ([college][follows])
I(39,46): -0.1602625846862793	 ([nudity][wore])
I(13,73): 0.159942626953125	 ([prison][yuck!])
I(27,44): -0.159936785697937	 ([torture,][feeling])
I(49,68): -0.15959906578063965	 ([unrated][lesbian])
I(25,69): 0.15904629230499268	 ([follows][guard])
I(3,56): 0.1588442325592041	 ([movie][extreme])
I(44,67): -0.1585698127746582	 ([feeling][strip])
I(34,35): 0.1583094596862793	 ([tv][version])
I(14,48): -0.15829020738601685	 ([camp][down.])
I(17,18): -0.1580481231212616	 ([town.][allowed])
I(39,69): -0.15749084949493408	 ([nudity][guard])
I(7,10): 0.15748775005340576	 ([young][college])
I(33,65): -0.1574496030807495	 ([conclusion.][prisoner])
I(19,73): -0.15732836723327637	 ([phone][yuck!])
I(20,23): 0.15712809562683105	 ([calls][they're])
I(13,56): 0.15682291984558105	 ([prison][extreme])
I(8,10): -0.15676581859588623	 ([innocent][college])
I(44,72): -0.15674841403961182	 ([feeling][her.])
I(0,70): -0.15655899047851562	 ([originally][uses])
I(13,44): -0.1561739444732666	 ([prison][feeling])
I(34,69): 0.15617191791534424	 ([tv][guard])
I(29,63): -0.15604686737060547	 ([humiliation][crying])
I(21,42): -0.15600475668907166	 ([nobody][tame])
I(34,66): 0.1558910608291626	 ([tv][forced])
I(48,51): -0.1557217240333557	 ([down.][even])
I(20,26): 0.15561389923095703	 ([calls][rape,])
I(1,50): -0.15529537200927734	 ([aired][version])
I(17,69): -0.15517961978912354	 ([town.][guard])
I(1,28): -0.15515297651290894	 ([aired][beatings,])
I(25,55): 0.15486431121826172	 ([follows][violence])
I(33,40): -0.15472456812858582	 ([conclusion.][beatings])
I(18,63): 0.1546468734741211	 ([allowed][crying])
I(33,62): -0.15462100505828857	 ([conclusion.][see])
I(63,68): -0.15446043014526367	 ([crying][lesbian])
I(18,73): -0.15439796447753906	 ([allowed][yuck!])
I(17,37): 0.15343523025512695	 ([town.][time )])
I(33,69): -0.15336036682128906	 ([conclusion.][guard])
I(21,56): -0.1532301902770996	 ([nobody][extreme])
I(21,41): -0.15314829349517822	 ([nobody][pretty])
I(9,70): -0.15313327312469482	 ([female][uses])
I(26,61): -0.15302914381027222	 ([rape,][sequence,])
I(4,42): 0.15270134806632996	 ([week.][tame])
I(18,22): -0.15204480290412903	 ([allowed][knows])
I(5,14): 0.1518877148628235	 ([involves][camp])
I(43,66): 0.15181028842926025	 ([overall][forced])
I(14): 0.15164679288864136	 ([camp])
I(4,60): -0.15154623985290527	 ([week.][disgusting])
I(5,20): 0.1515209674835205	 ([involves][calls])
I(4,23): -0.15144020318984985	 ([week.][they're])
I(40,68): -0.15120911598205566	 ([beatings][lesbian])
I(4,70): -0.15112000703811646	 ([week.][uses])
I(1,7): 0.15107321739196777	 ([aired][young])
I(17,25): 0.15020740032196045	 ([town.][follows])
I(3,62): 0.1501392126083374	 ([movie][see])
I(37,64): -0.15001821517944336	 ([time )][female])
I(9,29): -0.14958465099334717	 ([female][humiliation])
I(4,68): -0.14942526817321777	 ([week.][lesbian])
I(43,62): -0.14941024780273438	 ([overall][see])
I(30,54): 0.1491495966911316	 ([degradation][nudity,])
I(13,32): -0.1490945816040039	 ([prison][disturbing])
I(17,65): -0.14889633655548096	 ([town.][prisoner])
I(13,68): -0.1484982967376709	 ([prison][lesbian])
I(18,60): -0.14840292930603027	 ([allowed][disgusting])
I(1,72): 0.14829349517822266	 ([aired][her.])
I(58,73): -0.14827126264572144	 ([one][yuck!])
I(18,67): -0.1481788158416748	 ([allowed][strip])
I(11,17): 0.14812833070755005	 ([students][town.])
I(41,53): 0.1479562520980835	 ([pretty][plentiful])
I(1,12): 0.1478290557861328	 ([aired][railroaded])
I(12,44): -0.1477525234222412	 ([railroaded][feeling])
I(26,36): -0.14766836166381836	 ([rape,][( for])
I(5,63): 0.1475985050201416	 ([involves][crying])
I(11,35): -0.14753574132919312	 ([students][version])
I(9,44): 0.14741849899291992	 ([female][feeling])
I(9,12): 0.14730310440063477	 ([female][railroaded])
I(33,63): -0.1473008394241333	 ([conclusion.][crying])
I(18,43): -0.14726507663726807	 ([allowed][overall])
I(57,67): -0.14718639850616455	 ([and,][strip])
I(18,45): -0.1469951868057251	 ([allowed][sleaziness])
I(26,37): -0.14652973413467407	 ([rape,][time )])
I(53,60): -0.14652013778686523	 ([plentiful][disgusting])
I(27,74): -0.1463261842727661	 ([torture,][there's])
I(1,68): -0.14628076553344727	 ([aired][lesbian])
I(1,70): -0.14623403549194336	 ([aired][uses])
I(12,15): -0.1461414098739624	 ([railroaded][little])
I(32,37): -0.14565300941467285	 ([disturbing][time )])
I(55,65): -0.14560699462890625	 ([violence][prisoner])
I(3,20): -0.14553546905517578	 ([movie][calls])
I(54,66): 0.14551019668579102	 ([nudity,][forced])
I(62,74): -0.1454681158065796	 ([see][there's])
I(1,35): -0.1454331874847412	 ([aired][version])
I(30,33): -0.1454116702079773	 ([degradation][conclusion.])
I(8,11): -0.1449580192565918	 ([innocent][students])
I(14,39): 0.14486676454544067	 ([camp][nudity])
I(17,41): 0.14460134506225586	 ([town.][pretty])
I(12,27): -0.14448261260986328	 ([railroaded][torture,])
I(28,73): 0.14434820413589478	 ([beatings,][yuck!])
I(48,69): -0.144059419631958	 ([down.][guard])
I(19,26): -0.14392554759979248	 ([phone][rape,])
I(36,53): -0.14391541481018066	 ([( for][plentiful])
I(29,64): -0.14389681816101074	 ([humiliation][female])
I(52,74): -0.1434311866760254	 ([worse - - there's][there's])
I(12,49): 0.1434248685836792	 ([railroaded][unrated])
I(43,64): -0.14334619045257568	 ([overall][female])
I(15,21): 0.14316952228546143	 ([little][nobody])
I(11,69): -0.14265799522399902	 ([students][guard])
I(28,39): -0.14258891344070435	 ([beatings,][nudity])
I(44,73): -0.14248335361480713	 ([feeling][yuck!])
I(11,21): 0.1420276165008545	 ([students][nobody])
I(14,28): -0.14184492826461792	 ([camp][beatings,])
I(26,43): -0.14166700839996338	 ([rape,][overall])
I(49,53): -0.14130842685699463	 ([unrated][plentiful])
I(57,58): -0.14130157232284546	 ([and,][one])
I(65,70): 0.14127564430236816	 ([prisoner][uses])
I(4,63): 0.14113843441009521	 ([week.][crying])
I(12,60): -0.14087438583374023	 ([railroaded][disgusting])
I(33,66): 0.14080214500427246	 ([conclusion.][forced])
I(42,54): 0.14076149463653564	 ([tame][nudity,])
I(21,54): -0.14075040817260742	 ([nobody][nudity,])
I(70,71): -0.14073455333709717	 ([uses]["])
I(17,42): 0.1406480371952057	 ([town.][tame])
I(13,39): -0.1406160593032837	 ([prison][nudity])
I(13): -0.14049148559570312	 ([prison])
I(53,74): -0.14039790630340576	 ([plentiful][there's])
I(11,50): -0.14005911350250244	 ([students][version])
I(45,62): 0.139748215675354	 ([sleaziness][see])
I(10,44): -0.1397097110748291	 ([college][feeling])
I(20,33): -0.13952821493148804	 ([calls][conclusion.])
I(12,18): -0.13945794105529785	 ([railroaded][allowed])
I(0,64): -0.1391841173171997	 ([originally][female])
I(12,54): 0.13912463188171387	 ([railroaded][nudity,])
I(10,74): -0.13910019397735596	 ([college][there's])
I(2,35): 0.13907194137573242	 ([abc][version])
I(5,46): -0.13904118537902832	 ([involves][wore])
I(2,69): -0.13893353939056396	 ([abc][guard])
I(40,55): -0.13860225677490234	 ([beatings][violence])
I(17,27): -0.13829943537712097	 ([town.][torture,])
I(20,68): -0.138289213180542	 ([calls][lesbian])
I(18,28): -0.13819152116775513	 ([allowed][beatings,])
I(6,26): 0.13779187202453613	 ([two][rape,])
I(32,58): -0.1377517580986023	 ([disturbing][one])
I(2,10): -0.13767623901367188	 ([abc][college])
I(35): 0.13764214515686035	 ([version])
I(13,34): 0.1371612548828125	 ([prison][tv])
I(52,53): 0.13703298568725586	 ([worse - - there's][plentiful])
I(5,29): -0.13659608364105225	 ([involves][humiliation])
I(14,40): -0.136355459690094	 ([camp][beatings])
I(28,52): -0.136274516582489	 ([beatings,][worse - - there's])
I(19,27): -0.1362522840499878	 ([phone][torture,])
I(7,64): -0.1362144947052002	 ([young][female])
I(6,18): 0.1360851526260376	 ([two][allowed])
I(11,41): 0.13559424877166748	 ([students][pretty])
I(6): 0.13502633571624756	 ([two])
I(33,44): -0.13498663902282715	 ([conclusion.][feeling])
I(5,49): 0.1345992088317871	 ([involves][unrated])
I(14,38): -0.13457483053207397	 ([camp][grim.])
I(19,70): -0.13449609279632568	 ([phone][uses])
I(17,26): -0.13447558879852295	 ([town.][rape,])
I(34,74): -0.13439786434173584	 ([tv][there's])
I(15,16): -0.13426297903060913	 ([little][southern])
I(7,11): 0.1341254711151123	 ([young][students])
I(19,67): -0.13391399383544922	 ([phone][strip])
I(2,56): 0.13384640216827393	 ([abc][extreme])
I(18,46): -0.13376986980438232	 ([allowed][wore])
I(48,63): -0.13353049755096436	 ([down.][crying])
I(6,44): -0.13329613208770752	 ([two][feeling])
I(17,34): -0.1332264542579651	 ([town.][tv])
I(31,40): -0.13321182131767273	 ([leading][beatings])
I(12,38): -0.13309282064437866	 ([railroaded][grim.])
I(12,55): -0.13292241096496582	 ([railroaded][violence])
I(56,69): 0.13283395767211914	 ([extreme][guard])
I(37,56): -0.13273343443870544	 ([time )][extreme])
I(2,73): 0.1326073408126831	 ([abc][yuck!])
I(12,19): 0.13230586051940918	 ([railroaded][phone])
I(50): -0.1322551965713501	 ([version])
I(31,43): -0.1320650577545166	 ([leading][overall])
I(39,61): -0.13202792406082153	 ([nudity][sequence,])
I(3,15): 0.13175928592681885	 ([movie][little])
I(37,43): -0.13149338960647583	 ([time )][overall])
I(35,54): 0.1313037872314453	 ([version][nudity,])
I(19,21): 0.13126742839813232	 ([phone][nobody])
I(7): -0.13110041618347168	 ([young])
I(21,44): 0.1309729814529419	 ([nobody][feeling])
I(19,24): -0.13068664073944092	 ([phone][there.])
I(25,43): 0.13027119636535645	 ([follows][overall])
I(24,70): -0.13020068407058716	 ([there.][uses])
I(54,55): -0.1296215057373047	 ([nudity,][violence])
I(35,45): 0.12959301471710205	 ([version][sleaziness])
I(69,73): -0.12944114208221436	 ([guard][yuck!])
I(5,55): -0.1292428970336914	 ([involves][violence])
I(3,38): 0.12882256507873535	 ([movie][grim.])
I(3,49): 0.12872314453125	 ([movie][unrated])
I(13,26): -0.12871003150939941	 ([prison][rape,])
I(63,67): 0.12870275974273682	 ([crying][strip])
I(9,25): 0.12844645977020264	 ([female][follows])
I(40,53): -0.12830528616905212	 ([beatings][plentiful])
I(36,54): -0.12816691398620605	 ([( for][nudity,])
I(12,34): 0.12806224822998047	 ([railroaded][tv])
I(21,70): -0.1278625726699829	 ([nobody][uses])
I(12,56): 0.12785661220550537	 ([railroaded][extreme])
I(45,57): -0.12778031826019287	 ([sleaziness][and,])
I(12,46): -0.1275869607925415	 ([railroaded][wore])
I(41,43): 0.12750768661499023	 ([pretty][overall])
I(39,49): 0.127485990524292	 ([nudity][unrated])
I(5,74): -0.1271144151687622	 ([involves][there's])
I(42,68): -0.12699997425079346	 ([tame][lesbian])
I(20,31): 0.1269848346710205	 ([calls][leading])
I(1,14): -0.12672442197799683	 ([aired][camp])
I(56,59): -0.12662175297737122	 ([extreme][particularly])
I(46,56): -0.12660765647888184	 ([wore][extreme])
I(1,36): -0.1264503002166748	 ([aired][( for])
I(29,56): -0.12634527683258057	 ([humiliation][extreme])
I(44,63): -0.1261225938796997	 ([feeling][crying])
I(36,55): -0.1261129379272461	 ([( for][violence])
I(4,15): 0.12564736604690552	 ([week.][little])
I(34,42): -0.12562784552574158	 ([tv][tame])
I(26,38): -0.12514418363571167	 ([rape,][grim.])
I(71,73): 0.1250685453414917	 (["][yuck!])
I(31,45): -0.12499094009399414	 ([leading][sleaziness])
I(56,70): -0.12484979629516602	 ([extreme][uses])
I(13,43): 0.12398684024810791	 ([prison][overall])
I(15): -0.12353873252868652	 ([little])
I(8,30): 0.12345534563064575	 ([innocent][degradation])
I(32,50): 0.12345266342163086	 ([disturbing][version])
I(63,72): 0.12345194816589355	 ([crying][her.])
I(52,67): 0.12318658828735352	 ([worse - - there's][strip])
I(9,39): -0.12299787998199463	 ([female][nudity])
I(18,62): 0.12279653549194336	 ([allowed][see])
I(24,34): -0.12236535549163818	 ([there.][tv])
I(31,70): -0.12228703498840332	 ([leading][uses])
I(15,63): -0.12218785285949707	 ([little][crying])
I(18,54): 0.12208950519561768	 ([allowed][nudity,])
I(9,65): -0.12180399894714355	 ([female][prisoner])
I(8,26): 0.12159788608551025	 ([innocent][rape,])
I(18,44): -0.12141847610473633	 ([allowed][feeling])
I(8,46): -0.12126386165618896	 ([innocent][wore])
I(28,36): -0.12102276086807251	 ([beatings,][( for])
I(49): -0.12083983421325684	 ([unrated])
I(37,73): 0.12078678607940674	 ([time )][yuck!])
I(26,44): -0.12041056156158447	 ([rape,][feeling])
I(13,40): 0.12030282616615295	 ([prison][beatings])
I(25,38): 0.12001854181289673	 ([follows][grim.])
I(9,26): -0.12001633644104004	 ([female][rape,])
I(39,64): -0.11990296840667725	 ([nudity][female])
I(55,74): -0.11987185478210449	 ([violence][there's])
I(60,73): -0.11974477767944336	 ([disgusting][yuck!])
I(9,72): -0.11973130702972412	 ([female][her.])
I(14,24): -0.11944770812988281	 ([camp][there.])
I(3,6): -0.11944270133972168	 ([movie][two])
I(19,34): -0.11927390098571777	 ([phone][tv])
I(25,64): 0.1192018985748291	 ([follows][female])
I(68,69): 0.11892509460449219	 ([lesbian][guard])
I(22,23): 0.11885717511177063	 ([knows][they're])
I(27,36): -0.11885249614715576	 ([torture,][( for])
I(48,68): -0.11853218078613281	 ([down.][lesbian])
I(17,56): 0.11841648817062378	 ([town.][extreme])
I(19,43): -0.11822772026062012	 ([phone][overall])
I(59,73): -0.11809775233268738	 ([particularly][yuck!])
I(3,14): 0.11807507276535034	 ([movie][camp])
I(7,74): 0.11801290512084961	 ([young][there's])
I(1,39): 0.11769580841064453	 ([aired][nudity])
I(42,67): -0.11755716800689697	 ([tame][strip])
I(2,43): 0.11728739738464355	 ([abc][overall])
I(63,69): -0.11727368831634521	 ([crying][guard])
I(32,62): -0.11725854873657227	 ([disturbing][see])
I(36,37): -0.1167372465133667	 ([( for][time )])
I(25,63): -0.11667382717132568	 ([follows][crying])
I(15,52): 0.11662840843200684	 ([little][worse - - there's])
I(24,32): -0.11646747589111328	 ([there.][disturbing])
I(53,62): 0.11631655693054199	 ([plentiful][see])
I(13,24): -0.11616069078445435	 ([prison][there.])
I(59,68): -0.11611899733543396	 ([particularly][lesbian])
I(54,57): -0.11611604690551758	 ([nudity,][and,])
I(12,74): -0.11606359481811523	 ([railroaded][there's])
I(56,65): 0.11600291728973389	 ([extreme][prisoner])
I(57): -0.11589336395263672	 ([and,])
I(23,60): 0.11570954322814941	 ([they're][disgusting])
I(23,28): -0.11558026075363159	 ([they're][beatings,])
I(53,73): 0.11542820930480957	 ([plentiful][yuck!])
I(2,19): 0.11541867256164551	 ([abc][phone])
I(9,41): -0.11537885665893555	 ([female][pretty])
I(8,28): -0.11514788866043091	 ([innocent][beatings,])
I(11,56): -0.114837646484375	 ([students][extreme])
I(0,37): 0.11482000350952148	 ([originally][time )])
I(45,56): -0.11462593078613281	 ([sleaziness][extreme])
I(19,28): -0.114612877368927	 ([phone][beatings,])
I(36,62): -0.11444723606109619	 ([( for][see])
I(12,72): -0.11408931016921997	 ([railroaded][her.])
I(6,12): 0.11350446939468384	 ([two][railroaded])
I(19,55): 0.11289584636688232	 ([phone][violence])
I(45,63): -0.11278247833251953	 ([sleaziness][crying])
