---------- Players ----------
Player 0: finally,
Player 1: less
Player 2: fanfare
Player 3: release
Player 4: sibling
Player 5: application,
Player 6: firefox
Player 7: 1. 0,
Player 8: weeks
Player 9: ago,
Player 10: email
Player 11: client
Player 12: called
Player 13: thunderbird
Player 14: reached
Player 15: coming
Player 16: age.
---------- Rewards ----------
v(): 2.1608293056488037	 ([])
v(3 6): 6.045409679412842	 ([release][firefox])
v(3 7): 1.8260772228240967	 ([release][1. 0,])
v(3 8): 1.8528066873550415	 ([release][weeks])
v(3 9): 1.8397198915481567	 ([release][ago,])
v(3 10): 6.944899559020996	 ([release][email])
v(3 11): 3.060614585876465	 ([release][client])
v(3 12): 2.3012592792510986	 ([release][called])
v(3 13): 6.4471588134765625	 ([release][thunderbird])
v(3 14): 1.3981540203094482	 ([release][reached])
v(3 15): 1.5695772171020508	 ([release][coming])
v(3 16): 0.6831976771354675	 ([release][age.])
v(4 5): 6.256314277648926	 ([sibling][application,])
v(4 6): 6.3520731925964355	 ([sibling][firefox])
v(4 7): 5.040539264678955	 ([sibling][1. 0,])
v(4 8): 5.916009426116943	 ([sibling][weeks])
v(4 9): 5.74421501159668	 ([sibling][ago,])
v(4 10): 7.4497456550598145	 ([sibling][email])
v(4 11): 4.744619846343994	 ([sibling][client])
v(4 12): 5.53294038772583	 ([sibling][called])
v(4 13): 7.052947044372559	 ([sibling][thunderbird])
v(4 14): 4.940649032592773	 ([sibling][reached])
v(4 15): 5.133870601654053	 ([sibling][coming])
v(4 16): 5.667497158050537	 ([sibling][age.])
v(5 6): 7.53729772567749	 ([application,][firefox])
v(5 7): 2.538867950439453	 ([application,][1. 0,])
v(5 8): 3.5820181369781494	 ([application,][weeks])
v(5 9): 0.33373355865478516	 ([application,][ago,])
v(5 10): 7.001320838928223	 ([application,][email])
v(5 11): 2.0016751289367676	 ([application,][client])
v(5 12): 1.9333336353302002	 ([application,][called])
v(5 13): 6.387126922607422	 ([application,][thunderbird])
v(5 14): 0.9161645174026489	 ([application,][reached])
v(5 15): 0.7961549758911133	 ([application,][coming])
v(5 16): 0.8168816566467285	 ([application,][age.])
v(6 7): 6.372498512268066	 ([firefox][1. 0,])
v(6 8): 5.989058494567871	 ([firefox][weeks])
v(6 9): 6.557580947875977	 ([firefox][ago,])
v(6 10): 8.276485443115234	 ([firefox][email])
v(6 11): 6.06252384185791	 ([firefox][client])
v(6 12): 6.090671539306641	 ([firefox][called])
v(6 13): 6.995315074920654	 ([firefox][thunderbird])
v(6 14): 5.9632439613342285	 ([firefox][reached])
v(6 15): 6.150965213775635	 ([firefox][coming])
v(6 16): 6.37679386138916	 ([firefox][age.])
v(7 8): 2.0968096256256104	 ([1. 0,][weeks])
v(7 9): 2.846550941467285	 ([1. 0,][ago,])
v(7 10): 6.37227725982666	 ([1. 0,][email])
v(7 11): 1.573674201965332	 ([1. 0,][client])
v(7 12): 2.5792109966278076	 ([1. 0,][called])
v(7 13): 6.9554762840271	 ([1. 0,][thunderbird])
v(7 14): 0.6299954652786255	 ([1. 0,][reached])
v(7 15): 1.4794807434082031	 ([1. 0,][coming])
v(7 16): 3.58957576751709	 ([1. 0,][age.])
v(8 9): 2.319962978363037	 ([weeks][ago,])
v(8 10): 7.142745494842529	 ([weeks][email])
v(8 11): -0.523540735244751	 ([weeks][client])
v(8 12): 2.9403975009918213	 ([weeks][called])
v(8 13): 7.4691691398620605	 ([weeks][thunderbird])
v(8 14): 1.226584792137146	 ([weeks][reached])
v(8 15): 2.1412458419799805	 ([weeks][coming])
v(8 16): 4.467446804046631	 ([weeks][age.])
v(9 10): 6.106622219085693	 ([ago,][email])
v(9 11): 1.9176580905914307	 ([ago,][client])
v(9 12): 4.011887073516846	 ([ago,][called])
v(9 13): 7.444372177124023	 ([ago,][thunderbird])
v(9 14): 0.5541149377822876	 ([ago,][reached])
v(9 15): 1.6709091663360596	 ([ago,][coming])
v(9 16): 4.583031177520752	 ([ago,][age.])
v(10 11): 7.032008647918701	 ([email][client])
v(10 12): 6.907508850097656	 ([email][called])
v(10 13): 8.096637725830078	 ([email][thunderbird])
v(10 14): 6.803779602050781	 ([email][reached])
v(10 15): 7.121243953704834	 ([email][coming])
v(10 16): 6.512365341186523	 ([email][age.])
v(11 12): 1.2863422632217407	 ([client][called])
v(11 13): 7.157232284545898	 ([client][thunderbird])
v(11 14): -0.7497329115867615	 ([client][reached])
v(11 15): 2.236783504486084	 ([client][coming])
v(11 16): 2.0869436264038086	 ([client][age.])
v(12 13): 6.9021453857421875	 ([called][thunderbird])
v(12 14): 2.200385332107544	 ([called][reached])
v(12 15): 3.126420497894287	 ([called][coming])
v(12 16): 3.988029718399048	 ([called][age.])
v(13 14): 6.97243595123291	 ([thunderbird][reached])
v(13 15): 7.068741321563721	 ([thunderbird][coming])
v(13 16): 7.548343658447266	 ([thunderbird][age.])
v(14 15): 2.1391050815582275	 ([reached][coming])
v(14 16): 2.0694401264190674	 ([reached][age.])
v(15 16): 4.5417656898498535	 ([coming][age.])
---------- Rewards-v() ----------
v(6 10): 6.115655899047852, EP: 2.5685927867889404	 ([firefox][email])
v(10 13): 5.935808181762695, EP: 2.493056297302246	 ([email][thunderbird])
v(13 16): 5.387514114379883, EP: 2.2627711296081543	 ([thunderbird][age.])
v(5 6): 5.376468658447266, EP: 2.258131980895996	 ([application,][firefox])
v(8 13): 5.308340072631836, EP: 2.229517698287964	 ([weeks][thunderbird])
v(4 10): 5.28891658782959, EP: 2.221359968185425	 ([sibling][email])
v(9 13): 5.283542633056641, EP: 2.2191028594970703	 ([ago,][thunderbird])
v(1 10): 5.206499099731445, EP: 2.186744213104248	 ([less][email])
v(1 13): 5.032031059265137, EP: 2.113467216491699	 ([less][thunderbird])
v(11 13): 4.996402740478516, EP: 2.098503351211548	 ([client][thunderbird])
v(8 10): 4.981916427612305, EP: 2.092418909072876	 ([weeks][email])
v(10 15): 4.960414886474609, EP: 2.083388328552246	 ([email][coming])
v(13 15): 4.907912254333496, EP: 2.0613369941711426	 ([thunderbird][coming])
v(4 13): 4.892117500305176, EP: 2.0547032356262207	 ([sibling][thunderbird])
v(10): 4.88433837890625, EP: 2.051435947418213	 ([email])
v(10 11): 4.871179580688477, EP: 2.0459091663360596	 ([email][client])
v(5 10): 4.84049129486084, EP: 2.03302001953125	 ([application,][email])
v(6 13): 4.83448600769043, EP: 2.0304977893829346	 ([firefox][thunderbird])
v(13): 4.822811126708984, EP: 2.0255942344665527	 ([thunderbird])
v(13 14): 4.811606407165527, EP: 2.020888328552246	 ([thunderbird][reached])
v(7 13): 4.794647216796875, EP: 2.013765335083008	 ([1. 0,][thunderbird])
v(3 10): 4.784070014953613, EP: 2.0093228816986084	 ([release][email])
v(10 12): 4.746679306030273, EP: 1.9936187267303467	 ([email][called])
v(12 13): 4.741315841674805, EP: 1.9913660287857056	 ([called][thunderbird])
v(10 14): 4.642950057983398, EP: 1.9500521421432495	 ([email][reached])
v(2 13): 4.559746742248535, EP: 1.9151065349578857	 ([fanfare][thunderbird])
v(0 13): 4.559406280517578, EP: 1.9149634838104248	 ([finally,][thunderbird])
v(0 10): 4.542150497436523, EP: 1.9077160358428955	 ([finally,][email])
v(2 10): 4.518209457397461, EP: 1.897660732269287	 ([fanfare][email])
v(6 9): 4.396751403808594, EP: 1.8466479778289795	 ([firefox][ago,])
v(10 16): 4.351535797119141, EP: 1.8276573419570923	 ([email][age.])
v(3 13): 4.28632926940918, EP: 1.800270438194275	 ([release][thunderbird])
v(5 13): 4.226297378540039, EP: 1.7750568389892578	 ([application,][thunderbird])
v(6 16): 4.215964317321777, EP: 1.770716905593872	 ([firefox][age.])
v(6 7): 4.211668968200684, EP: 1.7689127922058105	 ([firefox][1. 0,])
v(7 10): 4.211447715759277, EP: 1.7688199281692505	 ([1. 0,][email])
v(4 6): 4.191244125366211, EP: 1.7603343725204468	 ([sibling][firefox])
v(0 6): 4.135287284851074, EP: 1.7368323802947998	 ([finally,][firefox])
v(4 5): 4.095484733581543, EP: 1.7201151847839355	 ([sibling][application,])
v(6 15): 3.990135908126831, EP: 1.6758683919906616	 ([firefox][coming])
v(9 10): 3.9457929134368896, EP: 1.6572442054748535	 ([ago,][email])
v(6 12): 3.929842233657837, EP: 1.6505448818206787	 ([firefox][called])
v(6 11): 3.9016945362091064, EP: 1.6387226581573486	 ([firefox][client])
v(3 6): 3.884580373764038, EP: 1.6315346956253052	 ([release][firefox])
v(1 6): 3.8588922023773193, EP: 1.6207456588745117	 ([less][firefox])
v(2 6): 3.8547112941741943, EP: 1.6189895868301392	 ([fanfare][firefox])
v(3 5): 3.840791940689087, EP: 1.6131434440612793	 ([release][application,])
v(6 8): 3.8282291889190674, EP: 1.6078670024871826	 ([firefox][weeks])
v(6 14): 3.802414655685425, EP: 1.597024917602539	 ([firefox][reached])
v(6): 3.787379026412964, EP: 1.590709924697876	 ([firefox])
v(4 8): 3.7551801204681396, EP: 1.5771862268447876	 ([sibling][weeks])
v(4 9): 3.583385705947876, EP: 1.5050320625305176	 ([sibling][ago,])
v(1 4): 3.5763943195343018, EP: 1.5020956993103027	 ([less][sibling])
v(4 16): 3.5066678524017334, EP: 1.4728103876113892	 ([sibling][age.])
v(4 12): 3.3721110820770264, EP: 1.416296124458313	 ([sibling][called])
v(0 2): -3.297791004180908, EP: -1.3850815296173096	 ([finally,][fanfare])
v(4): 3.2751576900482178, EP: 1.3755754232406616	 ([sibling])
v(4 15): 2.973041296005249, EP: 1.2486857175827026	 ([sibling][coming])
v(2 4): 2.958705186843872, EP: 1.2426645755767822	 ([fanfare][sibling])
v(11 14): -2.91056227684021, EP: -1.2224444150924683	 ([client][reached])
v(4 7): 2.8797099590301514, EP: 1.2094863653182983	 ([sibling][1. 0,])
v(0 4): 2.8628599643707275, EP: 1.202409267425537	 ([finally,][sibling])
v(4 14): 2.7798197269439697, EP: 1.1675320863723755	 ([sibling][reached])
v(2 9): -2.7619006633758545, EP: -1.160006046295166	 ([fanfare][ago,])
v(8 11): -2.6843700408935547, EP: -1.1274429559707642	 ([weeks][client])
v(4 11): 2.5837905406951904, EP: 1.0851993560791016	 ([sibling][client])
v(2 11): -2.4450879096984863, EP: -1.0269438028335571	 ([fanfare][client])
v(0 14): -2.430896759033203, EP: -1.0209834575653076	 ([finally,][reached])
v(9 16): 2.4222018718719482, EP: 1.017331600189209	 ([ago,][age.])
v(15 16): 2.38093638420105, EP: 1.0	 ([coming][age.])
v(8 16): 2.306617498397827, EP: 0.9687858819961548	 ([weeks][age.])
v(2 14): -2.2784430980682373, EP: -0.9569525122642517	 ([fanfare][reached])
v(2 7): -2.2092859745025635, EP: -0.927906334400177	 ([fanfare][1. 0,])
v(1 16): 1.9618613719940186, EP: 0.8239873051643372	 ([less][age.])
v(1 9): 1.8795697689056396, EP: 0.7894245982170105	 ([less][ago,])
v(2 8): -1.8684351444244385, EP: -0.7847480177879333	 ([fanfare][weeks])
v(9 12): 1.851057767868042, EP: 0.7774494886398315	 ([ago,][called])
v(3 4): 1.8300893306732178, EP: 0.7686426639556885	 ([release][sibling])
v(12 16): 1.8272004127502441, EP: 0.7674293518066406	 ([called][age.])
v(5 9): -1.8270957469940186, EP: -0.7673853635787964	 ([application,][ago,])
v(1 12): 1.7850549221038818, EP: 0.7497280836105347	 ([less][called])
v(2): -1.7403466701507568, EP: -0.7309505343437195	 ([fanfare])
v(1 15): 1.6334855556488037, EP: 0.6860685348510742	 ([less][coming])
v(9 14): -1.6067143678665161, EP: -0.674824595451355	 ([ago,][reached])
v(1 8): 1.5942857265472412, EP: 0.669604480266571	 ([less][weeks])
v(1 5): 1.5666224956512451, EP: 0.6579858660697937	 ([less][application,])
v(5): -1.5412561893463135, EP: -0.647331953048706	 ([application,])
v(0 3): -1.5310916900634766, EP: -0.6430628299713135	 ([finally,][release])
v(7 14): -1.5308338403701782, EP: -0.6429545283317566	 ([1. 0,][reached])
v(3 16): -1.4776315689086914, EP: -0.6206094026565552	 ([release][age.])
v(7 16): 1.4287464618682861, EP: 0.6000775694847107	 ([1. 0,][age.])
v(5 8): 1.4211888313293457, EP: 0.5969033241271973	 ([application,][weeks])
v(0 7): -1.4173122644424438, EP: -0.5952751636505127	 ([finally,][1. 0,])
v(1): 1.4162333011627197, EP: 0.5948219895362854	 ([less])
v(5 15): -1.3646743297576904, EP: -0.573167085647583	 ([application,][coming])
v(5 16): -1.3439476490020752, EP: -0.5644618272781372	 ([application,][age.])
v(16): 1.310983419418335, EP: 0.5506167411804199	 ([age.])
v(5 14): -1.2446647882461548, EP: -0.5227627158164978	 ([application,][reached])
v(14): -1.2329107522964478, EP: -0.5178260207176208	 ([reached])
v(0 5): -1.1839512586593628, EP: -0.4972628653049469	 ([finally,][application,])
v(1 3): 1.1292834281921387, EP: 0.4743022322654724	 ([less][release])
v(0): -1.0681074857711792, EP: -0.4486081600189209	 ([finally,])
v(0 12): 1.0466194152832031, EP: 0.43958309292793274	 ([finally,][called])
v(0 8): -1.013702630996704, EP: -0.4257579743862152	 ([finally,][weeks])
v(2 15): -1.0099339485168457, EP: -0.42417511343955994	 ([fanfare][coming])
v(0 15): -0.9832879304885864, EP: -0.4129837155342102	 ([finally,][coming])
v(0 9): -0.9810785055160522, EP: -0.41205573081970215	 ([finally,][ago,])
v(1 11): 0.9769165515899658, EP: 0.41030770540237427	 ([less][client])
v(12 15): 0.9655911922454834, EP: 0.405551016330719	 ([called][coming])
v(8 14): -0.9342445135116577, EP: -0.392385333776474	 ([weeks][reached])
v(1 7): 0.9219343662261963, EP: 0.3872150480747223	 ([less][1. 0,])
v(3 11): 0.8997852802276611, EP: 0.37791234254837036	 ([release][client])
v(11 12): -0.874487042427063, EP: -0.3672870397567749	 ([client][called])
v(2 16): -0.8472111225128174, EP: -0.3558310568332672	 ([fanfare][age.])
v(1 2): 0.8133435249328613, EP: 0.34160658717155457	 ([less][fanfare])
v(0 16): 0.8099067211151123, EP: 0.34016311168670654	 ([finally,][age.])
v(12): 0.7985010147094727, EP: 0.3353726863861084	 ([called])
v(8 12): 0.7795681953430176, EP: 0.32742083072662354	 ([weeks][called])
v(3 14): -0.7626752853393555, EP: -0.3203257620334625	 ([release][reached])
v(7 9): 0.6857216358184814, EP: 0.2880050241947174	 ([1. 0,][ago,])
v(7 15): -0.6813485622406006, EP: -0.28616830706596375	 ([1. 0,][coming])
v(0 1): 0.6691362857818604, EP: 0.28103911876678467	 ([finally,][less])
v(3 15): -0.5912520885467529, EP: -0.24832753837108612	 ([release][coming])
v(7 11): -0.5871551036834717, EP: -0.24660679697990417	 ([1. 0,][client])
v(2 3): 0.546398401260376, EP: 0.22948886454105377	 ([fanfare][release])
v(9 15): -0.48992013931274414, EP: -0.20576784014701843	 ([ago,][coming])
v(2 12): -0.46684157848358154, EP: -0.19607478380203247	 ([fanfare][called])
v(3): -0.4282817840576172, EP: -0.1798795610666275	 ([release])
v(7 12): 0.4183816909790039, EP: 0.17572149634361267	 ([1. 0,][called])
v(15): 0.3930633068084717, EP: 0.16508769989013672	 ([coming])
v(1 14): 0.38411593437194824, EP: 0.16132977604866028	 ([less][reached])
v(5 7): 0.3780386447906494, EP: 0.15877729654312134	 ([application,][1. 0,])
v(3 7): -0.33475208282470703, EP: -0.14059682190418243	 ([release][1. 0,])
v(3 9): -0.321109414100647, EP: -0.134866863489151	 ([release][ago,])
v(3 8): -0.3080226182937622, EP: -0.12937036156654358	 ([release][weeks])
v(7): -0.2946763038635254, EP: -0.12376488000154495	 ([1. 0,])
v(9 11): -0.24317121505737305, EP: -0.10213259607553482	 ([ago,][client])
v(0 11): -0.23260283470153809, EP: -0.09769384562969208	 ([finally,][client])
v(5 12): -0.22749567031860352, EP: -0.09554882347583771	 ([application,][called])
v(8): -0.17815780639648438, EP: -0.07482678443193436	 ([weeks])
v(5 11): -0.15915417671203613, EP: -0.06684520095586777	 ([application,][client])
v(8 9): 0.1591336727142334, EP: 0.06683658808469772	 ([weeks][ago,])
v(3 12): 0.14042997360229492, EP: 0.05898098647594452	 ([release][called])
v(14 16): -0.09138917922973633, EP: -0.038383714854717255	 ([reached][age.])
v(9): -0.08922266960144043, EP: -0.03747377172112465	 ([ago,])
v(11 15): 0.07595419883728027, EP: 0.031900979578495026	 ([client][coming])
v(11 16): -0.07388567924499512, EP: -0.031032193452119827	 ([client][age.])
v(7 8): -0.06401968002319336, EP: -0.026888446882367134	 ([1. 0,][weeks])
v(12 14): 0.039556026458740234, EP: 0.016613643616437912	 ([called][reached])
v(14 15): -0.021724224090576172, EP: -0.00912423525005579	 ([reached][coming])
v(8 15): -0.019583463668823242, EP: -0.008225110359489918	 ([weeks][coming])
v(2 5): 0.00468897819519043, EP: 0.001969384029507637	 ([fanfare][application,])
v(11): -0.003178834915161133, EP: -0.0013351195957511663	 ([client])
v(): 0.0, EP: 0.0	 ([])
==================================================
