---------- AND Interactions ----------
I(0,4): 3.8688302040100098	 ([blows][made.])
I(15,60): -0.16398918628692627	 ([revenge][eye])
I(5,44): 0.1639741063117981	 ([watched][- -])
I(2,54): -0.16396528482437134	 ([movie][re - enactments ).])
I(37,58): -0.16389596462249756	 ([bad][man])
I(11,13): 0.16378429532051086	 ([phone][watched])
I(50,51): 0.16366982460021973	 ([trial]["])
I(13,43): 0.16336968541145325	 ([watched][show])
I(46,50): -0.16331470012664795	 ([worst][trial])
I(0,44): 0.1625027060508728	 ([blows][- -])
I(10,41): 0.16188934445381165	 ([answering][files])
I(4,59): 0.16152691841125488	 ([made.][third])
I(19,31): 0.16140598058700562	 ([good.][even])
I(19,49): 0.16132575273513794	 ([good.][" arrest])
I(14,53): -0.16066312789916992	 ([hoped][bad])
I(33,40): -0.16054296493530273	 ([happened][" fbi])
I(34,40): 0.16044354438781738	 ([end][" fbi])
I(10,11): 0.16031834483146667	 ([answering][phone])
I(25,53): 0.15986740589141846	 ([twists][bad])
I(12,53): 0.15906035900115967	 ([- -][bad])
I(0,12): 0.15815073251724243	 ([blows][- -])
I(5,25): -0.15724420547485352	 ([watched][twists])
I(20,29): -0.1565651297569275	 ([needless][fact,])
I(34,39): 0.15634289383888245	 ([end][scenarios])
I(36,50): -0.15617501735687256	 ([acting][trial])
I(8,26): 0.1557755470275879	 ([writing][worth])
I(10,54): 0.15505358576774597	 ([answering][re - enactments ).])
I(10,28): 0.1549508273601532	 ([answering][watched.])
I(7,35): 0.1546432077884674	 ([home][more.])
I(17,20): -0.15423887968063354	 ([part][needless])
I(0,1): 0.15363848209381104	 ([blows][mind])
I(18,22): 0.15357846021652222	 ([would][revenge])
I(25,27): 0.15305191278457642	 ([twists][emails])
I(22,26): -0.1515953540802002	 ([revenge][worth])
I(29,53): 0.15116208791732788	 ([fact,][bad])
I(12,13): -0.15114057064056396	 ([- -][watched])
I(10,13): 0.15105858445167542	 ([answering][watched])
I(55,60): -0.15092384815216064	 ([even][eye])
I(44,56): 0.1508502960205078	 ([- -][know])
I(26,41): 0.15084493160247803	 ([worth][files])
I(16,17): -0.1507556438446045	 (["][part])
I(45,60): 0.15058356523513794	 ([far,][eye])
I(23,33): -0.15047523379325867	 ([forced][happened])
I(35,36): 0.14954665303230286	 ([more.][acting])
I(16,49): 0.14902931451797485	 (["][" arrest])
I(8,13): 0.148462176322937	 ([writing][watched])
I(0,59): -0.1482486128807068	 ([blows][third])
I(15,33): -0.14811164140701294	 ([revenge][happened])
I(4,56): -0.14806556701660156	 ([made.][know])
I(15,52): -0.14799749851226807	 ([revenge][possibly])
I(19,50): 0.14744478464126587	 ([good.][trial])
I(48,56): 0.14646261930465698	 ([( really][know])
I(26,51): 0.1463603973388672	 ([worth]["])
I(6,15): 0.1456965208053589	 ([worked][revenge])
I(22): 0.14559197425842285	 ([revenge])
I(10,19): -0.14545458555221558	 ([answering][good.])
I(1,54): 0.14519661664962769	 ([mind][re - enactments ).])
I(15,16): -0.14515453577041626	 ([revenge]["])
I(26,30): -0.14421814680099487	 ([worth][i'm])
I(11,33): 0.1441432237625122	 ([phone][happened])
I(34,41): 0.14404696226119995	 ([end][files])
I(12,28): -0.14402008056640625	 ([- -][watched.])
I(28,55): 0.14391589164733887	 ([watched.][even])
I(10,45): 0.14350897073745728	 ([answering][far,])
I(27,37): -0.14337849617004395	 ([emails][bad])
I(47,56): -0.14325463771820068	 ([re - enactments][know])
I(15,58): -0.14240050315856934	 ([revenge][man])
I(9,43): 0.14196035265922546	 ([emails][show])
I(48,55): -0.14167630672454834	 ([( really][even])
I(11,19): -0.14131119847297668	 ([phone][good.])
I(20,36): -0.14088857173919678	 ([needless][acting])
I(33,58): -0.14035001397132874	 ([happened][man])
I(10,29): 0.13962826132774353	 ([answering][fact,])
I(18): 0.13959413766860962	 ([would])
I(4,8): 0.13945221900939941	 ([made.][writing])
I(2,10): 0.13935166597366333	 ([movie][answering])
I(4,23): 0.13924801349639893	 ([made.][forced])
I(39): 0.13922661542892456	 ([scenarios])
I(0,41): 0.13897788524627686	 ([blows][files])
I(2,27): 0.1388479471206665	 ([movie][emails])
I(5,38): 0.13865512609481812	 ([watched][re - enactment])
I(14,21): 0.1385873556137085	 ([hoped][say,])
I(25,56): -0.1385161280632019	 ([twists][know])
I(2,21): 0.1382526159286499	 ([movie][say,])
I(23,40): -0.1378234624862671	 ([forced][" fbi])
I(28,36): 0.13750869035720825	 ([watched.][acting])
I(13): 0.13749384880065918	 ([watched])
I(11,45): 0.13708704710006714	 ([phone][far,])
I(5,36): 0.13699162006378174	 ([watched][acting])
I(19,51): 0.13634496927261353	 ([good.]["])
I(27,44): 0.13558581471443176	 ([emails][- -])
I(13,49): 0.1350574493408203	 ([watched][" arrest])
I(7,28): 0.13479572534561157	 ([home][watched.])
I(36,49): -0.13463151454925537	 ([acting][" arrest])
I(22,55): -0.13446462154388428	 ([revenge][even])
I(20,22): 0.13391268253326416	 ([needless][revenge])
I(9,49): 0.13331830501556396	 ([emails][" arrest])
I(9,45): 0.13321059942245483	 ([emails][far,])
I(33,54): 0.13302361965179443	 ([happened][re - enactments ).])
I(25,43): 0.13267341256141663	 ([twists][show])
I(0,56): 0.13200044631958008	 ([blows][know])
I(9,23): 0.13158303499221802	 ([emails][forced])
I(38,54): 0.13123339414596558	 ([re - enactment][re - enactments ).])
I(33,47): 0.13110193610191345	 ([happened][re - enactments])
I(27,34): 0.13079676032066345	 ([emails][end])
I(19,52): 0.13058656454086304	 ([good.][possibly])
I(4,13): 0.1304241418838501	 ([made.][watched])
I(27,59): 0.13036265969276428	 ([emails][third])
I(6,23): -0.13026386499404907	 ([worked][forced])
I(38,47): 0.13017341494560242	 ([re - enactment][re - enactments])
I(25,30): 0.1293296217918396	 ([twists][i'm])
I(33,56): 0.12859714031219482	 ([happened][know])
I(24,37): 0.12840747833251953	 ([plot][bad])
I(6,56): -0.12836647033691406	 ([worked][know])
I(9,20): 0.12817418575286865	 ([emails][needless])
I(43,44): -0.12779179215431213	 ([show][- -])
I(43,51): 0.12773320078849792	 ([show]["])
I(29,55): -0.12761813402175903	 ([fact,][even])
I(1,12): 0.12731099128723145	 ([mind][- -])
I(6,50): -0.12699401378631592	 ([worked][trial])
I(14,43): 0.12642061710357666	 ([hoped][show])
I(23,41): 0.12639480829238892	 ([forced][files])
I(35,55): 0.12633764743804932	 ([more.][even])
I(37,52): 0.12627410888671875	 ([bad][possibly])
I(28,34): 0.12626567482948303	 ([watched.][end])
I(19,26): 0.12604451179504395	 ([good.][worth])
I(11,22): 0.12588843703269958	 ([phone][revenge])
I(20,56): 0.12559324502944946	 ([needless][know])
I(7,49): 0.12548327445983887	 ([home][" arrest])
I(56,58): 0.12539982795715332	 ([know][man])
I(38,49): 0.1253076195716858	 ([re - enactment][" arrest])
I(1,49): 0.12483644485473633	 ([mind][" arrest])
I(1,46): -0.1247715950012207	 ([mind][worst])
I(31,36): -0.12464785575866699	 ([even][acting])
I(49,54): 0.1245502233505249	 ([" arrest][re - enactments ).])
I(47): -0.12405768036842346	 ([re - enactments])
I(21,30): -0.12382173538208008	 ([say,][i'm])
I(4,35): 0.1237175464630127	 ([made.][more.])
I(8,9): 0.12366265058517456	 ([writing][emails])
I(30,47): -0.12352651357650757	 ([i'm][re - enactments])
I(1,53): 0.12330818176269531	 ([mind][bad])
I(3,53): -0.12305593490600586	 ([got][bad])
I(0,30): -0.12279385328292847	 ([blows][i'm])
I(21,24): -0.12252193689346313	 ([say,][plot])
I(1,15): -0.12216532230377197	 ([mind][revenge])
I(4,12): -0.12210416793823242	 ([made.][- -])
I(38,43): 0.121334969997406	 ([re - enactment][show])
I(6,11): -0.12102875113487244	 ([worked][phone])
I(16,37): 0.1206977367401123	 (["][bad])
I(29,47): -0.12064680457115173	 ([fact,][re - enactments])
I(0,3): -0.12012255191802979	 ([blows][got])
I(41,52): -0.11971443891525269	 ([files][possibly])
I(1,52): 0.11965739727020264	 ([mind][possibly])
I(6,33): 0.11946487426757812	 ([worked][happened])
I(4,38): 0.11943340301513672	 ([made.][re - enactment])
I(3,38): 0.11891442537307739	 ([got][re - enactment])
I(9,56): -0.11891376972198486	 ([emails][know])
I(3,6): 0.11872810125350952	 ([got][worked])
I(3,35): 0.11870259046554565	 ([got][more.])
I(29,60): 0.11866402626037598	 ([fact,][eye])
I(26,48): 0.11861252784729004	 ([worth][( really])
I(50,52): 0.11861002445220947	 ([trial][possibly])
I(1,56): -0.11766332387924194	 ([mind][know])
I(39,49): 0.11758071184158325	 ([scenarios][" arrest])
I(48,50): -0.1173747181892395	 ([( really][trial])
I(37,51): -0.11703681945800781	 ([bad]["])
I(50,58): -0.11680388450622559	 ([trial][man])
I(25,52): -0.11622077226638794	 ([twists][possibly])
I(40,45): -0.11536389589309692	 ([" fbi][far,])
I(46,54): 0.11499834060668945	 ([worst][re - enactments ).])
I(13,53): 0.11489081382751465	 ([watched][bad])
I(7,41): 0.11477196216583252	 ([home][files])
I(22,60): -0.11442416906356812	 ([revenge][eye])
I(1): 0.11405003070831299	 ([mind])
I(0,29): 0.11384183168411255	 ([blows][fact,])
I(52,54): -0.1137736439704895	 ([possibly][re - enactments ).])
I(2,5): 0.11361944675445557	 ([movie][watched])
I(41,57): 0.11357012391090393	 ([files][leading])
I(27,30): -0.1135585606098175	 ([emails][i'm])
I(30,36): 0.11353176832199097	 ([i'm][acting])
I(6,41): -0.11350077390670776	 ([worked][files])
I(11,14): 0.11344432830810547	 ([phone][hoped])
I(6,8): -0.11331182718276978	 ([worked][writing])
I(7,34): 0.11293137073516846	 ([home][end])
I(28,49): 0.1127585768699646	 ([watched.][" arrest])
I(13,17): 0.11242878437042236	 ([watched][part])
I(34,56): -0.11236369609832764	 ([end][know])
I(23,27): 0.11224564909934998	 ([forced][emails])
I(2,24): 0.11216360330581665	 ([movie][plot])
I(10,49): -0.1120542585849762	 ([answering][" arrest])
I(28,60): -0.11199873685836792	 ([watched.][eye])
I(19,29): -0.11198082566261292	 ([good.][fact,])
I(13,24): 0.11194932460784912	 ([watched][plot])
I(54,57): -0.11185002326965332	 ([re - enactments ).][leading])
I(11,58): 0.11180219054222107	 ([phone][man])
I(10,52): -0.11172953248023987	 ([answering][possibly])
I(45,59): 0.11104726791381836	 ([far,][third])
I(11,26): 0.1108349859714508	 ([phone][worth])
I(45,52): 0.11058837175369263	 ([far,][possibly])
I(43,58): 0.11048439145088196	 ([show][man])
I(2,25): -0.11030328273773193	 ([movie][twists])
I(11,37): -0.10979041457176208	 ([phone][bad])
I(2,8): 0.10956579446792603	 ([movie][writing])
I(43,45): 0.10939878225326538	 ([show][far,])
I(5,55): -0.1092219352722168	 ([watched][even])
I(12,46): 0.10914301872253418	 ([- -][worst])
I(7,44): 0.10908132791519165	 ([home][- -])
I(2,11): 0.10896623134613037	 ([movie][phone])
I(14,56): -0.10893738269805908	 ([hoped][know])
I(23,47): 0.10865995287895203	 ([forced][re - enactments])
I(0,52): 0.10847842693328857	 ([blows][possibly])
I(44,49): -0.1083950400352478	 ([- -][" arrest])
I(44,53): -0.10834461450576782	 ([- -][bad])
I(37,42): 0.10831260681152344	 ([bad]["])
I(18,54): 0.10731261968612671	 ([would][re - enactments ).])
I(0,21): 0.1065988540649414	 ([blows][say,])
I(13,31): 0.10644912719726562	 ([watched][even])
I(6,25): -0.10641622543334961	 ([worked][twists])
I(20,49): 0.10636579990386963	 ([needless][" arrest])
I(4,47): -0.10627079010009766	 ([made.][re - enactments])
I(5,57): -0.10560494661331177	 ([watched][leading])
I(35,43): -0.10534077882766724	 ([more.][show])
I(5,54): 0.10529017448425293	 ([watched][re - enactments ).])
I(3,55): -0.10501444339752197	 ([got][even])
I(34,58): 0.10500261187553406	 ([end][man])
I(20,24): -0.10498178005218506	 ([needless][plot])
I(41,44): 0.10493361949920654	 ([files][- -])
I(37,38): 0.10447496175765991	 ([bad][re - enactment])
I(22,35): 0.10436514019966125	 ([revenge][more.])
I(17,21): -0.10433197021484375	 ([part][say,])
I(36,47): 0.10420858860015869	 ([acting][re - enactments])
I(35,45): 0.10404378175735474	 ([more.][far,])
I(9,34): 0.10387718677520752	 ([emails][end])
I(1,48): 0.10376501083374023	 ([mind][( really])
I(20,60): -0.10374307632446289	 ([needless][eye])
I(41,60): 0.1036672294139862	 ([files][eye])
I(30,49): -0.10355299711227417	 ([i'm][" arrest])
I(27,31): 0.10348603129386902	 ([emails][even])
I(34,47): 0.10333448648452759	 ([end][re - enactments])
I(4,18): -0.10297805070877075	 ([made.][would])
I(1,29): 0.10281708836555481	 ([mind][fact,])
I(15,42): 0.1025923490524292	 ([revenge]["])
I(20,25): 0.10247039794921875	 ([needless][twists])
I(18,53): 0.10242843627929688	 ([would][bad])
I(21,36): -0.10242033004760742	 ([say,][acting])
I(8,55): 0.10241419076919556	 ([writing][even])
I(5,8): -0.10235857963562012	 ([watched][writing])
I(1,28): 0.10214740037918091	 ([mind][watched.])
I(34): -0.10192373394966125	 ([end])
I(7,29): 0.10182291269302368	 ([home][fact,])
I(1,41): 0.10162055492401123	 ([mind][files])
I(44,47): 0.10159173607826233	 ([- -][re - enactments])
I(39,56): -0.10157322883605957	 ([scenarios][know])
I(2,33): 0.10156750679016113	 ([movie][happened])
I(3,45): 0.10150676965713501	 ([got][far,])
I(1,44): 0.10150229930877686	 ([mind][- -])
I(0,43): -0.10128143429756165	 ([blows][show])
I(37,47): 0.10119009017944336	 ([bad][re - enactments])
I(2,23): 0.10094302892684937	 ([movie][forced])
I(13,38): 0.10074281692504883	 ([watched][re - enactment])
I(43,56): -0.10072144865989685	 ([show][know])
I(49,59): -0.10048443078994751	 ([" arrest][third])
I(34,45): 0.10040241479873657	 ([end][far,])
I(34,35): 0.10008683800697327	 ([end][more.])
I(41,49): 0.0997079610824585	 ([files][" arrest])
I(48): 0.09943556785583496	 ([( really])
I(1,39): -0.09933269023895264	 ([mind][scenarios])
I(22,29): 0.09925654530525208	 ([revenge][fact,])
I(11,35): 0.09914416074752808	 ([phone][more.])
I(51,56): 0.09877941012382507	 (["][know])
I(33,35): -0.09848064184188843	 ([happened][more.])
I(14,60): -0.09836721420288086	 ([hoped][eye])
I(9,60): 0.09835082292556763	 ([emails][eye])
I(46,59): -0.0982733964920044	 ([worst][third])
I(19,23): -0.09770363569259644	 ([good.][forced])
I(28,54): -0.09758800268173218	 ([watched.][re - enactments ).])
I(10,33): 0.09749352931976318	 ([answering][happened])
I(39,52): -0.09746068716049194	 ([scenarios][possibly])
I(42,44): 0.09723988175392151	 (["][- -])
Sum: 81.66653707623482
==================================================
