---------- Players ----------
Player 0: blows
Player 1: mind
Player 2: movie
Player 3: got
Player 4: made.
Player 5: watched
Player 6: worked
Player 7: home
Player 8: writing
Player 9: emails
Player 10: answering
Player 11: phone
Player 12: - -
Player 13: watched
Player 14: hoped
Player 15: revenge
Player 16: "
Player 17: part
Player 18: would
Player 19: good.
Player 20: needless
Player 21: say,
Player 22: revenge
Player 23: forced
Player 24: plot
Player 25: twists
Player 26: worth
Player 27: emails
Player 28: watched.
Player 29: fact,
Player 30: i'm
Player 31: even
Player 32: sure
Player 33: happened
Player 34: end
Player 35: more.
Player 36: acting
Player 37: bad
Player 38: re - enactment
Player 39: scenarios
Player 40: " fbi
Player 41: files
Player 42: "
Player 43: show
Player 44: - -
Player 45: far,
Player 46: worst
Player 47: re - enactments
Player 48: ( really
Player 49: " arrest
Player 50: trial
Player 51: "
Player 52: possibly
Player 53: bad
Player 54: re - enactments ).
Player 55: even
Player 56: know
Player 57: leading
Player 58: man
Player 59: third
Player 60: eye
---------- Rewards ----------
v(): 0.5596803426742554	 ([])
v(1,50): 1.0324060916900635	 ([mind][trial])
v(1,51): 1.0105314254760742	 ([mind]["])
v(1,52): 1.2728419303894043	 ([mind][possibly])
v(1,53): 3.588888168334961	 ([mind][bad])
v(1,54): 0.00308150053024292	 ([mind][re - enactments ).])
v(1,55): 2.9447319507598877	 ([mind][even])
v(1,56): -0.21604901552200317	 ([mind][know])
v(1,57): 0.8720717430114746	 ([mind][leading])
v(1,58): 0.6914596557617188	 ([mind][man])
v(1,59): 0.6387479305267334	 ([mind][third])
v(1,60): 0.8519315719604492	 ([mind][eye])
v(2,3): 1.8443219661712646	 ([movie][got])
v(2,4): -2.7840397357940674	 ([movie][made.])
v(2,5): 0.04684025049209595	 ([movie][watched])
v(2,6): -0.33565354347229004	 ([movie][worked])
v(2,7): -0.584773600101471	 ([movie][home])
v(2,8): 0.5631533265113831	 ([movie][writing])
v(2,9): -0.07524305582046509	 ([movie][emails])
v(2,10): 0.3694782555103302	 ([movie][answering])
v(2,11): 0.36293497681617737	 ([movie][phone])
v(2,12): 0.17924368381500244	 ([movie][- -])
v(2,13): 0.5688181519508362	 ([movie][watched])
v(2,14): 1.6562349796295166	 ([movie][hoped])
v(2,15): 1.8080618381500244	 ([movie][revenge])
v(2,16): 0.4803776443004608	 ([movie]["])
v(2,17): 0.5352028012275696	 ([movie][part])
v(2,18): 0.8123556971549988	 ([movie][would])
v(2,19): 0.8944215774536133	 ([movie][good.])
v(2,20): 1.6630949974060059	 ([movie][needless])
v(2,21): 0.8857002854347229	 ([movie][say,])
v(2,22): 0.9249537587165833	 ([movie][revenge])
v(2,23): 0.8634160757064819	 ([movie][forced])
v(2,24): 0.865656852722168	 ([movie][plot])
v(2,25): 0.32553285360336304	 ([movie][twists])
v(2,26): 2.895866870880127	 ([movie][worth])
v(2,27): 0.16647517681121826	 ([movie][emails])
v(2,28): 0.8754006624221802	 ([movie][watched.])
v(2,29): 0.2186242938041687	 ([movie][fact,])
v(2,30): 0.722893476486206	 ([movie][i'm])
v(2,31): 1.3907315731048584	 ([movie][even])
v(2,32): 0.5486844182014465	 ([movie][sure])
v(2,33): 0.28074440360069275	 ([movie][happened])
v(2,34): 0.41862285137176514	 ([movie][end])
v(2,35): 0.12011504173278809	 ([movie][more.])
v(2,36): 1.5156241655349731	 ([movie][acting])
v(2,37): 3.8634328842163086	 ([movie][bad])
v(2,38): 0.4165743887424469	 ([movie][re - enactment])
v(2,39): 0.5983935594558716	 ([movie][scenarios])
v(2,40): 1.2890781164169312	 ([movie][" fbi])
v(2,41): -0.27965885400772095	 ([movie][files])
v(2,42): 0.5146702527999878	 ([movie]["])
v(2,43): 0.06016489863395691	 ([movie][show])
v(2,44): 0.3414851129055023	 ([movie][- -])
v(2,45): -0.39436912536621094	 ([movie][far,])
v(2,46): 1.8405559062957764	 ([movie][worst])
v(2,47): 0.28513118624687195	 ([movie][re - enactments])
v(2,48): 0.6103430390357971	 ([movie][( really])
v(2,49): 1.564766526222229	 ([movie][" arrest])
v(2,50): 0.8631877899169922	 ([movie][trial])
v(2,51): 0.838657021522522	 ([movie]["])
v(2,52): 1.00911283493042	 ([movie][possibly])
v(2,53): 3.906460762023926	 ([movie][bad])
v(2,54): -0.4868914484977722	 ([movie][re - enactments ).])
v(2,55): 2.5406084060668945	 ([movie][even])
v(2,56): -0.26166626811027527	 ([movie][know])
v(2,57): 0.7607271671295166	 ([movie][leading])
v(2,58): 0.7616189122200012	 ([movie][man])
v(2,59): 0.5802725553512573	 ([movie][third])
v(2,60): 0.7354485392570496	 ([movie][eye])
v(3,4): -1.3498159646987915	 ([got][made.])
v(3,5): 0.5917187929153442	 ([got][watched])
v(3,6): -0.16322126984596252	 ([got][worked])
v(3,7): -0.31768083572387695	 ([got][home])
v(3,8): 0.5310989022254944	 ([got][writing])
v(3,9): -0.10728815197944641	 ([got][emails])
v(3,10): 0.268718421459198	 ([got][answering])
v(3,11): 0.3081502318382263	 ([got][phone])
v(3,12): 0.26854804158210754	 ([got][- -])
v(3,13): 0.9242419004440308	 ([got][watched])
v(3,14): 1.409319281578064	 ([got][hoped])
v(3,15): 1.6306612491607666	 ([got][revenge])
v(3,16): 0.48656556010246277	 ([got]["])
v(3,17): 0.5480672717094421	 ([got][part])
v(3,18): 0.6731863021850586	 ([got][would])
v(3,19): 0.9157581329345703	 ([got][good.])
v(3,20): 1.4745631217956543	 ([got][needless])
v(3,21): 0.7841366529464722	 ([got][say,])
v(3,22): 0.8990456461906433	 ([got][revenge])
v(3,23): 0.8367840647697449	 ([got][forced])
v(3,24): 0.8143174648284912	 ([got][plot])
v(3,25): 0.41381925344467163	 ([got][twists])
v(3,26): 2.6649622917175293	 ([got][worth])
v(3,27): 0.0975116491317749	 ([got][emails])
v(3,28): 0.8370769023895264	 ([got][watched.])
v(3,29): 0.26069945096969604	 ([got][fact,])
v(3,30): 0.7121589183807373	 ([got][i'm])
v(3,31): 1.211979866027832	 ([got][even])
v(3,32): 0.6125554442405701	 ([got][sure])
v(3,33): 0.4117576479911804	 ([got][happened])
v(3,34): 0.44950440526008606	 ([got][end])
v(3,35): 0.20605215430259705	 ([got][more.])
v(3,36): 1.100328803062439	 ([got][acting])
v(3,37): 3.4585673809051514	 ([got][bad])
v(3,38): 0.6149976849555969	 ([got][re - enactment])
v(3,39): 0.7058941125869751	 ([got][scenarios])
v(3,40): 1.2560840845108032	 ([got][" fbi])
v(3,41): -0.19663876295089722	 ([got][files])
v(3,42): 0.5740843415260315	 ([got]["])
v(3,43): 0.24620799720287323	 ([got][show])
v(3,44): 0.36488568782806396	 ([got][- -])
v(3,45): -0.23802810907363892	 ([got][far,])
v(3,46): 1.7962297201156616	 ([got][worst])
v(3,47): 0.4816023111343384	 ([got][re - enactments])
v(3,48): 0.6346993446350098	 ([got][( really])
v(3,49): 1.3284298181533813	 ([got][" arrest])
v(3,50): 0.9465119242668152	 ([got][trial])
v(3,51): 0.7915027141571045	 ([got]["])
v(3,52): 0.9799331426620483	 ([got][possibly])
v(3,53): 3.2068474292755127	 ([got][bad])
v(3,54): -0.03152167797088623	 ([got][re - enactments ).])
v(3,55): 2.4153616428375244	 ([got][even])
v(3,56): -0.057318270206451416	 ([got][know])
v(3,57): 0.7442689538002014	 ([got][leading])
v(3,58): 0.6915834546089172	 ([got][man])
v(3,59): 0.5633038282394409	 ([got][third])
v(3,60): 0.8243326544761658	 ([got][eye])
v(4,5): -1.6329785585403442	 ([made.][watched])
v(4,6): -2.3530495166778564	 ([made.][worked])
v(4,7): -2.4538350105285645	 ([made.][home])
v(4,8): -1.2450312376022339	 ([made.][writing])
v(4,9): -2.038311004638672	 ([made.][emails])
v(4,10): -0.8978563547134399	 ([made.][answering])
v(4,11): -1.5056571960449219	 ([made.][phone])
v(4,12): -1.7621233463287354	 ([made.][- -])
v(4,13): -1.0772335529327393	 ([made.][watched])
v(4,14): 0.8011231422424316	 ([made.][hoped])
v(4,15): 2.501995325088501	 ([made.][revenge])
v(4,16): -1.3093832731246948	 ([made.]["])
v(4,17): -1.3524850606918335	 ([made.][part])
v(4,18): -1.3085354566574097	 ([made.][would])
v(4,19): -2.0118930339813232	 ([made.][good.])
v(4,20): 0.9085449576377869	 ([made.][needless])
v(4,21): -0.6676074266433716	 ([made.][say,])
v(4,22): 0.3591349720954895	 ([made.][revenge])
v(4,23): -0.9363498687744141	 ([made.][forced])
v(4,24): -0.9087186455726624	 ([made.][plot])
v(4,25): -1.9724771976470947	 ([made.][twists])
v(4,26): 2.5067667961120605	 ([made.][worth])
v(4,27): -1.5181291103363037	 ([made.][emails])
v(4,28): -1.0695757865905762	 ([made.][watched.])
v(4,29): -1.4358124732971191	 ([made.][fact,])
v(4,30): -0.6661742329597473	 ([made.][i'm])
v(4,31): 0.02426755428314209	 ([made.][even])
v(4,32): -1.2238471508026123	 ([made.][sure])
v(4,33): -1.0482304096221924	 ([made.][happened])
v(4,34): -1.4251562356948853	 ([made.][end])
v(4,35): -1.6721383333206177	 ([made.][more.])
v(4,36): -0.17219427227973938	 ([made.][acting])
v(4,37): 4.094913482666016	 ([made.][bad])
v(4,38): -1.2676888704299927	 ([made.][re - enactment])
v(4,39): -2.1528234481811523	 ([made.][scenarios])
v(4,40): -0.3685951828956604	 ([made.][" fbi])
v(4,41): -1.994627594947815	 ([made.][files])
v(4,42): -1.3182011842727661	 ([made.]["])
v(4,43): -2.0196151733398438	 ([made.][show])
v(4,44): -1.2902911901474	 ([made.][- -])
v(4,45): -2.640063524246216	 ([made.][far,])
v(4,46): 1.3732686042785645	 ([made.][worst])
v(4,47): -1.5754801034927368	 ([made.][re - enactments])
v(4,48): -1.2066806554794312	 ([made.][( really])
v(4,49): 0.41380298137664795	 ([made.][" arrest])
v(4,50): -0.6112624406814575	 ([made.][trial])
v(4,51): -1.033861756324768	 ([made.]["])
v(4,52): -0.8600443601608276	 ([made.][possibly])
v(4,53): 4.092187404632568	 ([made.][bad])
v(4,54): -2.384150981903076	 ([made.][re - enactments ).])
v(4,55): 1.4230202436447144	 ([made.][even])
v(4,56): -2.2653331756591797	 ([made.][know])
v(4,57): -1.12287175655365	 ([made.][leading])
v(4,58): -0.7741776704788208	 ([made.][man])
v(4,59): -1.188207745552063	 ([made.][third])
v(4,60): -0.731744647026062	 ([made.][eye])
v(5,6): -0.18244335055351257	 ([watched][worked])
v(5,7): -1.2076292037963867	 ([watched][home])
v(5,8): -0.14170867204666138	 ([watched][writing])
v(5,9): -0.7302889227867126	 ([watched][emails])
v(5,10): -0.067141592502594	 ([watched][answering])
v(5,11): -0.30907678604125977	 ([watched][phone])
v(5,12): -0.26731356978416443	 ([watched][- -])
v(5,13): 0.6260074377059937	 ([watched][watched])
v(5,14): 1.3303008079528809	 ([watched][hoped])
v(5,15): 1.6167813539505005	 ([watched][revenge])
v(5,16): 0.05033069849014282	 ([watched]["])
v(5,17): 0.000538945198059082	 ([watched][part])
v(5,18): 0.1734035313129425	 ([watched][would])
v(5,19): 0.3501095175743103	 ([watched][good.])
v(5,20): 1.7688308954238892	 ([watched][needless])
v(5,21): 0.6827565431594849	 ([watched][say,])
v(5,22): 0.6519855260848999	 ([watched][revenge])
v(5,23): 0.2380862534046173	 ([watched][forced])
v(5,24): 0.31032794713974	 ([watched][plot])
v(5,25): -0.21434569358825684	 ([watched][twists])
v(5,26): 3.3945531845092773	 ([watched][worth])
v(5,27): -0.4246755540370941	 ([watched][emails])
v(5,28): 0.2947359085083008	 ([watched][watched.])
v(5,29): -0.12842699885368347	 ([watched][fact,])
v(5,30): 0.47154244780540466	 ([watched][i'm])
v(5,31): 1.007278561592102	 ([watched][even])
v(5,32): 0.10553145408630371	 ([watched][sure])
v(5,33): -0.25504782795906067	 ([watched][happened])
v(5,34): -0.08636152744293213	 ([watched][end])
v(5,35): -0.39668774604797363	 ([watched][more.])
v(5,36): 0.6721580028533936	 ([watched][acting])
v(5,37): 3.6294126510620117	 ([watched][bad])
v(5,38): 0.09666621685028076	 ([watched][re - enactment])
v(5,39): 0.04503878951072693	 ([watched][scenarios])
v(5,40): 0.6429086923599243	 ([watched][" fbi])
v(5,41): -0.5970277190208435	 ([watched][files])
v(5,42): 0.05215805768966675	 ([watched]["])
v(5,43): -0.11839237809181213	 ([watched][show])
v(5,44): -0.03781196475028992	 ([watched][- -])
v(5,45): -0.8371402621269226	 ([watched][far,])
v(5,46): 1.4585601091384888	 ([watched][worst])
v(5,47): -0.044725120067596436	 ([watched][re - enactments])
v(5,48): 0.12081724405288696	 ([watched][( really])
v(5,49): 0.8040698170661926	 ([watched][" arrest])
v(5,50): 0.3445929288864136	 ([watched][trial])
v(5,51): 0.3080402612686157	 ([watched]["])
v(5,52): 0.40356016159057617	 ([watched][possibly])
v(5,53): 3.2581911087036133	 ([watched][bad])
v(5,54): -0.7105734944343567	 ([watched][re - enactments ).])
v(5,55): 1.873081922531128	 ([watched][even])
v(5,56): -0.8160157203674316	 ([watched][know])
v(5,57): 0.08029788732528687	 ([watched][leading])
v(5,58): 0.1956460177898407	 ([watched][man])
v(5,59): 0.01391512155532837	 ([watched][third])
v(5,60): 0.017661452293395996	 ([watched][eye])
v(6,7): -0.976181149482727	 ([worked][home])
v(6,8): -0.41296660900115967	 ([worked][writing])
v(6,9): -0.8055404424667358	 ([worked][emails])
v(6,10): -0.30990317463874817	 ([worked][answering])
v(6,11): -0.6203022599220276	 ([worked][phone])
v(6,12): -0.5375373363494873	 ([worked][- -])
v(6,13): -0.1000978946685791	 ([worked][watched])
v(6,14): 0.7526896595954895	 ([worked][hoped])
v(6,15): 0.7232426404953003	 ([worked][revenge])
v(6,16): -0.25254032015800476	 ([worked]["])
v(6,17): -0.27908265590667725	 ([worked][part])
v(6,18): -0.15126767754554749	 ([worked][would])
v(6,19): 0.17191335558891296	 ([worked][good.])
v(6,20): 1.3655537366867065	 ([worked][needless])
v(6,21): 0.05828550457954407	 ([worked][say,])
v(6,22): 0.30254867672920227	 ([worked][revenge])
v(6,23): -0.12103313207626343	 ([worked][forced])
v(6,24): -0.05181124806404114	 ([worked][plot])
v(6,25): -0.42382240295410156	 ([worked][twists])
v(6,26): 2.6284918785095215	 ([worked][worth])
v(6,27): -0.8134663105010986	 ([worked][emails])
v(6,28): -0.12658247351646423	 ([worked][watched.])
v(6,29): -0.3682556748390198	 ([worked][fact,])
v(6,30): -0.06603249907493591	 ([worked][i'm])
v(6,31): 0.44181132316589355	 ([worked][even])
v(6,32): -0.1594882607460022	 ([worked][sure])
v(6,33): -0.45460057258605957	 ([worked][happened])
v(6,34): -0.31283053755760193	 ([worked][end])
v(6,35): -0.5457560420036316	 ([worked][more.])
v(6,36): 0.34940409660339355	 ([worked][acting])
v(6,37): 2.7312278747558594	 ([worked][bad])
v(6,38): -0.377605676651001	 ([worked][re - enactment])
v(6,39): -0.4080454707145691	 ([worked][scenarios])
v(6,40): 0.030105143785476685	 ([worked][" fbi])
v(6,41): -1.0653331279754639	 ([worked][files])
v(6,42): -0.24278777837753296	 ([worked]["])
v(6,43): -0.6702179312705994	 ([worked][show])
v(6,44): -0.2429760992527008	 ([worked][- -])
v(6,45): -0.7929202914237976	 ([worked][far,])
v(6,46): 0.839922308921814	 ([worked][worst])
v(6,47): -0.40037763118743896	 ([worked][re - enactments])
v(6,48): -0.1584751009941101	 ([worked][( really])
v(6,49): 0.46473464369773865	 ([worked][" arrest])
v(6,50): 0.007864117622375488	 ([worked][trial])
v(6,51): 0.0031432807445526123	 ([worked]["])
v(6,52): 0.2157207429409027	 ([worked][possibly])
v(6,53): 2.8745410442352295	 ([worked][bad])
v(6,54): -1.030301570892334	 ([worked][re - enactments ).])
v(6,55): 1.4861676692962646	 ([worked][even])
v(6,56): -1.1608054637908936	 ([worked][know])
v(6,57): -0.16556882858276367	 ([worked][leading])
v(6,58): -0.1931346356868744	 ([worked][man])
v(6,59): -0.2121054232120514	 ([worked][third])
v(6,60): 0.08039572834968567	 ([worked][eye])
v(7,8): -0.6918717622756958	 ([home][writing])
v(7,9): -0.611007809638977	 ([home][emails])
v(7,10): -0.7761030793190002	 ([home][answering])
v(7,11): -0.4696941375732422	 ([home][phone])
v(7,12): -0.8059653639793396	 ([home][- -])
v(7,13): -0.5866841673851013	 ([home][watched])
v(7,14): 0.308874249458313	 ([home][hoped])
v(7,15): 0.6884801387786865	 ([home][revenge])
v(7,16): -0.4947960376739502	 ([home]["])
v(7,17): -0.5192785263061523	 ([home][part])
v(7,18): -0.3759872317314148	 ([home][would])
v(7,19): -0.08411955833435059	 ([home][good.])
v(7,20): 0.8378745913505554	 ([home][needless])
v(7,21): -0.13798192143440247	 ([home][say,])
v(7,22): 0.008455336093902588	 ([home][revenge])
v(7,23): -0.24723109602928162	 ([home][forced])
v(7,24): -0.11537826061248779	 ([home][plot])
v(7,25): -0.4594259262084961	 ([home][twists])
v(7,26): 1.912501335144043	 ([home][worth])
v(7,27): -0.8869483470916748	 ([home][emails])
v(7,28): -0.2744298279285431	 ([home][watched.])
v(7,29): -0.6736416220664978	 ([home][fact,])
v(7,30): -0.3535171151161194	 ([home][i'm])
v(7,31): 0.26568102836608887	 ([home][even])
v(7,32): -0.3877192735671997	 ([home][sure])
v(7,33): -0.7467145919799805	 ([home][happened])
v(7,34): -0.45049387216567993	 ([home][end])
v(7,35): -0.7575626969337463	 ([home][more.])
v(7,36): 0.369861364364624	 ([home][acting])
v(7,37): 3.0332751274108887	 ([home][bad])
v(7,38): -0.5299606323242188	 ([home][re - enactment])
v(7,39): -0.1302313506603241	 ([home][scenarios])
v(7,40): 0.47447624802589417	 ([home][" fbi])
v(7,41): -1.0382390022277832	 ([home][files])
v(7,42): -0.42188560962677	 ([home]["])
v(7,43): -0.7872411608695984	 ([home][show])
v(7,44): -0.554188072681427	 ([home][- -])
v(7,45): -1.1038926839828491	 ([home][far,])
v(7,46): 0.8046621680259705	 ([home][worst])
v(7,47): -0.4196438193321228	 ([home][re - enactments])
v(7,48): -0.2969360649585724	 ([home][( really])
v(7,49): 0.3947720527648926	 ([home][" arrest])
v(7,50): -0.13458874821662903	 ([home][trial])
v(7,51): -0.1628577709197998	 ([home]["])
v(7,52): 0.07751244306564331	 ([home][possibly])
v(7,53): 2.6142587661743164	 ([home][bad])
v(7,54): -1.203726053237915	 ([home][re - enactments ).])
v(7,55): 1.201863408088684	 ([home][even])
v(7,56): -1.4537211656570435	 ([home][know])
v(7,57): -0.25920459628105164	 ([home][leading])
v(7,58): -0.4548764228820801	 ([home][man])
v(7,59): -0.5106001496315002	 ([home][third])
