---------- Players ----------
Player 0: fcc
Player 1: ruled
Player 2: state
Player 3: regulation
Player 4: voice - over - ip
Player 5: phone
Player 6: services,
Player 7: saying
Player 8: disparate
Player 9: state
Player 10: regulations
Player 11: would
Player 12: slow
Player 13: rollout.
---------- Rewards ----------
v(): -2.664400577545166	 ([])
v(3 5): -4.960115909576416	 ([regulation][phone])
v(3 6): 5.569181442260742	 ([regulation][services,])
v(3 7): 3.2303757667541504	 ([regulation][saying])
v(3 8): 4.9280805587768555	 ([regulation][disparate])
v(3 9): 2.787052631378174	 ([regulation][state])
v(3 10): 3.377955198287964	 ([regulation][regulations])
v(3 11): 4.427272796630859	 ([regulation][would])
v(3 12): 3.05419659614563	 ([regulation][slow])
v(3 13): 5.188473224639893	 ([regulation][rollout.])
v(4 5): -7.242011070251465	 ([voice - over - ip][phone])
v(4 6): -4.5038557052612305	 ([voice - over - ip][services,])
v(4 7): -6.808344841003418	 ([voice - over - ip][saying])
v(4 8): -7.275301456451416	 ([voice - over - ip][disparate])
v(4 9): -7.43097448348999	 ([voice - over - ip][state])
v(4 10): -6.054173946380615	 ([voice - over - ip][regulations])
v(4 11): -6.5968170166015625	 ([voice - over - ip][would])
v(4 12): -7.522154331207275	 ([voice - over - ip][slow])
v(4 13): -2.5400705337524414	 ([voice - over - ip][rollout.])
v(5 6): -4.219493865966797	 ([phone][services,])
v(5 7): -6.5804033279418945	 ([phone][saying])
v(5 8): -7.311437129974365	 ([phone][disparate])
v(5 9): -7.623999118804932	 ([phone][state])
v(5 10): -5.307890892028809	 ([phone][regulations])
v(5 11): -7.074876308441162	 ([phone][would])
v(5 12): -7.689554691314697	 ([phone][slow])
v(5 13): -3.0547757148742676	 ([phone][rollout.])
v(6 7): 0.2783612012863159	 ([services,][saying])
v(6 8): 1.9020484685897827	 ([services,][disparate])
v(6 9): -1.0905622243881226	 ([services,][state])
v(6 10): 1.918423056602478	 ([services,][regulations])
v(6 11): 2.5199520587921143	 ([services,][would])
v(6 12): 1.1255759000778198	 ([services,][slow])
v(6 13): 5.936924457550049	 ([services,][rollout.])
v(7 8): -2.8210701942443848	 ([saying][disparate])
v(7 9): -3.7814078330993652	 ([saying][state])
v(7 10): -0.4579300880432129	 ([saying][regulations])
v(7 11): -3.226649522781372	 ([saying][would])
v(7 12): -3.7227916717529297	 ([saying][slow])
v(7 13): 5.078129768371582	 ([saying][rollout.])
v(8 9): -3.7016611099243164	 ([disparate][state])
v(8 10): 0.8378075361251831	 ([disparate][regulations])
v(8 11): -1.683174967765808	 ([disparate][would])
v(8 12): -3.517899513244629	 ([disparate][slow])
v(8 13): 5.056101322174072	 ([disparate][rollout.])
v(9 10): -1.8865938186645508	 ([state][regulations])
v(9 11): -2.795767068862915	 ([state][would])
v(9 12): -4.810629367828369	 ([state][slow])
v(9 13): 4.145218849182129	 ([state][rollout.])
v(10 11): -0.3327016830444336	 ([regulations][would])
v(10 12): -1.2657079696655273	 ([regulations][slow])
v(10 13): 4.861927032470703	 ([regulations][rollout.])
v(11 12): -3.7227416038513184	 ([would][slow])
v(11 13): 4.99062967300415	 ([would][rollout.])
v(12 13): 5.084907531738281	 ([slow][rollout.])
---------- Rewards-v() ----------
v(0 13): 9.271713256835938, EP: 1.1964569091796875	 ([fcc][rollout.])
v(0 3): 9.17630386352539, EP: 1.1841449737548828	 ([fcc][regulation])
v(6 13): 8.601325035095215, EP: 1.1099474430084229	 ([services,][rollout.])
v(3 6): 8.23358154296875, EP: 1.0624924898147583	 ([regulation][services,])
v(3 13): 7.852873802185059, EP: 1.013364553451538	 ([regulation][rollout.])
v(13): 7.794806003570557, EP: 1.0058711767196655	 ([rollout.])
v(12 13): 7.749308109283447, EP: 1.0	 ([slow][rollout.])
v(7 13): 7.742530345916748, EP: 0.9991253614425659	 ([saying][rollout.])
v(8 13): 7.720501899719238, EP: 0.9962827563285828	 ([disparate][rollout.])
v(11 13): 7.655030250549316, EP: 0.9878340363502502	 ([would][rollout.])
v(3 8): 7.5924811363220215, EP: 0.9797624349594116	 ([regulation][disparate])
v(10 13): 7.526327610015869, EP: 0.9712257385253906	 ([regulations][rollout.])
v(3): 7.329300880432129, EP: 0.9458006620407104	 ([regulation])
v(3 11): 7.091673374176025, EP: 0.9151363372802734	 ([regulation][would])
v(1 13): 6.877099990844727, EP: 0.887446939945221	 ([ruled][rollout.])
v(9 13): 6.809619426727295, EP: 0.8787389993667603	 ([state][rollout.])
v(1 3): 6.661834239959717, EP: 0.8596682548522949	 ([ruled][regulation])
v(3 10): 6.042355537414551, EP: 0.7797284126281738	 ([regulation][regulations])
v(2 13): 5.9754767417907715, EP: 0.7710980772972107	 ([state][rollout.])
v(3 7): 5.894776344299316, EP: 0.7606841921806335	 ([regulation][saying])
v(0 1): 5.784160614013672, EP: 0.7464099526405334	 ([fcc][ruled])
v(3 12): 5.718597412109375, EP: 0.7379494309425354	 ([regulation][slow])
v(3 9): 5.45145320892334, EP: 0.7034761309623718	 ([regulation][state])
v(0 6): 5.293896198272705, EP: 0.6831443905830383	 ([fcc][services,])
v(6 11): 5.184352874755859, EP: 0.6690084934234619	 ([services,][would])
v(5 12): -5.025154113769531, EP: -0.6484648585319519	 ([phone][slow])
v(5 9): -4.959598541259766, EP: -0.640005350112915	 ([phone][state])
v(4 12): -4.857753753662109, EP: -0.6268628835678101	 ([voice - over - ip][slow])
v(4 9): -4.766573905944824, EP: -0.6150966882705688	 ([voice - over - ip][state])
v(5): -4.7602081298828125, EP: -0.6142752170562744	 ([phone])
v(2 4): -4.723019123077393, EP: -0.6094762086868286	 ([state][voice - over - ip])
v(3 4): -4.690286159515381, EP: -0.6052522659301758	 ([regulation][voice - over - ip])
v(5 8): -4.647036552429199, EP: -0.5996711850166321	 ([phone][disparate])
v(4 8): -4.61090087890625, EP: -0.5950080752372742	 ([voice - over - ip][disparate])
v(6 10): 4.582823753356934, EP: 0.5913848876953125	 ([services,][regulations])
v(4 5): -4.577610492706299, EP: -0.5907121300697327	 ([voice - over - ip][phone])
v(6 8): 4.566449165344238, EP: 0.5892718434333801	 ([services,][disparate])
v(4): -4.41609001159668, EP: -0.5698689222335815	 ([voice - over - ip])
v(5 11): -4.410475730895996, EP: -0.5691444277763367	 ([phone][would])
v(0 10): 4.3304033279418945, EP: 0.558811604976654	 ([fcc][regulations])
v(4 7): -4.143944263458252, EP: -0.53475022315979	 ([voice - over - ip][saying])
v(2 5): -4.061583042144775, EP: -0.5241219997406006	 ([state][phone])
v(0 8): 4.017053604125977, EP: 0.5183757543563843	 ([fcc][disparate])
v(0 11): 3.9388272762298584, EP: 0.5082811713218689	 ([fcc][would])
v(4 11): -3.9324164390563965, EP: -0.5074538588523865	 ([voice - over - ip][would])
v(5 7): -3.9160027503967285, EP: -0.505335807800293	 ([phone][saying])
v(6): 3.858242988586426, EP: 0.49788224697113037	 ([services,])
v(6 12): 3.7899765968322754, EP: 0.48907288908958435	 ([services,][slow])
v(8 10): 3.5022082328796387, EP: 0.4519381821155548	 ([disparate][regulations])
v(4 10): -3.389773368835449, EP: -0.43742915987968445	 ([voice - over - ip][regulations])
v(0): 3.3575170040130615, EP: 0.43326666951179504	 ([fcc])
v(0 12): 3.317298650741577, EP: 0.42807674407958984	 ([fcc][slow])
v(1 4): -3.291201114654541, EP: -0.4247090220451355	 ([ruled][voice - over - ip])
v(0 7): 3.2836384773254395, EP: 0.423733115196228	 ([fcc][saying])
v(1 6): 3.210761547088623, EP: 0.41432881355285645	 ([ruled][services,])
v(6 7): 2.9427618980407715, EP: 0.37974512577056885	 ([services,][saying])
v(1 5): -2.922542095184326, EP: -0.37713587284088135	 ([ruled][phone])
v(2 3): 2.874948501586914, EP: 0.3709942102432251	 ([state][regulation])
v(0 2): 2.8491714000701904, EP: 0.3676678538322449	 ([fcc][state])
v(0 9): 2.721421718597412, EP: 0.3511825501918793	 ([fcc][state])
v(1 11): 2.706437587738037, EP: 0.3492489457130432	 ([ruled][would])
v(5 10): -2.6434903144836426, EP: -0.3411259651184082	 ([phone][regulations])
v(1 10): 2.6105566024780273, EP: 0.3368760943412781	 ([ruled][regulations])
v(10): 2.471957206726074, EP: 0.31899070739746094	 ([regulations])
v(1 2): -2.3527073860168457, EP: -0.3036022484302521	 ([ruled][state])
v(10 11): 2.3316988945007324, EP: 0.300891250371933	 ([regulations][would])
v(3 5): -2.29571533203125, EP: -0.29624778032302856	 ([regulation][phone])
v(7 10): 2.206470489501953, EP: 0.28473129868507385	 ([saying][regulations])
v(9 12): -2.146228790283203, EP: -0.2769574820995331	 ([state][slow])
v(1 12): 2.116392135620117, EP: 0.27310723066329956	 ([ruled][slow])
v(4 6): -1.8394551277160645, EP: -0.23737023770809174	 ([voice - over - ip][services,])
v(12): -1.816694736480713, EP: -0.2344331592321396	 ([slow])
v(2 7): -1.7187538146972656, EP: -0.2217944860458374	 ([state][saying])
v(6 9): 1.5738383531570435, EP: 0.20309405028820038	 ([services,][state])
v(5 6): -1.5550932884216309, EP: -0.2006751149892807	 ([phone][services,])
v(10 12): 1.3986926078796387, EP: 0.1804925799369812	 ([regulations][slow])
v(2): -1.2908837795257568, EP: -0.16658052802085876	 ([state])
v(1 8): 1.2519208192825317, EP: 0.16155259311199188	 ([ruled][disparate])
v(7 9): -1.1170072555541992, EP: -0.14414283633232117	 ([saying][state])
v(7 12): -1.0583910942077637, EP: -0.1365787833929062	 ([saying][slow])
v(11 12): -1.0583410263061523, EP: -0.13657233119010925	 ([would][slow])
v(8 9): -1.0372605323791504, EP: -0.133852019906044	 ([disparate][state])
v(8 11): 0.9812256097793579, EP: 0.1266210675239563	 ([disparate][would])
v(8 12): -0.8534989356994629, EP: -0.11013872921466827	 ([disparate][slow])
v(9 10): 0.7778067588806152, EP: 0.10037112236022949	 ([state][regulations])
v(2 8): -0.7497878074645996, EP: -0.09675545245409012	 ([state][disparate])
v(9): -0.7159109115600586, EP: -0.09238384664058685	 ([state])
v(2 9): -0.6404433250427246, EP: -0.0826452299952507	 ([state][state])
v(7 11): -0.562248945236206, EP: -0.07255472987890244	 ([saying][would])
v(2 12): -0.48272228240966797, EP: -0.06229230761528015	 ([state][slow])
v(0 4): 0.4167032241821289, EP: 0.05377295985817909	 ([fcc][voice - over - ip])
v(2 11): 0.4112834930419922, EP: 0.05307357758283615	 ([state][would])
v(5 13): -0.39037513732910156, EP: -0.05037548393011093	 ([phone][rollout.])
v(1 9): 0.3771331310272217, EP: 0.048666685819625854	 ([ruled][state])
v(8): 0.3648560047149658, EP: 0.04708239808678627	 ([disparate])
v(1): 0.3543829917907715, EP: 0.045730918645858765	 ([ruled])
v(11): 0.3011302947998047, EP: 0.038858991116285324	 ([would])
v(2 6): -0.28400278091430664, EP: -0.036648791283369064	 ([state][services,])
v(7 8): -0.15666961669921875, EP: -0.02021723985671997	 ([saying][disparate])
v(9 11): -0.13136649131774902, EP: -0.01695202849805355	 ([state][would])
v(4 13): 0.12433004379272461, EP: 0.016044018790125847	 ([voice - over - ip][rollout.])
v(2 10): 0.10630083084106445, EP: 0.013717460446059704	 ([state][regulations])
v(1 7): 0.10477757453918457, EP: 0.013520894572138786	 ([ruled][saying])
v(0 5): 0.08610200881958008, EP: 0.01111092884093523	 ([fcc][phone])
v(7): 0.06477713584899902, EP: 0.008359086699783802	 ([saying])
v(): 0.0, EP: 0.0	 ([])
==================================================
