---------- Players ----------
Player 0: -
Player 1: sons
Player 2: sentenced
Player 3: life
Player 4: prison,
Player 5: adelle
Player 6: ( debbie
Player 7: reynolds )
Player 8: helen
Player 9: ( shirley
Player 10: winters )
Player 11: begin
Player 12: receiving
Player 13: threatening
Player 14: phone
Player 15: calls
Player 16: someone
Player 17: fells
Player 18: sons
Player 19: got
Player 20: easy.
Player 21: pair
Player 22: decides
Player 23: move
Player 24: california
Player 25: escape
Player 26: publicity
Player 27: trial
Player 28: start
Player 29: new
Player 30: life.
Player 31: start
Player 32: dance
Player 33: school
Player 34: soon
Player 35: successful.
Player 36: one
Player 37: students
Player 38: rich
Player 39: unmarried
Player 40: father
Player 41: adelle
Player 42: quickly
Player 43: falls
Player 44: love.
Player 45: meantime,
Player 46: helen
Player 47: busy
Player 48: raising
Player 49: rabbits
Player 50: becoming
Player 51: little
Player 52: infatuated
Player 53: evangelist
Player 54: radio.
Player 55: mater
Player 56: time
Player 57: everything
Player 58: falls
Player 59: apart
Player 60: women
Player 61: enter
Player 62: world
Player 63: madness
---------- AND Interactions (Pairwise Only) ----------
I(6,7): 2.5559804439544678	 ([( debbie][reynolds )])
I(55,61): 0.30884647369384766	 ([mater][enter])
I(3,25): -0.30785995721817017	 ([life][escape])
I(17,54): 0.306826651096344	 ([fells][radio.])
I(38,45): -0.3066936731338501	 ([rich][meantime,])
I(1,41): 0.3038443922996521	 ([sons][adelle])
I(30,58): 0.30336058139801025	 ([life.][falls])
I(59,60): -0.30123841762542725	 ([apart][women])
I(8,41): 0.3005637526512146	 ([helen][adelle])
I(40,41): 0.30001699924468994	 ([father][adelle])
I(47,62): 0.29932594299316406	 ([busy][world])
I(22,26): 0.29908043146133423	 ([decides][publicity])
I(56,62): -0.2985420227050781	 ([time][world])
I(27,28): -0.2982317805290222	 ([trial][start])
I(43,55): -0.29793214797973633	 ([falls][mater])
I(28,43): -0.29676783084869385	 ([start][falls])
I(5,63): -0.29619264602661133	 ([adelle][madness])
I(39,41): 0.29555338621139526	 ([unmarried][adelle])
I(40,58): 0.29477694630622864	 ([father][falls])
I(20,22): -0.29350292682647705	 ([easy.][decides])
I(17,26): 0.29303616285324097	 ([fells][publicity])
I(4,32): 0.2920162081718445	 ([prison,][dance])
I(16,17): 0.2917024493217468	 ([someone][fells])
I(24,30): 0.29160237312316895	 ([california][life.])
I(17,20): -0.29156702756881714	 ([fells][easy.])
I(24,49): -0.29006242752075195	 ([california][rabbits])
I(37,44): -0.2900589108467102	 ([students][love.])
I(56,60): -0.28996115922927856	 ([time][women])
I(2,55): -0.28992462158203125	 ([sentenced][mater])
I(33,36): 0.2886362075805664	 ([school][one])
I(46,48): 0.28797483444213867	 ([helen][raising])
I(6,32): 0.28788405656814575	 ([( debbie][dance])
I(39,53): -0.2876933217048645	 ([unmarried][evangelist])
I(5,35): 0.2876744270324707	 ([adelle][successful.])
I(56,58): -0.2867302894592285	 ([time][falls])
I(18,47): 0.28654152154922485	 ([sons][busy])
I(10,18): -0.28532707691192627	 ([winters )][sons])
I(10,33): -0.28455650806427	 ([winters )][school])
I(6,10): 0.28320229053497314	 ([( debbie][winters )])
I(32,44): -0.28255921602249146	 ([dance][love.])
I(37,38): -0.2811483144760132	 ([students][rich])
I(3,6): 0.28059500455856323	 ([life][( debbie])
I(0,58): 0.28015053272247314	 ([-][falls])
I(6,60): 0.27954715490341187	 ([( debbie][women])
I(3,14): -0.27837133407592773	 ([life][phone])
I(35,61): -0.2763887047767639	 ([successful.][enter])
I(41,56): 0.27629154920578003	 ([adelle][time])
I(13,40): -0.27599406242370605	 ([threatening][father])
I(52,54): -0.2755885720252991	 ([infatuated][radio.])
I(28,40): 0.27542757987976074	 ([start][father])
I(1,30): -0.27515941858291626	 ([sons][life.])
I(34,40): 0.27488356828689575	 ([soon][father])
I(37,45): -0.2744646668434143	 ([students][meantime,])
I(1,32): -0.27351999282836914	 ([sons][dance])
I(36,37): 0.27298039197921753	 ([one][students])
I(59,63): 0.27284473180770874	 ([apart][madness])
I(9,41): 0.2719036936759949	 ([( shirley][adelle])
I(52,58): 0.271841824054718	 ([infatuated][falls])
I(30,54): 0.2712826728820801	 ([life.][radio.])
I(9,26): 0.27127110958099365	 ([( shirley][publicity])
I(37,52): -0.2705262303352356	 ([students][infatuated])
I(25,44): -0.2701720595359802	 ([escape][love.])
I(14,63): -0.26866763830184937	 ([phone][madness])
I(8,10): -0.267871618270874	 ([helen][winters )])
I(2,19): -0.267317533493042	 ([sentenced][got])
I(35,56): -0.2659127712249756	 ([successful.][time])
I(1,2): -0.26572275161743164	 ([sons][sentenced])
I(2,56): 0.26504379510879517	 ([sentenced][time])
I(13,59): 0.2646903395652771	 ([threatening][apart])
I(37,43): -0.2646397352218628	 ([students][falls])
I(52,55): -0.26359623670578003	 ([infatuated][mater])
I(17,30): -0.26330846548080444	 ([fells][life.])
I(35,52): -0.26163947582244873	 ([successful.][infatuated])
I(50,61): 0.26018255949020386	 ([becoming][enter])
I(18,25): -0.2593415379524231	 ([sons][escape])
I(44,54): -0.25820213556289673	 ([love.][radio.])
I(1,10): -0.257831335067749	 ([sons][winters )])
I(0,13): 0.2575719356536865	 ([-][threatening])
I(1,34): 0.2569580078125	 ([sons][soon])
I(33,47): -0.2566649913787842	 ([school][busy])
I(24,27): -0.2556496858596802	 ([california][trial])
I(17,22): 0.25545650720596313	 ([fells][decides])
I(30,60): -0.25457537174224854	 ([life.][women])
I(14,30): -0.2545607089996338	 ([phone][life.])
I(30,34): 0.2540321350097656	 ([life.][soon])
I(6,58): -0.25366711616516113	 ([( debbie][falls])
I(38,55): -0.25346314907073975	 ([rich][mater])
I(16,33): -0.25328052043914795	 ([someone][school])
I(4,43): -0.2529779076576233	 ([prison,][falls])
I(10,55): -0.25271522998809814	 ([winters )][mater])
I(31,33): -0.25193876028060913	 ([start][school])
I(20,31): 0.2516012191772461	 ([easy.][start])
I(21,63): 0.25093019008636475	 ([pair][madness])
I(6,33): 0.25056129693984985	 ([( debbie][school])
I(33,40): -0.24964725971221924	 ([school][father])
I(25,49): -0.249456524848938	 ([escape][rabbits])
I(12,35): -0.24873650074005127	 ([receiving][successful.])
I(3,7): -0.2487163543701172	 ([life][reynolds )])
I(4,13): 0.2485969066619873	 ([prison,][threatening])
I(38,50): 0.24828362464904785	 ([rich][becoming])
I(41,49): 0.24824106693267822	 ([adelle][rabbits])
I(9,35): 0.2466583251953125	 ([( shirley][successful.])
I(33,34): 0.24611222743988037	 ([school][soon])
I(6,49): 0.24582123756408691	 ([( debbie][rabbits])
I(32,48): -0.24559640884399414	 ([dance][raising])
I(21,24): 0.24390530586242676	 ([pair][california])
I(11,25): -0.2435762882232666	 ([begin][escape])
I(32,38): -0.24342769384384155	 ([dance][rich])
I(24,55): 0.2425985336303711	 ([california][mater])
I(55,57): -0.24217945337295532	 ([mater][everything])
I(32,59): -0.24213820695877075	 ([dance][apart])
I(20,23): -0.24132972955703735	 ([easy.][move])
I(26,52): -0.23950034379959106	 ([publicity][infatuated])
I(3,44): -0.23928982019424438	 ([life][love.])
I(38,62): -0.2387559413909912	 ([rich][world])
I(30,53): -0.23846584558486938	 ([life.][evangelist])
I(14,25): -0.2379348874092102	 ([phone][escape])
I(41,48): 0.23789018392562866	 ([adelle][raising])
I(10,14): -0.2374197244644165	 ([winters )][phone])
I(27,44): 0.23721879720687866	 ([trial][love.])
I(31,40): 0.2370588779449463	 ([start][father])
I(3,47): 0.23669791221618652	 ([life][busy])
I(20,35): 0.23655915260314941	 ([easy.][successful.])
I(18,28): 0.2357252836227417	 ([sons][start])
I(30,63): 0.23564410209655762	 ([life.][madness])
I(17,55): -0.234197735786438	 ([fells][mater])
I(5,13): -0.2338857650756836	 ([adelle][threatening])
I(49,54): -0.23379546403884888	 ([rabbits][radio.])
I(13,50): 0.23215442895889282	 ([threatening][becoming])
I(7,35): 0.2312447428703308	 ([reynolds )][successful.])
I(16,62): 0.23122406005859375	 ([someone][world])
I(2,53): -0.22926032543182373	 ([sentenced][evangelist])
I(30,47): 0.22903716564178467	 ([life.][busy])
I(3,37): -0.22847223281860352	 ([life][students])
I(24,61): -0.2275005578994751	 ([california][enter])
I(45,48): 0.2274743914604187	 ([meantime,][raising])
I(6,31): 0.2273198366165161	 ([( debbie][start])
I(2,37): -0.22715836763381958	 ([sentenced][students])
I(2,52): 0.22446686029434204	 ([sentenced][infatuated])
I(36,52): -0.2243952751159668	 ([one][infatuated])
I(34,52): -0.2236505150794983	 ([soon][infatuated])
I(54,59): 0.22328251600265503	 ([radio.][apart])
I(14,44): -0.22300118207931519	 ([phone][love.])
I(20,32): 0.22278571128845215	 ([easy.][dance])
I(18,34): 0.22201502323150635	 ([sons][soon])
I(46,60): 0.22028106451034546	 ([helen][women])
I(38,52): -0.21924984455108643	 ([rich][infatuated])
I(37,57): -0.21900951862335205	 ([students][everything])
I(22,32): -0.21847295761108398	 ([decides][dance])
I(25,30): -0.2184033989906311	 ([escape][life.])
I(3,38): -0.21816730499267578	 ([life][rich])
I(31,47): 0.21767199039459229	 ([start][busy])
I(36,54): -0.21761000156402588	 ([one][radio.])
I(26,47): 0.2172708511352539	 ([publicity][busy])
I(10,54): 0.21713149547576904	 ([winters )][radio.])
I(2,18): -0.2165372371673584	 ([sentenced][sons])
I(6,45): -0.21643275022506714	 ([( debbie][meantime,])
I(27,62): 0.21611499786376953	 ([trial][world])
I(8,58): -0.21566355228424072	 ([helen][falls])
I(3,49): -0.21553641557693481	 ([life][rabbits])
I(22,56): 0.2148393988609314	 ([decides][time])
I(38,60): -0.2133045792579651	 ([rich][women])
I(6,37): 0.21302831172943115	 ([( debbie][students])
I(18,56): -0.21247434616088867	 ([sons][time])
I(19,44): -0.2121058702468872	 ([got][love.])
I(1,35): -0.21195203065872192	 ([sons][successful.])
I(44,46): -0.21157515048980713	 ([love.][helen])
I(10,24): -0.21112781763076782	 ([winters )][california])
I(55,59): -0.21091532707214355	 ([mater][apart])
I(1,38): -0.21070653200149536	 ([sons][rich])
I(13,25): 0.20914316177368164	 ([threatening][escape])
I(30,56): -0.20890647172927856	 ([life.][time])
I(8,9): -0.20873910188674927	 ([helen][( shirley])
I(1,63): -0.20794415473937988	 ([sons][madness])
I(33,39): -0.20749562978744507	 ([school][unmarried])
I(10,37): -0.20703035593032837	 ([winters )][students])
I(27,60): 0.20570212602615356	 ([trial][women])
I(48,58): 0.20557832717895508	 ([raising][falls])
I(40,47): 0.2053336501121521	 ([father][busy])
I(40,48): 0.2052106261253357	 ([father][raising])
I(16,31): -0.20502710342407227	 ([someone][start])
I(19,23): 0.2049815058708191	 ([got][move])
I(20,58): -0.2046419382095337	 ([easy.][falls])
I(23,26): 0.20384585857391357	 ([move][publicity])
I(46,54): -0.20309656858444214	 ([helen][radio.])
I(39,55): -0.20308291912078857	 ([unmarried][mater])
I(25,47): -0.2026330828666687	 ([escape][busy])
I(1,22): 0.20150738954544067	 ([sons][decides])
I(42,63): 0.20145177841186523	 ([quickly][madness])
I(33,56): -0.2010204792022705	 ([school][time])
I(2,33): -0.20084011554718018	 ([sentenced][school])
I(11,20): 0.20012909173965454	 ([begin][easy.])
I(12,58): 0.2000022530555725	 ([receiving][falls])
I(47,51): 0.1989041566848755	 ([busy][little])
I(3,33): -0.1988520622253418	 ([life][school])
I(25,38): -0.19871312379837036	 ([escape][rich])
I(17,60): -0.19847160577774048	 ([fells][women])
I(29,44): -0.19839072227478027	 ([new][love.])
I(37,56): -0.19784599542617798	 ([students][time])
I(2,49): -0.19748562574386597	 ([sentenced][rabbits])
I(37,53): -0.19736969470977783	 ([students][evangelist])
I(18,60): -0.19718629121780396	 ([sons][women])
I(10,11): 0.19682276248931885	 ([winters )][begin])
I(56,63): -0.19643473625183105	 ([time][madness])
I(1,44): -0.19613397121429443	 ([sons][love.])
I(52,56): -0.19602316617965698	 ([infatuated][time])
I(50,60): 0.19558560848236084	 ([becoming][women])
I(17,52): 0.1954478621482849	 ([fells][infatuated])
I(29,58): 0.19525110721588135	 ([new][falls])
I(36,44): -0.19441813230514526	 ([one][love.])
I(3,13): -0.19369244575500488	 ([life][threatening])
I(35,43): 0.1929764747619629	 ([successful.][falls])
I(31,45): 0.19286996126174927	 ([start][meantime,])
I(25,58): 0.1926904320716858	 ([escape][falls])
I(6,44): -0.19251865148544312	 ([( debbie][love.])
I(4,40): 0.1921808123588562	 ([prison,][father])
I(28,31): -0.19203418493270874	 ([start][start])
I(6,26): 0.19192099571228027	 ([( debbie][publicity])
I(3,56): -0.19187235832214355	 ([life][time])
I(32,39): -0.19186657667160034	 ([dance][unmarried])
I(1,39): -0.19139307737350464	 ([sons][unmarried])
I(15,47): 0.19111043214797974	 ([calls][busy])
I(20,21): 0.19098496437072754	 ([easy.][pair])
I(23,58): 0.19087886810302734	 ([move][falls])
I(42,62): 0.19069266319274902	 ([quickly][world])
I(50,51): 0.19068461656570435	 ([becoming][little])
I(3,63): -0.19027042388916016	 ([life][madness])
I(10,47): 0.1896868348121643	 ([winters )][busy])
I(45,61): -0.1895185112953186	 ([meantime,][enter])
I(17,37): -0.1894206404685974	 ([fells][students])
I(22,58): 0.18908274173736572	 ([decides][falls])
I(9,52): -0.1890212893486023	 ([( shirley][infatuated])
I(17,47): 0.1888393759727478	 ([fells][busy])
I(31,55): -0.18785548210144043	 ([start][mater])
I(6,24): 0.18778806924819946	 ([( debbie][california])
I(45,55): -0.18769949674606323	 ([meantime,][mater])
I(19,30): -0.18661284446716309	 ([got][life.])
I(40,53): -0.186384379863739	 ([father][evangelist])
I(14,61): 0.18631881475448608	 ([phone][enter])
I(8,37): -0.18592214584350586	 ([helen][students])
I(37,41): 0.18526047468185425	 ([students][adelle])
I(60,62): -0.1850109100341797	 ([women][world])
I(16,32): -0.1847633719444275	 ([someone][dance])
I(32,43): -0.18459033966064453	 ([dance][falls])
I(37,63): -0.18448948860168457	 ([students][madness])
I(26,48): 0.1843104362487793	 ([publicity][raising])
I(26,39): 0.18426787853240967	 ([publicity][unmarried])
I(24,28): 0.18414002656936646	 ([california][start])
I(14,58): 0.18393367528915405	 ([phone][falls])
I(35,50): -0.18375837802886963	 ([successful.][becoming])
I(1,27): 0.18332350254058838	 ([sons][trial])
I(39,60): -0.18286991119384766	 ([unmarried][women])
I(14,52): -0.1825360655784607	 ([phone][infatuated])
I(46,56): 0.18224239349365234	 ([helen][time])
I(41,55): 0.18211901187896729	 ([adelle][mater])
I(26,31): 0.1818528175354004	 ([publicity][start])
I(19,62): -0.18169379234313965	 ([got][world])
I(15,31): -0.1815561056137085	 ([calls][start])
