---------- Players ----------
Player A: -
Player B: sons
Player C: sentenced
Player D: life
Player E: prison,
Player F: adelle
Player G: ( debbie
Player H: reynolds )
Player I: helen
Player J: ( shirley
Player K: winters )
Player L: begin
Player M: receiving
Player N: threatening
Player O: phone
Player P: calls
Player Q: someone
Player R: fells
Player S: sons
Player T: got
Player U: easy.
Player V: pair
Player W: decides
Player X: move
Player Y: california
Player Z: escape
Player [: publicity
Player \: trial
Player ]: start
Player ^: new
Player _: life.
Player `: start
Player a: dance
Player b: school
Player c: soon
Player d: successful.
Player e: one
Player f: students
Player g: rich
Player h: unmarried
Player i: father
Player j: adelle
Player k: quickly
Player l: falls
Player m: love.
Player n: meantime,
Player o: helen
Player p: busy
Player q: raising
Player r: rabbits
Player s: becoming
Player t: little
Player u: infatuated
Player v: evangelist
Player w: radio.
Player x: mater
Player y: time
Player z: everything
Player {: falls
Player |: apart
Player }: women
Player ~: enter
Player : world
Player : madness
---------- Rewards ----------
v(): 0.7320371270179749	 ([])
v(AB): 1.0698174238204956	 ([-][sons])
v(AC): 0.5142889618873596	 ([-][sentenced])
v(AD): 1.7144901752471924	 ([-][life])
v(AE): 0.6806565523147583	 ([-][prison,])
v(AF): 0.2580578923225403	 ([-][adelle])
v(AG): -0.6856781840324402	 ([-][( debbie])
v(AH): 0.5781834125518799	 ([-][reynolds )])
v(AI): 0.6257827281951904	 ([-][helen])
v(AJ): 0.5656800866127014	 ([-][( shirley])
v(AK): 1.2480192184448242	 ([-][winters )])
v(AL): 0.2752262055873871	 ([-][begin])
v(AM): 0.524711012840271	 ([-][receiving])
v(AN): -0.4829937517642975	 ([-][threatening])
v(AO): 0.08713072538375854	 ([-][phone])
v(AP): 0.31983619928359985	 ([-][calls])
v(AQ): 0.1538447141647339	 ([-][someone])
v(AR): 1.0187770128250122	 ([-][fells])
v(AS): 1.1061567068099976	 ([-][sons])
v(AT): 0.8442655205726624	 ([-][got])
v(AU): 0.049389541149139404	 ([-][easy.])
v(AV): 0.5106654167175293	 ([-][pair])
v(AW): 0.30616655945777893	 ([-][decides])
v(AX): 0.4790661334991455	 ([-][move])
v(AY): 0.7359960675239563	 ([-][california])
v(AZ): 0.7368131875991821	 ([-][escape])
v(A[): -0.7234088182449341	 ([-][publicity])
v(A\): 0.2592313587665558	 ([-][trial])
v(A]): 0.09927952289581299	 ([-][start])
v(A^): 0.5817426443099976	 ([-][new])
v(A_): 1.58765709400177	 ([-][life.])
v(A`): 0.7398015856742859	 ([-][start])
v(Aa): 1.7134509086608887	 ([-][dance])
v(Ab): 1.2251631021499634	 ([-][school])
v(Ac): 0.6564407348632812	 ([-][soon])
v(Ad): 1.5069609880447388	 ([-][successful.])
v(Ae): 0.43514955043792725	 ([-][one])
v(Af): 0.5677154064178467	 ([-][students])
v(Ag): 0.7442518472671509	 ([-][rich])
v(Ah): 0.7418423891067505	 ([-][unmarried])
v(Ai): 0.9136946201324463	 ([-][father])
v(Aj): -0.43000972270965576	 ([-][adelle])
v(Ak): 0.33628010749816895	 ([-][quickly])
v(Al): 0.5255345106124878	 ([-][falls])
v(Am): 1.3081316947937012	 ([-][love.])
v(An): 0.35091543197631836	 ([-][meantime,])
v(Ao): 0.28936171531677246	 ([-][helen])
v(Ap): 0.08839035034179688	 ([-][busy])
v(Aq): 0.6732227802276611	 ([-][raising])
v(Ar): -0.1180683970451355	 ([-][rabbits])
v(As): 0.15004995465278625	 ([-][becoming])
v(At): 0.4708632230758667	 ([-][little])
v(Au): 0.3712860941886902	 ([-][infatuated])
v(Av): 0.8638511300086975	 ([-][evangelist])
v(Aw): 0.4401187002658844	 ([-][radio.])
v(Ax): 1.3443776369094849	 ([-][mater])
v(Ay): 1.407976508140564	 ([-][time])
v(Az): 0.5900506377220154	 ([-][everything])
v(A{): -0.5337153673171997	 ([-][falls])
v(A|): 0.7452641129493713	 ([-][apart])
v(A}): 0.240675687789917	 ([-][women])
v(A~): 0.16891321539878845	 ([-][enter])
v(A): 2.659054756164551	 ([-][world])
v(A): -2.446622371673584	 ([-][madness])
v(BC): 1.2651612758636475	 ([sons][sentenced])
v(BD): 2.284297227859497	 ([sons][life])
v(BE): 1.6458357572555542	 ([sons][prison,])
v(BF): 1.391325831413269	 ([sons][adelle])
v(BG): 0.38684988021850586	 ([sons][( debbie])
v(BH): 1.647387146949768	 ([sons][reynolds )])
v(BI): 1.5018786191940308	 ([sons][helen])
v(BJ): 1.6062384843826294	 ([sons][( shirley])
v(BK): 1.9300649166107178	 ([sons][winters )])
v(BL): 1.225195288658142	 ([sons][begin])
v(BM): 1.4975043535232544	 ([sons][receiving])
v(BN): 0.35806965827941895	 ([sons][threatening])
v(BO): 1.1110069751739502	 ([sons][phone])
v(BP): 1.498504877090454	 ([sons][calls])
v(BQ): 1.1299505233764648	 ([sons][someone])
v(BR): 1.8920576572418213	 ([sons][fells])
v(BS): 1.3638955354690552	 ([sons][sons])
v(BT): 1.786783218383789	 ([sons][got])
v(BU): 1.1759235858917236	 ([sons][easy.])
v(BV): 1.5002164840698242	 ([sons][pair])
v(BW): 1.47722327709198	 ([sons][decides])
v(BX): 1.5894291400909424	 ([sons][move])
v(BY): 1.8324366807937622	 ([sons][california])
v(BZ): 1.619898796081543	 ([sons][escape])
v(B[): 0.7862612009048462	 ([sons][publicity])
v(B\): 1.4105641841888428	 ([sons][trial])
v(B]): 1.1680822372436523	 ([sons][start])
v(B^): 1.6066690683364868	 ([sons][new])
v(B_): 2.3827381134033203	 ([sons][life.])
v(B`): 2.0155656337738037	 ([sons][start])
v(Ba): 2.6134300231933594	 ([sons][dance])
v(Bb): 2.1556715965270996	 ([sons][school])
v(Bc): 1.9338829517364502	 ([sons][soon])
v(Bd): 2.3061437606811523	 ([sons][successful.])
v(Be): 1.5323222875595093	 ([sons][one])
v(Bf): 1.3252335786819458	 ([sons][students])
v(Bg): 1.5099072456359863	 ([sons][rich])
v(Bh): 1.4963618516921997	 ([sons][unmarried])
v(Bi): 1.335430383682251	 ([sons][father])
v(Bj): 0.9164676070213318	 ([sons][adelle])
v(Bk): 1.287530779838562	 ([sons][quickly])
v(Bl): 1.5821176767349243	 ([sons][falls])
v(Bm): 2.1051347255706787	 ([sons][love.])
v(Bn): 1.3578262329101562	 ([sons][meantime,])
v(Bo): 1.3002876043319702	 ([sons][helen])
v(Bp): 1.3271130323410034	 ([sons][busy])
v(Bq): 1.7427780628204346	 ([sons][raising])
v(Br): 0.7046470642089844	 ([sons][rabbits])
v(Bs): 1.1608662605285645	 ([sons][becoming])
v(Bt): 1.5408841371536255	 ([sons][little])
v(Bu): 1.3555902242660522	 ([sons][infatuated])
v(Bv): 1.8184354305267334	 ([sons][evangelist])
v(Bw): 2.073894739151001	 ([sons][radio.])
v(Bx): 2.0187811851501465	 ([sons][mater])
v(By): 2.1354784965515137	 ([sons][time])
v(Bz): 1.558534860610962	 ([sons][everything])
v(B{): 0.3725705146789551	 ([sons][falls])
v(B|): 1.6291420459747314	 ([sons][apart])
v(B}): 1.086181879043579	 ([sons][women])
v(B~): 1.1543102264404297	 ([sons][enter])
v(B): 3.6381969451904297	 ([sons][world])
v(B): -1.4664313793182373	 ([sons][madness])
v(CD): 0.7488794922828674	 ([sentenced][life])
v(CE): 1.421193242073059	 ([sentenced][prison,])
v(CF): 0.5504602193832397	 ([sentenced][adelle])
v(CG): -0.3947136402130127	 ([sentenced][( debbie])
v(CH): 0.912463903427124	 ([sentenced][reynolds )])
v(CI): 0.8485836982727051	 ([sentenced][helen])
v(CJ): 0.8492971062660217	 ([sentenced][( shirley])
v(CK): 1.5881576538085938	 ([sentenced][winters )])
v(CL): 0.5338298678398132	 ([sentenced][begin])
v(CM): 0.84161776304245	 ([sentenced][receiving])
v(CN): 0.3883408308029175	 ([sentenced][threatening])
v(CO): 0.4530600905418396	 ([sentenced][phone])
v(CP): 0.7774896025657654	 ([sentenced][calls])
v(CQ): 0.621839702129364	 ([sentenced][someone])
v(CR): 1.2515703439712524	 ([sentenced][fells])
v(CS): 1.2949177026748657	 ([sentenced][sons])
v(CT): 0.9507558345794678	 ([sentenced][got])
v(CU): 0.715573787689209	 ([sentenced][easy.])
v(CV): 0.9074500799179077	 ([sentenced][pair])
v(CW): 0.6503180861473083	 ([sentenced][decides])
v(CX): 1.0182251930236816	 ([sentenced][move])
v(CY): 0.7630676627159119	 ([sentenced][california])
v(CZ): 1.0133243799209595	 ([sentenced][escape])
v(C[): -0.008456438779830933	 ([sentenced][publicity])
v(C\): 0.6722932457923889	 ([sentenced][trial])
v(C]): 0.3768133223056793	 ([sentenced][start])
v(C^): 0.8490630388259888	 ([sentenced][new])
v(C_): 1.6573371887207031	 ([sentenced][life.])
v(C`): 1.2927308082580566	 ([sentenced][start])
v(Ca): 2.123790979385376	 ([sentenced][dance])
v(Cb): 1.438434362411499	 ([sentenced][school])
v(Cc): 1.1088677644729614	 ([sentenced][soon])
v(Cd): 2.213313579559326	 ([sentenced][successful.])
v(Ce): 0.8544217944145203	 ([sentenced][one])
v(Cf): 0.5867695212364197	 ([sentenced][students])
v(Cg): 0.9929100871086121	 ([sentenced][rich])
v(Ch): 0.9847283363342285	 ([sentenced][unmarried])
v(Ci): 1.3278921842575073	 ([sentenced][father])
v(Cj): -0.04640471935272217	 ([sentenced][adelle])
v(Ck): 0.6568601131439209	 ([sentenced][quickly])
v(Cl): 0.8665260076522827	 ([sentenced][falls])
v(Cm): 2.2722818851470947	 ([sentenced][love.])
v(Cn): 0.7092564702033997	 ([sentenced][meantime,])
v(Co): 0.49468910694122314	 ([sentenced][helen])
v(Cp): 0.4806203842163086	 ([sentenced][busy])
v(Cq): 1.0145509243011475	 ([sentenced][raising])
v(Cr): 0.001263260841369629	 ([sentenced][rabbits])
v(Cs): 0.612941324710846	 ([sentenced][becoming])
v(Ct): 0.8836666941642761	 ([sentenced][little])
v(Cu): 0.8936617970466614	 ([sentenced][infatuated])
v(Cv): 1.021957278251648	 ([sentenced][evangelist])
v(Cw): 0.9679083228111267	 ([sentenced][radio.])
v(Cx): 1.51563560962677	 ([sentenced][mater])
v(Cy): 1.874027967453003	 ([sentenced][time])
v(Cz): 0.8177626132965088	 ([sentenced][everything])
v(C{): 0.04048258066177368	 ([sentenced][falls])
v(C|): 1.166975736618042	 ([sentenced][apart])
v(C}): 0.6216211318969727	 ([sentenced][women])
v(C~): 0.7541441917419434	 ([sentenced][enter])
v(C): 3.0945258140563965	 ([sentenced][world])
v(C): -0.7874721884727478	 ([sentenced][madness])
v(DE): 1.5290813446044922	 ([life][prison,])
v(DF): 1.985717535018921	 ([life][adelle])
v(DG): 1.3295875787734985	 ([life][( debbie])
v(DH): 2.1392436027526855	 ([life][reynolds )])
v(DI): 2.357865333557129	 ([life][helen])
v(DJ): 2.2889163494110107	 ([life][( shirley])
v(DK): 2.194007396697998	 ([life][winters )])
v(DL): 1.8785203695297241	 ([life][begin])
v(DM): 2.16660475730896	 ([life][receiving])
v(DN): 0.8322409391403198	 ([life][threatening])
v(DO): 1.6119434833526611	 ([life][phone])
v(DP): 2.011410713195801	 ([life][calls])
v(DQ): 1.8604543209075928	 ([life][someone])
v(DR): 2.220026969909668	 ([life][fells])
v(DS): 2.4542102813720703	 ([life][sons])
v(DT): 2.2846009731292725	 ([life][got])
v(DU): 2.1484739780426025	 ([life][easy.])
v(DV): 2.1758694648742676	 ([life][pair])
v(DW): 1.5444955825805664	 ([life][decides])
v(DX): 1.8023325204849243	 ([life][move])
v(DY): 2.4367170333862305	 ([life][california])
v(DZ): 2.166938304901123	 ([life][escape])
v(D[): 1.330590844154358	 ([life][publicity])
v(D\): 2.0400683879852295	 ([life][trial])
v(D]): 1.7740144729614258	 ([life][start])
v(D^): 2.1982553005218506	 ([life][new])
v(D_): 2.035341501235962	 ([life][life.])
v(D`): 2.4457149505615234	 ([life][start])
v(Da): 3.1855108737945557	 ([life][dance])
v(Db): 2.830195903778076	 ([life][school])
v(Dc): 2.579700469970703	 ([life][soon])
v(Dd): 3.3914310932159424	 ([life][successful.])
v(De): 2.106605052947998	 ([life][one])
v(Df): 1.975229024887085	 ([life][students])
v(Dg): 2.2410688400268555	 ([life][rich])
v(Dh): 2.3091533184051514	 ([life][unmarried])
v(Di): 2.547060489654541	 ([life][father])
v(Dj): 1.6721912622451782	 ([life][adelle])
v(Dk): 2.098607063293457	 ([life][quickly])
v(Dl): 2.233158826828003	 ([life][falls])
v(Dm): 2.8006012439727783	 ([life][love.])
v(Dn): 2.2253072261810303	 ([life][meantime,])
v(Do): 2.010958433151245	 ([life][helen])
v(Dp): 1.9924378395080566	 ([life][busy])
v(Dq): 2.375507354736328	 ([life][raising])
v(Dr): 1.3729859590530396	 ([life][rabbits])
v(Ds): 1.7638940811157227	 ([life][becoming])
v(Dt): 2.1864829063415527	 ([life][little])
v(Du): 1.9558464288711548	 ([life][infatuated])
v(Dv): 2.463332176208496	 ([life][evangelist])
v(Dw): 2.377500534057617	 ([life][radio.])
v(Dx): 2.7004270553588867	 ([life][mater])
v(Dy): 2.806885242462158	 ([life][time])
v(Dz): 2.261354446411133	 ([life][everything])
v(D{): 1.0672403573989868	 ([life][falls])
v(D|): 2.3230156898498535	 ([life][apart])
v(D}): 1.900235652923584	 ([life][women])
v(D~): 1.7094608545303345	 ([life][enter])
v(D): 3.827617645263672	 ([life][world])
v(D): -0.7101351022720337	 ([life][madness])
v(EF): 0.728556215763092	 ([prison,][adelle])
v(EG): -0.18776771426200867	 ([prison,][( debbie])
v(EH): 1.103019118309021	 ([prison,][reynolds )])
v(EI): 1.0555460453033447	 ([prison,][helen])
v(EJ): 1.1285954713821411	 ([prison,][( shirley])
v(EK): 1.5733606815338135	 ([prison,][winters )])
v(EL): 0.8167567849159241	 ([prison,][begin])
v(EM): 1.1157673597335815	 ([prison,][receiving])
v(EN): 0.09003341197967529	 ([prison,][threatening])
v(EO): 0.6826618909835815	 ([prison,][phone])
v(EP): 0.9457415342330933	 ([prison,][calls])
v(EQ): 0.5692890882492065	 ([prison,][someone])
v(ER): 1.5517210960388184	 ([prison,][fells])
v(ES): 1.5881301164627075	 ([prison,][sons])
v(ET): 1.3672020435333252	 ([prison,][got])
v(EU): 0.5268967747688293	 ([prison,][easy.])
v(EV): 1.1547819375991821	 ([prison,][pair])
v(EW): 0.8211995959281921	 ([prison,][decides])
v(EX): 1.1719682216644287	 ([prison,][move])
v(EY): 1.324073076248169	 ([prison,][california])
v(EZ): 1.228602409362793	 ([prison,][escape])
v(E[): -0.036839306354522705	 ([prison,][publicity])
v(E\): 0.8631014227867126	 ([prison,][trial])
v(E]): 0.6096413731575012	 ([prison,][start])
v(E^): 1.1698685884475708	 ([prison,][new])
v(E_): 2.147265911102295	 ([prison,][life.])
v(E`): 1.5913020372390747	 ([prison,][start])
v(Ea): 2.7330918312072754	 ([prison,][dance])
v(Eb): 2.005584716796875	 ([prison,][school])
v(Ec): 1.2877328395843506	 ([prison,][soon])
v(Ed): 2.4703755378723145	 ([prison,][successful.])
v(Ee): 0.981427788734436	 ([prison,][one])
v(Ef): 1.1168221235275269	 ([prison,][students])
v(Eg): 1.3067470788955688	 ([prison,][rich])
v(Eh): 1.2176785469055176	 ([prison,][unmarried])
v(Ei): 1.6552073955535889	 ([prison,][father])
v(Ej): 0.05584433674812317	 ([prison,][adelle])
v(Ek): 0.8045724630355835	 ([prison,][quickly])
v(El): 0.8668468594551086	 ([prison,][falls])
v(Em): 1.852243185043335	 ([prison,][love.])
v(En): 0.983887255191803	 ([prison,][meantime,])
v(Eo): 0.6713398098945618	 ([prison,][helen])
v(Ep): 0.6667698621749878	 ([prison,][busy])
v(Eq): 1.290003776550293	 ([prison,][raising])
v(Er): 0.3200989067554474	 ([prison,][rabbits])
v(Es): 0.6753342747688293	 ([prison,][becoming])
v(Et): 1.0851868391036987	 ([prison,][little])
v(Eu): 0.7389368414878845	 ([prison,][infatuated])
v(Ev): 1.6184154748916626	 ([prison,][evangelist])
v(Ew): 1.248758316040039	 ([prison,][radio.])
v(Ex): 1.8475708961486816	 ([prison,][mater])
v(Ey): 1.8981389999389648	 ([prison,][time])
v(Ez): 1.0057768821716309	 ([prison,][everything])
v(E{): -0.36574453115463257	 ([prison,][falls])
v(E|): 1.282547116279602	 ([prison,][apart])
v(E}): 0.7672882080078125	 ([prison,][women])
v(E~): 0.554858386516571	 ([prison,][enter])
v(E): 3.396879196166992	 ([prison,][world])
v(E): -0.7529730200767517	 ([prison,][madness])
v(FG): -0.9272060394287109	 ([adelle][( debbie])
v(FH): 0.7038042545318604	 ([adelle][reynolds )])
v(FI): 0.7706630825996399	 ([adelle][helen])
v(FJ): 0.6293556690216064	 ([adelle][( shirley])
v(FK): 1.3763160705566406	 ([adelle][winters )])
v(FL): 0.33590638637542725	 ([adelle][begin])
v(FM): 0.6394321918487549	 ([adelle][receiving])
v(FN): -0.8218786716461182	 ([adelle][threatening])
v(FO): 0.2651391625404358	 ([adelle][phone])
v(FP): 0.4742863178253174	 ([adelle][calls])
v(FQ): 0.13081195950508118	 ([adelle][someone])
v(FR): 1.1459455490112305	 ([adelle][fells])
v(FS): 1.3270012140274048	 ([adelle][sons])
v(FT): 0.9840642809867859	 ([adelle][got])
v(FU): 0.2798998951911926	 ([adelle][easy.])
v(FV): 0.6382619738578796	 ([adelle][pair])
v(FW): 0.3049355149269104	 ([adelle][decides])
v(FX): 0.6460480690002441	 ([adelle][move])
v(FY): 0.9813971519470215	 ([adelle][california])
v(FZ): 0.7716045379638672	 ([adelle][escape])
v(F[): -0.7691043615341187	 ([adelle][publicity])
v(F\): 0.3801976144313812	 ([adelle][trial])
v(F]): 0.14967721700668335	 ([adelle][start])
v(F^): 0.7547942399978638	 ([adelle][new])
v(F_): 1.8201006650924683	 ([adelle][life.])
v(F`): 0.9977951049804688	 ([adelle][start])
v(Fa): 2.1230716705322266	 ([adelle][dance])
v(Fb): 1.4417413473129272	 ([adelle][school])
v(Fc): 0.8554641008377075	 ([adelle][soon])
v(Fd): 1.9304664134979248	 ([adelle][successful.])
v(Fe): 0.5788373351097107	 ([adelle][one])
v(Ff): 0.6564993858337402	 ([adelle][students])
v(Fg): 0.8412901163101196	 ([adelle][rich])
v(Fh): 0.8202683925628662	 ([adelle][unmarried])
v(Fi): 1.0427881479263306	 ([adelle][father])
v(Fj): 0.52387535572052	 ([adelle][adelle])
v(Fk): 0.4119066298007965	 ([adelle][quickly])
v(Fl): 0.6610037684440613	 ([adelle][falls])
v(Fm): 1.430901288986206	 ([adelle][love.])
v(Fn): 0.5354049205780029	 ([adelle][meantime,])
v(Fo): 0.40662628412246704	 ([adelle][helen])
v(Fp): 0.12754955887794495	 ([adelle][busy])
v(Fq): 0.8795011043548584	 ([adelle][raising])
v(Fr): -0.004433572292327881	 ([adelle][rabbits])
v(Fs): 0.22436730563640594	 ([adelle][becoming])
v(Ft): 0.6382579803466797	 ([adelle][little])
v(Fu): 0.37660717964172363	 ([adelle][infatuated])
v(Fv): 1.0696688890457153	 ([adelle][evangelist])
v(Fw): 0.6387194991111755	 ([adelle][radio.])
v(Fx): 1.6261579990386963	 ([adelle][mater])
v(Fy): 1.4653398990631104	 ([adelle][time])
v(Fz): 0.6934453248977661	 ([adelle][everything])
v(F{): -0.7632013559341431	 ([adelle][falls])
v(F|): 0.8243797421455383	 ([adelle][apart])
v(F}): 0.41799497604370117	 ([adelle][women])
v(F~): 0.12179827690124512	 ([adelle][enter])
v(F): 2.889387607574463	 ([adelle][world])
v(F): -2.429983615875244	 ([adelle][madness])
v(GH): 2.333653211593628	 ([( debbie][reynolds )])
v(GI): -0.21146860718727112	 ([( debbie][helen])
v(GJ): -0.23703542351722717	 ([( debbie][( shirley])
v(GK): 0.5994336605072021	 ([( debbie][winters )])
v(GL): -0.5312013626098633	 ([( debbie][begin])
v(GM): -0.25114706158638	 ([( debbie][receiving])
v(GN): -1.7360119819641113	 ([( debbie][threatening])
v(GO): -0.5805871486663818	 ([( debbie][phone])
v(GP): -0.4129231572151184	 ([( debbie][calls])
v(GQ): -0.8260711431503296	 ([( debbie][someone])
v(GR): 0.23481407761573792	 ([( debbie][fells])
v(GS): 0.42503833770751953	 ([( debbie][sons])
v(GT): -0.009876638650894165	 ([( debbie][got])
v(GU): -0.7809722423553467	 ([( debbie][easy.])
v(GV): -0.3688833713531494	 ([( debbie][pair])
v(GW): -0.7048854827880859	 ([( debbie][decides])
v(GX): -0.25374287366867065	 ([( debbie][move])
v(GY): 0.13784198462963104	 ([( debbie][california])
v(GZ): -0.3038698136806488	 ([( debbie][escape])
v(G[): -1.4517093896865845	 ([( debbie][publicity])
v(G\): -0.6005870699882507	 ([( debbie][trial])
v(G]): -0.6604992747306824	 ([( debbie][start])
v(G^): -0.2540287375450134	 ([( debbie][new])
v(G_): 0.9369326233863831	 ([( debbie][life.])
v(G`): 0.2158745527267456	 ([( debbie][start])
v(Ga): 1.3031692504882812	 ([( debbie][dance])
v(Gb): 0.6693219542503357	 ([( debbie][school])
v(Gc): -0.23094981908798218	 ([( debbie][soon])
v(Gd): 1.1208205223083496	 ([( debbie][successful.])
v(Ge): -0.2790023684501648	 ([( debbie][one])
v(Gf): -0.1935575306415558	 ([( debbie][students])
v(Gg): -0.27398714423179626	 ([( debbie][rich])
v(Gh): -0.049954891204833984	 ([( debbie][unmarried])
v(Gi): 0.006797164678573608	 ([( debbie][father])
v(Gj): -1.1150132417678833	 ([( debbie][adelle])
v(Gk): -0.6281257271766663	 ([( debbie][quickly])
v(Gl): -0.14013057947158813	 ([( debbie][falls])
v(Gm): 0.23708519339561462	 ([( debbie][love.])
v(Gn): -0.7019673585891724	 ([( debbie][meantime,])
v(Go): -0.48032376170158386	 ([( debbie][helen])
v(Gp): -0.9158663749694824	 ([( debbie][busy])
v(Gq): -0.062154531478881836	 ([( debbie][raising])
v(Gr): -0.7759436964988708	 ([( debbie][rabbits])
v(Gs): -0.6597193479537964	 ([( debbie][becoming])
v(Gt): -0.3113393783569336	 ([( debbie][little])
v(Gu): -0.8669844269752502	 ([( debbie][infatuated])
v(Gv): -0.07289722561836243	 ([( debbie][evangelist])
v(Gw): -0.23849090933799744	 ([( debbie][radio.])
v(Gx): 0.6003050208091736	 ([( debbie][mater])
v(Gy): 0.46519482135772705	 ([( debbie][time])
v(Gz): -0.44548606872558594	 ([( debbie][everything])
v(G{): -1.9113212823867798	 ([( debbie][falls])
v(G|): -0.02632841467857361	 ([( debbie][apart])
v(G}): -0.3249285817146301	 ([( debbie][women])
v(G~): -0.9883344173431396	 ([( debbie][enter])
v(G): 2.177095890045166	 ([( debbie][world])
v(G): -3.832465648651123	 ([( debbie][madness])
v(HI): 0.9824087023735046	 ([reynolds )][helen])
v(HJ): 0.8919485211372375	 ([reynolds )][( shirley])
v(HK): 1.2310149669647217	 ([reynolds )][winters )])
v(HL): 0.6923850178718567	 ([reynolds )][begin])
v(HM): 0.9563968181610107	 ([reynolds )][receiving])
v(HN): -0.3216487169265747	 ([reynolds )][threatening])
v(HO): 0.6186729669570923	 ([reynolds )][phone])
v(HP): 0.9113330841064453	 ([reynolds )][calls])
v(HQ): 0.5480157732963562	 ([reynolds )][someone])
v(HR): 1.5163533687591553	 ([reynolds )][fells])
v(HS): 1.59377920627594	 ([reynolds )][sons])
v(HT): 1.281903862953186	 ([reynolds )][got])
v(HU): 0.5373741388320923	 ([reynolds )][easy.])
v(HV): 0.9677687287330627	 ([reynolds )][pair])
v(HW): 0.601168155670166	 ([reynolds )][decides])
v(HX): 0.9578382968902588	 ([reynolds )][move])
v(HY): 1.1835662126541138	 ([reynolds )][california])
v(HZ): 1.1009595394134521	 ([reynolds )][escape])
v(H[): -0.40297412872314453	 ([reynolds )][publicity])
v(H\): 0.5882981419563293	 ([reynolds )][trial])
v(H]): 0.49014103412628174	 ([reynolds )][start])
v(H^): 1.0369523763656616	 ([reynolds )][new])
v(H_): 2.0955843925476074	 ([reynolds )][life.])
v(H`): 1.3325715065002441	 ([reynolds )][start])
v(Ha): 2.416168212890625	 ([reynolds )][dance])
v(Hb): 1.7455247640609741	 ([reynolds )][school])
