---------- Players ----------
Player 0: -
Player 1: sons
Player 2: sentenced
Player 3: life
Player 4: prison,
Player 5: adelle
Player 6: ( debbie
Player 7: reynolds )
Player 8: helen
Player 9: ( shirley
Player 10: winters )
Player 11: begin
Player 12: receiving
Player 13: threatening
Player 14: phone
Player 15: calls
Player 16: someone
Player 17: fells
Player 18: sons
Player 19: got
Player 20: easy.
Player 21: pair
Player 22: decides
Player 23: move
Player 24: california
Player 25: escape
Player 26: publicity
Player 27: trial
Player 28: start
Player 29: new
Player 30: life.
Player 31: start
Player 32: dance
Player 33: school
Player 34: soon
Player 35: successful.
Player 36: one
Player 37: students
Player 38: rich
Player 39: unmarried
Player 40: father
Player 41: adelle
Player 42: quickly
Player 43: falls
Player 44: love.
Player 45: meantime,
Player 46: helen
Player 47: busy
Player 48: raising
Player 49: rabbits
Player 50: becoming
Player 51: little
Player 52: infatuated
Player 53: evangelist
Player 54: radio.
Player 55: mater
Player 56: time
Player 57: everything
Player 58: falls
Player 59: apart
Player 60: women
Player 61: enter
Player 62: world
Player 63: madness
---------- Rewards ----------
v(): 0.7320371270179749	 ([])
v(0,20): 0.049389541149139404	 ([-][easy.])
v(0,21): 0.5106654167175293	 ([-][pair])
v(0,22): 0.30616655945777893	 ([-][decides])
v(0,23): 0.4790661334991455	 ([-][move])
v(0,24): 0.7359960675239563	 ([-][california])
v(0,25): 0.7368131875991821	 ([-][escape])
v(0,26): -0.7234088182449341	 ([-][publicity])
v(0,27): 0.2592313587665558	 ([-][trial])
v(0,28): 0.09927952289581299	 ([-][start])
v(0,29): 0.5817426443099976	 ([-][new])
v(0,30): 1.58765709400177	 ([-][life.])
v(0,31): 0.7398015856742859	 ([-][start])
v(0,32): 1.7134509086608887	 ([-][dance])
v(0,33): 1.2251631021499634	 ([-][school])
v(0,34): 0.6564407348632812	 ([-][soon])
v(0,35): 1.5069609880447388	 ([-][successful.])
v(0,36): 0.43514955043792725	 ([-][one])
v(0,37): 0.5677154064178467	 ([-][students])
v(0,38): 0.7442518472671509	 ([-][rich])
v(0,39): 0.7418423891067505	 ([-][unmarried])
v(0,40): 0.9136946201324463	 ([-][father])
v(0,41): -0.43000972270965576	 ([-][adelle])
v(0,42): 0.33628010749816895	 ([-][quickly])
v(0,43): 0.5255345106124878	 ([-][falls])
v(0,44): 1.3081316947937012	 ([-][love.])
v(0,45): 0.35091543197631836	 ([-][meantime,])
v(0,46): 0.28936171531677246	 ([-][helen])
v(0,47): 0.08839035034179688	 ([-][busy])
v(0,48): 0.6732227802276611	 ([-][raising])
v(0,49): -0.1180683970451355	 ([-][rabbits])
v(0,50): 0.15004995465278625	 ([-][becoming])
v(0,51): 0.4708632230758667	 ([-][little])
v(0,52): 0.3712860941886902	 ([-][infatuated])
v(0,53): 0.8638511300086975	 ([-][evangelist])
v(0,54): 0.4401187002658844	 ([-][radio.])
v(0,55): 1.3443776369094849	 ([-][mater])
v(0,56): 1.407976508140564	 ([-][time])
v(0,57): 0.5900506377220154	 ([-][everything])
v(0,58): -0.5337153673171997	 ([-][falls])
v(0,59): 0.7452641129493713	 ([-][apart])
v(0,60): 0.240675687789917	 ([-][women])
v(0,61): 0.16891321539878845	 ([-][enter])
v(0,62): 2.659054756164551	 ([-][world])
v(0,63): -2.446622371673584	 ([-][madness])
v(1,2): 1.2651612758636475	 ([sons][sentenced])
v(1,3): 2.284297227859497	 ([sons][life])
v(1,4): 1.6458357572555542	 ([sons][prison,])
v(1,5): 1.391325831413269	 ([sons][adelle])
v(1,6): 0.38684988021850586	 ([sons][( debbie])
v(1,7): 1.647387146949768	 ([sons][reynolds )])
v(1,8): 1.5018786191940308	 ([sons][helen])
v(1,9): 1.6062384843826294	 ([sons][( shirley])
v(1,10): 1.9300649166107178	 ([sons][winters )])
v(1,11): 1.225195288658142	 ([sons][begin])
v(1,12): 1.4975043535232544	 ([sons][receiving])
v(1,13): 0.35806965827941895	 ([sons][threatening])
v(1,14): 1.1110069751739502	 ([sons][phone])
v(1,15): 1.498504877090454	 ([sons][calls])
v(1,16): 1.1299505233764648	 ([sons][someone])
v(1,17): 1.8920576572418213	 ([sons][fells])
v(1,18): 1.3638955354690552	 ([sons][sons])
v(1,19): 1.786783218383789	 ([sons][got])
v(1,20): 1.1759235858917236	 ([sons][easy.])
v(1,21): 1.5002164840698242	 ([sons][pair])
v(1,22): 1.47722327709198	 ([sons][decides])
v(1,23): 1.5894291400909424	 ([sons][move])
v(1,24): 1.8324366807937622	 ([sons][california])
v(1,25): 1.619898796081543	 ([sons][escape])
v(1,26): 0.7862612009048462	 ([sons][publicity])
v(1,27): 1.4105641841888428	 ([sons][trial])
v(1,28): 1.1680822372436523	 ([sons][start])
v(1,29): 1.6066690683364868	 ([sons][new])
v(1,30): 2.3827381134033203	 ([sons][life.])
v(1,31): 2.0155656337738037	 ([sons][start])
v(1,32): 2.6134300231933594	 ([sons][dance])
v(1,33): 2.1556715965270996	 ([sons][school])
v(1,34): 1.9338829517364502	 ([sons][soon])
v(1,35): 2.3061437606811523	 ([sons][successful.])
v(1,36): 1.5323222875595093	 ([sons][one])
v(1,37): 1.3252335786819458	 ([sons][students])
v(1,38): 1.5099072456359863	 ([sons][rich])
v(1,39): 1.4963618516921997	 ([sons][unmarried])
v(1,40): 1.335430383682251	 ([sons][father])
v(1,41): 0.9164676070213318	 ([sons][adelle])
v(1,42): 1.287530779838562	 ([sons][quickly])
v(1,43): 1.5821176767349243	 ([sons][falls])
v(1,44): 2.1051347255706787	 ([sons][love.])
v(1,45): 1.3578262329101562	 ([sons][meantime,])
v(1,46): 1.3002876043319702	 ([sons][helen])
v(1,47): 1.3271130323410034	 ([sons][busy])
v(1,48): 1.7427780628204346	 ([sons][raising])
v(1,49): 0.7046470642089844	 ([sons][rabbits])
v(1,50): 1.1608662605285645	 ([sons][becoming])
v(1,51): 1.5408841371536255	 ([sons][little])
v(1,52): 1.3555902242660522	 ([sons][infatuated])
v(1,53): 1.8184354305267334	 ([sons][evangelist])
v(1,54): 2.073894739151001	 ([sons][radio.])
v(1,55): 2.0187811851501465	 ([sons][mater])
v(1,56): 2.1354784965515137	 ([sons][time])
v(1,57): 1.558534860610962	 ([sons][everything])
v(1,58): 0.3725705146789551	 ([sons][falls])
v(1,59): 1.6291420459747314	 ([sons][apart])
v(1,60): 1.086181879043579	 ([sons][women])
v(1,61): 1.1543102264404297	 ([sons][enter])
v(1,62): 3.6381969451904297	 ([sons][world])
v(1,63): -1.4664313793182373	 ([sons][madness])
v(2,3): 0.7488794922828674	 ([sentenced][life])
v(2,4): 1.421193242073059	 ([sentenced][prison,])
v(2,5): 0.5504602193832397	 ([sentenced][adelle])
v(2,6): -0.3947136402130127	 ([sentenced][( debbie])
v(2,7): 0.912463903427124	 ([sentenced][reynolds )])
v(2,8): 0.8485836982727051	 ([sentenced][helen])
v(2,9): 0.8492971062660217	 ([sentenced][( shirley])
v(2,10): 1.5881576538085938	 ([sentenced][winters )])
v(2,11): 0.5338298678398132	 ([sentenced][begin])
v(2,12): 0.84161776304245	 ([sentenced][receiving])
v(2,13): 0.3883408308029175	 ([sentenced][threatening])
v(2,14): 0.4530600905418396	 ([sentenced][phone])
v(2,15): 0.7774896025657654	 ([sentenced][calls])
v(2,16): 0.621839702129364	 ([sentenced][someone])
v(2,17): 1.2515703439712524	 ([sentenced][fells])
v(2,18): 1.2949177026748657	 ([sentenced][sons])
v(2,19): 0.9507558345794678	 ([sentenced][got])
v(2,20): 0.715573787689209	 ([sentenced][easy.])
v(2,21): 0.9074500799179077	 ([sentenced][pair])
v(2,22): 0.6503180861473083	 ([sentenced][decides])
v(2,23): 1.0182251930236816	 ([sentenced][move])
v(2,24): 0.7630676627159119	 ([sentenced][california])
v(2,25): 1.0133243799209595	 ([sentenced][escape])
v(2,26): -0.008456438779830933	 ([sentenced][publicity])
v(2,27): 0.6722932457923889	 ([sentenced][trial])
v(2,28): 0.3768133223056793	 ([sentenced][start])
v(2,29): 0.8490630388259888	 ([sentenced][new])
v(2,30): 1.6573371887207031	 ([sentenced][life.])
v(2,31): 1.2927308082580566	 ([sentenced][start])
v(2,32): 2.123790979385376	 ([sentenced][dance])
v(2,33): 1.438434362411499	 ([sentenced][school])
v(2,34): 1.1088677644729614	 ([sentenced][soon])
v(2,35): 2.213313579559326	 ([sentenced][successful.])
v(2,36): 0.8544217944145203	 ([sentenced][one])
v(2,37): 0.5867695212364197	 ([sentenced][students])
v(2,38): 0.9929100871086121	 ([sentenced][rich])
v(2,39): 0.9847283363342285	 ([sentenced][unmarried])
v(2,40): 1.3278921842575073	 ([sentenced][father])
v(2,41): -0.04640471935272217	 ([sentenced][adelle])
v(2,42): 0.6568601131439209	 ([sentenced][quickly])
v(2,43): 0.8665260076522827	 ([sentenced][falls])
v(2,44): 2.2722818851470947	 ([sentenced][love.])
v(2,45): 0.7092564702033997	 ([sentenced][meantime,])
v(2,46): 0.49468910694122314	 ([sentenced][helen])
v(2,47): 0.4806203842163086	 ([sentenced][busy])
v(2,48): 1.0145509243011475	 ([sentenced][raising])
v(2,49): 0.001263260841369629	 ([sentenced][rabbits])
v(2,50): 0.612941324710846	 ([sentenced][becoming])
v(2,51): 0.8836666941642761	 ([sentenced][little])
v(2,52): 0.8936617970466614	 ([sentenced][infatuated])
v(2,53): 1.021957278251648	 ([sentenced][evangelist])
v(2,54): 0.9679083228111267	 ([sentenced][radio.])
v(2,55): 1.51563560962677	 ([sentenced][mater])
v(2,56): 1.874027967453003	 ([sentenced][time])
v(2,57): 0.8177626132965088	 ([sentenced][everything])
v(2,58): 0.04048258066177368	 ([sentenced][falls])
v(2,59): 1.166975736618042	 ([sentenced][apart])
v(2,60): 0.6216211318969727	 ([sentenced][women])
v(2,61): 0.7541441917419434	 ([sentenced][enter])
v(2,62): 3.0945258140563965	 ([sentenced][world])
v(2,63): -0.7874721884727478	 ([sentenced][madness])
v(3,4): 1.5290813446044922	 ([life][prison,])
v(3,5): 1.985717535018921	 ([life][adelle])
v(3,6): 1.3295875787734985	 ([life][( debbie])
v(3,7): 2.1392436027526855	 ([life][reynolds )])
v(3,8): 2.357865333557129	 ([life][helen])
v(3,9): 2.2889163494110107	 ([life][( shirley])
v(3,10): 2.194007396697998	 ([life][winters )])
v(3,11): 1.8785203695297241	 ([life][begin])
v(3,12): 2.16660475730896	 ([life][receiving])
v(3,13): 0.8322409391403198	 ([life][threatening])
v(3,14): 1.6119434833526611	 ([life][phone])
v(3,15): 2.011410713195801	 ([life][calls])
v(3,16): 1.8604543209075928	 ([life][someone])
v(3,17): 2.220026969909668	 ([life][fells])
v(3,18): 2.4542102813720703	 ([life][sons])
v(3,19): 2.2846009731292725	 ([life][got])
v(3,20): 2.1484739780426025	 ([life][easy.])
v(3,21): 2.1758694648742676	 ([life][pair])
v(3,22): 1.5444955825805664	 ([life][decides])
v(3,23): 1.8023325204849243	 ([life][move])
v(3,24): 2.4367170333862305	 ([life][california])
v(3,25): 2.166938304901123	 ([life][escape])
v(3,26): 1.330590844154358	 ([life][publicity])
v(3,27): 2.0400683879852295	 ([life][trial])
v(3,28): 1.7740144729614258	 ([life][start])
v(3,29): 2.1982553005218506	 ([life][new])
v(3,30): 2.035341501235962	 ([life][life.])
v(3,31): 2.4457149505615234	 ([life][start])
v(3,32): 3.1855108737945557	 ([life][dance])
v(3,33): 2.830195903778076	 ([life][school])
v(3,34): 2.579700469970703	 ([life][soon])
v(3,35): 3.3914310932159424	 ([life][successful.])
v(3,36): 2.106605052947998	 ([life][one])
v(3,37): 1.975229024887085	 ([life][students])
v(3,38): 2.2410688400268555	 ([life][rich])
v(3,39): 2.3091533184051514	 ([life][unmarried])
v(3,40): 2.547060489654541	 ([life][father])
v(3,41): 1.6721912622451782	 ([life][adelle])
v(3,42): 2.098607063293457	 ([life][quickly])
v(3,43): 2.233158826828003	 ([life][falls])
v(3,44): 2.8006012439727783	 ([life][love.])
v(3,45): 2.2253072261810303	 ([life][meantime,])
v(3,46): 2.010958433151245	 ([life][helen])
v(3,47): 1.9924378395080566	 ([life][busy])
v(3,48): 2.375507354736328	 ([life][raising])
v(3,49): 1.3729859590530396	 ([life][rabbits])
v(3,50): 1.7638940811157227	 ([life][becoming])
v(3,51): 2.1864829063415527	 ([life][little])
v(3,52): 1.9558464288711548	 ([life][infatuated])
v(3,53): 2.463332176208496	 ([life][evangelist])
v(3,54): 2.377500534057617	 ([life][radio.])
v(3,55): 2.7004270553588867	 ([life][mater])
v(3,56): 2.806885242462158	 ([life][time])
v(3,57): 2.261354446411133	 ([life][everything])
v(3,58): 1.0672403573989868	 ([life][falls])
v(3,59): 2.3230156898498535	 ([life][apart])
v(3,60): 1.900235652923584	 ([life][women])
v(3,61): 1.7094608545303345	 ([life][enter])
v(3,62): 3.827617645263672	 ([life][world])
v(3,63): -0.7101351022720337	 ([life][madness])
v(4,5): 0.728556215763092	 ([prison,][adelle])
v(4,6): -0.18776771426200867	 ([prison,][( debbie])
v(4,7): 1.103019118309021	 ([prison,][reynolds )])
v(4,8): 1.0555460453033447	 ([prison,][helen])
v(4,9): 1.1285954713821411	 ([prison,][( shirley])
v(4,10): 1.5733606815338135	 ([prison,][winters )])
v(4,11): 0.8167567849159241	 ([prison,][begin])
v(4,12): 1.1157673597335815	 ([prison,][receiving])
v(4,13): 0.09003341197967529	 ([prison,][threatening])
v(4,14): 0.6826618909835815	 ([prison,][phone])
v(4,15): 0.9457415342330933	 ([prison,][calls])
v(4,16): 0.5692890882492065	 ([prison,][someone])
v(4,17): 1.5517210960388184	 ([prison,][fells])
v(4,18): 1.5881301164627075	 ([prison,][sons])
v(4,19): 1.3672020435333252	 ([prison,][got])
v(4,20): 0.5268967747688293	 ([prison,][easy.])
v(4,21): 1.1547819375991821	 ([prison,][pair])
v(4,22): 0.8211995959281921	 ([prison,][decides])
v(4,23): 1.1719682216644287	 ([prison,][move])
v(4,24): 1.324073076248169	 ([prison,][california])
v(4,25): 1.228602409362793	 ([prison,][escape])
v(4,26): -0.036839306354522705	 ([prison,][publicity])
v(4,27): 0.8631014227867126	 ([prison,][trial])
v(4,28): 0.6096413731575012	 ([prison,][start])
v(4,29): 1.1698685884475708	 ([prison,][new])
v(4,30): 2.147265911102295	 ([prison,][life.])
v(4,31): 1.5913020372390747	 ([prison,][start])
v(4,32): 2.7330918312072754	 ([prison,][dance])
v(4,33): 2.005584716796875	 ([prison,][school])
v(4,34): 1.2877328395843506	 ([prison,][soon])
v(4,35): 2.4703755378723145	 ([prison,][successful.])
v(4,36): 0.981427788734436	 ([prison,][one])
v(4,37): 1.1168221235275269	 ([prison,][students])
v(4,38): 1.3067470788955688	 ([prison,][rich])
v(4,39): 1.2176785469055176	 ([prison,][unmarried])
v(4,40): 1.6552073955535889	 ([prison,][father])
v(4,41): 0.05584433674812317	 ([prison,][adelle])
v(4,42): 0.8045724630355835	 ([prison,][quickly])
v(4,43): 0.8668468594551086	 ([prison,][falls])
v(4,44): 1.852243185043335	 ([prison,][love.])
v(4,45): 0.983887255191803	 ([prison,][meantime,])
v(4,46): 0.6713398098945618	 ([prison,][helen])
v(4,47): 0.6667698621749878	 ([prison,][busy])
v(4,48): 1.290003776550293	 ([prison,][raising])
v(4,49): 0.3200989067554474	 ([prison,][rabbits])
v(4,50): 0.6753342747688293	 ([prison,][becoming])
v(4,51): 1.0851868391036987	 ([prison,][little])
v(4,52): 0.7389368414878845	 ([prison,][infatuated])
v(4,53): 1.6184154748916626	 ([prison,][evangelist])
v(4,54): 1.248758316040039	 ([prison,][radio.])
v(4,55): 1.8475708961486816	 ([prison,][mater])
v(4,56): 1.8981389999389648	 ([prison,][time])
v(4,57): 1.0057768821716309	 ([prison,][everything])
v(4,58): -0.36574453115463257	 ([prison,][falls])
v(4,59): 1.282547116279602	 ([prison,][apart])
v(4,60): 0.7672882080078125	 ([prison,][women])
v(4,61): 0.554858386516571	 ([prison,][enter])
v(4,62): 3.396879196166992	 ([prison,][world])
v(4,63): -0.7529730200767517	 ([prison,][madness])
v(5,6): -0.9272060394287109	 ([adelle][( debbie])
v(5,7): 0.7038042545318604	 ([adelle][reynolds )])
v(5,8): 0.7706630825996399	 ([adelle][helen])
v(5,9): 0.6293556690216064	 ([adelle][( shirley])
v(5,10): 1.3763160705566406	 ([adelle][winters )])
v(5,11): 0.33590638637542725	 ([adelle][begin])
v(5,12): 0.6394321918487549	 ([adelle][receiving])
v(5,13): -0.8218786716461182	 ([adelle][threatening])
v(5,14): 0.2651391625404358	 ([adelle][phone])
v(5,15): 0.4742863178253174	 ([adelle][calls])
v(5,16): 0.13081195950508118	 ([adelle][someone])
v(5,17): 1.1459455490112305	 ([adelle][fells])
v(5,18): 1.3270012140274048	 ([adelle][sons])
v(5,19): 0.9840642809867859	 ([adelle][got])
v(5,20): 0.2798998951911926	 ([adelle][easy.])
v(5,21): 0.6382619738578796	 ([adelle][pair])
v(5,22): 0.3049355149269104	 ([adelle][decides])
v(5,23): 0.6460480690002441	 ([adelle][move])
v(5,24): 0.9813971519470215	 ([adelle][california])
v(5,25): 0.7716045379638672	 ([adelle][escape])
v(5,26): -0.7691043615341187	 ([adelle][publicity])
v(5,27): 0.3801976144313812	 ([adelle][trial])
v(5,28): 0.14967721700668335	 ([adelle][start])
v(5,29): 0.7547942399978638	 ([adelle][new])
v(5,30): 1.8201006650924683	 ([adelle][life.])
v(5,31): 0.9977951049804688	 ([adelle][start])
v(5,32): 2.1230716705322266	 ([adelle][dance])
v(5,33): 1.4417413473129272	 ([adelle][school])
v(5,34): 0.8554641008377075	 ([adelle][soon])
v(5,35): 1.9304664134979248	 ([adelle][successful.])
v(5,36): 0.5788373351097107	 ([adelle][one])
v(5,37): 0.6564993858337402	 ([adelle][students])
v(5,38): 0.8412901163101196	 ([adelle][rich])
v(5,39): 0.8202683925628662	 ([adelle][unmarried])
v(5,40): 1.0427881479263306	 ([adelle][father])
v(5,41): 0.52387535572052	 ([adelle][adelle])
v(5,42): 0.4119066298007965	 ([adelle][quickly])
v(5,43): 0.6610037684440613	 ([adelle][falls])
v(5,44): 1.430901288986206	 ([adelle][love.])
v(5,45): 0.5354049205780029	 ([adelle][meantime,])
v(5,46): 0.40662628412246704	 ([adelle][helen])
v(5,47): 0.12754955887794495	 ([adelle][busy])
v(5,48): 0.8795011043548584	 ([adelle][raising])
v(5,49): -0.004433572292327881	 ([adelle][rabbits])
v(5,50): 0.22436730563640594	 ([adelle][becoming])
v(5,51): 0.6382579803466797	 ([adelle][little])
v(5,52): 0.37660717964172363	 ([adelle][infatuated])
v(5,53): 1.0696688890457153	 ([adelle][evangelist])
v(5,54): 0.6387194991111755	 ([adelle][radio.])
v(5,55): 1.6261579990386963	 ([adelle][mater])
v(5,56): 1.4653398990631104	 ([adelle][time])
v(5,57): 0.6934453248977661	 ([adelle][everything])
v(5,58): -0.7632013559341431	 ([adelle][falls])
v(5,59): 0.8243797421455383	 ([adelle][apart])
v(5,60): 0.41799497604370117	 ([adelle][women])
v(5,61): 0.12179827690124512	 ([adelle][enter])
v(5,62): 2.889387607574463	 ([adelle][world])
v(5,63): -2.429983615875244	 ([adelle][madness])
v(6,7): 2.333653211593628	 ([( debbie][reynolds )])
v(6,8): -0.21146860718727112	 ([( debbie][helen])
v(6,9): -0.23703542351722717	 ([( debbie][( shirley])
v(6,10): 0.5994336605072021	 ([( debbie][winters )])
v(6,11): -0.5312013626098633	 ([( debbie][begin])
v(6,12): -0.25114706158638	 ([( debbie][receiving])
v(6,13): -1.7360119819641113	 ([( debbie][threatening])
v(6,14): -0.5805871486663818	 ([( debbie][phone])
v(6,15): -0.4129231572151184	 ([( debbie][calls])
v(6,16): -0.8260711431503296	 ([( debbie][someone])
v(6,17): 0.23481407761573792	 ([( debbie][fells])
v(6,18): 0.42503833770751953	 ([( debbie][sons])
v(6,19): -0.009876638650894165	 ([( debbie][got])
v(6,20): -0.7809722423553467	 ([( debbie][easy.])
v(6,21): -0.3688833713531494	 ([( debbie][pair])
v(6,22): -0.7048854827880859	 ([( debbie][decides])
v(6,23): -0.25374287366867065	 ([( debbie][move])
v(6,24): 0.13784198462963104	 ([( debbie][california])
v(6,25): -0.3038698136806488	 ([( debbie][escape])
v(6,26): -1.4517093896865845	 ([( debbie][publicity])
v(6,27): -0.6005870699882507	 ([( debbie][trial])
v(6,28): -0.6604992747306824	 ([( debbie][start])
v(6,29): -0.2540287375450134	 ([( debbie][new])
v(6,30): 0.9369326233863831	 ([( debbie][life.])
v(6,31): 0.2158745527267456	 ([( debbie][start])
v(6,32): 1.3031692504882812	 ([( debbie][dance])
v(6,33): 0.6693219542503357	 ([( debbie][school])
v(6,34): -0.23094981908798218	 ([( debbie][soon])
v(6,35): 1.1208205223083496	 ([( debbie][successful.])
v(6,36): -0.2790023684501648	 ([( debbie][one])
v(6,37): -0.1935575306415558	 ([( debbie][students])
v(6,38): -0.27398714423179626	 ([( debbie][rich])
v(6,39): -0.049954891204833984	 ([( debbie][unmarried])
v(6,40): 0.006797164678573608	 ([( debbie][father])
v(6,41): -1.1150132417678833	 ([( debbie][adelle])
v(6,42): -0.6281257271766663	 ([( debbie][quickly])
v(6,43): -0.14013057947158813	 ([( debbie][falls])
v(6,44): 0.23708519339561462	 ([( debbie][love.])
v(6,45): -0.7019673585891724	 ([( debbie][meantime,])
v(6,46): -0.48032376170158386	 ([( debbie][helen])
v(6,47): -0.9158663749694824	 ([( debbie][busy])
v(6,48): -0.062154531478881836	 ([( debbie][raising])
v(6,49): -0.7759436964988708	 ([( debbie][rabbits])
v(6,50): -0.6597193479537964	 ([( debbie][becoming])
v(6,51): -0.3113393783569336	 ([( debbie][little])
v(6,52): -0.8669844269752502	 ([( debbie][infatuated])
v(6,53): -0.07289722561836243	 ([( debbie][evangelist])
v(6,54): -0.23849090933799744	 ([( debbie][radio.])
v(6,55): 0.6003050208091736	 ([( debbie][mater])
v(6,56): 0.46519482135772705	 ([( debbie][time])
v(6,57): -0.44548606872558594	 ([( debbie][everything])
v(6,58): -1.9113212823867798	 ([( debbie][falls])
v(6,59): -0.02632841467857361	 ([( debbie][apart])
v(6,60): -0.3249285817146301	 ([( debbie][women])
v(6,61): -0.9883344173431396	 ([( debbie][enter])
v(6,62): 2.177095890045166	 ([( debbie][world])
v(6,63): -3.832465648651123	 ([( debbie][madness])
v(7,8): 0.9824087023735046	 ([reynolds )][helen])
v(7,9): 0.8919485211372375	 ([reynolds )][( shirley])
v(7,10): 1.2310149669647217	 ([reynolds )][winters )])
v(7,11): 0.6923850178718567	 ([reynolds )][begin])
v(7,12): 0.9563968181610107	 ([reynolds )][receiving])
v(7,13): -0.3216487169265747	 ([reynolds )][threatening])
v(7,14): 0.6186729669570923	 ([reynolds )][phone])
v(7,15): 0.9113330841064453	 ([reynolds )][calls])
v(7,16): 0.5480157732963562	 ([reynolds )][someone])
v(7,17): 1.5163533687591553	 ([reynolds )][fells])
v(7,18): 1.59377920627594	 ([reynolds )][sons])
