---------- AND Interactions ----------
I(28): -4.4592366218566895	 ([dirty])
I(24,59): -0.2540501356124878	 ([treated][ann])
I(1,11): -0.2531156539916992	 ([angels][usual])
I(6,48): -0.25181806087493896	 ([angels][phone])
I(12,32): -0.25133252143859863	 ([shenanigans][sake.])
I(51,52): -0.25035959482192993	 ([hours][would])
I(7,8): 0.25022393465042114	 ([wash][faces])
I(5,6): -0.24994421005249023	 ([only,][angels])
I(28,37): -0.2487729787826538	 ([dirty][true])
I(44,57): -0.24665796756744385	 ([ann][movie])
I(51,59): -0.2452055811882019	 ([hours][ann])
I(29,30): 0.2448386251926422	 ([faces,][least])
I(15,55): 0.24344360828399658	 ([kids.][another])
I(25,63): 0.24290978908538818	 ([actual][unfortunately])
I(4,12): -0.24274921417236328	 ([name][shenanigans])
I(0,41): -0.24249351024627686	 ([sequel][paraphrase])
I(9,39): 0.24037349224090576	 ([suffers][light])
I(9,51): -0.23778784275054932	 ([suffers][hours])
I(15,18): 0.23774456977844238	 ([kids.][presence])
I(20,22): 0.23687058687210083	 ([end][ann])
I(52,65): -0.23684334754943848	 ([would][aspect])
I(11,32): 0.2366962432861328	 ([usual][sake.])
I(22,54): -0.2366858720779419	 ([ann][dvd!])
I(22,34): 0.2365301251411438	 ([ann][ann])
I(9,55): -0.23579275608062744	 ([suffers][another])
I(23,27): 0.23517221212387085	 ([sheridan][angels])
I(15,53): 0.23483800888061523	 ([kids.][buy])
I(9,57): -0.2343907356262207	 ([suffers][movie])
I(6,9): -0.2343716025352478	 ([angels][suffers])
I(11,27): -0.2338826060295105	 ([usual][angels])
I(21,33): 0.23366963863372803	 ([kids][speaking])
I(41,49): -0.23294591903686523	 ([paraphrase][book])
I(2,11): 0.23276615142822266	 ([dirty][usual])
I(34,36): -0.23246335983276367	 ([ann][one])
I(24,27): 0.23166340589523315	 ([treated][angels])
I(2,14): 0.2312922477722168	 ([dirty][end])
I(28,48): 0.23063945770263672	 ([dirty][phone])
I(35,39): 0.2306370735168457	 ([sheridan,][light])
I(27,62): -0.23052561283111572	 ([angels][reagan.])
I(8,9): 0.23012948036193848	 ([faces][suffers])
I(39,53): -0.23007583618164062	 ([light][buy])
I(27,59): -0.2291538119316101	 ([angels][ann])
I(6,37): -0.2285459041595459	 ([angels][true])
I(33,57): 0.2282831370830536	 ([speaking][movie])
I(9,59): 0.22816967964172363	 ([suffers][ann])
I(19,36): -0.22763067483901978	 ([dead][one])
I(16,63): -0.22614359855651855	 ([matter][unfortunately])
I(16,35): -0.2250131368637085	 ([matter][sheridan,])
I(2,42): 0.2248518466949463	 ([dirty][clich])
I(14,17): 0.2247627079486847	 ([end][fact,])
I(48,61): 0.22389990091323853	 ([phone][ronald])
I(41,57): -0.22389578819274902	 ([paraphrase][movie])
I(1,60): -0.22339218854904175	 ([angels][sheridan])
I(49,54): 0.22323250770568848	 ([book][dvd!])
I(19,22): 0.2228713035583496	 ([dead][ann])
I(37,56): -0.22242772579193115	 ([true][virtue])
I(3,41): 0.22231483459472656	 ([faces][paraphrase])
I(26,57): -0.2221745252609253	 ([sequel][movie])
I(21,46): 0.22166264057159424	 ([kids][could])
I(18,21): -0.22147870063781738	 ([presence][kids])
I(39,58): -0.22119140625	 ([light][chemistry])
I(53,65): 0.22113096714019775	 ([buy][aspect])
I(16,24): -0.22047993540763855	 ([matter][treated])
I(17,33): -0.21988391876220703	 ([fact,][speaking])
I(39,49): -0.2198348045349121	 ([light][book])
I(11,65): 0.21864604949951172	 ([usual][aspect])
I(25): -0.21852052211761475	 ([actual])
I(4,38): -0.2179882526397705	 ([name][shining])
I(23,28): 0.21735095977783203	 ([sheridan][dirty])
I(32,51): -0.21687191724777222	 ([sake.][hours])
I(22,48): 0.21682226657867432	 ([ann][phone])
I(13,36): -0.21654313802719116	 ([dead][one])
I(8,65): 0.21645581722259521	 ([faces][aspect])
I(6,26): -0.21616506576538086	 ([angels][sequel])
I(37,51): 0.2161186933517456	 ([true][hours])
I(3,40): 0.21572256088256836	 ([faces][movie.])
I(12,57): -0.21566557884216309	 ([shenanigans][movie])
I(27,58): 0.21556425094604492	 ([angels][chemistry])
I(0,33): -0.21548694372177124	 ([sequel][speaking])
I(18,31): -0.2148653268814087	 ([presence][continuity's])
I(13,31): -0.21472841501235962	 ([dead][continuity's])
I(0,12): -0.21469426155090332	 ([sequel][shenanigans])
I(22,61): -0.2140544056892395	 ([ann][ronald])
I(16): 0.21387845277786255	 ([matter])
I(21,35): 0.21379435062408447	 ([kids][sheridan,])
I(2,32): 0.2136073112487793	 ([dirty][sake.])
I(3,21): 0.21356630325317383	 ([faces][kids])
I(21,61): -0.21343135833740234	 ([kids][ronald])
I(42,65): -0.21319788694381714	 ([clich][aspect])
I(1,55): 0.21279925107955933	 ([angels][another])
I(25,65): 0.212699294090271	 ([actual][aspect])
I(21,59): 0.2122058868408203	 ([kids][ann])
I(24,53): 0.21197837591171265	 ([treated][buy])
I(46,53): 0.21151816844940186	 ([could][buy])
I(27,36): -0.21142005920410156	 ([angels][one])
I(4,62): 0.21109706163406372	 ([name][reagan.])
I(15,46): 0.2107386589050293	 ([kids.][could])
I(31,47): -0.21044886112213135	 ([continuity's][read])
I(13,49): -0.21026715636253357	 ([dead][book])
I(42,49): -0.2102275788784027	 ([clich][book])
I(15,34): 0.20970916748046875	 ([kids.][ann])
I(27,42): -0.20957067608833313	 ([angels][clich])
I(31,52): -0.20947349071502686	 ([continuity's][would])
I(20): -0.20866727828979492	 ([end])
I(20,26): -0.20841443538665771	 ([end][sequel])
I(11,21): 0.20838642120361328	 ([usual][kids])
I(23,65): 0.20730024576187134	 ([sheridan][aspect])
I(46,54): 0.20688152313232422	 ([could][dvd!])
I(15,26): -0.20680749416351318	 ([kids.][sequel])
I(19,35): 0.2062615156173706	 ([dead][sheridan,])
I(19,57): -0.2056431770324707	 ([dead][movie])
I(48,56): -0.20528054237365723	 ([phone][virtue])
I(1,41): -0.20515966415405273	 ([angels][paraphrase])
I(0,51): -0.20421218872070312	 ([sequel][hours])
I(18,23): -0.20392733812332153	 ([presence][sheridan])
I(13,16): 0.20366230607032776	 ([dead][matter])
I(9,38): 0.20315158367156982	 ([suffers][shining])
I(35,45): -0.20298129320144653	 ([sheridan,][sheridan])
I(2,33): 0.2020738124847412	 ([dirty][speaking])
I(51,53): -0.20178860425949097	 ([hours][buy])
I(2,54): -0.19911885261535645	 ([dirty][dvd!])
I(4,65): -0.19902491569519043	 ([name][aspect])
I(28,35): -0.19899940490722656	 ([dirty][sheridan,])
I(34,63): 0.19896435737609863	 ([ann][unfortunately])
I(12,56): 0.19872653484344482	 ([shenanigans][virtue])
I(22,32): -0.1985723376274109	 ([ann][sake.])
I(38,62): -0.19825541973114014	 ([shining][reagan.])
I(0,29): -0.19809049367904663	 ([sequel][faces,])
I(41,46): 0.19724619388580322	 ([paraphrase][could])
I(3,24): 0.19521760940551758	 ([faces][treated])
I(1,5): 0.19509029388427734	 ([angels][only,])
I(37,59): -0.19346320629119873	 ([true][ann])
I(50,54): -0.19283843040466309	 ([two][dvd!])
I(52,53): -0.19273528456687927	 ([would][buy])
I(22,38): -0.1919412612915039	 ([ann][shining])
I(51,63): -0.19182801246643066	 ([hours][unfortunately])
I(7,41): 0.19176030158996582	 ([wash][paraphrase])
I(49,53): 0.19134682416915894	 ([book][buy])
I(19,49): -0.19120049476623535	 ([dead][book])
I(38,61): -0.19114363193511963	 ([shining][ronald])
I(8,28): -0.19085359573364258	 ([faces][dirty])
I(8,57): 0.19081580638885498	 ([faces][movie])
I(11,29): 0.19050073623657227	 ([usual][faces,])
I(29,53): 0.19043844938278198	 ([faces,][buy])
I(45,65): 0.19026833772659302	 ([sheridan][aspect])
I(33,56): -0.18992066383361816	 ([speaking][virtue])
I(9,62): 0.18968641757965088	 ([suffers][reagan.])
I(13,40): -0.18963557481765747	 ([dead][movie.])
I(48,59): 0.18936079740524292	 ([phone][ann])
I(23,31): 0.18901413679122925	 ([sheridan][continuity's])
I(49,58): -0.18870019912719727	 ([book][chemistry])
I(5,28): -0.18860816955566406	 ([only,][dirty])
I(30,57): -0.18827718496322632	 ([least][movie])
I(25,28): 0.18817853927612305	 ([actual][dirty])
I(28,58): -0.187957763671875	 ([dirty][chemistry])
I(1,12): -0.18768659234046936	 ([angels][shenanigans])
I(30,41): 0.18723386526107788	 ([least][paraphrase])
I(44,61): -0.18704771995544434	 ([ann][ronald])
I(42,46): 0.18575721979141235	 ([clich][could])
I(6,33): -0.18569648265838623	 ([angels][speaking])
I(30,40): -0.18540078401565552	 ([least][movie.])
I(4,6): -0.18495023250579834	 ([name][angels])
I(28,54): 0.18460369110107422	 ([dirty][dvd!])
I(14,65): 0.1845484972000122	 ([end][aspect])
I(24,29): 0.18439382314682007	 ([treated][faces,])
I(11,14): 0.18388736248016357	 ([usual][end])
I(18,22): -0.18306297063827515	 ([presence][ann])
I(42,60): -0.18272876739501953	 ([clich][sheridan])
I(9,48): 0.18239271640777588	 ([suffers][phone])
I(15,60): -0.1822655200958252	 ([kids.][sheridan])
I(21,27): -0.1819596290588379	 ([kids][angels])
I(41,44): 0.1818375587463379	 ([paraphrase][ann])
I(1,53): -0.18133783340454102	 ([angels][buy])
I(34,40): -0.18120896816253662	 ([ann][movie.])
I(15,22): 0.18097257614135742	 ([kids.][ann])
I(23,61): 0.1809588074684143	 ([sheridan][ronald])
I(0,35): -0.1802459955215454	 ([sequel][sheridan,])
I(9,29): 0.18017727136611938	 ([suffers][faces,])
I(11,12): 0.17989623546600342	 ([usual][shenanigans])
I(1,42): -0.179823100566864	 ([angels][clich])
I(54,60): -0.17978119850158691	 ([dvd!][sheridan])
I(9,61): 0.17932260036468506	 ([suffers][ronald])
I(31,35): -0.17911624908447266	 ([continuity's][sheridan,])
I(18,63): -0.1789710521697998	 ([presence][unfortunately])
I(47,63): -0.17886662483215332	 ([read][unfortunately])
I(39,45): 0.17866355180740356	 ([light][sheridan])
I(18,28): -0.17853879928588867	 ([presence][dirty])
I(7,58): -0.17785906791687012	 ([wash][chemistry])
I(42,56): -0.17727339267730713	 ([clich][virtue])
I(11,39): 0.17714309692382812	 ([usual][light])
I(31,61): 0.17711281776428223	 ([continuity's][ronald])
I(3,65): 0.17636430263519287	 ([faces][aspect])
I(20,65): 0.17615652084350586	 ([end][aspect])
I(36,52): -0.1757095456123352	 ([one][would])
I(33,48): -0.17468681931495667	 ([speaking][phone])
I(12,28): -0.17464923858642578	 ([shenanigans][dirty])
I(12,35): -0.17452144622802734	 ([shenanigans][sheridan,])
I(42,43): 0.17407578229904175	 ([clich][,])
I(32,59): -0.17398428916931152	 ([sake.][ann])
I(9,36): 0.1737128496170044	 ([suffers][one])
I(2,17): 0.17359066009521484	 ([dirty][fact,])
I(49,59): -0.17337757349014282	 ([book][ann])
I(49,65): -0.17336130142211914	 ([book][aspect])
I(50,53): -0.17282640933990479	 ([two][buy])
I(13,46): 0.17249125242233276	 ([dead][could])
I(3,11): 0.17233824729919434	 ([faces][usual])
I(15,30): 0.1716206669807434	 ([kids.][least])
I(24,39): 0.17159217596054077	 ([treated][light])
I(4,39): -0.1715095043182373	 ([name][light])
I(16,19): 0.17150020599365234	 ([matter][dead])
I(7,21): 0.17125874757766724	 ([wash][kids])
I(6,52): -0.17069527506828308	 ([angels][would])
I(8,51): 0.17058295011520386	 ([faces][hours])
I(22,36): -0.1702752709388733	 ([ann][one])
I(41,60): 0.17019402980804443	 ([paraphrase][sheridan])
I(19,24): -0.17018169164657593	 ([dead][treated])
I(40,49): 0.17014312744140625	 ([movie.][book])
I(18,27): 0.1694931983947754	 ([presence][angels])
I(2,30): 0.1690385341644287	 ([dirty][least])
I(23,34): 0.16891902685165405	 ([sheridan][ann])
I(47,51): 0.1677396297454834	 ([read][hours])
I(21,32): -0.16730773448944092	 ([kids][sake.])
I(35,62): -0.16678082942962646	 ([sheridan,][reagan.])
I(20,63): 0.16677045822143555	 ([end][unfortunately])
I(56,58): 0.16656112670898438	 ([virtue][chemistry])
I(51,56): 0.16652894020080566	 ([hours][virtue])
I(5,26): 0.16643422842025757	 ([only,][sequel])
I(13,27): -0.16642937064170837	 ([dead][angels])
I(2,8): -0.16642379760742188	 ([dirty][faces])
I(2,55): -0.1663670539855957	 ([dirty][another])
I(1,36): -0.16633343696594238	 ([angels][one])
I(52,61): -0.16620981693267822	 ([would][ronald])
I(15,52): 0.16604673862457275	 ([kids.][would])
I(12,38): 0.1657426357269287	 ([shenanigans][shining])
I(25,58): 0.16539716720581055	 ([actual][chemistry])
I(3,54): 0.16495633125305176	 ([faces][dvd!])
I(12,19): 0.16421657800674438	 ([shenanigans][dead])
I(19,34): 0.16418606042861938	 ([dead][ann])
I(42,62): -0.16357797384262085	 ([clich][reagan.])
I(0,3): 0.1634836196899414	 ([sequel][faces])
I(24,30): 0.1634424328804016	 ([treated][least])
I(11,40): -0.1633305549621582	 ([usual][movie.])
I(13,63): 0.16332322359085083	 ([dead][unfortunately])
I(21,53): 0.16330432891845703	 ([kids][buy])
I(32,33): -0.16321143507957458	 ([sake.][speaking])
I(9,37): 0.16320431232452393	 ([suffers][true])
I(49,62): -0.16306990385055542	 ([book][reagan.])
I(11,63): 0.16297483444213867	 ([usual][unfortunately])
I(6,46): -0.16284990310668945	 ([angels][could])
I(2,45): 0.162400484085083	 ([dirty][sheridan])
I(13,41): 0.1617082953453064	 ([dead][paraphrase])
I(4,13): -0.16139698028564453	 ([name][dead])
I(40,55): -0.16127657890319824	 ([movie.][another])
I(1,18): 0.1612105369567871	 ([angels][presence])
I(32): -0.1611553430557251	 ([sake.])
I(30,37): -0.16087597608566284	 ([least][true])
I(1,49): -0.16084414720535278	 ([angels][book])
I(19,62): 0.1605624556541443	 ([dead][reagan.])
I(42,63): 0.1600692868232727	 ([clich][unfortunately])
I(25,40): 0.15997469425201416	 ([actual][movie.])
I(0,32): -0.15878593921661377	 ([sequel][sake.])
I(51,61): -0.15867304801940918	 ([hours][ronald])
I(13,32): -0.15859383344650269	 ([dead][sake.])
I(29,32): 0.15840375423431396	 ([faces,][sake.])
I(17,21): 0.15826362371444702	 ([fact,][kids])
I(16,41): -0.1576082706451416	 ([matter][paraphrase])
I(30,62): 0.15751677751541138	 ([least][reagan.])
I(36,42): -0.1570633053779602	 ([one][clich])
I(4,56): -0.15703082084655762	 ([name][virtue])
I(41,52): 0.15632319450378418	 ([paraphrase][would])
I(28,47): -0.15602684020996094	 ([dirty][read])
I(14,48): 0.15476995706558228	 ([end][phone])
I(37,48): -0.15440788865089417	 ([true][phone])
I(51,65): -0.15384650230407715	 ([hours][aspect])
I(40,48): 0.15373516082763672	 ([movie.][phone])
I(18,41): 0.15347182750701904	 ([presence][paraphrase])
I(0,25): 0.15321606397628784	 ([sequel][actual])
I(34,53): -0.1529982089996338	 ([ann][buy])
I(0,49): -0.1523982286453247	 ([sequel][book])
I(19,33): 0.1523348093032837	 ([dead][speaking])
I(31,60): -0.15188992023468018	 ([continuity's][sheridan])
I(19,54): -0.15176784992218018	 ([dead][dvd!])
I(24,48): 0.15176597237586975	 ([treated][phone])
I(0,7): -0.15166619420051575	 ([sequel][wash])
I(12,13): -0.15164679288864136	 ([shenanigans][dead])
I(1,13): -0.15057280659675598	 ([angels][dead])
I(13,17): 0.14995908737182617	 ([dead][fact,])
I(36,56): -0.14990746974945068	 ([one][virtue])
I(41,43): 0.1497662365436554	 ([paraphrase][,])
I(6,22): -0.14973270893096924	 ([angels][ann])
I(34,37): -0.1496136486530304	 ([ann][true])
I(16,57): -0.14870357513427734	 ([matter][movie])
I(6,41): -0.14796817302703857	 ([angels][paraphrase])
I(39,62): -0.14765584468841553	 ([light][reagan.])
I(31,51): -0.1470860242843628	 ([continuity's][hours])
I(27,52): -0.14706525206565857	 ([angels][would])
I(18,24): -0.14686822891235352	 ([presence][treated])
I(24,35): -0.14637309312820435	 ([treated][sheridan,])
I(29,31): -0.14578741788864136	 ([faces,][continuity's])
I(2,44): 0.14557123184204102	 ([dirty][ann])
I(14,53): 0.1454075574874878	 ([end][buy])
I(56,60): -0.14532470703125	 ([virtue][sheridan])
I(22,41): 0.1452469825744629	 ([ann][paraphrase])
I(1,17): 0.14523661136627197	 ([angels][fact,])
I(18,34): -0.14518165588378906	 ([presence][ann])
I(0,19): -0.14510756731033325	 ([sequel][dead])
I(50,57): 0.14471471309661865	 ([two][movie])
I(11,35): 0.1446782350540161	 ([usual][sheridan,])
I(44,46): 0.1444687843322754	 ([ann][could])
I(31,64): 0.14444518089294434	 ([continuity's][,])
I(7,49): -0.14400652050971985	 ([wash][book])
I(24,63): -0.14351749420166016	 ([treated][unfortunately])
I(26,32): -0.14314758777618408	 ([sequel][sake.])
I(53,57): -0.1430671215057373	 ([buy][movie])
I(21,47): 0.14270055294036865	 ([kids][read])
I(1,34): -0.14252501726150513	 ([angels][ann])
I(47,53): 0.14247211813926697	 ([read][buy])
I(17,48): -0.14229369163513184	 ([fact,][phone])
I(20,39): 0.14194917678833008	 ([end][light])
I(6,34): -0.14170849323272705	 ([angels][ann])
I(21,34): 0.14153122901916504	 ([kids][ann])
I(34,41): 0.1414186954498291	 ([ann][paraphrase])
I(16,48): -0.1412982940673828	 ([matter][phone])
I(20,28): 0.1410694122314453	 ([end][dirty])
I(31,44): 0.1409088373184204	 ([continuity's][ann])
I(16,65): -0.14076590538024902	 ([matter][aspect])
I(8,58): 0.1407032012939453	 ([faces][chemistry])
I(0,40): -0.14041411876678467	 ([sequel][movie.])
I(10,28): -0.1403636932373047	 ([somewhat][dirty])
I(17,39): 0.14027690887451172	 ([fact,][light])
I(31,50): -0.13988924026489258	 ([continuity's][two])
I(47,60): 0.139329195022583	 ([read][sheridan])
I(9,14): 0.1389409303665161	 ([suffers][end])
I(26,38): 0.13890337944030762	 ([sequel][shining])
I(2,36): -0.1386728286743164	 ([dirty][one])
I(16,36): -0.13865268230438232	 ([matter][one])
I(32,65): 0.1385636329650879	 ([sake.][aspect])
I(3,38): -0.13836669921875	 ([faces][shining])
I(7,18): 0.13834530115127563	 ([wash][presence])
I(34,54): -0.13819754123687744	 ([ann][dvd!])
I(1,22): -0.1381586790084839	 ([angels][ann])
I(12,60): -0.13762080669403076	 ([shenanigans][sheridan])
I(17,34): -0.13758057355880737	 ([fact,][ann])
I(51,58): 0.13744282722473145	 ([hours][chemistry])
I(27,55): 0.13737177848815918	 ([angels][another])
I(49,56): -0.13714909553527832	 ([book][virtue])
I(6,23): 0.13700592517852783	 ([angels][sheridan])
I(3,57): 0.13678836822509766	 ([faces][movie])
I(36,50): -0.13610076904296875	 ([one][two])
I(14,18): 0.1358938217163086	 ([end][presence])
I(37,41): 0.13535737991333008	 ([true][paraphrase])
I(3,48): 0.13518249988555908	 ([faces][phone])
I(26,31): -0.13480162620544434	 ([sequel][continuity's])
I(3,28): -0.13333606719970703	 ([faces][dirty])
I(26,33): 0.13212129473686218	 ([sequel][speaking])
I(37,42): -0.13198351860046387	 ([true][clich])
I(30,47): -0.13168349862098694	 ([least][read])
I(8,63): -0.13162195682525635	 ([faces][unfortunately])
I(4,36): -0.13160568475723267	 ([name][one])
I(17,40): 0.13149070739746094	 ([fact,][movie.])
I(28,33): 0.1312732696533203	 ([dirty][speaking])
I(26,29): 0.13110870122909546	 ([sequel][faces,])
I(3,32): 0.1309627890586853	 ([faces][sake.])
I(10,39): 0.13074612617492676	 ([somewhat][light])
I(52,57): 0.13060402870178223	 ([would][movie])
I(42,61): -0.1303524374961853	 ([clich][ronald])
I(45,57): -0.13029152154922485	 ([sheridan][movie])
I(14,22): 0.12963193655014038	 ([end][ann])
I(29,56): -0.1295061707496643	 ([faces,][virtue])
I(46,49): 0.12936148047447205	 ([could][book])
I(12,30): 0.1286458671092987	 ([shenanigans][least])
I(17,65): -0.12804746627807617	 ([fact,][aspect])
I(0,11): 0.12802594900131226	 ([sequel][usual])
I(17,26): 0.12787994742393494	 ([fact,][sequel])
I(28,43): -0.12774324417114258	 ([dirty][,])
I(22,65): 0.12755632400512695	 ([ann][aspect])
I(41,64): 0.1275467872619629	 ([paraphrase][,])
I(35,47): 0.12712717056274414	 ([sheridan,][read])
I(27,49): -0.1270453929901123	 ([angels][book])
I(12,47): 0.12693679332733154	 ([shenanigans][read])
I(40,57): 0.12679362297058105	 ([movie.][movie])
I(20,41): 0.12648725509643555	 ([end][paraphrase])
I(17,35): -0.12632083892822266	 ([fact,][sheridan,])
I(1,3): 0.126173198223114	 ([angels][faces])
I(49,52): -0.12604892253875732	 ([book][would])
I(6,57): 0.12549734115600586	 ([angels][movie])
I(2,61): 0.12546348571777344	 ([dirty][ronald])
I(13,54): 0.1252240538597107	 ([dead][dvd!])
I(10,24): -0.12517476081848145	 ([somewhat][treated])
I(11,60): 0.12496745586395264	 ([usual][sheridan])
I(26,55): 0.12401449680328369	 ([sequel][another])
I(2,22): 0.12389850616455078	 ([dirty][ann])
I(36,59): -0.12383067607879639	 ([one][ann])
I(30,34): -0.12379461526870728	 ([least][ann])
I(14,59): 0.12362861633300781	 ([end][ann])
I(29,48): 0.12328070402145386	 ([faces,][phone])
I(6,55): 0.12314677238464355	 ([angels][another])
I(1,46): -0.12295210361480713	 ([angels][could])
I(16,33): -0.12266802787780762	 ([matter][speaking])
I(37,63): -0.12258195877075195	 ([true][unfortunately])
I(26,47): 0.12242665886878967	 ([sequel][read])
I(3,29): 0.12241658568382263	 ([faces][faces,])
I(23,32): -0.12224429845809937	 ([sheridan][sake.])
I(46,65): 0.12211048603057861	 ([could][aspect])
I(19,46): 0.12199097871780396	 ([dead][could])
I(3,31): -0.12166309356689453	 ([faces][continuity's])
I(36,48): -0.12144789099693298	 ([one][phone])
I(6,53): -0.12127900123596191	 ([angels][buy])
I(46,61): 0.12105154991149902	 ([could][ronald])
I(5,63): -0.12097644805908203	 ([only,][unfortunately])
I(55,65): 0.12095844745635986	 ([another][aspect])
I(26,59): 0.12093734741210938	 ([sequel][ann])
I(52,62): -0.12078189849853516	 ([would][reagan.])
I(45,61): 0.1207548975944519	 ([sheridan][ronald])
I(25,26): 0.12019693851470947	 ([actual][sequel])
I(22,49): -0.1201511025428772	 ([ann][book])
I(33,49): -0.11991041898727417	 ([speaking][book])
I(20,34): -0.11980593204498291	 ([end][ann])
I(29,39): -0.11972028017044067	 ([faces,][light])
I(9,49): -0.11970686912536621	 ([suffers][book])
I(11,56): 0.11952221393585205	 ([usual][virtue])
I(36,61): -0.11935216188430786	 ([one][ronald])
I(28,55): -0.11923456192016602	 ([dirty][another])
I(14,21): 0.11858904361724854	 ([end][kids])
I(0,60): -0.11843395233154297	 ([sequel][sheridan])
I(13,28): -0.11836689710617065	 ([dead][dirty])
I(5,53): 0.11787503957748413	 ([only,][buy])
I(1,24): 0.11784088611602783	 ([angels][treated])
I(49,61): -0.11727005243301392	 ([book][ronald])
I(7,53): 0.117220938205719	 ([wash][buy])
I(29,54): 0.11711114645004272	 ([faces,][dvd!])
I(4,57): -0.11696642637252808	 ([name][movie])
I(13,37): -0.11657339334487915	 ([dead][true])
I(23,52): 0.11642906069755554	 ([sheridan][would])
I(32,48): 0.11640685796737671	 ([sake.][phone])
I(1,10): -0.11638081073760986	 ([angels][somewhat])
I(32,53): 0.11628282070159912	 ([sake.][buy])
I(18,30): -0.11624717712402344	 ([presence][least])
I(16,30): -0.11600124835968018	 ([matter][least])
I(17,52): -0.11592984199523926	 ([fact,][would])
I(8,39): -0.115875244140625	 ([faces][light])
I(3,39): -0.1156463623046875	 ([faces][light])
I(29,44): 0.11534231901168823	 ([faces,][ann])
I(42,51): -0.11495324969291687	 ([clich][hours])
I(32,34): 0.1148524284362793	 ([sake.][ann])
I(6,40): -0.1146213710308075	 ([angels][movie.])
I(12,15): 0.11446809768676758	 ([shenanigans][kids.])
I(38,45): 0.11433058977127075	 ([shining][sheridan])
I(13,65): 0.11408740282058716	 ([dead][aspect])
I(25,59): 0.11408162117004395	 ([actual][ann])
I(14,39): 0.11385691165924072	 ([end][light])
I(14,56): 0.11364078521728516	 ([end][virtue])
I(52,63): -0.11361059546470642	 ([would][unfortunately])
I(6,44): -0.11354422569274902	 ([angels][ann])
I(10,30): 0.11349788308143616	 ([somewhat][least])
I(10,47): -0.11349174380302429	 ([somewhat][read])
I(46,59): 0.1134575605392456	 ([could][ann])
I(4,11): 0.11296999454498291	 ([name][usual])
I(52,56): -0.11274325847625732	 ([would][virtue])
I(23,44): 0.11269479990005493	 ([sheridan][ann])
I(26,48): -0.1125759482383728	 ([sequel][phone])
I(0,14): -0.1124417781829834	 ([sequel][end])
I(39,61): -0.1124199628829956	 ([light][ronald])
I(25,54): 0.11229586601257324	 ([actual][dvd!])
I(0,64): 0.11194068193435669	 ([sequel][,])
I(23,45): 0.11166203022003174	 ([sheridan][sheridan])
Sum: 14.57870751619339
==================================================
