---------- Players ----------
Player 0: film
Player 1: sat
Player 2: tivo
Player 3: weeks
Player 4: watched
Player 5: it.
Player 6: dreaded
Player 7: self - indulgent
Player 8: yuppie
Player 9: flick
Player 10: relationships
Player 11: gone
Player 12: bad.
Player 13: wrong ;
Player 14: engrossing
Player 15: excursion
Player 16: screwed - up
Player 17: libidos
Player 18: new
Player 19: yorkers.
Player 20: format
Player 21: max
Player 22: ophuls '
Player 23: la
Player 24: ronde,
Player 25: "
Player 26: based
Player 27: play
Player 28: arthur
Player 29: schnitzler,
Player 30: given
Player 31: " inspired
Player 32: "
Player 33: credit.
Player 34: starts
Player 35: one
Player 36: person,
Player 37: prostitute
Player 38: ,
Player 39: standing
Player 40: street
Player 41: corner
Player 42: brooklyn.
Player 43: picked
Player 44: home
Player 45: contractor,
Player 46: sex
Player 47: hood
Player 48: car,
Player 49: can't
Player 50: come.
Player 51: refuses
Player 52: pay
Player 53: her.
Player 54: he's
Player 55: peeing,
Player 56: answers
Player 57: cell
Player 58: phone
---------- Rewards ----------
v(): -0.6040202975273132	 ([])
v(0,33): -1.994435429573059	 ([film][credit.])
v(0,34): -0.14425596594810486	 ([film][starts])
v(0,35): -1.0697500705718994	 ([film][one])
v(0,36): -0.7624964118003845	 ([film][person,])
v(0,37): -1.4459153413772583	 ([film][prostitute])
v(0,38): -0.8144041895866394	 ([film][,])
v(0,39): -0.5980845093727112	 ([film][standing])
v(0,40): -0.28420907258987427	 ([film][street])
v(0,41): -0.5011320114135742	 ([film][corner])
v(0,42): 0.4184039235115051	 ([film][brooklyn.])
v(0,43): -0.47339022159576416	 ([film][picked])
v(0,44): -0.19819289445877075	 ([film][home])
v(0,45): -2.3958535194396973	 ([film][contractor,])
v(0,46): -2.5037479400634766	 ([film][sex])
v(0,47): -1.19117271900177	 ([film][hood])
v(0,48): -1.2016668319702148	 ([film][car,])
v(0,49): -1.602898120880127	 ([film][can't])
v(0,50): -0.6279546022415161	 ([film][come.])
v(0,51): -1.68545663356781	 ([film][refuses])
v(0,52): -2.3476359844207764	 ([film][pay])
v(0,53): -1.0306932926177979	 ([film][her.])
v(0,54): -0.6873392462730408	 ([film][he's])
v(0,55): -1.4772883653640747	 ([film][peeing,])
v(0,56): -0.5150254368782043	 ([film][answers])
v(0,57): -0.4066513180732727	 ([film][cell])
v(0,58): -1.919095516204834	 ([film][phone])
v(1,2): -0.11175870895385742	 ([sat][tivo])
v(1,3): -0.7672393918037415	 ([sat][weeks])
v(1,4): -2.0415308475494385	 ([sat][watched])
v(1,5): -0.8729159235954285	 ([sat][it.])
v(1,6): -1.1106374263763428	 ([sat][dreaded])
v(1,7): -4.233175277709961	 ([sat][self - indulgent])
v(1,8): -2.9719033241271973	 ([sat][yuppie])
v(1,9): -3.098456859588623	 ([sat][flick])
v(1,10): -0.4960804879665375	 ([sat][relationships])
v(1,11): -1.035520076751709	 ([sat][gone])
v(1,12): -4.593209266662598	 ([sat][bad.])
v(1,13): -0.6720986366271973	 ([sat][wrong ;])
v(1,14): 7.837448596954346	 ([sat][engrossing])
v(1,15): 2.2746689319610596	 ([sat][excursion])
v(1,16): -4.242786407470703	 ([sat][screwed - up])
v(1,17): -0.36097055673599243	 ([sat][libidos])
v(1,18): -1.3973228931427002	 ([sat][new])
v(1,19): 0.4318166971206665	 ([sat][yorkers.])
v(1,20): -1.1094365119934082	 ([sat][format])
v(1,21): -0.7785130739212036	 ([sat][max])
v(1,22): -1.2911434173583984	 ([sat][ophuls '])
v(1,23): -0.8220493197441101	 ([sat][la])
v(1,24): -0.4564506411552429	 ([sat][ronde,])
v(1,25): -1.0200695991516113	 ([sat]["])
v(1,26): -0.8763412237167358	 ([sat][based])
v(1,27): -0.2637481987476349	 ([sat][play])
v(1,28): 0.3501027226448059	 ([sat][arthur])
v(1,29): -0.7372405529022217	 ([sat][schnitzler,])
v(1,30): -0.2976371645927429	 ([sat][given])
v(1,31): 0.31784772872924805	 ([sat][" inspired])
v(1,32): -0.7507261633872986	 ([sat]["])
v(1,33): -1.6013107299804688	 ([sat][credit.])
v(1,34): 0.05584806203842163	 ([sat][starts])
v(1,35): -0.8564105033874512	 ([sat][one])
v(1,36): -0.8486915826797485	 ([sat][person,])
v(1,37): -1.2122318744659424	 ([sat][prostitute])
v(1,38): -0.6522939205169678	 ([sat][,])
v(1,39): -0.6655548214912415	 ([sat][standing])
v(1,40): -0.160677969455719	 ([sat][street])
v(1,41): -0.44221240282058716	 ([sat][corner])
v(1,42): 0.8100398778915405	 ([sat][brooklyn.])
v(1,43): -0.3960759937763214	 ([sat][picked])
v(1,44): 0.03536525368690491	 ([sat][home])
v(1,45): -1.974453091621399	 ([sat][contractor,])
v(1,46): -2.1093711853027344	 ([sat][sex])
v(1,47): -0.8337077498435974	 ([sat][hood])
v(1,48): -0.7752434015274048	 ([sat][car,])
v(1,49): -1.0639729499816895	 ([sat][can't])
v(1,50): -0.5597141981124878	 ([sat][come.])
v(1,51): -1.1866555213928223	 ([sat][refuses])
v(1,52): -1.82322096824646	 ([sat][pay])
v(1,53): -0.8211015462875366	 ([sat][her.])
v(1,54): -0.4470665156841278	 ([sat][he's])
v(1,55): -1.0950509309768677	 ([sat][peeing,])
v(1,56): -0.22722074389457703	 ([sat][answers])
v(1,57): -0.16274473071098328	 ([sat][cell])
v(1,58): -1.3542498350143433	 ([sat][phone])
v(2,3): 0.2473834753036499	 ([tivo][weeks])
v(2,4): -0.054962724447250366	 ([tivo][watched])
v(2,5): 0.10861572623252869	 ([tivo][it.])
v(2,6): -0.5029441118240356	 ([tivo][dreaded])
v(2,7): -3.0731492042541504	 ([tivo][self - indulgent])
v(2,8): -2.255563259124756	 ([tivo][yuppie])
v(2,9): -2.092907428741455	 ([tivo][flick])
v(2,10): 0.6882094740867615	 ([tivo][relationships])
v(2,11): 0.010507762432098389	 ([tivo][gone])
v(2,12): -4.4823455810546875	 ([tivo][bad.])
v(2,13): -0.06382030248641968	 ([tivo][wrong ;])
v(2,14): 7.7191362380981445	 ([tivo][engrossing])
v(2,15): 2.5609095096588135	 ([tivo][excursion])
v(2,16): -3.1598446369171143	 ([tivo][screwed - up])
v(2,17): 0.40895605087280273	 ([tivo][libidos])
v(2,18): -0.2740243077278137	 ([tivo][new])
v(2,19): 0.9681758880615234	 ([tivo][yorkers.])
v(2,20): -0.15984240174293518	 ([tivo][format])
v(2,21): 0.5187042951583862	 ([tivo][max])
v(2,22): -0.676790177822113	 ([tivo][ophuls '])
v(2,23): 0.2625219225883484	 ([tivo][la])
v(2,24): 0.4383124113082886	 ([tivo][ronde,])
v(2,25): 0.052656352519989014	 ([tivo]["])
v(2,26): 0.1275005042552948	 ([tivo][based])
v(2,27): 0.7203593254089355	 ([tivo][play])
v(2,28): 1.2163385152816772	 ([tivo][arthur])
v(2,29): 0.11540815234184265	 ([tivo][schnitzler,])
v(2,30): 0.7256653308868408	 ([tivo][given])
v(2,31): 1.1011401414871216	 ([tivo][" inspired])
v(2,32): 0.2728167474269867	 ([tivo]["])
v(2,33): -0.5119506120681763	 ([tivo][credit.])
v(2,34): 0.9182595610618591	 ([tivo][starts])
v(2,35): 0.08318018913269043	 ([tivo][one])
v(2,36): 0.09906616806983948	 ([tivo][person,])
v(2,37): -0.45440593361854553	 ([tivo][prostitute])
v(2,38): 0.3389067053794861	 ([tivo][,])
v(2,39): 0.3627605438232422	 ([tivo][standing])
v(2,40): 0.714414656162262	 ([tivo][street])
v(2,41): 0.47131288051605225	 ([tivo][corner])
v(2,42): 1.8838515281677246	 ([tivo][brooklyn.])
v(2,43): 0.6634655594825745	 ([tivo][picked])
v(2,44): 1.0052986145019531	 ([tivo][home])
v(2,45): -1.1565722227096558	 ([tivo][contractor,])
v(2,46): -1.0087391138076782	 ([tivo][sex])
v(2,47): 0.09459272027015686	 ([tivo][hood])
v(2,48): 0.24446642398834229	 ([tivo][car,])
v(2,49): -0.0285797119140625	 ([tivo][can't])
v(2,50): 0.4296339154243469	 ([tivo][come.])
v(2,51): -0.06773397326469421	 ([tivo][refuses])
v(2,52): -0.725516676902771	 ([tivo][pay])
v(2,53): 0.17476233839988708	 ([tivo][her.])
v(2,54): 0.4921649694442749	 ([tivo][he's])
v(2,55): -0.8562683463096619	 ([tivo][peeing,])
v(2,56): 0.8022199869155884	 ([tivo][answers])
v(2,57): 0.6400766372680664	 ([tivo][cell])
v(2,58): -0.3237709701061249	 ([tivo][phone])
v(3,4): -0.6461598873138428	 ([weeks][watched])
v(3,5): 0.013976693153381348	 ([weeks][it.])
v(3,6): -1.0160467624664307	 ([weeks][dreaded])
v(3,7): -4.152927875518799	 ([weeks][self - indulgent])
v(3,8): -2.7334980964660645	 ([weeks][yuppie])
v(3,9): -2.731201648712158	 ([weeks][flick])
v(3,10): -0.20855438709259033	 ([weeks][relationships])
v(3,11): -0.6084787249565125	 ([weeks][gone])
v(3,12): -4.691611289978027	 ([weeks][bad.])
v(3,13): -0.5061190724372864	 ([weeks][wrong ;])
v(3,14): 7.972962379455566	 ([weeks][engrossing])
v(3,15): 2.252199649810791	 ([weeks][excursion])
v(3,16): -3.5194075107574463	 ([weeks][screwed - up])
v(3,17): -0.08324024081230164	 ([weeks][libidos])
v(3,18): -0.9929611086845398	 ([weeks][new])
v(3,19): 0.5638439059257507	 ([weeks][yorkers.])
v(3,20): -0.7653396725654602	 ([weeks][format])
v(3,21): -0.25509458780288696	 ([weeks][max])
v(3,22): -0.8789743781089783	 ([weeks][ophuls '])
v(3,23): -0.4286256432533264	 ([weeks][la])
v(3,24): -0.15857377648353577	 ([weeks][ronde,])
v(3,25): -0.6597434878349304	 ([weeks]["])
v(3,26): -0.6092676520347595	 ([weeks][based])
v(3,27): 0.1976276934146881	 ([weeks][play])
v(3,28): 0.6551227569580078	 ([weeks][arthur])
v(3,29): -0.4127516746520996	 ([weeks][schnitzler,])
v(3,30): 0.06327179074287415	 ([weeks][given])
v(3,31): 0.6326729655265808	 ([weeks][" inspired])
v(3,32): -0.4407343864440918	 ([weeks]["])
v(3,33): -1.2206943035125732	 ([weeks][credit.])
v(3,34): 0.29387804865837097	 ([weeks][starts])
v(3,35): -0.5405856370925903	 ([weeks][one])
v(3,36): -0.5290290117263794	 ([weeks][person,])
v(3,37): -0.8110688328742981	 ([weeks][prostitute])
v(3,38): -0.3530001640319824	 ([weeks][,])
v(3,39): -0.19200903177261353	 ([weeks][standing])
v(3,40): 0.21133539080619812	 ([weeks][street])
v(3,41): -0.06834560632705688	 ([weeks][corner])
v(3,42): 1.1317715644836426	 ([weeks][brooklyn.])
v(3,43): 0.06480440497398376	 ([weeks][picked])
v(3,44): 0.33907175064086914	 ([weeks][home])
v(3,45): -1.5415230989456177	 ([weeks][contractor,])
v(3,46): -1.6243290901184082	 ([weeks][sex])
v(3,47): -0.37740275263786316	 ([weeks][hood])
v(3,48): -0.09567415714263916	 ([weeks][car,])
v(3,49): -0.7318555116653442	 ([weeks][can't])
v(3,50): -0.07550707459449768	 ([weeks][come.])
v(3,51): -0.9316253662109375	 ([weeks][refuses])
v(3,52): -1.4557554721832275	 ([weeks][pay])
v(3,53): -0.44884809851646423	 ([weeks][her.])
v(3,54): 0.08119231462478638	 ([weeks][he's])
v(3,55): -0.8790683150291443	 ([weeks][peeing,])
v(3,56): 0.17914316058158875	 ([weeks][answers])
v(3,57): 0.030840784311294556	 ([weeks][cell])
v(3,58): -0.7752100229263306	 ([weeks][phone])
v(4,5): -1.054142713546753	 ([watched][it.])
v(4,6): -2.2498960494995117	 ([watched][dreaded])
v(4,7): -4.192207336425781	 ([watched][self - indulgent])
v(4,8): -2.9183740615844727	 ([watched][yuppie])
v(4,9): -2.415849208831787	 ([watched][flick])
v(4,10): -0.5424119234085083	 ([watched][relationships])
v(4,11): -0.8611704111099243	 ([watched][gone])
v(4,12): -5.408958435058594	 ([watched][bad.])
v(4,13): -1.0890761613845825	 ([watched][wrong ;])
v(4,14): 8.063637733459473	 ([watched][engrossing])
v(4,15): 1.956672191619873	 ([watched][excursion])
v(4,16): -4.043384552001953	 ([watched][screwed - up])
v(4,17): -0.3730334937572479	 ([watched][libidos])
v(4,18): -1.4159961938858032	 ([watched][new])
v(4,19): 0.1866714358329773	 ([watched][yorkers.])
v(4,20): -0.914758026599884	 ([watched][format])
v(4,21): -0.6548218131065369	 ([watched][max])
v(4,22): -1.1072328090667725	 ([watched][ophuls '])
v(4,23): -0.825952410697937	 ([watched][la])
v(4,24): -0.5370956063270569	 ([watched][ronde,])
v(4,25): -1.052905797958374	 ([watched]["])
v(4,26): -0.9115370512008667	 ([watched][based])
v(4,27): 0.10435101389884949	 ([watched][play])
v(4,28): 0.37001264095306396	 ([watched][arthur])
v(4,29): -0.7296850681304932	 ([watched][schnitzler,])
v(4,30): -0.28923940658569336	 ([watched][given])
v(4,31): 0.3015197515487671	 ([watched][" inspired])
v(4,32): -0.8237835168838501	 ([watched]["])
v(4,33): -1.5152109861373901	 ([watched][credit.])
v(4,34): -0.017494291067123413	 ([watched][starts])
v(4,35): -0.8105912804603577	 ([watched][one])
v(4,36): -0.7129270434379578	 ([watched][person,])
v(4,37): -1.113706350326538	 ([watched][prostitute])
v(4,38): -0.7343762516975403	 ([watched][,])
v(4,39): -0.417129784822464	 ([watched][standing])
v(4,40): 0.02771022915840149	 ([watched][street])
v(4,41): -0.3685511350631714	 ([watched][corner])
v(4,42): 0.6751552820205688	 ([watched][brooklyn.])
v(4,43): -0.25676989555358887	 ([watched][picked])
v(4,44): 0.10363763570785522	 ([watched][home])
v(4,45): -1.7642910480499268	 ([watched][contractor,])
v(4,46): -1.896551251411438	 ([watched][sex])
v(4,47): -0.6645233035087585	 ([watched][hood])
v(4,48): -0.38318437337875366	 ([watched][car,])
v(4,49): -1.2125736474990845	 ([watched][can't])
v(4,50): -0.5867788791656494	 ([watched][come.])
v(4,51): -1.207028865814209	 ([watched][refuses])
v(4,52): -1.8755874633789062	 ([watched][pay])
v(4,53): -1.0634082555770874	 ([watched][her.])
v(4,54): -0.4013436436653137	 ([watched][he's])
v(4,55): -1.2988508939743042	 ([watched][peeing,])
v(4,56): -0.22055917978286743	 ([watched][answers])
v(4,57): -0.37594151496887207	 ([watched][cell])
v(4,58): -0.9429416656494141	 ([watched][phone])
v(5,6): -2.149468183517456	 ([it.][dreaded])
v(5,7): -4.2002410888671875	 ([it.][self - indulgent])
v(5,8): -2.4986541271209717	 ([it.][yuppie])
v(5,9): -2.313936233520508	 ([it.][flick])
v(5,10): -0.03034299612045288	 ([it.][relationships])
v(5,11): -0.8118330240249634	 ([it.][gone])
v(5,12): -5.261285781860352	 ([it.][bad.])
v(5,13): -0.7236073017120361	 ([it.][wrong ;])
v(5,14): 7.72947883605957	 ([it.][engrossing])
v(5,15): 2.505218029022217	 ([it.][excursion])
v(5,16): -3.4411518573760986	 ([it.][screwed - up])
v(5,17): -0.04715558886528015	 ([it.][libidos])
v(5,18): -0.9007757306098938	 ([it.][new])
v(5,19): 0.5811943411827087	 ([it.][yorkers.])
v(5,20): -0.4722472131252289	 ([it.][format])
v(5,21): -0.04891800880432129	 ([it.][max])
v(5,22): -0.7311782240867615	 ([it.][ophuls '])
v(5,23): -0.35896289348602295	 ([it.][la])
v(5,24): -0.16006356477737427	 ([it.][ronde,])
v(5,25): -0.562193751335144	 ([it.]["])
v(5,26): -0.44812342524528503	 ([it.][based])
v(5,27): 0.33420950174331665	 ([it.][play])
v(5,28): 0.821978747844696	 ([it.][arthur])
v(5,29): -0.36126086115837097	 ([it.][schnitzler,])
v(5,30): 0.0270727276802063	 ([it.][given])
v(5,31): 0.6362071633338928	 ([it.][" inspired])
v(5,32): -0.3702448308467865	 ([it.]["])
v(5,33): -0.879625678062439	 ([it.][credit.])
v(5,34): 0.3543846607208252	 ([it.][starts])
v(5,35): -0.5038312673568726	 ([it.][one])
v(5,36): -0.4666943848133087	 ([it.][person,])
v(5,37): -0.6624646186828613	 ([it.][prostitute])
v(5,38): -0.3026558756828308	 ([it.][,])
v(5,39): -0.11490556597709656	 ([it.][standing])
v(5,40): 0.31319496035575867	 ([it.][street])
v(5,41): -0.09363025426864624	 ([it.][corner])
v(5,42): 1.0876823663711548	 ([it.][brooklyn.])
v(5,43): -0.022557854652404785	 ([it.][picked])
v(5,44): 0.4707593321800232	 ([it.][home])
v(5,45): -1.2806447744369507	 ([it.][contractor,])
v(5,46): -1.4484028816223145	 ([it.][sex])
v(5,47): -0.3441075086593628	 ([it.][hood])
v(5,48): -0.16492432355880737	 ([it.][car,])
v(5,49): -0.6073039770126343	 ([it.][can't])
v(5,50): -0.22681578993797302	 ([it.][come.])
v(5,51): -0.7588589787483215	 ([it.][refuses])
v(5,52): -1.3097167015075684	 ([it.][pay])
v(5,53): -0.524850606918335	 ([it.][her.])
v(5,54): -0.13159894943237305	 ([it.][he's])
v(5,55): -0.9446800351142883	 ([it.][peeing,])
v(5,56): 0.05579477548599243	 ([it.][answers])
v(5,57): 0.09831362962722778	 ([it.][cell])
v(5,58): -0.7028259634971619	 ([it.][phone])
v(6,7): -2.4293785095214844	 ([dreaded][self - indulgent])
v(6,8): -2.9004745483398438	 ([dreaded][yuppie])
v(6,9): -3.843018054962158	 ([dreaded][flick])
v(6,10): -1.0841000080108643	 ([dreaded][relationships])
v(6,11): -0.1544896960258484	 ([dreaded][gone])
v(6,12): -1.1608842611312866	 ([dreaded][bad.])
v(6,13): 0.08010822534561157	 ([dreaded][wrong ;])
v(6,14): 8.2158203125	 ([dreaded][engrossing])
v(6,15): 0.7576399445533752	 ([dreaded][excursion])
v(6,16): -4.204058647155762	 ([dreaded][screwed - up])
v(6,17): -0.9175922274589539	 ([dreaded][libidos])
v(6,18): -1.263546109199524	 ([dreaded][new])
v(6,19): 0.04367345571517944	 ([dreaded][yorkers.])
v(6,20): -0.9967085719108582	 ([dreaded][format])
v(6,21): -0.6232191920280457	 ([dreaded][max])
v(6,22): -1.1062467098236084	 ([dreaded][ophuls '])
v(6,23): -0.7795302867889404	 ([dreaded][la])
v(6,24): -0.6421859860420227	 ([dreaded][ronde,])
v(6,25): -1.0118833780288696	 ([dreaded]["])
v(6,26): -0.9870424270629883	 ([dreaded][based])
v(6,27): -0.3826976716518402	 ([dreaded][play])
v(6,28): 0.17114704847335815	 ([dreaded][arthur])
v(6,29): -0.816123366355896	 ([dreaded][schnitzler,])
v(6,30): -0.39247047901153564	 ([dreaded][given])
v(6,31): -0.09901389479637146	 ([dreaded][" inspired])
v(6,32): -0.8310238122940063	 ([dreaded]["])
v(6,33): -1.5136164426803589	 ([dreaded][credit.])
v(6,34): -0.052900493144989014	 ([dreaded][starts])
v(6,35): -0.8261590003967285	 ([dreaded][one])
v(6,36): -0.8048811554908752	 ([dreaded][person,])
v(6,37): -0.9603836536407471	 ([dreaded][prostitute])
v(6,38): -0.7231431603431702	 ([dreaded][,])
v(6,39): -0.6088733077049255	 ([dreaded][standing])
v(6,40): -0.0772320032119751	 ([dreaded][street])
v(6,41): -0.4844735264778137	 ([dreaded][corner])
v(6,42): 0.853834867477417	 ([dreaded][brooklyn.])
v(6,43): -0.12641283869743347	 ([dreaded][picked])
v(6,44): 0.04931160807609558	 ([dreaded][home])
v(6,45): -1.7345490455627441	 ([dreaded][contractor,])
v(6,46): -1.8456597328186035	 ([dreaded][sex])
v(6,47): -0.5101653337478638	 ([dreaded][hood])
v(6,48): -0.17656761407852173	 ([dreaded][car,])
v(6,49): -1.1756048202514648	 ([dreaded][can't])
v(6,50): -0.41142940521240234	 ([dreaded][come.])
v(6,51): -0.8761938214302063	 ([dreaded][refuses])
v(6,52): -1.5142534971237183	 ([dreaded][pay])
v(6,53): -0.8959976434707642	 ([dreaded][her.])
v(6,54): -0.5711898803710938	 ([dreaded][he's])
v(6,55): -1.2209675312042236	 ([dreaded][peeing,])
v(6,56): -0.31111031770706177	 ([dreaded][answers])
v(6,57): -0.38106486201286316	 ([dreaded][cell])
v(6,58): -1.0682518482208252	 ([dreaded][phone])
v(7,8): -4.520297527313232	 ([self - indulgent][yuppie])
v(7,9): -6.297521591186523	 ([self - indulgent][flick])
v(7,10): -1.8464866876602173	 ([self - indulgent][relationships])
v(7,11): -2.423457622528076	 ([self - indulgent][gone])
v(7,12): -5.038058280944824	 ([self - indulgent][bad.])
v(7,13): -3.3768560886383057	 ([self - indulgent][wrong ;])
v(7,14): 7.697661399841309	 ([self - indulgent][engrossing])
v(7,15): -1.4988563060760498	 ([self - indulgent][excursion])
v(7,16): -5.091404914855957	 ([self - indulgent][screwed - up])
v(7,17): -1.985649824142456	 ([self - indulgent][libidos])
v(7,18): -3.8180651664733887	 ([self - indulgent][new])
v(7,19): -2.5615735054016113	 ([self - indulgent][yorkers.])
v(7,20): -3.4783005714416504	 ([self - indulgent][format])
v(7,21): -3.3736014366149902	 ([self - indulgent][max])
v(7,22): -3.455801486968994	 ([self - indulgent][ophuls '])
v(7,23): -3.261446952819824	 ([self - indulgent][la])
v(7,24): -3.042353868484497	 ([self - indulgent][ronde,])
v(7,25): -3.4171175956726074	 ([self - indulgent]["])
v(7,26): -3.139277935028076	 ([self - indulgent][based])
v(7,27): -2.891055107116699	 ([self - indulgent][play])
v(7,28): -2.4120030403137207	 ([self - indulgent][arthur])
v(7,29): -3.809286117553711	 ([self - indulgent][schnitzler,])
v(7,30): -2.9085934162139893	 ([self - indulgent][given])
v(7,31): -2.2831034660339355	 ([self - indulgent][" inspired])
v(7,32): -3.1771607398986816	 ([self - indulgent]["])
v(7,33): -4.05355978012085	 ([self - indulgent][credit.])
v(7,34): -2.3377764225006104	 ([self - indulgent][starts])
v(7,35): -2.896808385848999	 ([self - indulgent][one])
v(7,36): -2.620143175125122	 ([self - indulgent][person,])
v(7,37): -3.084103584289551	 ([self - indulgent][prostitute])
v(7,38): -2.8206968307495117	 ([self - indulgent][,])
v(7,39): -3.0675182342529297	 ([self - indulgent][standing])
v(7,40): -2.6392040252685547	 ([self - indulgent][street])
v(7,41): -2.9074769020080566	 ([self - indulgent][corner])
v(7,42): -1.7575136423110962	 ([self - indulgent][brooklyn.])
v(7,43): -2.851875066757202	 ([self - indulgent][picked])
v(7,44): -1.9705500602722168	 ([self - indulgent][home])
v(7,45): -4.34920072555542	 ([self - indulgent][contractor,])
v(7,46): -3.9765625	 ([self - indulgent][sex])
v(7,47): -2.943956136703491	 ([self - indulgent][hood])
v(7,48): -3.8867321014404297	 ([self - indulgent][car,])
v(7,49): -3.98415470123291	 ([self - indulgent][can't])
v(7,50): -2.985203266143799	 ([self - indulgent][come.])
