---------- Players ----------
Player 0: first
Player 1: off,
Player 2: really
Player 3: favorite
Player 4: film
Player 5: ever.
Player 6: need
Player 7: give
Player 8: anyone
Player 9: description
Player 10: every
Player 11: hole
Player 12: that.
Player 13: literally
Player 14: obsessed
Player 15: practically
Player 16: bloodless,
Player 17: cheesy,
Player 18: lame
Player 19: effects
Player 20: having ',
Player 21: boom - stick
Player 22: showing ',
Player 23: badly
Player 24: edited,
Player 25: 80's
Player 26: metal
Player 27: horror
Player 28: masterpiece.
Player 29: director
Player 30: ( i
Player 31: heard )
Player 32: hoped
Player 33: hit
Player 34: box
Player 35: office
Player 36: could
Player 37: sequels
Player 38: freddy
Player 39: jason
Player 40: type
Player 41: deal
Player 42: himself.
Player 43: damn,
Player 44: wish
Player 45: could've
Player 46: went
Player 47: like
Player 48: that!
Player 49: soundtrack's
Player 50: banging '.
Player 51: acting's
Player 52: good.... check
Player 53: mofo
Player 54: out.
Player 55: die - hard
Player 56: fans
Player 57: there,
Player 58: feel
Player 59: free
Player 60: email
Player 61: chat
Player 62: sometime.
Player 63: midgetorgy.... i
Player 64: found
Player 65: yahoo.
---------- Rewards ----------
v(): 0.15358135104179382	 ([])
v(2,18): -1.4549983739852905	 ([really][lame])
v(2,19): 0.07545197010040283	 ([really][effects])
v(2,20): 0.7580173015594482	 ([really][having ',])
v(2,21): 0.7606737613677979	 ([really][boom - stick])
v(2,22): 0.5972207188606262	 ([really][showing ',])
v(2,23): -1.8202874660491943	 ([really][badly])
v(2,24): 1.028332233428955	 ([really][edited,])
v(2,25): 0.6165074706077576	 ([really][80's])
v(2,26): 0.48282521963119507	 ([really][metal])
v(2,27): -1.5243877172470093	 ([really][horror])
v(2,28): 6.62449312210083	 ([really][masterpiece.])
v(2,29): -0.8417544364929199	 ([really][director])
v(2,30): 0.8214067220687866	 ([really][( i])
v(2,31): 0.7224090099334717	 ([really][heard )])
v(2,32): 1.0174247026443481	 ([really][hoped])
v(2,33): 0.2098635882139206	 ([really][hit])
v(2,34): 1.005570411682129	 ([really][box])
v(2,35): 1.568064570426941	 ([really][office])
v(2,36): 0.044753432273864746	 ([really][could])
v(2,37): 0.38995516300201416	 ([really][sequels])
v(2,38): 0.9415066242218018	 ([really][freddy])
v(2,39): 0.5570523738861084	 ([really][jason])
v(2,40): 0.8860466480255127	 ([really][type])
v(2,41): 1.4437354803085327	 ([really][deal])
v(2,42): 1.2146475315093994	 ([really][himself.])
v(2,43): -2.732524871826172	 ([really][damn,])
v(2,44): 2.245197296142578	 ([really][wish])
v(2,45): -0.13080115616321564	 ([really][could've])
v(2,46): 0.49476706981658936	 ([really][went])
v(2,47): 0.3247852623462677	 ([really][like])
v(2,48): 0.6829003095626831	 ([really][that!])
v(2,49): 0.8036335110664368	 ([really][soundtrack's])
v(2,50): -0.15575829148292542	 ([really][banging '.])
v(2,51): -0.9440250992774963	 ([really][acting's])
v(2,52): 1.5901052951812744	 ([really][good.... check])
v(2,53): 1.1563246250152588	 ([really][mofo])
v(2,54): 0.8776603937149048	 ([really][out.])
v(2,55): 0.7271029949188232	 ([really][die - hard])
v(2,56): 0.251840740442276	 ([really][fans])
v(2,57): 1.8175668716430664	 ([really][there,])
v(2,58): 1.4307821989059448	 ([really][feel])
v(2,59): 1.5362279415130615	 ([really][free])
v(2,60): 0.5822420120239258	 ([really][email])
v(2,61): 1.588615894317627	 ([really][chat])
v(2,62): 1.4286630153656006	 ([really][sometime.])
v(2,63): 0.4715759754180908	 ([really][midgetorgy.... i])
v(2,64): 3.04844331741333	 ([really][found])
v(2,65): 0.11224427819252014	 ([really][yahoo.])
v(3,4): 3.4539122581481934	 ([favorite][film])
v(3,5): 5.3147687911987305	 ([favorite][ever.])
v(3,6): 4.694839000701904	 ([favorite][need])
v(3,7): 4.741100788116455	 ([favorite][give])
v(3,8): 3.7654857635498047	 ([favorite][anyone])
v(3,9): 3.564581871032715	 ([favorite][description])
v(3,10): 3.8365726470947266	 ([favorite][every])
v(3,11): 3.2000808715820312	 ([favorite][hole])
v(3,12): 3.553966999053955	 ([favorite][that.])
v(3,13): 3.6213862895965576	 ([favorite][literally])
v(3,14): 4.089081287384033	 ([favorite][obsessed])
v(3,15): 3.674189567565918	 ([favorite][practically])
v(3,16): 3.3664932250976562	 ([favorite][bloodless,])
v(3,17): 3.3706843852996826	 ([favorite][cheesy,])
v(3,18): 3.0636937618255615	 ([favorite][lame])
v(3,19): 3.4814937114715576	 ([favorite][effects])
v(3,20): 3.858686923980713	 ([favorite][having ',])
v(3,21): 3.636744737625122	 ([favorite][boom - stick])
v(3,22): 3.778590679168701	 ([favorite][showing ',])
v(3,23): 3.3692798614501953	 ([favorite][badly])
v(3,24): 3.8846230506896973	 ([favorite][edited,])
v(3,25): 3.5578112602233887	 ([favorite][80's])
v(3,26): 3.6161937713623047	 ([favorite][metal])
v(3,27): 3.2477612495422363	 ([favorite][horror])
v(3,28): 6.200427532196045	 ([favorite][masterpiece.])
v(3,29): 3.324993133544922	 ([favorite][director])
v(3,30): 3.8792786598205566	 ([favorite][( i])
v(3,31): 3.659217357635498	 ([favorite][heard )])
v(3,32): 4.806235313415527	 ([favorite][hoped])
v(3,33): 3.9713213443756104	 ([favorite][hit])
v(3,34): 3.708101749420166	 ([favorite][box])
v(3,35): 4.015079498291016	 ([favorite][office])
v(3,36): 3.6404905319213867	 ([favorite][could])
v(3,37): 3.5201892852783203	 ([favorite][sequels])
v(3,38): 4.022507667541504	 ([favorite][freddy])
v(3,39): 3.6239519119262695	 ([favorite][jason])
v(3,40): 3.598811626434326	 ([favorite][type])
v(3,41): 4.289292335510254	 ([favorite][deal])
v(3,42): 4.0102009773254395	 ([favorite][himself.])
v(3,43): 2.5555498600006104	 ([favorite][damn,])
v(3,44): 4.057538986206055	 ([favorite][wish])
v(3,45): 3.5270237922668457	 ([favorite][could've])
v(3,46): 3.808042049407959	 ([favorite][went])
v(3,47): 3.478501796722412	 ([favorite][like])
v(3,48): 3.6965951919555664	 ([favorite][that!])
v(3,49): 3.5702710151672363	 ([favorite][soundtrack's])
v(3,50): 3.3967785835266113	 ([favorite][banging '.])
v(3,51): 3.3632583618164062	 ([favorite][acting's])
v(3,52): 4.344811916351318	 ([favorite][good.... check])
v(3,53): 4.03631591796875	 ([favorite][mofo])
v(3,54): 3.609715700149536	 ([favorite][out.])
v(3,55): 3.633800745010376	 ([favorite][die - hard])
v(3,56): 3.466266632080078	 ([favorite][fans])
v(3,57): 4.2376275062561035	 ([favorite][there,])
v(3,58): 4.064411640167236	 ([favorite][feel])
v(3,59): 4.007667541503906	 ([favorite][free])
v(3,60): 3.6395010948181152	 ([favorite][email])
v(3,61): 3.995133399963379	 ([favorite][chat])
v(3,62): 4.102662086486816	 ([favorite][sometime.])
v(3,63): 4.5656418800354	 ([favorite][midgetorgy.... i])
v(3,64): 3.607192039489746	 ([favorite][found])
v(3,65): 3.167111396789551	 ([favorite][yahoo.])
v(4,5): 6.206503391265869	 ([film][ever.])
v(4,6): 3.324430465698242	 ([film][need])
v(4,7): 2.8573617935180664	 ([film][give])
v(4,8): 1.2907007932662964	 ([film][anyone])
v(4,9): 1.052842140197754	 ([film][description])
v(4,10): 0.8545610308647156	 ([film][every])
v(4,11): 0.7182225584983826	 ([film][hole])
v(4,12): 2.2442660331726074	 ([film][that.])
v(4,13): 1.6110248565673828	 ([film][literally])
v(4,14): 2.1184463500976562	 ([film][obsessed])
v(4,15): 0.0031318962574005127	 ([film][practically])
v(4,16): -0.10065993666648865	 ([film][bloodless,])
v(4,17): 0.7001480460166931	 ([film][cheesy,])
v(4,18): -0.7403147220611572	 ([film][lame])
v(4,19): 0.6056661605834961	 ([film][effects])
v(4,20): 1.9318259954452515	 ([film][having ',])
v(4,21): 1.742202877998352	 ([film][boom - stick])
v(4,22): 1.915266752243042	 ([film][showing ',])
v(4,23): -0.922943651676178	 ([film][badly])
v(4,24): 2.162585496902466	 ([film][edited,])
v(4,25): 1.5322562456130981	 ([film][80's])
v(4,26): 1.3836616277694702	 ([film][metal])
v(4,27): -0.7021663784980774	 ([film][horror])
v(4,28): 5.963934898376465	 ([film][masterpiece.])
v(4,29): 0.09030529856681824	 ([film][director])
v(4,30): 1.755620002746582	 ([film][( i])
v(4,31): 1.5644997358322144	 ([film][heard )])
v(4,32): 1.91670560836792	 ([film][hoped])
v(4,33): 1.488478660583496	 ([film][hit])
v(4,34): 1.799225091934204	 ([film][box])
v(4,35): 2.231860399246216	 ([film][office])
v(4,36): 0.9761277437210083	 ([film][could])
v(4,37): 1.2078626155853271	 ([film][sequels])
v(4,38): 1.615002989768982	 ([film][freddy])
v(4,39): 1.2098307609558105	 ([film][jason])
v(4,40): 1.7993310689926147	 ([film][type])
v(4,41): 2.521879196166992	 ([film][deal])
v(4,42): 2.617009162902832	 ([film][himself.])
v(4,43): -1.7571930885314941	 ([film][damn,])
v(4,44): 2.8639025688171387	 ([film][wish])
v(4,45): 0.8281011581420898	 ([film][could've])
v(4,46): 1.393951177597046	 ([film][went])
v(4,47): 1.2600538730621338	 ([film][like])
v(4,48): 1.7909891605377197	 ([film][that!])
v(4,49): 1.2846935987472534	 ([film][soundtrack's])
v(4,50): 1.199073314666748	 ([film][banging '.])
v(4,51): 0.0481036901473999	 ([film][acting's])
v(4,52): 2.6587300300598145	 ([film][good.... check])
v(4,53): 1.7580605745315552	 ([film][mofo])
v(4,54): 1.9667727947235107	 ([film][out.])
v(4,55): 0.9401121735572815	 ([film][die - hard])
v(4,56): 1.1974149942398071	 ([film][fans])
v(4,57): 2.9229705333709717	 ([film][there,])
v(4,58): 2.105106830596924	 ([film][feel])
v(4,59): 2.1585593223571777	 ([film][free])
v(4,60): 1.6243760585784912	 ([film][email])
v(4,61): 2.155123710632324	 ([film][chat])
v(4,62): 2.3041882514953613	 ([film][sometime.])
v(4,63): 1.3538845777511597	 ([film][midgetorgy.... i])
v(4,64): 3.1691527366638184	 ([film][found])
v(4,65): 1.1585785150527954	 ([film][yahoo.])
v(5,6): 5.004742622375488	 ([ever.][need])
v(5,7): 4.917003631591797	 ([ever.][give])
v(5,8): 3.791264057159424	 ([ever.][anyone])
v(5,9): 3.8948066234588623	 ([ever.][description])
v(5,10): 3.547511100769043	 ([ever.][every])
v(5,11): 3.274911880493164	 ([ever.][hole])
v(5,12): 4.085350036621094	 ([ever.][that.])
v(5,13): 4.0605058670043945	 ([ever.][literally])
v(5,14): 3.778782367706299	 ([ever.][obsessed])
v(5,15): 2.8552064895629883	 ([ever.][practically])
v(5,16): 2.135964870452881	 ([ever.][bloodless,])
v(5,17): 3.4980878829956055	 ([ever.][cheesy,])
v(5,18): 2.4960267543792725	 ([ever.][lame])
v(5,19): 3.703153610229492	 ([ever.][effects])
v(5,20): 4.150379180908203	 ([ever.][having ',])
v(5,21): 4.256159782409668	 ([ever.][boom - stick])
v(5,22): 4.163336277008057	 ([ever.][showing ',])
v(5,23): 2.7686729431152344	 ([ever.][badly])
v(5,24): 4.473255634307861	 ([ever.][edited,])
v(5,25): 3.9663455486297607	 ([ever.][80's])
v(5,26): 4.115386486053467	 ([ever.][metal])
v(5,27): 3.108523368835449	 ([ever.][horror])
v(5,28): 7.264197826385498	 ([ever.][masterpiece.])
v(5,29): 3.7537002563476562	 ([ever.][director])
v(5,30): 4.305656433105469	 ([ever.][( i])
v(5,31): 4.068018913269043	 ([ever.][heard )])
v(5,32): 4.789707660675049	 ([ever.][hoped])
v(5,33): 3.964277744293213	 ([ever.][hit])
v(5,34): 4.248744010925293	 ([ever.][box])
v(5,35): 4.797733306884766	 ([ever.][office])
v(5,36): 3.603403329849243	 ([ever.][could])
v(5,37): 4.006631374359131	 ([ever.][sequels])
v(5,38): 4.109749794006348	 ([ever.][freddy])
v(5,39): 4.061872959136963	 ([ever.][jason])
v(5,40): 4.306380748748779	 ([ever.][type])
v(5,41): 4.460745811462402	 ([ever.][deal])
v(5,42): 4.651479721069336	 ([ever.][himself.])
v(5,43): 0.3812044560909271	 ([ever.][damn,])
v(5,44): 4.601865768432617	 ([ever.][wish])
v(5,45): 3.3222997188568115	 ([ever.][could've])
v(5,46): 3.9475622177124023	 ([ever.][went])
v(5,47): 3.880878210067749	 ([ever.][like])
v(5,48): 4.13798189163208	 ([ever.][that!])
v(5,49): 4.3352203369140625	 ([ever.][soundtrack's])
v(5,50): 3.5966477394104004	 ([ever.][banging '.])
v(5,51): 2.962031126022339	 ([ever.][acting's])
v(5,52): 4.1112518310546875	 ([ever.][good.... check])
v(5,53): 4.371184349060059	 ([ever.][mofo])
v(5,54): 4.207560062408447	 ([ever.][out.])
v(5,55): 4.006036281585693	 ([ever.][die - hard])
v(5,56): 3.9689159393310547	 ([ever.][fans])
v(5,57): 4.916960716247559	 ([ever.][there,])
v(5,58): 4.418807506561279	 ([ever.][feel])
v(5,59): 4.1554951667785645	 ([ever.][free])
v(5,60): 4.16091251373291	 ([ever.][email])
v(5,61): 4.573934555053711	 ([ever.][chat])
v(5,62): 4.377181053161621	 ([ever.][sometime.])
v(5,63): 3.2132375240325928	 ([ever.][midgetorgy.... i])
v(5,64): 5.038665771484375	 ([ever.][found])
v(5,65): 3.8862502574920654	 ([ever.][yahoo.])
v(6,7): 2.156076669692993	 ([need][give])
v(6,8): 1.716610074043274	 ([need][anyone])
v(6,9): 1.5025478601455688	 ([need][description])
v(6,10): 1.3788902759552002	 ([need][every])
v(6,11): 0.9415501952171326	 ([need][hole])
v(6,12): 1.9461339712142944	 ([need][that.])
v(6,13): 1.792898416519165	 ([need][literally])
v(6,14): 1.9756509065628052	 ([need][obsessed])
v(6,15): 0.8194534182548523	 ([need][practically])
v(6,16): -0.3794381618499756	 ([need][bloodless,])
v(6,17): 1.1028236150741577	 ([need][cheesy,])
v(6,18): 0.3061186671257019	 ([need][lame])
v(6,19): 1.595719337463379	 ([need][effects])
v(6,20): 1.88924241065979	 ([need][having ',])
v(6,21): 1.9355051517486572	 ([need][boom - stick])
v(6,22): 1.7814228534698486	 ([need][showing ',])
v(6,23): 0.09234613180160522	 ([need][badly])
v(6,24): 2.2040836811065674	 ([need][edited,])
v(6,25): 1.6355193853378296	 ([need][80's])
v(6,26): 1.563031792640686	 ([need][metal])
v(6,27): 0.26169824600219727	 ([need][horror])
v(6,28): 6.735718727111816	 ([need][masterpiece.])
v(6,29): 0.8349244594573975	 ([need][director])
v(6,30): 1.9925024509429932	 ([need][( i])
v(6,31): 1.757426142692566	 ([need][heard )])
v(6,32): 2.547971248626709	 ([need][hoped])
v(6,33): 1.7560763359069824	 ([need][hit])
v(6,34): 2.063610553741455	 ([need][box])
v(6,35): 2.6005942821502686	 ([need][office])
v(6,36): 1.3963395357131958	 ([need][could])
v(6,37): 1.6798385381698608	 ([need][sequels])
v(6,38): 2.1169092655181885	 ([need][freddy])
v(6,39): 1.7217472791671753	 ([need][jason])
v(6,40): 1.9471150636672974	 ([need][type])
v(6,41): 2.6438496112823486	 ([need][deal])
v(6,42): 2.393721580505371	 ([need][himself.])
v(6,43): -1.0179046392440796	 ([need][damn,])
v(6,44): 3.0518288612365723	 ([need][wish])
v(6,45): 1.2061587572097778	 ([need][could've])
v(6,46): 1.7947230339050293	 ([need][went])
v(6,47): 1.5707789659500122	 ([need][like])
v(6,48): 1.8813636302947998	 ([need][that!])
v(6,49): 1.978029489517212	 ([need][soundtrack's])
v(6,50): 1.2460798025131226	 ([need][banging '.])
v(6,51): 0.7757328748703003	 ([need][acting's])
v(6,52): 2.7762908935546875	 ([need][good.... check])
v(6,53): 2.2248003482818604	 ([need][mofo])
v(6,54): 2.0451583862304688	 ([need][out.])
v(6,55): 1.7820533514022827	 ([need][die - hard])
v(6,56): 1.6190139055252075	 ([need][fans])
v(6,57): 2.7150626182556152	 ([need][there,])
v(6,58): 2.4463863372802734	 ([need][feel])
v(6,59): 2.3604681491851807	 ([need][free])
v(6,60): 2.288933515548706	 ([need][email])
v(6,61): 2.5503902435302734	 ([need][chat])
v(6,62): 2.163226842880249	 ([need][sometime.])
v(6,63): 1.8447041511535645	 ([need][midgetorgy.... i])
v(6,64): 3.216002941131592	 ([need][found])
v(6,65): 1.8132312297821045	 ([need][yahoo.])
v(7,8): 0.9870743751525879	 ([give][anyone])
v(7,9): 0.8977984189987183	 ([give][description])
v(7,10): 0.6343392729759216	 ([give][every])
v(7,11): 0.10213649272918701	 ([give][hole])
